pre,post,L1_0hr,L1_5hr,L1_8hr,L1_16hr,L2,L3,adult_sem,dauer_sem_1,dauer_sem_2,dauer_FIB
BWM-VL04,SIBDL,0,72704,74760,12120,35280,40888,260400,33200,20800,25440
OLQVR,PVCL,0,0,0,40320,0,3041,0,0,0,0
ASGR,AVAR,0,0,0,0,0,6420,0,0,0,0
FLPR,PVT,0,0,0,17520,275160,0,0,0,0,131840
ADEL,AVJL,0,0,0,100680,306000,21964,166320,43200,39300,20560
AVKL,IL2DR,0,0,0,0,7680,0,0,0,5700,49640
AIML,ASKL,40920,59136,31680,252480,946680,1471979,1364640,1172400,1978800,1006880
BWM-DR01,RMDDL,327600,449024,315720,239280,432360,217282,600720,830000,922900,1251440
RICR,RMHR,0,0,0,1198440,1694880,2450257,5219280,6641400,3985400,3847360
RMDVR,SMDDL,89640,79872,52680,2760,14400,130437,31920,377200,165600,465200
BWM-VL08,RICL,0,0,0,0,4440,0,0,0,0,0
ADER,FLPL,423240,597504,184440,170640,302160,345354,1072080,445200,347500,575360
AVKR,SIAVL,65760,81920,65040,461280,538080,492687,356880,13700,1150500,606200
AIZL,RIBL,493680,603392,580200,1397640,2276640,1698723,3899760,1820200,2647800,1873840
AINR,AVER,0,0,0,0,0,0,0,79600,0,0
AIBR,AVBR,244800,746496,497280,976440,495120,1256724,3329040,1092800,2255800,1546720
RMDR,RMGR,277560,897280,585120,405720,1329120,1077964,1848240,1599000,1337900,949960
ASKR,AVHL,1680,0,0,0,0,0,0,0,0,0
PVCR,URYVR,0,48640,3600,24120,840,21626,2880,0,0,0
ASHR,RIFR,867360,1531904,961320,1180200,2731800,4387891,4928400,3785700,3806600,4458360
AVBR,AWBL,360,22272,0,0,0,0,0,0,0,0
RIBL,SIBDL,159960,276992,165480,55920,507840,528506,957120,599600,533400,634000
AUAL,IL2DL,42600,41728,84840,128880,162360,156119,192720,174200,214100,295160
RICL,SIADR,0,0,101280,14040,87360,271687,204480,331400,185000,277520
AVDR,CEPVL,51480,51200,19080,36240,79200,60487,124800,0,91400,0
RIS,RMED,417600,780544,506640,1379400,2051160,1883904,4291680,1721100,1957600,2799440
AVHL,FLPR,0,94208,0,0,0,0,0,137200,0,80
AVEL,CEPDL,0,0,0,0,71880,0,0,0,0,0
BWM-DR08,SAAVR,0,0,0,0,0,0,3600,0,17400,0
RIML,RMGL,0,0,2280,5280,0,39198,391680,10000,0,122240
IL2VL,SIAVL,16920,24576,9120,12600,58440,40888,72000,19400,83600,36640
ALA,AWCR,0,0,0,0,0,8785,0,19900,303800,0
RMDR,URYVR,0,0,0,0,0,0,0,0,4000,0
IL1VR,RICL,29640,34048,28440,46440,80160,102727,183360,0,11600,131680
BWM-DL04,RMFR,0,0,0,0,0,0,910320,303800,674200,461920
OLQVR,SMBDR,0,0,0,0,0,0,0,45400,0,0
IL1DL,IL1L,80760,285952,141960,209640,565200,777891,819840,361600,217200,463240
BAGR,OLQVR,0,0,36480,0,0,56094,0,0,0,0
AVEL,SMBVL,0,57856,31080,51960,382920,0,897120,193000,219300,305760
BWM-DL07,CEPDL,0,64768,83880,148680,378360,551823,2007120,311200,373800,577760
BWM-DR04,IL1R,0,0,0,19680,25440,22302,72480,0,0,0
RIPR,URBR,0,0,0,0,56520,0,43920,56600,0,129440
PLNR,SAADR,0,0,0,0,0,0,841440,3518800,1877000,1948800
RIAL,RIS,51000,0,0,36720,7320,0,0,0,0,0
CEPVL,RIFL,48120,90880,59880,37920,0,85155,82080,88600,124000,97120
AVER,SMDVR,305160,432640,189240,618840,724560,763361,1734480,846800,1154900,1127040
RMDDL,URXR,720,0,0,7320,33480,0,0,0,0,0
BWM-VR03,IL1VR,0,0,0,0,21120,1689,214080,66600,115400,21360
RICR,SIADR,140520,324096,130560,350640,561000,656578,1865760,1345800,402600,749360
CEPDR,DVC,0,0,0,0,0,99686,0,0,0,0
RMGL,SIBDL,69960,166400,159960,164280,825120,223703,700320,113800,182100,675200
AIZR,SMDVR,0,0,0,720,0,0,240,6800,0,33240
AVBL,URAVL,0,0,0,0,0,0,0,0,38200,30080
ASJR,SMBDL,0,0,0,0,0,0,40560,0,0,0
IL2L,RMER,982080,1737728,1892400,1549800,3011280,4349706,6097200,1528600,2800000,2731360
AQR,SIBVR,0,0,0,47040,334680,594401,702720,425400,859400,1318960
IL2L,RIBL,62880,0,50040,28320,97440,13516,137520,474000,660000,1198800
AIYR,ASKL,0,0,0,0,0,56770,0,0,0,0
OLLR,URYDR,27600,43008,123960,75840,69840,335554,117120,59200,62000,42720
AUAL,AVAR,0,0,0,0,0,0,0,0,0,55080
BWM-DR03,RMDDR,9240,39424,204840,63000,349080,139898,195840,167600,247000,152240
ADLR,RIGR,0,0,0,0,14760,57446,10320,0,0,0
AVFR,URBL,0,0,0,0,0,0,0,87800,4800,0
ALA,RID,0,0,0,0,0,0,0,94000,0,0
BWM-VL04,RMGL,14160,180224,296400,92400,320160,907315,870960,605200,1058600,847600
PVR,SMBDL,0,0,0,0,7320,0,0,31600,0,39840
IL2DL,RIVR,0,0,0,21840,0,0,0,226500,241000,53440
IL2DL,URADL,562440,1252096,1229280,947040,1736880,1642291,1920480,2794800,1884200,2544680
AIZL,SIBVR,30240,0,73440,55320,172440,213903,438000,0,63800,0
RMHL,SMBDL,0,0,0,125520,64440,73328,159840,199100,100600,211440
AIAL,AINL,95400,44544,49080,87600,162120,13854,637920,37000,48200,106920
RIFR,URYDR,0,0,0,480,0,0,0,0,39800,5600
ADEL,PLNR,0,0,0,0,0,0,0,0,44200,0
AVM,HSNR,0,0,0,0,0,0,251760,0,0,0
AWBL,RIFL,49680,276480,0,337920,298920,714362,1047840,211800,1504200,754080
BWM-DR05,RMDVR,98520,152576,142680,38160,58560,151726,46560,81600,77600,139240
ASEL,RICR,0,0,0,0,0,0,0,31000,0,0
ADEL,AVAL,87960,347136,239760,0,285000,711321,268560,259400,83000,836240
OLLR,RIVR,0,0,30360,9720,0,0,0,0,0,0
AIMR,AWAR,95400,203520,151680,72840,110760,194304,483840,132800,56800,115680
AVDR,RIMR,49800,83200,11400,127320,95040,4055,399840,161800,128600,184000
AVFR,AVHR,0,0,0,117720,117480,772147,0,338200,129800,207280
AVBR,SMBDR,0,0,0,0,0,0,1440,0,0,0
RMHR,SIAVL,0,0,0,28200,190440,11827,311280,116000,3500,19440
RIML,RMGR,114960,103424,35520,48720,152280,63191,0,95400,374000,45760
ALMR,SMDVR,17400,15616,0,0,720,0,0,0,0,0
AIBL,PVT,125760,386560,516000,591960,365520,491673,2931120,581400,819400,525120
IL2VR,RIAR,41640,53760,91920,68400,204480,106106,284400,262000,295500,212280
AIAR,ASER,329880,479232,413040,510360,976560,1419264,1082640,1246700,1260400,1198520
ASKL,AVFR,0,0,0,0,360,21964,920880,0,263800,154760
AQR,AVBL,0,0,0,1006200,2872800,1902489,3288480,507000,1599600,2257760
BWM-VL03,SMDDL,9240,2816,38760,60000,43920,60149,504480,0,184800,45400
OLQDR,RMDVL,0,0,1320,0,78120,0,0,0,0,0
ASGR,SAAVL,78720,19456,83880,11040,160560,0,172320,267600,7200,98720
AIYL,AVHR,11880,0,19680,34800,12240,5744,558000,0,84900,640
RMED,RMER,679320,1659648,1179600,1593720,1616760,2749317,3614880,2563000,2812600,2622280
DVA,FLPL,0,164864,210600,251760,486720,827228,1490160,139100,794000,240
AVFL,HSNL,0,0,0,0,0,0,7107600,0,0,0
AWAL,AWBR,48960,119552,99000,140520,43920,274053,0,0,0,0
IL1VR,RMER,400680,573440,622320,627600,1029840,1362493,2481360,1365000,1375600,1733920
RIFL,SMBDL,0,0,0,0,0,0,0,0,0,800
RIPL,SMDDL,0,0,0,0,0,0,0,0,23600,0
IL1R,RIAR,65880,158976,75600,153000,238080,189235,633840,507200,490800,134120
HSNL,URBL,0,0,0,0,0,0,10080,0,0,0
ALA,SIADR,5160,44544,16080,32880,44040,50012,12000,31600,0,92760
BWM-DL01,BWM-DL02,1080,96512,693960,564960,616320,1521315,1731360,2474400,2404400,2304320
IL1VR,RIBL,0,32000,0,0,0,0,0,0,0,0
BWM-DL01,SMDVL,49200,120832,0,71520,6000,38522,90000,70000,84000,96720
RIVL,RMFL,0,0,0,0,0,461260,940560,0,36400,0
AIAL,AWCR,233760,867072,435840,290040,1695720,1210767,2359440,651400,1021000,1626880
AVDR,SIBDR,19920,89088,47400,64680,165840,216606,374880,53800,94700,82720
AWCR,OLQVL,0,0,0,0,0,0,0,0,45800,0
AVHL,SIBVR,0,24832,16440,0,0,164567,182640,246000,0,142160
CEPDR,RMHL,0,0,0,2520,0,1205698,909360,583600,959600,340440
OLLL,RIVL,0,0,13080,0,5640,0,61440,0,8600,0
AVBR,AVM,0,0,0,64080,325920,1256048,929520,1833000,1841600,1938200
ASIL,PVQL,0,0,0,4200,0,0,0,0,0,0
AFDL,AQR,0,0,0,0,0,0,0,0,200,0
RMDDL,URAVL,2400,22528,9960,1320,1440,0,1440,574600,394800,903960
AIBL,SMBVL,0,25856,0,0,20280,0,7920,0,0,0
ASEL,RIPL,0,0,0,0,0,0,0,0,288000,308080
AVDR,SMDVR,149520,154368,69360,0,397320,0,295440,0,0,97440
PVR,URAVR,15480,98816,70680,53520,14280,0,20880,72100,78200,101200
CEPVR,PVT,0,0,0,0,0,8448,0,0,118900,0
ADEL,AVFR,0,0,0,62160,544200,203765,801840,0,318000,62240
BWM-DR05,RMDVL,0,0,0,0,0,0,0,0,67500,0
OLQVR,RMDDR,28440,80128,42000,77520,217200,221675,188640,331000,366900,186000
IL2L,SIBVR,0,62976,42480,28800,57240,19599,123120,104900,0,147280
AVKL,IL2DL,0,0,0,0,0,5068,0,600,27400,0
BWM-DL06,PVWR,0,0,0,0,0,0,0,0,0,920
AQR,OLLR,0,0,0,0,0,0,0,43800,0,0
HSNL,HSNR,0,0,0,0,0,0,4126800,0,0,0
IL2DR,RMEV,17760,87552,239760,169200,232800,73666,414240,313100,325600,311920
AVFL,AVJL,0,0,0,0,263880,6758,386880,32500,188600,13520
BWM-DR02,OLQDR,0,2304,0,0,0,0,0,0,0,0
ASER,IL1L,5760,1792,0,0,0,2365,0,10800,99000,286120
AVEL,RMDR,0,0,0,0,0,0,0,0,623800,0
AVKL,RICR,0,84224,32760,27000,363720,189573,156000,790200,0,236400
ASHL,AWAR,0,30976,19680,0,0,0,0,0,116000,266440
AUAR,AVER,182160,422144,109800,388560,219120,583587,2290080,433800,1246800,1000520
ADER,AVER,0,0,0,0,7200,0,503520,0,174400,29600
AQR,SIADL,0,0,0,0,0,0,488400,0,0,0
AQR,DVA,0,0,0,1687320,5785560,5339811,9230640,4573000,6658700,4553600
OLLL,RMGL,0,5888,0,0,230760,198021,235200,0,63300,0
AVER,FLPR,0,0,960,0,0,36495,0,0,647200,207240
RIGL,RIMR,218400,69888,306600,132000,489840,16558,208800,196000,123400,419560
AVAR,PVCL,0,0,0,217920,477120,585277,693120,0,0,259840
RIGL,SMBVR,0,90368,117480,0,4320,7772,682560,0,115400,652960
ALNR,RIML,0,0,0,0,180240,98672,179760,350200,479400,309360
AINL,RMEV,0,1536,0,84600,37800,0,52560,0,0,105760
AIZR,FLPR,0,0,0,20640,0,0,0,79600,45000,0
AIBR,SAADL,261960,721664,99480,524520,408840,530872,1023600,506800,673400,501360
SIAVL,SMBDL,327960,835840,275160,1104600,1833960,1493268,3162000,1356200,1494400,1955800
ADFR,OLQDR,0,0,0,0,16560,0,0,0,0,0
AVM,RMGR,0,0,0,0,566040,78397,156000,0,0,120
RIGL,RMGL,153240,264448,415320,105240,505800,111513,296880,76100,59600,55040
OLQDR,RICR,161040,267008,155520,79440,226440,171663,519600,1016800,239800,363920
PVPL,PVPR,17880,11008,2280,139680,103200,39536,100560,0,430400,148640
SAAVR,SIADL,3000,12032,0,8400,74280,0,257280,0,0,25840
ALA,RIVR,0,0,0,0,0,0,0,0,0,3200
RICL,RIVL,245880,581376,142560,223680,147240,628531,1210320,1071200,797600,903840
AUAL,SAAVL,55320,13568,42120,9480,2640,0,0,0,15700,3880
OLLL,SIBDR,30720,0,30240,36360,64560,75694,90000,204000,111900,140560
IL2VL,SAAVR,0,0,7320,960,0,0,0,0,0,0
RMED,SIBVR,0,0,0,0,0,6082,0,0,0,0
DVA,RMDVR,69960,86784,16320,68160,66360,0,66000,0,98700,171200
IL1VR,SIBVR,25080,43008,26040,15840,39840,21288,90000,29000,77500,15120
CEPDL,RMHR,0,0,0,181560,19680,1302343,532080,1154100,587600,961360
AVDR,RICL,132720,216832,140040,80880,362520,112527,487200,0,41200,671600
PVQL,PVWL,0,0,0,0,0,0,343920,0,18600,0
BWM-VR08,RMGR,0,24832,50040,231240,953880,1117163,1343760,1354000,1314600,900920
CEPVR,CEPVR,0,3072,0,0,0,0,0,0,0,0
CEPDL,RID,0,0,0,0,0,14868,0,0,0,0
AWCR,OLQDL,53520,12800,24480,33000,90840,101713,87600,109300,148000,109040
BWM-DL01,BWM-DR01,173880,427520,68760,515400,576240,675164,881760,883800,667500,1480320
AIML,RIH,0,0,0,0,0,0,0,0,147200,0
RIGL,SIBDR,0,0,0,0,0,0,0,0,0,25680
ADLL,ASKL,1187040,1812224,1143480,1536600,1899000,1756508,5131920,2865400,2072400,2674160
AWBR,RIBR,52440,228096,300240,203880,277680,384552,1334640,378200,367600,516800
ASGL,SMBVL,0,0,0,254160,121440,79411,234720,0,0,0
IL2VL,RIS,0,0,0,0,0,0,0,0,0,29960
BWM-DR05,RICR,40200,100864,1440,0,87960,111175,0,0,0,0
RIMR,SMBDR,9960,67840,178320,69600,492480,431861,398160,83200,80400,429200
AIBL,RMDL,8040,0,0,0,0,0,0,0,0,0
AINR,AVAL,5640,62720,0,0,20760,6758,15360,53500,14600,251760
PLNR,SIBVL,0,0,0,0,0,0,225360,0,243900,218880
SAADR,SIBDL,0,18176,0,0,0,11489,0,0,0,0
AVAR,SMBDR,0,0,19320,20040,96240,3717,1200,0,109700,0
AWCR,IL2R,48360,27136,0,10200,55680,58122,56880,0,31200,0
BWM-VR02,BWM-VR06,0,161024,0,17760,2640,28723,73920,0,104400,76640
CEPVR,RMEL,0,0,0,0,0,0,40800,0,0,40
RICL,RIMR,51720,117504,170520,137640,524760,573788,1024080,786000,303200,289200
RICL,SMBVR,89160,0,12240,9240,247680,54743,143520,0,95100,72800
RICR,RIVL,117360,388352,102840,314880,969720,922183,1199760,1637000,791500,1030720
AVFR,BDUR,0,0,0,0,148920,432875,3782400,1523100,209400,808800
AVHR,RIH,0,8448,0,0,0,0,0,0,0,0
BWM-DR04,OLQDR,0,0,0,0,1920,0,0,0,0,0
BWM-DL02,PVR,66720,0,0,0,0,0,0,0,0,0
OLQDR,RIPL,106560,0,0,25560,0,0,0,0,0,0
RICL,RMGL,77160,51456,76920,142920,712320,458219,1902480,439200,525200,203760
BAGL,RIAR,427440,1149952,1205400,1087680,2505480,2724986,4766880,1931800,2697400,2791600
BDUL,IL2L,0,0,0,0,0,0,0,0,0,86080
SIADL,SIBVL,178200,461312,310200,410640,630720,727541,367200,155100,1009000,1111920
AUAL,AWAL,360,0,0,0,51720,2027,100560,0,0,0
ADFR,AIAR,240360,212736,106200,162840,102000,234178,651360,305700,430800,429440
BWM-VR06,URAVR,0,0,0,0,0,0,0,0,23000,0
ALMR,FLPR,0,0,0,24120,0,0,0,0,0,0
AVHL,DVA,136560,640768,609000,0,681000,1010042,1060320,2870400,1312400,1867680
ADER,HSNL,0,0,0,0,0,0,128160,0,0,0
ALMR,ASJR,21960,80640,2040,0,93840,51701,0,7400,9900,0
CEPVR,RMDL,200280,73216,342480,54600,112080,156119,384480,105000,117500,271600
AFDL,SMBDL,0,0,0,0,0,0,0,0,0,70480
AVHR,BWM-DR06,0,0,0,7800,0,0,0,0,0,0
AVKR,OLQVL,0,0,6360,0,0,7096,0,0,83200,0
ASIR,BAGL,0,942080,159360,153840,363000,242626,0,233000,15500,109680
BWM-VR02,RMFR,0,0,0,0,0,1013,0,0,0,0
ALML,AVEL,30000,50432,60720,96960,210840,31764,10320,144400,203200,203360
RIAR,RIFR,0,0,0,0,0,42240,60000,59000,168500,0
AVAR,AVM,0,0,0,0,15360,0,0,0,0,0
AVJR,PVCL,561840,1320704,1183680,311760,1281960,2030899,1813920,1861400,1823000,1734000
RICL,SIBDR,89160,194048,75840,21960,831720,636641,1002960,825400,498400,692280
RMFL,RMHL,0,0,0,0,990720,18247,3704880,3975800,3195000,3438400
DVA,RMDVL,5040,44544,43800,0,0,0,2640,37200,118100,120520
AINR,ASIR,14400,0,13320,22680,137880,295342,652320,405000,108300,461920
RMDDR,SIADR,203760,437504,89520,137160,694200,454840,1065840,731700,767000,484880
CEPDL,SIADR,0,0,0,9480,0,149360,84240,76000,298000,189200
RMEL,URAVR,214440,597760,750120,632040,1168440,1349990,1904640,1462000,1814400,1556040
RICR,SMBVR,171240,686592,498120,346920,932280,855951,1506720,2780600,459400,1214720
AIBR,RIH,0,16128,48720,0,0,0,0,0,52300,12560
SAADR,URBL,204960,126464,145680,111120,126000,133140,219360,229000,356000,278640
SAADL,URYDR,0,0,0,0,33120,0,0,0,0,0
IL2DL,SMDVR,0,0,0,0,0,0,0,32800,0,44240
SAAVR,SIAVL,0,67328,53760,38640,485160,469708,180240,0,4800,127200
AUAL,PVPL,0,0,0,0,0,0,106320,0,0,0
ASHR,ASJR,0,1280,3000,5520,0,89210,60720,0,0,0
IL2VL,OLQVL,246480,574720,423960,318360,1114080,1038428,948480,1306200,1235100,1743960
RIS,RMDVR,0,0,0,0,0,0,0,36800,43400,32000
RICR,RMGL,18240,110592,81480,40440,208080,338257,390240,739800,415400,296120
ADFL,PVQL,0,9984,720,21600,0,0,0,0,0,0
IL1DL,RIPR,4320,0,251280,0,0,0,0,0,0,0
OLLL,RICL,0,3584,0,3360,39000,0,0,0,43700,0
BWM-VL02,BWM-VL03,0,0,0,0,177840,0,44400,0,104100,28080
RID,RMHL,0,0,0,0,0,0,398880,0,615800,0
OLLR,SMDVR,28920,229120,122880,161400,156600,225054,159360,131200,143600,426200
AVEL,AVKL,410400,775936,569520,312000,827040,1087426,1592400,1779800,2705400,1880240
AIYR,RIH,147000,439808,237720,372840,562680,1314508,460080,1716200,2394900,1333680
BWM-DR02,URADR,160440,422400,756720,499560,937920,347719,1457040,869000,814200,942720
FLPL,RIAR,0,0,360,0,0,0,0,0,0,0
BAGR,URADR,0,0,0,0,0,0,0,0,2200,11680
RICL,RMDDL,18480,0,0,96600,1200,0,0,92300,1200,0
RICR,SIBDR,476880,555776,537000,335040,448680,803573,966960,1061400,944200,493120
RIGR,SMBDR,312000,515072,293520,162960,245040,717066,1260480,1430200,449600,1229840
BWM-VL01,BWM-VL03,1884240,1845760,2317920,2443440,4636080,3570800,9739680,6673000,4143000,5876160
PVWR,RICR,0,0,0,0,0,0,0,0,413600,479040
BWM-VR02,RMED,0,0,0,0,0,0,0,0,0,20800
AVJR,SMBDR,0,11776,0,2160,8520,0,0,0,0,0
ADFL,PVPL,151680,512,89520,22800,148560,23654,489360,32400,19200,17920
AVBL,RIFL,246600,600576,373680,374880,1022160,1066813,1994640,1396400,2208600,1000440
BWM-DL01,RMED,52080,39168,18960,120960,38520,78735,264720,516800,102000,57680
BWM-DL08,RMFR,0,0,0,0,0,0,187920,0,0,168800
AVDR,RIBL,88080,83200,83520,84360,15480,6082,0,198200,255400,441240
ADFL,RIR,804840,1041920,406080,1168800,1012920,1287137,2905920,914100,1328300,2259800
RMDVL,RMEL,24360,23296,360,94440,4200,6758,24000,371000,176500,225760
OLQDR,RIPR,220920,32512,52680,375600,134520,65894,779040,587000,938200,825120
AVFL,AVFR,0,0,0,335400,3647520,4498391,8135520,4378400,5076600,3537040
OLQVL,RMEV,221640,126208,45720,40800,148800,447406,401040,215000,187500,523920
AIAR,ASKR,1404120,1556736,1302960,2101800,3228240,5063393,7334160,4073000,3786600,2889040
URAVL,URXL,52080,96768,81000,30000,67440,145643,0,0,0,0
ADFR,URADR,0,0,0,0,1080,0,0,0,0,0
ASEL,PVQL,58800,334080,280080,0,622080,365629,596400,310400,211900,535760
ASER,HSNL,0,0,0,0,0,0,720,0,0,0
BWM-VL08,PVR,1680,0,10200,0,17520,0,0,83200,0,16960
CEPVL,PVCL,0,55552,0,0,0,0,269760,0,0,0
BWM-VR03,URAVL,0,0,0,0,0,0,0,0,0,7520
RIS,RMDVL,43200,0,0,9000,11640,97320,26880,195300,30900,52040
AIZR,PVQR,3360,768,0,78480,0,0,0,0,0,0
DVC,PVCL,0,0,0,0,1200,0,0,0,0,0
BWM-VR07,RIVL,49200,0,0,89520,0,552161,604080,524800,378100,710320
OLQVR,URYVR,401880,442880,641640,545400,825000,1481103,1157760,1323900,1896800,1448320
AVAL,PVT,0,0,0,166200,292080,52715,1108560,0,9800,535200
URADL,URXL,57120,0,9480,40440,40080,38860,0,162500,268700,12360
AVKL,SAAVL,0,15360,48480,16320,0,0,108480,0,0,0
BWM-DL04,RMDVR,0,0,0,0,5400,0,0,0,0,0
AVJR,AVM,0,0,0,0,0,952596,3158400,3439000,4722400,1965360
DVA,RICR,316080,417792,295080,224040,192000,5744,379920,875200,560500,537440
ADEL,RMFL,0,0,0,0,848760,757278,6240,59800,2500,240
ADFR,CEPVR,0,0,0,21240,0,0,0,0,0,0
ALA,SMBVR,0,0,0,23400,304440,0,80400,0,0,0
ASKL,AWAR,0,0,0,0,0,47984,0,0,0,0
RIBR,RMDDR,0,0,0,0,6000,0,0,0,23200,18000
PVWR,RIPL,0,0,0,0,0,0,0,581100,422200,196960
AIBR,PVCR,0,0,0,0,0,22640,0,0,0,0
ASJL,AVDL,19560,40448,21960,6840,67320,96645,221280,97800,145800,133920
AFDL,RIFL,0,0,0,0,0,0,0,0,28500,12200
RMDR,SMDVL,98040,235264,145920,91320,42000,125368,497520,222200,352200,88000
ADFR,AUAR,695880,1081088,926520,1146840,2293440,2786488,4911840,3069900,1797500,1819040
RIR,SMBVL,49440,19456,13080,241560,26640,591022,1967520,244800,97000,0
ASEL,RIR,2160,9472,0,97560,0,82452,480,604800,592200,332520
BAGL,IL1DR,18000,17408,45720,0,21600,92252,0,0,0,13040
ASER,AVJL,0,0,0,0,0,0,3360,0,0,0
AIZR,AVBL,240,0,0,0,0,0,0,0,14000,0
IL1VL,RIVR,0,0,0,0,11280,0,43200,0,0,41360
ADFL,ASIL,0,0,0,9960,49320,0,0,0,63300,0
RICR,RMGR,114840,214016,263640,122520,454920,1181030,1180560,679400,928500,889400
ADAL,PVR,38160,419840,39720,12000,392520,0,636960,0,44400,0
PVPL,SIBDL,11400,0,0,0,0,0,0,89500,0,0
BWM-VL02,RMEL,36000,19200,22560,0,8280,40212,155040,42800,34900,41520
ALML,AVFL,0,0,0,0,0,34467,0,0,0,0
AIAL,CEPVL,6000,0,0,25920,0,0,49680,0,0,0
ALNL,SDQL,0,0,0,0,11640,0,0,0,0,12840
BWM-VL01,CEPVR,0,0,39120,0,0,0,0,0,0,0
PVT,RICR,0,0,0,0,11160,0,0,0,0,0
ADAR,RMFR,0,0,0,0,0,0,212160,0,91100,0
BWM-DL03,SMBDR,110280,196864,103200,274680,366000,392663,757440,537900,662400,693040
BWM-DR01,PVR,0,0,0,0,0,0,0,379800,30100,0
ADLR,ASER,296640,522240,619560,168600,1534320,2180259,3571200,1562600,1346000,1697360
BWM-VR07,SMBVR,118680,0,87000,88800,196440,205117,216000,314300,446800,298920
CEPVL,PLNL,0,0,0,0,0,0,1109760,158300,114600,799920
BWM-DR04,URADR,0,0,0,1680,104520,95293,371760,15500,111000,0
AVFR,IL1DR,0,0,0,0,7800,0,0,79000,0,0
OLQVR,RIAR,11280,16128,9000,38760,240,83804,109440,45100,40600,83640
ALA,SMDDR,6120,29440,0,0,46080,33792,108960,0,0,0
AWAR,SMBDR,240,0,4080,0,19920,0,15360,0,66800,0
SMDDR,URYDR,0,0,0,0,0,0,0,28400,0,0
DVC,SMBDR,0,0,0,0,396840,0,3360,77300,0,0
RIVL,URYDL,21720,3072,7560,37920,25800,81100,64560,80400,0,0
AWBL,PVCL,0,12288,0,1080,32640,0,20400,0,0,0
AVAR,URBL,0,61440,0,0,0,0,0,0,0,0
ASHL,URXL,192840,356096,294240,382800,540720,536616,1604400,718000,663400,231600
BWM-VL01,RMEL,7920,9728,26400,240,0,15882,17520,22500,3300,51280
AVL,RMDR,960,0,0,0,100680,29061,210480,0,0,47560
DVA,RIPL,0,0,0,0,22560,0,0,64100,0,0
AWCL,IL1DL,53040,4864,1560,48960,97680,65894,85680,0,0,33680
AIAL,ASGL,738480,1483264,1027320,1149720,3239280,3329525,3429360,987400,1802000,977680
ALML,RMHR,0,0,0,0,312960,0,0,0,0,0
AVER,OLLR,0,0,40320,8040,0,0,0,0,0,0
BWM-VL02,RMDL,238440,97536,149040,15120,97800,141588,108000,196000,90500,249200
BWM-DR07,CEPDR,65160,354304,184800,146040,549120,908328,665040,1018800,529600,596960
AIBL,AINL,457200,140544,198840,273360,520200,58460,1037040,630100,0,318880
ADER,AVAL,140880,267520,325560,772440,705480,856965,2138400,746800,537400,1253920
BWM-DL04,RMDVL,0,0,4920,11880,138360,62515,12960,9000,26900,42160
IL2R,RMDR,0,15360,16920,16800,51240,99010,31440,0,0,54080
RMFR,URYDR,0,0,0,0,0,89886,234000,27200,0,0
ADAL,AVBR,109920,604928,295800,453120,980400,1215498,2235840,1877200,868000,446880
AVBR,AWBR,63840,22016,11280,2640,0,18585,0,75800,0,1320
AVDR,SIBVR,197760,575488,206280,421800,856320,512286,2227920,1709400,1703300,1234200
BWM-DR04,CEPVR,0,242944,7440,52200,0,12840,21600,22800,0,92000
AVER,SIADL,247200,299264,143400,168840,394320,344678,684960,852200,234800,335680
BWM-VR07,SIBDR,0,0,13920,0,26640,0,0,0,0,0
AVDL,URYDR,0,118016,10440,42240,0,0,305280,417500,99200,65800
ASEL,ASIL,133080,525568,147960,351720,404400,451799,1932480,247400,466100,429200
ADLR,AVFL,0,0,0,0,22200,418007,464880,334600,267000,0
AVER,DVA,185640,259328,451440,323280,1030560,1756508,1691520,2075800,2825400,2286080
AVFL,PVQR,0,0,0,0,723480,2724648,2862960,860600,74400,1526880
BWM-DR04,RMEL,0,0,0,44520,80280,628193,1345680,304000,526600,375080
AVAR,AVHR,0,3584,197760,523440,493440,146657,197040,313700,633800,151280
AIAL,AIYL,58680,195840,106200,45120,718920,207482,276240,41000,667300,369840
ALML,BWM-VL04,0,0,0,0,53520,0,0,0,0,0
ALA,RMDDL,0,0,0,0,17400,0,0,0,0,0
AWAL,SMBVL,434400,29184,136680,5520,0,226068,0,74200,35300,191040
ALMR,AVBL,13680,0,0,720,360,0,841680,0,453400,136480
ASHR,PVQR,459600,335616,99240,640920,213000,531548,679440,107100,183200,66720
AIZR,DVA,489600,705280,717360,733920,1363440,2252912,3888000,2679900,2703400,2873200
AVKL,RIR,0,0,0,0,0,0,0,0,101400,0
SAADR,URYVR,131880,206848,48840,64680,221160,185518,169440,325400,325600,348080
PVWR,RIPR,0,0,0,0,0,0,0,9600,199500,459280
AIML,IL2L,55680,13056,53880,40560,172920,0,0,21300,78300,156640
RMDL,RMFR,0,0,0,0,0,346030,2233920,3417800,2988200,5067680
AQR,SAAVR,0,0,0,0,0,27709,93360,0,0,0
IL1L,URXL,106440,86528,174240,184200,312120,408545,188400,865500,189200,399200
AWCR,OLLL,0,0,0,4080,10320,21964,121680,15200,3700,144720
RIPL,SDQR,0,0,0,0,0,0,0,29600,0,0
AVDL,RIVR,1440,69888,0,114120,0,0,0,0,73500,0
AVDL,URADL,52680,0,33480,360,19440,93265,2880,0,67800,0
AIZR,AUAL,0,0,0,9960,0,0,0,16400,0,0
BWM-VR06,RMEV,0,0,0,0,0,0,0,0,4000,0
