pre,post,L1_0hr,L1_5hr,L1_8hr,L1_16hr,L2,L3,adult_sem,dauer_sem_1,dauer_sem_2,dauer_FIB
AWCL,OLLL,39240,0,0,21600,4920,141250,215040,0,0,55040
ADAR,PVPR,274920,235776,176400,111480,789720,273039,293040,12400,948200,376880
ASGL,AWBL,0,0,0,20040,0,0,9840,0,0,0
AIYL,AVKR,0,0,0,0,185400,0,0,0,0,0
RIMR,URXR,0,0,0,2280,9960,0,0,60300,0,0
BWM-DL02,BWM-VL04,13080,44800,278640,101280,388320,804587,515280,538200,61000,83280
BWM-DR04,BWM-VR02,0,0,33600,90480,3000,138547,1494000,141600,37900,322880
AIYR,RIMR,77640,116480,288720,37920,788640,835676,139680,505000,258400,599120
RMER,SMDVL,0,0,0,0,0,0,0,65300,52400,10520
AIYR,SMBVR,136680,387072,118800,43920,461160,207144,300480,239600,352600,317760
AVAR,URXR,11640,127488,0,74640,0,1351,40560,45800,0,82560
ADEL,AVKL,55800,105984,0,409440,218160,192952,4800,0,262900,631000
AIBL,URYDL,480,0,0,0,0,0,0,0,10500,0
ADAR,PVCL,0,0,0,0,0,20275,0,0,0,0
RIBR,URXR,43560,238592,308280,300480,1072080,150374,611760,100400,38400,668640
AVKR,HSNL,0,0,0,0,0,0,3840,0,0,0
ADEL,RMHL,0,0,0,160680,0,0,0,0,128900,0
BWM-VL07,RMDVL,0,0,0,0,0,35819,0,0,3000,0
ADAL,RMEV,0,0,0,0,0,0,387840,0,0,0
SMDVR,URBR,84840,3840,72120,5040,60000,9123,10800,66200,226200,0
AVHL,RID,0,0,0,0,0,0,0,0,6000,0
ADFL,BDUL,0,0,0,0,0,0,0,14600,0,0
AVDL,RIBR,53040,198400,93240,0,150360,199710,0,142800,257600,258000
BWM-VR08,URAVR,50760,0,0,0,0,0,0,0,0,0
PVPL,SIBVL,5520,12288,840,28800,0,0,0,206600,0,0
ALMR,RMDR,6960,0,0,0,0,0,0,1700,0,0
FLPR,SIAVR,26280,0,77760,144240,0,0,183360,151800,0,432400
AVBL,IL2VR,0,0,0,6240,0,0,0,119400,165700,25200
AIYR,SIBDR,128400,229376,177000,20520,177720,254115,334800,435600,299600,325960
IL2L,RID,0,0,0,0,0,0,4560,0,0,0
PVWR,SDQL,0,0,0,0,0,0,0,334800,379800,911200
BDUR,BWM-DL01,0,0,0,22080,0,0,0,0,0,0
BWM-DL07,RIAL,0,0,0,17280,0,10813,0,0,700,0
AVFR,RIFL,0,0,0,138120,887880,1700413,2264880,876000,1211200,46240
IL2DL,PVT,0,0,0,0,0,63866,87360,112800,94000,73840
AIML,RICL,19920,0,90360,106680,319800,315617,984000,297600,478000,134480
BDUL,SIBVR,182280,371712,174720,123360,128280,85493,29760,6600,0,36120
SDQR,SIAVR,0,0,0,393480,1879680,253102,610080,494000,244100,99400
AQR,URYDR,0,0,0,0,30960,0,0,0,0,0
AVKL,SMDVL,167400,226304,62520,259200,482400,368332,1446720,659000,702300,709120
AIMR,AVER,208680,154880,101040,113400,287640,268984,240960,174100,234100,251800
AIAR,URXR,28920,35584,38880,30600,45720,23992,110400,0,0,5200
ASJL,URXL,21480,66816,39840,71760,169200,35819,202800,0,100600,207280
AFDR,AWBL,0,0,0,0,0,0,0,0,136200,10160
IL2VR,RIML,0,0,0,0,0,0,0,0,0,26040
AIZL,AIZL,0,0,0,0,0,0,0,0,36100,0
AVBR,SAAVL,36720,34304,18480,31560,0,0,264480,44400,170600,57560
AIYL,RIFL,97560,162048,135360,11520,240480,143616,58560,91800,157900,77040
BWM-VL08,RMHR,0,0,0,1680,0,0,0,0,0,0
PVQL,URBL,28200,0,0,0,0,22302,0,0,0,0
BWM-DL04,RIAR,0,0,0,960,0,0,2400,0,0,0
BWM-VR02,RMDDR,119040,200448,238080,77160,450960,303452,167280,250000,234100,414160
AVHR,RICL,0,115456,0,0,330120,408883,31920,0,0,79560
ADAL,ADFL,0,49920,16560,224520,250800,112527,857760,135200,655200,203520
AWBR,PVPL,0,0,0,16320,0,0,0,0,0,0
SDQR,URYVL,0,0,0,0,0,0,19200,0,0,0
RIR,SDQR,0,0,0,0,0,91238,131520,62400,179200,0
ALA,OLQDR,42840,50944,11760,24480,4560,116920,93120,150200,96400,41280
BWM-DL01,RMDDR,178920,690944,410040,251880,383160,388270,523440,1235400,1365800,801840
DVA,SDQL,0,0,0,0,0,1531791,126000,925400,97200,0
PVPR,RIAR,0,0,0,0,6840,0,408720,0,0,1760
AWBR,RIR,46800,33024,8040,201600,80640,132126,232080,50000,0,0
BWM-VR04,RMEL,0,0,0,99600,81120,750520,959760,257000,629800,232400
SAAVR,URYDR,5760,90880,17520,7440,6360,61163,112320,123000,169200,112560
BWM-VL06,RMDVR,31560,21504,0,79800,422520,737003,1704960,216200,89400,205520
AQR,RIVR,0,0,0,0,57840,25681,122640,0,106800,39120
SDQL,SMBVL,0,0,0,0,0,0,40080,0,0,0
AVAL,AVL,0,0,405360,96720,2880,14530,0,0,0,41360
ADAL,AVFL,0,0,0,89160,137880,60487,567600,66400,302300,166160
AVJL,OLQDL,26760,24064,23400,25680,48840,79749,64560,16000,0,0
PLNL,RMDVR,0,0,0,0,0,0,786720,1090500,1484800,803600
ADFL,RIGL,0,0,0,25200,158040,332513,377040,0,0,0
SIBDR,SMDDL,28320,40960,18480,1440,45000,0,480,0,33600,13920
RIGR,URXR,333720,335616,342240,765480,697200,1229015,2550480,520100,904300,912080
AINR,AIYR,67920,55552,103320,87960,291360,359884,650640,84400,301200,112880
AVJR,URXR,26880,27904,12960,25920,63480,30412,51120,251200,103200,42000
RICL,URADR,19920,77056,19560,30720,95280,39874,19920,0,99600,121600
RIVL,RMDVL,235200,408832,367800,84120,395160,739031,992880,847800,525200,789280
CEPDR,RIAR,137760,906752,852840,590640,1086000,1393582,1571520,567000,970200,1434080
AVJL,IL2R,0,0,0,0,0,0,0,0,8600,23960
AVBR,SMDDL,1920,0,32040,12840,0,0,0,0,9800,0
PVR,SAADR,0,121856,0,0,0,0,0,0,0,0
URBR,URXR,140400,503808,216240,237840,2137200,2057256,2546640,1041900,18200,116960
AVEL,RIBR,502080,1317120,821760,640920,2178120,2509056,2755200,2245400,2708000,3166800
DVC,IL2L,0,0,0,0,0,0,0,690500,401400,476520
BWM-VR04,RMDL,41160,250368,323640,182280,439320,703211,784560,740300,237600,467440
HSNL,RIFL,0,0,0,0,0,0,1372560,0,0,0
AVAR,URAVL,0,0,0,6240,0,0,0,33600,15900,400
IL1DR,RMEV,153000,101632,44040,55320,178800,239247,114240,400600,170600,260240
ADAL,RMHR,0,0,0,23160,139680,0,6000,0,0,0
CEPDL,OLLL,125280,382464,426240,720600,357960,1419264,2333280,1599400,1541600,1236400
IL2DR,SIBVL,0,0,0,0,0,0,0,0,92800,34560
RMHL,SAADR,0,0,0,164520,88080,55756,183120,48200,0,44240
BWM-VR05,RMDVR,86040,221184,0,138840,712680,631234,449040,343700,272400,21200
RIML,RMEV,487560,70912,49080,0,40680,203089,294240,202300,846400,504080
ASER,CEPDL,0,21504,0,0,0,0,0,0,0,0
ADAR,ASKR,48720,105216,87840,161760,152400,120975,374160,79800,147200,131920
BWM-DR08,SIBVR,0,25856,62040,42000,137160,104079,95760,0,52100,3400
AINL,AIZR,0,0,1320,0,34920,17233,0,73000,39200,54640
AVHL,URYDR,0,0,0,0,0,0,0,286400,0,0
ASEL,RMFR,0,0,0,0,0,0,0,0,4400,58720
BWM-DL08,RMDDR,0,0,0,10200,43800,157470,83520,0,0,0
RIH,SMBDR,253920,0,216480,0,244680,182814,1032480,0,0,17680
BWM-VR03,PVR,15600,0,0,0,50640,0,0,8600,0,0
ASER,SMBVL,0,0,0,0,0,0,0,0,400,0
ADAL,BWM-VL04,0,0,0,0,4680,0,0,0,0,0
RMDVL,URYDL,235320,692224,1101720,1090920,2053800,2644224,3835680,675400,794400,1441520
IL2DL,RMEL,85920,154624,121200,461280,371280,503162,1290720,273800,646400,573440
AIBL,RIAL,4680,0,0,0,0,0,0,0,0,0
AIMR,HSNL,0,0,0,0,0,0,901920,0,0,0
BWM-DL05,RIVL,25440,0,0,1200,0,0,0,0,7600,0
AVBR,PVPL,968760,1666560,1004040,1065120,971520,1286799,4486320,905000,2628200,1947360
BWM-VR04,RMDR,301200,481280,557520,474840,141480,910356,1160160,78000,215400,509360
AINL,OLQVR,0,4352,0,0,33600,7096,0,0,0,480
AQR,RIFR,0,0,0,0,0,0,0,124200,0,76400
RIS,SDQL,0,0,0,0,0,0,136800,233600,672600,509520
AWBL,IL2L,0,0,16680,0,0,0,0,500,0,0
RIFL,SAADR,107400,63232,0,0,8280,0,0,0,0,0
OLLR,RMEL,148680,222976,255000,15840,155520,128747,13440,0,0,0
PVQR,RIR,14640,0,0,0,0,0,0,0,0,0
SAADR,SMBDL,9720,31744,9840,0,16560,35481,10800,73100,0,6600
AUAR,AVDR,56040,26112,10320,0,63720,0,0,73500,77200,0
AVBL,RIH,720,0,0,0,384240,0,0,403200,384300,0
ADER,AVDR,11520,0,0,119040,376320,80087,548160,0,647800,36520
IL1VR,SIADR,32160,60160,23520,12000,82200,72314,104880,83600,64000,45840
AVDR,AVEL,241440,691456,302160,174600,756240,1341880,1354560,341400,842200,863240
BAGR,RIS,7080,0,0,0,0,0,32160,0,0,0
BWM-DL08,URBL,6960,0,1800,85200,0,0,0,0,0,0
AIBL,SIAVR,6960,4864,6000,36720,174600,93603,275280,107800,33100,12880
ADLL,IL1DL,52920,18688,5040,32520,38400,64880,61440,119700,13000,840
CEPVR,RIAL,77760,110592,155280,147120,242040,13854,376800,86800,132000,14800
ADEL,FLPL,151680,430848,555480,0,435960,211875,1659360,396900,703000,590560
DVC,URXR,0,107520,2880,6000,7560,2027,2880,134000,118000,115920
ADLL,RMGL,38280,308224,51120,15600,79800,212551,42720,208200,291400,228240
AIMR,AVJL,0,32000,0,114600,7080,0,108720,724500,381000,655280
SAAVL,SIBVR,12960,0,1440,28800,0,0,646320,27600,63000,0
AQR,IL1VL,0,0,0,0,0,0,181680,0,0,0
HSNR,PVQL,0,0,0,0,0,0,586560,0,0,0
SIBDL,SMBDR,61440,454400,156720,180480,373560,654213,789120,287300,632800,528640
AWCR,PVQR,0,0,480,0,1800,0,0,0,0,0
RMER,URBR,0,0,0,13800,0,0,6720,361500,601000,163280
AVBR,AVHL,244680,311040,335040,139320,762480,1236787,1399920,804000,1662800,493120
BWM-VR01,SMDVR,16080,76032,0,2040,12480,0,0,0,26200,25280
AVKL,RMFR,0,0,0,0,600,3112243,4903200,2317200,2021200,2011000
RIAR,SMBVL,14160,0,0,0,146760,13516,36960,165300,70400,375840
RIBL,RMEV,354960,482048,452760,1206360,1339440,1522667,2400960,1173600,1295200,1290400
SIBVL,URAVR,42360,19968,7560,20280,0,26019,52560,40400,52400,39320
ADLL,SIBDR,2040,6656,30240,9960,29400,0,28800,0,0,9320
CEPVR,SIAVR,64920,0,2520,39360,228840,110499,218640,411300,124900,488720
AINR,CEPDR,11400,59136,7080,45720,48960,89210,24960,13500,73200,0
AVKL,RIGL,384000,519680,376200,872760,1057320,875550,1144560,517800,2534200,1974120
RMED,URYDR,117720,405504,519480,926880,891720,703549,2200560,389300,211600,585200
RIML,RMHR,0,0,0,3600,98520,37171,0,0,10000,0
ADAL,AIZL,11280,26368,0,116760,7320,0,12720,19600,0,23120
AWAL,AWBL,772800,1552384,1081440,2248440,3092040,3822888,6243120,5653800,4772200,4276320
BWM-DL05,SMDDR,47520,360704,137400,39360,289440,234854,720960,278100,234800,557840
ASHL,HSNL,0,0,0,0,0,0,2484480,0,0,0
BWM-VR06,SAADR,0,0,0,0,79680,53729,94560,2100,0,27920
ASEL,ASGR,0,0,0,0,0,23992,0,11000,0,0
AIBL,RIBR,178320,375552,197880,562800,702960,531548,1874880,1340900,532800,1300800
ALA,URADR,0,0,0,1560,0,5406,3360,8000,0,146000
CEPDR,IL1DR,359160,390144,916080,513840,778440,1688924,1404960,493500,646400,251280
HSNR,RIR,0,0,0,0,0,0,39360,0,0,0
AINR,BAGR,334320,464640,740160,1236000,1113480,1067827,4688400,1590000,1082000,1728400
ASKR,AVAR,0,0,0,0,0,1689,0,0,0,0
OLLR,RMDR,38640,22528,120960,123720,211080,256481,760560,0,44400,185360
AVHL,RIFR,120720,175616,203520,97920,487560,708956,1097520,2560600,386700,1188680
BAGR,OLQVL,156840,164352,16800,83400,0,1351,35760,88600,42200,79520
RIMR,SMDDL,884280,1403136,895200,1940880,1944480,2983157,5551680,2324700,3384600,3288160
SAADR,URAVR,0,0,13680,4440,0,0,0,0,24200,34760
AIMR,RIPR,0,0,0,0,0,0,0,47200,261000,134840
ASKL,IL1L,0,0,0,0,12480,23654,14400,0,0,0
SIAVR,SMDVL,292440,425984,283680,506040,1172400,1254696,1276560,544500,1010700,871200
AUAR,DVC,0,0,0,0,0,0,0,0,0,265040
ADER,DVC,124080,0,125160,19920,77880,0,1680,55500,0,0
AVKL,RMED,26160,5888,314640,30120,60720,295680,0,0,0,258320
AVFL,CEPDR,0,0,0,0,0,0,0,0,0,65360
ASHL,AVJL,53280,79360,73320,12960,113400,142940,54720,584400,948200,414880
IL2VR,SMBDR,0,2048,11160,5760,120,4055,6960,0,82300,0
AVBL,IL1VR,0,0,0,0,0,0,0,0,16500,24200
RIFR,RMDR,0,0,0,4080,0,0,0,0,0,0
BWM-DL05,RMDDL,7320,0,0,29520,300240,329809,642960,87400,304800,29920
AVDR,AWCR,14280,0,0,0,0,0,5280,0,0,0
FLPL,RIML,0,0,30720,0,21720,92928,0,258000,234300,330160
BWM-DR05,PVWL,0,0,0,0,0,0,0,9900,0,0
BWM-VL02,OLQVL,0,0,0,960,0,0,960,0,0,0
AIYL,ASER,484320,1181696,555120,634440,3076920,2071787,3634560,2608600,4324800,2469680
IL1R,SMBDR,0,0,0,0,0,7434,0,0,0,0
RIBR,RIGR,73440,122880,247800,163440,193320,188221,900720,257200,307000,329840
ADAR,HSNR,0,0,0,0,0,0,99600,0,0,0
AVAL,URXL,0,8704,240,2040,24480,0,0,30000,77800,142720
BWM-VL04,RMHR,0,0,0,47640,0,298721,169440,115800,73800,59680
CEPVL,URAVL,126480,330496,175320,185280,268320,612986,795840,1095100,681500,853680
RIPL,RMDVR,480,0,0,3360,2640,0,0,0,60600,30880
AIZL,RIMR,0,0,0,0,9480,544389,57600,0,0,0
AIAL,ALA,0,2048,0,0,0,0,0,606500,442300,253240
SIADR,URXL,27720,121856,56280,54600,55560,1013,0,81800,52200,174000
AIZL,SMBVR,4200,0,66360,0,53520,353126,797520,28400,305400,170160
ASIR,ASKR,94080,189952,151080,91080,505800,624814,652320,381200,269800,1260400
AVHR,SIBVR,0,0,0,0,0,159498,76560,0,0,0
ADEL,IL1L,0,0,0,151080,502800,1417236,1132320,1025200,1379000,1080160
ADER,AIYR,0,0,0,0,0,0,57600,0,0,0
DVC,URAVL,1200,0,14520,99240,222840,46970,344640,380800,109000,292920
BWM-DL02,BWM-DL04,813360,1745920,1388400,1330200,6600960,6497863,12712560,5983000,7757300,7264280
AIZL,RMGL,0,0,0,0,47040,0,0,0,0,0
BWM-DL02,IL1DL,56640,61952,67440,185040,403200,220661,484800,304400,231000,330680
OLQDR,RMED,36720,186880,108720,105840,134640,215930,293280,2509600,170200,196680
OLQVL,SIBVL,7920,0,5880,8040,19440,0,46080,0,105200,13760
AVKL,SAADL,6360,63232,30120,2160,528360,25006,305520,0,0,0
BWM-DL02,RMGL,0,0,0,0,0,22302,0,0,34400,9240
AQR,SMDVR,0,0,0,0,48360,38522,0,0,0,12080
ASJR,URXR,38280,35584,48960,51360,179280,158822,0,171100,180800,135720
AVJL,SIBVL,83640,34816,73800,18360,0,17571,503040,44800,0,920
RMDVL,SIAVR,454440,761856,572760,287760,1536000,1277675,834720,1318800,1626400,1194640
RMDL,URBL,33000,87808,21360,9840,52800,4392,22080,874200,1016600,1000240
ADLR,AIZR,0,0,0,6360,14160,5744,20160,0,0,0
AVJL,OLQVR,14400,40192,9360,6480,32520,12503,30720,97600,144600,34080
AIZL,SIBDR,64200,1536,0,19680,309480,295342,439200,143900,139200,6800
ALML,OLLL,5160,0,0,0,0,0,0,0,0,0
IL2L,RIVL,18240,2048,62160,0,108360,1013,113280,271200,222000,311400
ASHL,RIPR,0,0,0,0,0,0,0,0,21500,18200
AVER,URYDR,3480,103936,57480,73560,186840,103403,139920,503600,425100,54560
BWM-DL05,RICL,6720,0,0,0,18480,21626,0,2000,0,720
PVR,SIBVL,212880,443136,162360,37560,775440,147333,1157280,634200,222800,483600
AINL,AVJR,0,0,0,0,0,0,0,0,0,85520
AIBL,IL1R,0,0,44520,0,0,0,0,0,0,76640
AVDR,RID,421080,1282304,291480,878640,2337840,2362398,4142640,2740600,3026600,2131560
PVPL,SMBDL,0,0,0,1440,150720,0,29520,100800,0,321200
AWAL,URYDL,0,0,4320,0,2040,0,0,0,37600,0
AIZR,URYDR,0,25088,0,0,0,39874,0,84600,66800,55840
RMDR,SIBDL,178800,556032,526320,429720,1016640,1189478,1169040,1789400,1975600,1577360
BWM-DR05,RMED,51240,109568,119040,38160,0,375767,206160,292400,265700,159400
ASIL,RMDVL,8280,0,0,0,0,0,0,0,0,0
SMBDL,URADR,45480,105216,99840,61560,21000,0,0,0,0,17240
OLQDR,RMHL,0,0,0,0,0,4055,0,166400,0,0
RMHL,URXR,0,0,0,0,149280,29399,52560,66500,0,0
AVJL,OLLL,62040,93440,28800,0,0,0,0,110200,400,104240
BAGR,OLQDL,20520,0,480,600,240,40550,140880,800,800,24000
RMDVL,URYVL,0,0,1080,0,30360,0,0,0,0,0
SAAVR,SMDVR,465000,702720,406080,820080,1493640,2134978,5403360,1149500,2339800,3659600
ADAL,SIBDL,191280,241408,227760,244800,770040,424427,229200,59000,613600,412960
RIAL,SIAVL,45960,119040,23760,32280,177840,126044,198000,204600,245900,139920
AVL,URYVL,190920,229120,76800,263520,328080,145305,317280,222400,255300,288720
AUAR,AVKL,0,0,0,0,0,0,0,0,0,197200
BWM-DR07,RIAR,0,0,0,0,16080,0,0,0,0,0
ADER,AVKL,94440,202496,16800,0,209160,260874,47520,58700,464600,18280
AVM,PVPR,0,0,0,0,269040,18923,240,1400,132400,99760
BWM-VR03,IL2VR,0,0,0,0,0,52039,0,0,0,0
RIAR,RMDR,479400,1168384,894360,1022040,1862280,2619893,5019840,4410000,4674000,4174560
AVER,RIVR,60000,173824,114960,47280,137640,135843,300960,131700,166200,117440
AVJR,AWAL,0,0,0,0,0,0,0,514100,250200,276360
BAGR,IL2R,60960,0,26640,0,79320,51025,104160,0,21600,0
ADER,RMHL,0,0,0,0,216360,747479,1296000,2084000,1093400,1322080
AIMR,ASIR,0,9472,0,180000,0,175718,56400,0,64200,0
CEPVR,IL1R,0,0,0,0,0,40888,13680,192200,216400,90160
BAGL,PVCL,0,0,0,0,0,5068,0,0,0,0
AIZR,RIVR,0,0,4200,0,0,0,0,0,0,0
AIBR,BAGL,2040,0,20040,7080,39840,0,46800,0,0,240
AFDL,AIBR,0,0,0,0,0,87183,0,0,0,0
ADAL,IL2VL,43080,37632,19320,7680,71760,21288,78000,123600,103600,184240
ADFL,ASHL,137400,724736,457560,460080,1054200,1053634,702480,674300,1153600,1600600
ALNR,SAAVL,0,0,0,0,0,37171,0,0,0,8880
IL2L,RMGL,114600,199168,98400,95280,393360,548444,512880,37700,86200,92800
IL1VL,PVT,29880,21504,44160,17040,118800,78397,196800,154000,103700,51720
AVL,RIBR,142080,190720,247800,257160,362760,405841,1229760,428600,208200,447720
AIMR,AVFR,0,0,0,0,611880,1047889,2071920,1109600,1022900,523120
SMDVL,URADL,0,0,0,0,0,0,0,407100,729200,658040
AVHL,SMDDR,0,0,1440,0,37320,0,240,0,0,1360
IL2R,RIBR,44520,124160,55560,0,90240,69949,0,273400,665600,1245360
ADEL,AVER,0,0,0,241560,0,15206,0,238200,0,0
AIYL,PVPR,0,0,0,0,7920,0,0,0,0,0
SIBDL,URBL,39480,413696,106680,13440,223320,586291,457920,0,727600,409920
AFDR,RIBR,0,49920,0,27240,40440,0,0,0,274000,920
IL2DR,RIGR,60960,0,0,0,480,101038,62880,612000,540800,615640
AIYR,BAGL,272760,1381120,778560,708720,1339200,1885593,2652960,1066600,950800,972960
ASHL,AVAL,135600,114432,71040,267840,421800,735651,2776320,903100,2765100,813200
IL2L,SMDDR,12840,0,0,0,0,0,0,0,0,0
AVHL,SMDVR,0,0,0,0,0,0,0,128800,0,0
AVJR,PVPL,164880,235008,78960,67440,516120,22978,233280,189600,246200,3760
ASKR,SAAVL,3240,27648,25800,0,72360,70287,6480,95200,93900,60000
IL1VR,RIVL,0,0,0,0,0,0,43920,0,0,0
IL2L,SIBDR,8160,0,0,0,0,0,0,0,0,1760
RMDDR,URADR,240,0,34440,1680,47040,0,0,93200,0,15120
BWM-VR03,BWM-VR05,885840,0,829080,1488600,3347160,5377320,14056080,3722600,5994400,3640480
ADAL,RIVL,29640,53248,20160,36360,198120,70287,717600,173900,113800,141280
ALMR,URYDR,0,16640,1440,5160,0,0,0,0,0,0
ALNL,SMBDR,0,0,0,417240,575400,1219891,1586400,1044400,1787100,971440
AIYL,PVCL,19920,84480,38520,0,0,0,0,0,0,16960
BWM-VL08,RMGL,0,212224,0,486720,291600,1498675,858720,1392400,0,928040
OLLL,RMHR,0,0,0,0,0,5744,124560,3200,375600,306000
ALNR,SMDDL,0,0,0,343200,377400,1251317,2001840,820000,1685500,1824960
AUAR,CEPDR,78600,100352,124800,28680,0,102051,173040,249200,150200,120
ASIL,IL2DL,8880,17152,0,24480,28320,87859,62160,75800,9400,5520
AVAR,RIFL,0,5632,0,134400,5520,0,556800,0,0,50320
ADER,CEPDR,0,0,0,0,53400,62515,169200,167600,32100,5440
RMFL,SDQL,0,0,0,0,0,0,102480,0,0,13200
IL2DR,SMBDL,480,58368,18840,82200,0,0,0,3200,0,49440
AIZL,RICL,39360,66560,17880,81480,224520,0,779040,0,456800,306400
BWM-DL03,SMDDL,4200,107264,62760,0,0,1689,0,191100,30600,87600
DVA,RMFR,0,0,0,0,0,10813,1353840,0,222000,0
ASEL,ASHL,375000,804352,366240,202320,961080,958341,2048160,900000,504600,243840
SMBDR,SMBVL,29520,212736,77880,0,1744080,129761,44400,250100,304100,162480
ADAR,URYVR,135720,55296,31920,98280,222360,108810,331200,127000,188000,88960
AVM,PLNL,0,0,0,0,0,0,0,0,0,190920
DVA,RIGL,19320,55808,0,0,0,0,11520,0,97500,15760
AWAR,SMDDL,0,0,12120,0,0,0,0,0,0,0
ALA,AVDL,29280,45312,15360,44640,20400,66232,114240,37100,0,184160
AVER,CEPVL,211080,360192,60840,471000,796920,524451,1710960,1091200,1189500,1155800
ASHR,URYDR,12000,6144,2040,0,11160,0,0,0,77600,7600
AUAR,BAGR,93960,72448,66000,165360,39120,264929,92400,814200,516400,597280
ASKR,SMDDL,0,0,0,0,10440,23654,0,0,0,0
AVER,RIFR,26520,83712,21480,23520,127080,129761,95040,132200,116800,107120
IL1VR,RIMR,0,0,15000,0,0,0,0,0,0,0
AIML,PVR,0,0,0,0,1320,0,0,0,0,0
ALMR,RIVR,0,69120,0,0,0,0,0,0,0,0
IL1VR,SMBVR,34200,24832,126480,5160,96000,0,49680,421800,108400,381920
AINR,IL1L,20880,27904,0,9240,85320,0,57600,104800,12000,18640
ADAR,BDUR,69960,420352,134160,0,0,30412,86160,0,215800,160
AIZR,RIFR,0,0,0,17160,41520,162539,36960,198200,226900,294560
RID,SDQL,0,0,0,0,188880,946176,669120,146200,254400,222480
ASEL,IL2DR,4440,0,720,0,7800,0,0,0,42300,37520
RMDDR,RMEL,480,0,53160,3960,0,0,451200,1300,0,0
ASKL,HSNL,0,0,0,0,0,0,2470080,0,0,0
AVBR,RIML,134040,439808,250080,354600,438720,358195,3379200,886400,2258100,1779680
RMHL,URAVL,0,0,0,0,3240,0,94320,0,0,0
ASKR,AWAL,0,0,0,5040,4320,0,0,0,0,0
DVC,RIGR,63000,1470720,1486080,2112480,2548440,1471979,6614640,3498200,3307000,3660320
ASHL,AVFR,0,0,0,83280,487800,543713,15600,218900,191400,218320
SIBVR,URXL,0,0,0,0,3000,0,0,33200,0,46080
RIML,SIBDL,249240,592128,199680,639480,986760,1137100,2039520,964000,742700,690560
PVT,RMFR,0,0,0,0,527880,3155496,4032720,4047600,2022800,2931280
SIAVL,SIBVL,554640,600320,560520,417960,1567680,2295152,2129280,1865600,2260200,1805760
PVT,RIGL,635640,1161728,486360,561360,837360,1194547,2946000,1979400,2023300,2201600
IL2VL,SIADL,9960,66816,12120,14280,41520,24330,53520,0,240200,45400
RMED,SMDDR,296880,324352,633720,137400,1790280,1196236,1132320,2710600,3733600,3224160
SIAVR,URBR,74160,143104,277320,124680,118800,170311,527760,173400,200500,30160
ALA,AVEL,141240,137472,82560,264120,457440,399759,933360,145200,424800,725520
AFDL,IL2L,11160,0,15720,67800,130080,0,24240,298700,520900,506800
ALML,AVJR,0,9984,339600,99720,301560,569733,529920,337300,0,166560
AWAL,RIAL,0,0,0,0,0,0,0,0,2400,0
IL1VR,SMDDR,6480,29184,0,16920,0,8785,0,10800,204300,52640
AQR,FLPR,0,0,0,82440,281040,1013,77280,50200,66800,0
IL1VR,SIBDR,42120,38656,30720,5280,33240,65556,58320,38800,134300,67200
RMEL,SIBVL,0,0,0,0,0,0,0,17000,0,0
AVDL,CEPDL,55560,29952,53760,6600,105600,46295,55200,22000,9800,142080
IL1VL,RMEL,464520,645632,588840,873480,724800,1145886,3026880,1610200,1444200,1653280
AVFR,AVM,0,0,0,0,0,76707,20160,0,0,0
AVER,IL1VL,3120,22016,0,0,0,337,48240,0,0,0
OLLL,SIADR,9240,104704,0,0,0,1351,0,44700,0,0
RMDDR,RMDL,570120,868608,942480,696720,1110600,967464,1083840,1307600,1465200,847560
RIVR,SIAVL,254040,247552,303720,511200,553080,1535170,2647440,1288100,1505400,1398920
FLPL,SMBDR,35760,0,0,20040,29400,0,343200,0,345900,0
RICL,RMHR,0,0,0,540480,1635240,1148590,2918400,2095800,1979300,1608720
RMED,SMDVR,12720,84224,140640,168840,62160,259184,67680,418000,793100,373600
ADEL,HSNL,0,0,0,0,0,0,449280,0,0,0
RICL,RID,274440,847872,436200,369960,967080,175718,869520,1744600,3936200,2598960
AVFL,IL1L,0,0,0,0,0,0,170400,0,0,20160
ASKL,AVJL,0,1280,0,0,0,0,201600,281800,0,328080
AVJL,AVJR,119160,289024,188400,348840,345960,874536,937680,300400,101800,251600
BWM-DR07,IL1DR,0,0,0,0,0,0,0,4500,0,0
PLNL,SMDDL,0,0,0,0,0,0,383040,56400,3800,190160
RMDVR,SAAVL,0,0,45120,0,0,0,0,0,0,0
PVWL,URXL,0,0,0,0,0,0,0,0,0,2080
AVBL,URXR,27840,121344,216720,0,50640,14530,49920,0,0,0
AVJL,AWCL,360,0,0,0,0,0,0,49600,0,106040
IL2L,RICL,63600,31232,56640,23160,0,148684,107280,0,8800,59160
RMDL,URYVR,0,0,0,0,0,0,13920,0,0,0
ASEL,RMDVR,1920,0,12720,0,0,0,0,0,0,0
AIBR,SMDVL,173040,200960,195480,304560,474960,321699,968640,702500,942600,420160
RIML,RIVL,553200,657664,1057080,450840,1144560,1769687,1334160,742700,707700,817720
PVT,RMED,127920,277760,256560,451080,558840,537630,803760,840200,379800,478560
AQR,RIBL,0,0,0,0,1680,19937,0,0,0,0
AFDR,AWBR,332280,58624,171840,48960,230760,361912,993120,575200,378400,683840
BWM-DR02,BWM-DR03,0,0,0,0,21360,53729,443040,21200,208800,19840
RMEV,SMDDL,39360,8704,47160,28920,0,60149,341280,877500,211800,713760
ALMR,RIFR,205680,244736,198360,408600,652560,574801,361920,220400,23400,182720
