pre,post,L1_0hr,L1_5hr,L1_8hr,L1_16hr,L2,L3,adult_sem,dauer_sem_1,dauer_sem_2,dauer_FIB
DVA,SIAD,604080,871168,588600,1183080,1308240,1904854,4225920,1846600,3127200,3178520
IL2D,RIC,35160,214016,153960,72720,316080,317644,303120,500900,761900,609680
ASI,AVJ,28800,38656,27240,78600,0,0,324960,291900,153000,579680
AVD,PVT,0,0,0,0,0,0,2880,0,0,0
BWM02V,OLQV,0,0,0,960,0,0,960,0,5800,0
HSN,SIBD,0,0,0,0,0,0,7680,0,0,0
BWM04D,RMH,0,0,0,48960,1336680,709293,246480,108200,358500,121160
RIF,RIP,0,0,0,0,0,0,0,394200,1162500,615000
SDQ,URB,0,0,0,21840,44520,0,164400,0,0,0
CEPV,URAV,226080,454400,399000,282240,723000,1088777,1228560,1714100,1743700,1657280
CEPD,RMH,0,0,0,207240,1325400,3052429,1596000,1918100,2701000,2261480
IL1V,RIB,0,72448,0,0,1440,0,0,0,54200,39320
BWM02V,URYD,0,0,0,0,0,32778,0,0,0,0
AVB,URX,36360,144384,225000,119280,84000,80423,135840,142700,70900,400
AVF,SIBD,0,0,0,0,55680,79072,240960,249800,89200,199480
AVA,SDQ,0,0,0,32280,558360,3304856,3823920,2717600,3724700,2655120
ASI,RIA,12000,3840,0,33840,117840,319334,51120,292700,361200,73280
ADE,AVK,309000,657152,521520,1383960,632760,453826,794160,465600,1751300,1105120
AIA,AVJ,0,30464,23160,0,0,0,7680,234900,71300,39280
AVF,AVM,0,0,0,0,0,86506,20160,0,0,5520
BWM03D,RMEL/R,18840,0,0,960,292200,0,103440,500,0,32480
IL1V,RMEL/R,885480,1219072,1244280,1549200,1830720,2508379,5562000,3257400,2819800,3388200
PVQ,URX,75120,199424,14880,52080,32040,8448,0,0,0,80
PVC,RIH,441120,96512,0,0,4080,285204,0,111200,0,0
RIG,SAAD,1979760,3426816,2814720,3014640,5046960,2816899,6055200,2504500,2553400,1917360
RIM,SDQ,0,0,0,80400,406800,771808,1065120,453000,2337400,1906320
AIB,AVL,331560,350208,912120,244080,1829880,1222255,2605200,144600,618500,856200
ASH,PVC,165480,209152,61320,214080,69120,8110,646800,0,0,18400
ADE,BWM04D,0,0,0,0,408000,414965,34080,160600,47100,36080
AVK,URB,0,0,0,0,4440,6082,41520,0,18000,0
RIP,URB,0,0,0,0,72960,0,44640,56600,6500,198640
AIZ,AQR,0,0,0,1800,50760,8785,341520,0,0,0
PVT,SIAD,720,1024,172680,90480,280320,675,10560,324000,22000,18160
SAAD,SMBD,522120,1006848,915120,871920,1670520,2175526,4307040,1496700,3605000,2939600
AVD,RIF,25800,196352,58080,205560,635760,201737,398160,16000,380100,304000
AIA,RIA,0,0,0,0,12360,0,0,0,0,0
BWM01D,RMEL/R,51840,102400,122040,46320,56160,48997,137280,165700,120500,157360
ADL,AIY,0,3072,8640,5400,111120,101375,156240,19400,8700,0
AIB,SIAV,25080,62976,6600,53760,174600,108133,276240,107800,33100,27480
BWM01V,BWM01V,491640,506112,998160,574080,1116480,624476,1755840,2155800,1952000,1623720
ASH,AVB,1935360,3775488,1779720,2287320,4120200,3356896,7523040,2925300,2730400,1387640
ADE,SMBD,22440,88576,75960,123360,465120,943133,1472400,322400,1610100,745880
ALM,RID,0,7424,149880,0,538080,702873,803760,73800,357800,109280
FLP,RIP,0,0,0,0,0,0,0,48600,0,0
RIG,SDQ,0,0,0,2880,0,0,0,104800,0,566280
AVD,PVQ,0,106240,14160,9840,359640,19937,283920,0,334600,42720
AFD,RIM,0,0,0,51360,0,0,12960,0,124400,0
AWA,AWB,1939200,3202304,2312520,4231200,6636600,7941455,12840000,10125200,9493600,8264120
AVH,SMDV,60240,250624,90000,384840,515040,502824,2074320,143800,669200,845360
CEPV,RIH,1168080,2180096,1566360,236280,3015480,4521031,7478400,4115100,4485700,7975440
ADE,RMDD,0,0,0,0,36000,298045,916320,405000,0,240
ALM,BWM02D,4560,0,36240,0,0,0,0,0,0,0
ASH,SMDD,3240,48640,29040,0,17400,0,0,0,13600,0
AVH,RMF,0,0,0,0,0,0,218160,0,73400,0
PVQ,URAD,0,0,0,0,0,2365,0,0,0,8320
AIB,HSN,0,0,0,0,0,0,180240,0,0,0
AVE,PVW,0,0,0,0,0,0,181200,176400,8000,28880
IL2L/R,RMDL/R,115560,335104,390840,345720,979680,797489,940320,0,0,227560
IL1V,SIAD,41760,106240,63600,36120,144960,155442,152640,83600,127000,163240
BWM05D,CEPD,252000,845312,185640,454320,1164600,615689,1075920,1706500,871600,1337760
AWA,BAG,0,2560,14160,0,74160,29398,0,0,0,0
CEPD,PVT,600,0,0,0,0,90562,2160,0,0,0
AIB,IL2L/R,34560,1024,20640,24480,51960,1689,70320,184200,0,266400
SIAD,SIAV,999000,1710336,1129560,1001640,1875120,3121365,5033520,2229000,3851000,3226880
AIB,RMEV,97560,33536,259440,494280,790920,538981,771840,258400,871600,549920
SDQ,SMBV,0,0,0,21840,0,0,40080,0,0,0
ADE,AVF,0,0,0,534600,760800,203765,1164240,216400,647000,787960
ADF,PVP,185160,24576,205320,74040,377400,42915,1130880,32400,44600,17920
ALN,RIV,0,0,0,352920,540480,753561,1101120,287700,498100,1076360
ASI,URAD,0,3840,0,0,0,1351,16080,0,32600,14880
AWA,SMBV,900840,166400,227520,20400,21240,259522,177840,189600,87100,553920
BWM08D,CEPD,284160,1435904,782880,699960,1488360,3722187,1819440,1285400,1234800,1405880
OLL,RMEL/R,1993200,3701760,2269200,2233440,3563880,5228296,9069840,3562500,5989200,7545960
AIB,ASH,898920,1681664,1216800,546720,2901120,3342028,4340640,2344200,2360100,1895800
AVK,SAAV,19800,423168,95280,70080,237360,145305,241680,38200,125800,96400
ADL,AVD,64800,371200,317520,321240,1492920,1808208,3186240,1812400,2219700,2166080
ASJ,AVA,0,0,103440,0,0,6758,0,0,1400,0
ALA,ALN,0,0,0,2400,3240,15544,36960,0,0,43120
ASJ,IL1L/R,85920,135424,16200,4440,166560,39536,213840,125600,145500,138800
AIN,CEPV,106200,118784,99960,54840,198360,314940,680880,433200,181900,364520
IL2D,PVP,0,0,0,0,0,0,0,0,0,720
OLQV,OLQV,317160,476416,0,2880,33240,17233,2060640,0,0,0
AVH,PVR,27840,62464,25320,122520,34800,0,214320,236000,423000,246280
IL2V,RMDV,840,98560,78840,0,20040,19261,145200,0,26500,9080
AVK,BAG,0,512,2640,0,0,0,0,167900,0,0
BWM07D,CEPD,65160,419072,359160,408720,927480,1460151,2890800,1330000,903400,1632960
RIS,SIAD,34800,201472,156240,130920,1542480,155442,639600,78700,290000,203440
RMG,SIAV,195720,52736,14400,86280,304680,733286,1008480,278900,217900,391840
AVJ,RIP,0,0,0,9360,0,0,17040,3164000,3505200,2143680
BWM03V,URAV,0,0,0,0,853680,628868,1632480,115800,307500,264640
AIZ,AVK,172920,370688,339120,0,318600,451121,1076880,320200,959900,1096040
BWM01V,BWM02V,204360,543232,779640,978720,2376120,2777025,4742640,5769100,7771300,7939080
PVP,RIP,0,0,0,0,0,0,0,0,34400,0
AVE,CEPV,441480,630016,165120,845760,1209960,1299300,3757440,2176400,1931200,2310880
AVM,SDQ,0,0,0,0,1708080,0,594240,622300,135200,0
RIP,SMBV,0,2304,6360,0,58200,0,0,0,72500,0
ADE,RIM,0,0,0,591600,0,129423,85200,5800,0,36800
AVK,SMBV,57960,38144,318000,380400,2124960,686314,7113360,1021300,1438600,1062560
IL1D,RMEV,290880,363264,184440,154200,363360,581222,378480,557400,514000,514160
RIA,URYV,38040,114688,143880,24120,301560,200724,354960,222400,188400,190400
AVA,AVK,199800,335104,720000,825960,2206680,617379,1641120,948400,2784700,907600
AVJ,IL2D,240,3328,0,480,14520,0,5520,621800,356900,578840
AIM,SDQ,0,0,0,3960,0,0,0,112500,0,0
ADL,URB,29880,0,5760,7560,119520,20612,149520,0,20600,257200
DVC,URYD,36720,190464,61440,152640,147240,267969,344400,1029600,1078400,904360
RIB,RMDV,227520,58624,0,55680,81720,75356,48720,72800,31200,181840
ADE,ALA,0,0,0,26760,7560,50012,13440,0,0,143520
PVQ,PVW,0,0,0,0,0,0,2529360,0,477800,742600
AIY,AVD,0,50176,0,55560,0,0,68880,87900,131300,1360
PVQ,SIBV,360,130560,5160,34320,189360,0,678480,35400,90000,0
ALN,SAAD,0,0,0,230880,1047480,512961,1256880,1360800,1834800,1062120
BAG,IL2L/R,60960,0,26640,0,81360,54065,104160,97000,46200,35640
AVA,BWM04D,0,0,0,0,0,0,3600,0,0,0
BWM01D,RMG,0,0,0,0,0,0,0,0,4300,0
ALM,PVC,0,343296,451920,1131600,375360,2356316,3576000,1359900,1066200,936080
AIZ,SMBD,1117920,1847296,1634400,1565160,4591200,6531316,7035600,5628800,7287600,5060200
BAG,RMEV,0,0,0,0,0,0,0,261200,113400,152360
RIC,SIAD,225480,680704,501720,723720,1179480,1804828,4062240,2967400,1584100,2113720
AVD,RMF,0,0,0,0,0,0,104400,0,0,40960
BWM07D,SMBD,0,100096,134040,157920,197880,454838,576240,1331300,1634000,1197760
BWM05D,RMH,0,0,0,0,0,11151,0,0,19000,0
AQR,DVC,0,0,0,872400,1513080,1483130,1356000,507600,933800,947920
RIS,RMG,42960,413952,170280,741960,397560,320685,1195440,0,6900,0
AVA,SMBD,175560,356864,118680,371760,462240,663673,2971200,462400,1649000,640120
BWM07D,RMDD,0,20224,120600,90960,293760,1209413,1379520,114700,501800,146560
AVA,BWM03D,0,17664,0,0,0,0,0,0,0,0
ALM,AVB,192360,477440,377160,288960,1317840,1042482,3062160,208100,1854800,1258040
ALN,SDQ,0,0,0,0,54840,0,0,0,0,12840
BDU,RIF,2466480,3364096,2251560,2332800,5061120,4409517,8839200,6841900,6485900,5875400
AVJ,AWC,360,1792,0,960,0,0,1440,102600,40000,255160
DVC,IL1D,30120,25088,48240,47520,98520,96306,165360,126300,8000,101320
RMDL/R,RMF,0,0,0,0,0,2597927,7327680,12375400,10679800,15339440
RMDL/R,SMDV,403560,897792,664800,714000,1578360,1768334,2712960,1513400,1496700,1417760
ASH,PLN,0,0,0,0,0,0,29760,0,0,0
AVA,RMDD,323280,272640,83520,39240,408720,349069,0,0,0,7520
SMBD,URAD,115440,191232,217680,71280,25560,0,0,100200,14200,147360
AIM,AQR,0,0,0,0,0,0,0,114400,66800,0
ADE,PVT,156240,315904,22680,115200,120,444026,628080,0,1401400,219760
AIY,URB,0,0,0,0,0,0,0,0,4900,0
ALM,OLL,5160,0,0,0,0,0,0,0,0,0
ALM,SMDD,0,61184,0,71280,28320,2027,38640,2600,3600,81200
AVB,RMDV,0,0,0,0,9000,102051,32640,35200,67400,0
BWM03V,RIH,0,0,0,0,0,0,25920,0,0,0
BWM08D,RMH,0,0,0,4200,66360,20951,0,0,0,0
IL1L/R,RIR,99240,0,0,0,0,0,0,0,0,0
RIH,SMBV,0,34816,40680,720,136320,122664,224640,286400,293100,519840
AFD,AIY,3660360,4616448,3125760,5692080,8492280,13193409,17007360,12429200,15975600,11895560
PVR,SIAV,146880,6144,6600,87240,232920,135168,660960,0,0,2400
AIN,RIV,104040,66048,143400,52800,100680,296017,1076160,188700,292500,320000
AIZ,AVF,0,0,0,44160,5160,0,0,0,63900,0
RIM,SMBD,63240,219392,374160,222360,990720,629882,1293600,449300,199800,609160
ASH,AVH,1150920,1630976,1441800,1236000,3590280,2977412,4469520,667300,427500,1174200
ADL,AWB,50640,455680,396600,663840,1711560,2552985,5130480,779000,2387500,1429960
AVL,SMDV,217680,300544,234720,539880,687480,1158389,2359440,571900,654400,326480
AWC,IL1L/R,173640,162048,28680,126360,151920,2027,156480,134400,20800,40920
AVL,RMF,0,0,0,0,1086960,803910,958080,711800,1333100,1165640
ASE,AVJ,0,6656,480,0,0,0,3360,188200,20700,190200
ADL,SAAV,50880,0,146400,8040,120,12840,24960,57800,70600,60960
AVA,AVF,0,0,0,35280,372840,0,1810560,0,1105400,145760
BWM04V,IL1L/R,0,20992,34440,68880,316920,200385,176640,17200,0,240
BWM07D,RMH,0,0,0,0,0,0,0,0,7200,0
IL2V,RIV,0,1024,5280,0,37920,4730,26160,0,0,121040
RIC,RMG,267000,402688,447480,377280,1552800,2168092,3657840,2234600,2158900,1607040
AVE,RIV,142440,387328,235920,160920,550320,449769,718320,550500,320800,323040
DVA,IL1V,98040,89856,63120,140640,123720,126719,79200,272300,157200,122280
AVD,PVR,238320,581632,592560,198840,905040,228095,1426080,615900,1040900,290160
PVT,RIA,1440,0,0,0,0,0,0,0,0,0
RMDD,RMF,0,0,0,0,0,0,364800,573000,347700,19760
RMEL/R,URAV,764400,1516288,1820280,1336920,2949600,3596143,5483760,4964400,6286900,6272840
ASH,RIB,0,0,0,3960,0,0,0,2800,0,0
IL1L/R,RIC,84840,119552,65520,0,15360,5068,0,4073400,2158400,1999960
ALA,AVJ,2760,58368,74160,101040,122160,85493,310080,1539700,630900,516000
ASG,RID,10320,97792,0,0,0,30750,101520,347400,34600,0
BWM08V,RMDL/R,0,273152,171120,65160,86520,594399,613680,514600,20000,61400
ALN,OLQD,0,0,0,0,0,0,0,19400,0,0
AVD,SAAV,139920,123136,0,29520,181440,264590,315840,145400,6300,38720
ASI,CEPV,102240,159488,121200,65640,373080,354477,486240,569600,719700,900240
AVF,IL2D,0,0,0,0,0,0,0,94300,0,64960
ADA,RIP,0,0,46200,237240,680760,807966,2129040,12800,814000,259440
OLQV,URAV,611880,529664,494400,358560,766200,1204008,819360,1235100,1713900,1688720
ASK,RMDD,0,0,0,0,0,0,960,0,0,0
RIB,RIV,52320,92928,85320,51360,121560,123340,378720,106500,136500,34440
ADL,SMBV,638040,1291008,899400,1044840,3167280,2769930,4618080,2336000,2064800,2299600
AIB,OLQV,5040,0,0,0,2040,0,0,0,0,0
ASE,RIA,0,40448,16800,78240,132360,258508,276000,567000,762100,743760
BWM05V,RMED,0,0,4320,0,12960,198696,1007040,12300,66900,3400
RMDV,SIAV,938880,1542400,1379760,1073520,3966600,2747963,3461520,2763700,3106300,2856800
AIN,ASK,354600,255744,150960,276840,388920,0,714720,585400,4200,676680
AVD,BAG,624240,1569792,672960,1561560,2132160,2025490,4566240,2010600,2407900,3636480
BWM02V,SIBD,0,0,0,6120,16200,17571,0,5400,26900,0
AIB,IL2V,91680,162048,109920,107880,223560,271349,275280,91400,17500,329120
AIY,AWB,920280,1345536,848760,978720,2036280,2044752,1951920,1784500,895400,1129440
AIY,DVA,0,0,0,600,58680,0,0,1894000,2490900,1567320
BWM02D,OLL,22080,8192,16680,12240,0,0,0,0,0,0
PLN,RMDL/R,0,0,0,0,0,0,231600,323800,548700,286680
OLQD,RIA,0,0,4800,0,87240,12164,0,0,0,0
AVA,RIM,1891440,2695168,2159760,3339720,6174000,6723930,15439440,8110000,8788600,8631080
BWM04D,URB,91320,437760,739320,324000,303480,2703,0,0,0,0
RIF,RMDL/R,0,0,0,4080,0,0,0,0,0,0
SMDD,URX,91680,78592,14880,138360,130320,194641,136800,115200,114600,19040
ADE,PVQ,0,90368,0,101400,125760,675,0,0,48800,0
AIN,SAAD,25440,0,0,0,0,0,13440,0,0,0
CEPD,URB,953040,1584128,1234560,1268520,4117200,5307371,5673120,3240000,1956400,2115560
BWM06V,OLQV,138240,0,0,0,11640,6758,0,0,0,0
ASK,AVF,0,0,0,0,565680,1256722,2580000,468100,386900,218760
AIN,AIN,573120,1149952,401520,1263360,1107000,2896312,2925840,1043300,738600,806480
RIV,RMED,0,0,0,0,0,0,190320,152700,332100,370440
ADE,AIY,0,0,0,0,0,0,66240,0,0,0
AIM,AVK,0,0,0,23400,39480,0,441600,0,0,0
IL2V,SAAD,15360,0,120,0,0,7434,0,510600,389000,290400
AVE,SAAD,297960,591104,441240,393840,774120,505188,1193520,375600,346800,697320
IL1V,URX,132120,155648,212520,13080,271080,485928,367200,0,0,0
RMDV,RMEV,313440,539648,457080,194880,257880,559256,1655760,1712200,1130200,1386880
AIY,SMBV,296760,556032,258960,219960,935760,497079,1704480,414800,831100,821680
ADL,ASI,301680,636672,414600,433680,242640,714700,80880,1858600,3120900,2426600
ADA,AWC,0,0,0,0,0,0,0,193700,152800,53920
BDU,SMDV,0,139520,0,0,0,0,272400,0,0,2080
BDU,RMF,0,0,0,0,0,0,28320,0,0,0
AVM,SMBD,0,0,0,0,5640,636640,462240,0,0,0
AIZ,PVT,0,0,0,2160,28320,226744,0,17500,0,16400
PVT,URAD,0,0,0,0,0,62177,0,0,0,0
OLQV,RIH,2223840,3458816,1110240,6074520,5118120,7556566,12425520,4695800,4291400,6027520
AVE,SDQ,0,0,0,0,9000,417667,140640,462600,1498700,144280
RIG,RIM,1092000,1188608,1657440,1459920,3677640,1583492,2208000,1810600,1769700,2163840
ASH,SIAD,37560,42752,10200,0,17160,0,0,0,0,0
AIM,SMBD,0,0,7320,15720,0,30750,241440,161400,0,0
ADF,AWA,789960,1699072,1078680,887040,3544440,4547051,6583920,3693700,3838600,4349520
AVA,PVT,0,0,0,166200,292080,52715,1108560,0,9800,535200
ASJ,IL1D,62880,88320,42960,48600,76680,92590,73440,60800,67300,100160
BAG,OLQV,211200,234752,109680,107400,71400,226067,75120,174600,181900,139480
BWM01D,BWM01D,173880,427520,68760,515400,576240,675164,881760,883800,667500,1480320
BWM07V,RMDV,600,174336,197640,121440,153000,1435821,2545440,36100,1018800,51080
RIA,RMH,0,0,0,0,218640,282500,171840,0,0,200
AIM,RMDD,16200,0,0,1800,0,0,0,3300,0,0
DVA,PVW,0,0,0,0,0,0,36000,137800,635200,388400
PVC,RIP,0,0,0,0,0,7434,0,5800,15600,71280
DVA,SIBV,2963040,3369984,2860320,2987520,5449800,6648913,9524400,6639100,7048800,5290960
CEPD,DVA,0,0,0,0,0,0,156480,0,0,0
BWM04D,SAAV,23760,0,9720,52200,0,0,6240,38200,21600,27680
DVC,RIG,1706640,3680768,2795280,4539600,6328560,5012028,14433840,7622500,5547200,8303280
BWM02V,BWM06V,0,161024,41400,42240,34440,29398,104640,35000,207300,204920
ADE,AVD,117120,0,57480,203160,658080,228770,796800,20300,672200,211800
ALM,AVH,256800,522752,267480,408720,629040,468356,923760,818300,889000,539080
AWA,IL1L/R,0,0,0,0,0,0,0,0,5000,0
BWM03D,URAD,4200,0,240,39000,842280,729906,1540560,179900,372800,479840
AIY,ASI,564480,986880,911040,138480,752880,1357761,1166160,182500,52200,414480
IL1V,URAD,0,0,0,0,0,0,10080,400000,6400,22240
AIN,OLQD,136680,129024,67080,94200,246960,266955,499920,560400,400900,500200
IL2L/R,URYV,0,0,0,0,0,0,0,131500,250000,402480
AUA,RIA,671280,1183488,1282680,1299960,2550000,2535075,5112240,2566800,3396200,3047920
AVH,AVL,0,0,115800,90600,0,0,81840,0,237600,0
RIV,URYD,109440,274176,116280,125160,179520,286216,304560,211900,167800,119040
AIM,AVF,0,0,0,39960,3171240,3732662,9637200,3610000,5313100,3131040
BWM03V,BWM06V,0,0,0,360,0,0,0,0,223000,0
BDU,PVR,1683240,2002944,1199160,877440,340800,903259,223680,54900,46600,25200
CEPV,RIP,88200,221440,205440,121080,253200,652861,490320,881600,508300,476840
ASG,AVB,5640,0,44040,11520,12360,105768,240,186400,158800,66640
AVE,OLQD,289920,452352,192120,102240,433320,144290,358800,534100,588900,438000
ASH,RMG,249480,356608,274920,461160,972600,1208739,2514720,558200,1202700,1291320
AFD,SAAV,23040,41216,18360,0,98280,113541,0,0,81900,134400
AIB,URAV,172440,180736,179160,74520,179160,365966,398160,165900,39200,269960
OLL,URX,47400,67584,43800,179160,728400,94617,324480,2401800,82800,235520
AIZ,PVQ,3360,768,0,78480,0,0,0,0,0,0
AVB,SDQ,0,0,0,110280,1865280,3858031,4395840,3696700,4262900,2653560
ALM,FLP,0,0,0,25560,0,0,0,0,0,0
ADA,URX,319680,678656,642480,746640,1664040,3898244,8024160,2721500,1677400,1871880
ASI,ASK,222840,527872,253560,231480,935640,1036400,1245600,663200,1042800,1919480
AVF,AVJ,0,0,0,9840,263880,553849,1325280,727800,586400,837600
AVK,IL1L/R,0,0,0,0,0,0,0,0,0,59360
AFD,BAG,124680,1385472,830520,1297560,2743320,3207874,4191600,1273200,884800,2349160
RID,SMDD,9240,46336,45600,0,50520,1689,0,0,0,0
RIS,URAD,0,0,0,0,0,0,34800,0,0,16400
AVA,PVQ,18240,58624,0,78000,129120,253101,256080,0,64000,0
AVH,HSN,0,0,0,0,0,0,1184640,0,0,0
RMF,URYD,0,0,0,0,0,120636,473520,31100,5600,192120
PVT,SIBV,0,0,102840,0,75120,1013,0,0,0,32800
ALA,ALM,34200,27648,8400,48000,3480,16220,82800,0,0,3760
DVC,SIBD,0,0,0,0,2040,0,0,0,0,0
AVH,IL2L/R,0,0,0,0,0,0,0,39000,553400,10200
RIR,SMDV,0,0,0,0,0,0,0,0,40600,0
AIM,ALA,20880,0,0,12360,61440,102051,9840,557200,808800,367520
RIR,RMF,0,0,0,0,0,120299,537600,0,0,0
BWM05V,RID,11640,0,0,0,0,0,303360,0,0,0
ASE,SIBV,0,0,0,0,0,0,33120,0,0,0
SIAV,URYV,720,0,5400,1200,93360,2703,0,125500,2800,9520
IL1D,URAV,0,0,0,0,120,2027,0,536800,63500,700600
AWC,IL1D,131400,109568,24600,108600,178920,257831,263520,163200,199800,221320
BWM07V,RIV,49200,0,101280,215040,300480,946851,1795920,1256100,1209100,995920
RIA,RIR,782160,705280,607320,789000,1610160,1616608,2304720,1663700,1849400,1547840
BWM03D,PVW,0,0,0,0,0,0,0,9500,0,0
BWM03D,SIBV,7320,16384,0,0,0,0,0,0,0,6800
RIC,URAD,193800,247296,218760,153720,275520,418342,234240,428800,214600,565520
ALN,RIM,0,0,0,0,180240,159835,668160,593000,630100,487960
AIB,RIH,0,47872,87120,0,26400,0,0,0,52300,64640
SAAD,SAAV,1366680,2045440,1325160,1218120,2002920,1465895,1881360,1210300,1040000,1247880
ALM,SIAD,215640,322048,454200,515640,1287720,1283419,3553920,1256500,1724900,2264080
BAG,URAV,103800,230656,101160,27000,159240,123678,48960,0,0,0
ADE,SAAV,163320,270848,385680,1122360,851880,789379,3135600,290100,1855400,2105320
AWB,URYV,62280,64000,17400,26400,42000,9799,17760,0,0,0
AIZ,AVD,112320,168448,258480,148080,156480,314264,574800,490100,143400,251440
RMEL/R,RMEL/R,354480,818176,415680,532320,2007600,841081,1522320,4906800,5425650,535240
SMBV,URX,161880,85504,68760,284520,437640,114216,8400,330700,165000,153400
AVJ,RMDV,0,0,0,0,0,0,91200,0,0,0
ASH,AUA,0,0,0,6480,0,251749,0,0,0,0
AQR,RID,0,0,0,192120,128880,370022,450480,1396700,774200,247760
AVA,AVD,566640,717056,432480,644760,1346400,875886,3247440,984200,3024700,1066720
BWM08D,URB,6960,0,1800,85200,0,0,0,0,0,0
BWM02V,RIP,34440,126464,84000,133920,187560,192614,238320,274200,98500,127720
ALM,ALN,0,0,0,79920,12000,0,50640,0,0,0
OLQV,RMEL/R,1075200,1500672,1158360,914640,1075200,2020423,2426640,1537700,2668400,4249640
RIP,RMED,359520,548864,437880,467040,447120,716728,758160,566700,590300,556840
RIS,SIBV,0,99072,0,0,0,219309,110160,101300,281400,123840
AVK,RMED,52920,5888,386400,30120,139440,345016,0,0,8600,312600
AWC,RID,9000,0,0,0,256080,0,52080,29400,89100,0
BWM01V,SIBD,0,0,0,0,720,0,34320,0,4800,0
ADL,ASG,0,0,960,0,0,9799,234720,0,0,0
ADF,SIAV,0,296192,233520,1560,490560,1139803,353520,0,339200,94840
IL2L/R,SMBD,0,0,0,0,12600,0,19920,0,0,0
IL1D,RIH,51960,22272,133920,120840,120600,353801,493440,109000,1800,169840
BWM07V,SAAD,2520,0,9840,76080,86280,94279,25920,104100,147400,224800
ADL,AVA,0,23808,100920,328560,148800,1575719,3576240,822800,999900,735920
RMDL/R,SIAV,535200,864512,1006320,890520,2241840,2621245,3400560,2275000,2310400,1888640
ADL,IL1L/R,135000,39936,32880,45600,59520,42577,62880,425200,105400,156240
SIBD,URYD,87960,221440,52440,70680,95760,193627,162720,181600,317300,191880
BWM03V,RIP,0,0,2640,0,3720,0,30000,0,0,4000
IL2L/R,RMDD,0,0,720,11880,9600,0,0,44400,0,29680
ALM,RMG,59520,510720,329280,102600,206400,1178326,1382880,426800,276400,523120
AIA,CEPD,0,0,6960,0,480,0,0,0,0,0
ADF,HSN,0,0,0,0,0,0,224160,0,0,0
RIB,SMBD,6240,0,18240,0,189960,40211,424320,96900,21400,480
AVD,IL2L/R,0,0,0,0,0,0,0,18000,21700,0
BWM01D,RMDV,122160,281344,203880,201600,315720,532899,506160,457100,568000,695760
OLL,RMDL/R,347280,752896,536640,682560,1484760,2278592,3173040,987300,643100,1181480
BAG,RIH,222360,407552,443400,6240,1006680,3586344,777840,1025000,761100,1672800
AVB,AVK,4800,259584,44280,384360,8760,695775,1951200,0,2164600,1296880
ASJ,OLL,63480,91136,82800,34680,85920,159159,89040,91600,245000,133080
ADA,RMDL/R,3000,0,0,0,0,4055,0,0,0,0
ASJ,SMDD,20400,45312,34200,15840,64920,88196,49920,48000,32800,15920
AVM,PVQ,0,0,0,144000,111240,0,87840,0,0,0
AWA,URYD,0,0,27000,0,4800,10475,0,0,37600,3160
RIB,RMDD,0,0,0,0,6000,0,0,0,30300,18000
AUA,SIBV,0,0,0,0,0,0,0,24600,0,0
RIC,SIBV,2239560,2802688,1924320,2674080,5006400,3887092,5946000,7457500,7395100,6574440
ASK,AVD,0,0,0,0,3720,51025,373440,0,45400,39600
AVL,SIAV,0,0,0,85080,0,0,310560,0,59000,23680
PVR,URAV,72000,307968,300840,73560,98640,0,24000,72100,374500,272560
ADF,RMEV,28080,0,0,0,0,0,0,162200,43300,0
RMEV,SMDD,47640,22016,71520,48720,628920,67921,459840,1672200,1023900,1206880
AIY,ASG,11400,74240,18720,79680,74880,467004,279120,88000,88200,46600
AIM,PVQ,1042200,2185728,1804920,1170000,2666040,1762928,2542080,943600,1522100,1958480
RMDD,SIAV,51000,86272,171120,196920,314400,422399,407520,451300,374000,259480
IL2L/R,RMH,0,0,0,0,438720,14530,12960,497500,820300,595000
AIY,AVA,0,0,0,0,3120,0,0,0,0,0
AIY,IL1L/R,0,0,2400,0,0,0,0,0,58200,0
RIH,RMED,601800,911360,702720,2299080,2259600,2583060,4795680,1222800,1815600,1812720
RIF,URYV,0,0,0,840,0,0,0,0,0,0
ASG,RIB,0,0,0,3120,0,0,0,0,0,0
AIM,AIY,79680,52992,43680,326520,711960,149022,1873680,42800,751100,482080
BWM06V,SIBD,73320,54016,51720,93360,175200,65218,401520,129800,107100,114720
DVA,SAAD,38400,768,121800,36600,0,171662,393120,494200,126400,385280
RIG,SMDV,35040,47616,10440,31560,15720,50350,1440,48400,108700,73560
AWA,IL1D,0,0,23400,2280,0,0,0,0,27200,0
SIBV,URYV,239040,196608,208920,208680,440520,679217,1006320,330600,532500,473480
AVB,SMBD,2160,31232,21840,21120,618960,55080,132720,966200,171400,175440
RIG,RMF,0,0,0,0,1086600,5767955,16240320,6160200,6322600,6610080
AIZ,AWB,812160,1576704,1210080,1114560,4203960,3948595,6006720,2049300,3378600,3328000
AVK,URYD,1920,0,24960,0,120720,197681,192000,102300,98900,312480
AVL,IL2L/R,0,0,0,0,38640,0,0,0,0,0
BWM05V,SMDD,0,0,0,0,0,40550,129120,0,5800,0
ASK,URB,11760,0,0,0,0,12503,159120,0,500,28760
AVA,PVR,11400,0,42000,0,21720,0,147360,0,0,0
AIZ,SAAV,90480,0,6240,10320,29040,0,0,0,0,171280
AVL,RMEV,659640,629248,570120,451440,1614240,1896407,1452720,848200,2069200,1190960
IL2V,RIM,0,0,17520,19440,0,0,19920,193100,19400,130440
