pre,post,L1_0hr,L1_5hr,L1_8hr,L1_16hr,L2,L3,adult_sem,dauer_sem_1,dauer_sem_2,dauer_FIB
IL2V,RMH,0,0,0,0,95760,118609,460800,35200,117800,170360
RIM,URB,0,16128,48840,0,0,0,231360,0,0,0
RIS,RMDV,43200,0,0,9000,11640,97320,26880,232100,74300,84040
AVE,RMH,0,0,0,85920,9360,0,48000,100600,97400,87280
ADL,SIAV,19320,0,0,0,0,0,0,0,0,0
AIB,AIZ,1032120,1760512,1345560,2492640,4604880,5352988,12247920,6218700,5513100,4450920
IL2D,IL2L/R,14280,100352,287040,11160,16200,344340,212160,240200,432100,964160
ADF,ASH,247920,1120512,941040,609600,2349840,2150184,1691520,1614300,2325700,2244080
DVC,RIB,240600,639744,732000,611520,1680720,1428387,4490160,4048100,5486300,3800640
IL2D,RMEV,87240,157440,418680,369600,399360,317306,893280,594100,404200,525880
PVT,RIV,107400,3584,21000,10440,140640,811683,21600,772000,1020400,147520
AIN,RIM,0,18944,0,39360,88320,21964,267840,131800,507400,187480
CEPV,RIA,1446960,2119680,1215960,1377480,3187680,3090614,6943440,4251500,3524200,3145360
BWM07V,URYV,0,0,0,0,0,0,15840,0,0,0
BWM08D,RMF,0,0,0,0,0,0,405360,43900,0,193360
RIG,URB,0,0,4800,0,0,8448,52080,0,0,1400
AIZ,DVA,903480,1491456,1287360,1437840,3074160,4501093,7142880,5407900,5620800,4919120
AQR,URAV,0,0,0,11880,68760,0,164640,35400,0,0
PLN,SAAD,0,0,0,0,0,0,3587040,5743600,3938600,3521720
AIN,ALA,0,0,0,0,0,0,0,334800,303400,160
RIA,RIF,0,0,360,0,0,112189,60000,166800,168500,51360
HSN,PVW,0,0,0,0,0,0,1981440,0,0,0
HSN,SIBV,0,0,0,0,0,0,177600,0,0,0
DVC,FLP,1560,259328,174840,20400,231360,0,244320,100100,4900,79920
ALN,PVQ,0,0,0,0,0,2027,0,0,0,0
ASE,RIV,0,0,5040,45480,8160,34805,0,46600,238600,341000
ADA,ALM,468840,1058816,1104360,1026240,2082120,2487428,2490240,1305800,2000400,2615200
AVA,AWB,24720,125952,58920,2400,44160,40211,265440,67300,20200,198960
AVA,DVA,223680,273664,353280,764280,475440,1055999,1646880,1662100,2543300,1504200
AUA,RMDV,47280,0,43560,0,0,0,0,0,0,0
BAG,OLL,4320,0,0,0,0,57784,58800,0,8800,0
DVA,SDQ,0,0,0,639000,1602600,3575193,2012880,2566200,1157600,1149760
RIC,RMDV,99840,291584,127320,341400,328200,300409,911280,204700,240500,177640
PVQ,RMDD,0,0,0,0,2160,0,32640,0,0,0
AVF,PVW,0,0,0,0,0,0,5765520,1931800,2861200,1637400
AIY,SIAV,0,0,0,37080,406200,0,257280,0,646300,43840
OLQD,RIV,2520,18944,0,40920,0,0,0,0,0,0
ALA,RIV,0,0,0,0,0,0,0,0,0,3200
AVF,SIBV,0,0,0,290400,1007400,328119,1749840,473800,368000,59760
RMED,RMEV,2169600,4494080,4345080,4421760,10185600,10292029,17434800,5208600,8010800,6401520
BWM04V,URAV,0,0,0,15720,20400,167607,454560,60200,168100,2120
BWM05V,BWM05V,0,0,0,0,0,4392,656400,21800,268300,30000
BWM05D,PVR,0,0,0,31080,10320,0,0,84000,6100,35040
RMG,SIBD,231600,374016,428280,634560,1825680,1235772,2485440,741200,751300,1476240
BAG,SIBD,158760,98560,168720,189840,153480,138208,790800,238600,447100,234080
CEPD,DVC,18120,0,0,0,0,107458,4560,0,0,0
AVB,RMH,0,0,0,51120,0,80762,799440,81200,477200,360
AVA,SMBV,840,0,5040,56880,360,158484,1027440,264400,204800,238480
AWA,RID,0,5120,0,0,0,0,0,0,0,0
PVT,SAAD,15960,335616,4440,98400,5400,342650,0,0,681300,380960
OLQV,RIP,545640,617728,115080,738480,1366440,694087,3171360,972900,1246300,1316760
CEPV,IL1V,905880,1690624,1042200,1193760,2743200,3342366,3458400,2825600,4886100,3625520
AVD,RMED,0,12032,0,20160,217080,0,0,0,0,0
ASE,ASK,296880,428288,216600,617760,906600,911368,3013200,1303600,2084900,1418000
AVH,IL1D,11760,70912,34200,42240,88440,87858,29280,148200,100300,72080
IL2V,PVT,107640,2560,171960,95640,254040,160511,557040,201100,394800,303600
AIY,RMEV,0,41216,1440,74160,375480,0,770880,600,0,330560
AVE,PVT,0,84736,68280,41880,0,26019,49920,0,0,0
RIG,SAAV,514680,1410304,1304880,1498440,2268000,211199,1677360,380000,509800,490120
AQR,RIH,0,0,0,32640,283080,31088,0,0,0,0
RMF,SMDD,0,0,0,0,103440,232487,407760,0,216100,3041160
AVM,PVP,0,0,0,0,269040,160173,88560,105500,215800,202160
DVC,SIAD,0,109312,37680,227520,515280,0,0,735800,0,0
ALA,ASK,275280,633344,618360,215160,851640,1079991,2338560,6779300,7951700,6302800
AVK,IL2V,0,0,26760,0,0,0,0,59900,4700,186080
PVT,SDQ,0,0,0,0,0,0,19200,299300,0,234800
IL2L/R,RIR,0,0,0,0,0,0,0,2207100,1354400,1123560
AIM,PVP,0,0,0,0,0,0,0,0,123100,0
SMDV,SMDV,423360,1317632,1093200,737640,1989240,2361047,1601760,2080300,1929600,2730680
AIZ,ASI,59400,2048,87720,145320,12960,94954,152400,8000,152200,2720
AIM,URB,0,0,0,0,12480,10813,0,954100,641000,480400
ADA,ADE,303360,564224,594360,812520,1412280,967464,3714000,191700,2749300,1750480
AFD,AVA,0,0,0,0,600,0,0,0,9600,2000
ALN,AVD,0,0,0,0,0,0,0,0,33000,12080
AVA,BWM05D,0,60928,0,0,0,0,0,0,0,0
AVF,CEPV,0,0,0,0,246600,366304,123120,515500,325500,333360
ALA,SAAD,0,0,840,3960,0,0,0,0,0,0
OLQD,SAAD,16200,0,46560,0,3600,0,0,170600,0,0
BDU,IL1L/R,51240,5376,91320,3360,19920,110499,14640,0,89900,0
PVW,RIP,0,0,0,0,0,0,0,1723300,1175400,1527000
RIG,SMBV,452040,651776,633600,483000,1317360,1902149,2998800,1543800,2099600,1098440
RIB,RIR,27600,0,31080,8760,6720,88196,0,181400,235000,80
CEPD,SIAV,0,0,0,0,0,0,11760,91600,85200,47920
ALM,URX,127080,515072,261840,341040,621000,377456,1440000,340500,579200,289800
BWM06D,BWM06V,0,0,0,3360,0,0,0,0,13700,0
RIC,RIV,829320,1101312,515400,1090440,1921320,2872657,5147520,4394800,2127700,3754320
ALA,SDQ,0,0,0,0,0,0,0,0,98200,0
AUA,RIV,145680,117504,92280,198120,224640,402800,612240,806500,613200,490640
SMDD,URYV,49680,36352,87840,23400,29280,61500,0,0,0,0
PVR,SIBD,0,35328,123360,0,431760,13178,252000,0,0,0
AVH,RID,124200,55040,0,54600,770160,319334,0,158000,498200,41600
ASI,RIM,0,33792,216960,37680,43440,598455,86160,35400,100900,243840
IL2L/R,RIC,94800,81408,103080,64320,123480,576489,308400,0,152900,175480
RIA,SMDV,3244680,5427456,4024560,4761480,8410680,11978248,17108640,14490800,17614800,16559680
ASG,RMG,0,0,0,0,0,0,74880,0,0,0
BWM05V,PLN,0,0,0,0,0,0,0,0,0,5160
ADF,OLQV,48120,53504,47520,72600,228120,72652,239280,162400,188600,129960
ASJ,RIB,31560,40192,44760,18960,49200,230799,46080,262400,151900,97320
BWM03V,RIA,4320,0,154200,1320,0,0,0,0,0,0
DVC,RMG,2640,71424,14640,0,960,0,0,0,0,0
RIA,RMF,0,0,0,0,0,591696,1205760,390200,519500,379640
SMBD,SMBD,110760,193792,123720,99840,328680,236544,712320,834800,618200,612240
AIN,AIY,438240,246272,269400,373080,987240,1613904,3361920,716000,556900,736880
BWM07V,RMDD,0,179200,66360,30840,87720,72990,608640,0,142100,90840
AVM,DVA,0,0,0,3840,280440,566691,0,18200,59100,208360
AIA,RIR,7080,0,0,0,0,0,240,172800,299800,16760
CEPD,RMEV,0,0,97200,17760,0,0,0,344800,0,53840
AVH,RIS,0,37376,0,0,449880,0,0,0,0,0
AVB,RIR,452280,133120,369240,30600,80760,127057,51360,28400,0,19080
IL1V,URYV,2582640,3018496,2236200,2377560,4319760,4185476,9609360,3198300,3100400,3325480
ADE,DVC,382800,455168,187800,589320,96600,0,15120,55500,264100,0
AIM,DVA,5520,23552,0,19080,0,0,0,34500,0,0
ASE,OLQD,24120,19200,15240,18360,89280,111512,29280,0,100800,0
AIZ,AWA,162720,1102592,873840,1266840,3744960,4389580,7121760,2856600,3809500,3596800
RIS,SDQ,0,0,0,0,720,358195,136800,264400,894600,574480
RID,RIP,0,0,0,0,29160,0,5520,0,17800,0
AWA,PVC,0,14336,0,0,0,0,0,15200,0,0
AVJ,BDU,554040,1662720,891360,1581240,2816280,2411733,4573680,3065700,3252400,1495760
RMDV,SIBD,130320,479744,476880,889800,1145280,1044847,2965200,788000,1138600,790880
AVD,IL1D,105840,149248,95400,27480,138840,195993,150480,192700,147500,163080
SIBD,SMDD,524040,753664,765240,578400,1590600,2288392,2599200,1425100,3118000,1686360
OLQD,OLQD,53160,0,0,10200,2040,0,29520,0,0,807720
BWM02V,IL1V,159600,111872,177840,91320,677160,334878,1365840,417600,387700,408560
AVA,AWA,19200,0,0,0,35520,0,8640,0,10000,111440
ALA,OLQD,74040,103680,54240,54720,78000,191938,203040,339000,134000,70800
BWM04V,BWM06D,0,32000,0,12840,216960,188220,59280,43800,85600,54160
BDU,BWM02V,6600,0,0,0,0,0,0,0,0,0
AIA,RIC,1440,6400,0,14040,0,0,0,84400,102800,281880
AVL,URYD,77760,134400,87360,111600,148680,264590,396240,145900,147600,221200
AWB,RIR,277920,144896,8040,415560,81840,132126,880800,50000,180600,0
AIB,RIP,0,0,0,0,0,0,0,524300,455500,677320
DVA,SMBD,230040,562688,393720,681840,2630280,2008595,3921600,2313300,1251200,1463360
AVB,RIC,120840,139008,128400,148560,531600,734637,2544960,13229100,11204200,7237840
AFD,RMED,0,0,0,156720,0,0,0,0,0,0
RIP,URAV,1094880,1764096,1654560,2024160,4845840,5581762,7071840,3256100,3770600,3613200
RMDD,URYD,34800,392192,580800,653760,1605120,2260684,4650960,643800,286000,668520
AWA,OLL,0,0,0,0,0,0,3840,0,0,0
AWA,SMDD,0,0,12120,0,720,0,0,0,0,0
BWM03V,IL1V,0,0,0,0,21120,39536,214080,66600,184200,60080
BWM04V,PLN,0,0,0,0,0,0,49920,0,82400,0
BWM05D,BWM07D,36840,442368,292680,864000,1354320,3839109,8836800,1531800,5147500,3614400
AIN,AVD,129480,113920,238920,286440,453840,356842,694800,153900,539400,448400
ALN,SAAV,0,0,0,318600,1919880,2535750,4559520,2235400,3766000,4862520
BWM05V,RMEL/R,0,0,0,4200,0,0,565200,0,0,0
AIB,IL2D,29520,0,0,0,16200,1351,102960,143200,0,57920
RIC,SDQ,0,0,0,1691640,3014520,2723972,3307440,4602100,2695300,2938880
AVK,PVC,0,0,0,40800,984960,5068,174960,0,0,60960
ADL,BWM02D,0,0,0,9120,0,0,0,0,0,0
ASG,AUA,1680,0,0,0,0,3041,0,0,0,0
ASJ,SIAD,29400,70656,30840,36000,30120,147332,24000,129400,0,178400
AVL,IL1D,11280,3328,29160,46200,98040,128071,257280,168400,92200,178520
AWB,RIC,0,0,0,0,0,30074,0,552200,2400,0
AVD,RID,753120,1709312,478920,1025880,3038760,3233893,5953200,3286800,4462300,2912480
ALN,SMBV,0,0,0,0,187440,136518,65280,100000,259500,212240
ASK,AWA,309600,131840,0,1053480,293280,431522,1208160,658100,682500,659400
AVH,PVC,661800,1365760,893520,611640,2360280,1373981,3530640,2581400,2770600,3312080
AWC,RIB,52320,270336,126120,150240,399480,268983,826560,283300,933200,424200
IL1D,RIP,796320,1393152,2551680,1143480,2953080,4537251,4863360,2736000,2631800,3158160
OLL,URYV,268320,78592,148440,379560,475560,757278,1039440,262600,929100,50720
IL1L/R,IL2L/R,870840,2194432,1629360,1828560,3533400,3989821,3867840,4012500,5253300,4729640
BWM03D,CEPD,101760,271360,203040,179040,678000,519720,634800,438700,504800,965360
ALM,RMDL/R,43680,0,0,0,0,9461,0,1700,0,0
AIM,ASI,0,9472,0,312600,102840,175718,72480,0,64200,3840
ADA,URYV,247920,150016,71040,191520,302880,242288,510480,260100,284800,117360
ASI,RIF,0,0,3000,0,0,0,0,0,0,0
AVF,SAAD,0,0,0,163560,160080,0,299520,0,93200,0
OLQV,RIA,12720,26112,63720,42240,48000,139898,278160,73800,47000,109880
AVD,RIS,0,0,0,0,2880,14530,0,0,0,0
ASI,PVQ,0,0,0,4200,0,0,0,0,0,0
IL1D,IL2D,1033200,1817600,2028720,1410720,3678360,3943863,4828800,5304500,5801200,5809120
IL2V,URB,0,0,0,0,0,0,0,187400,0,152080
AVE,URB,34200,25344,6720,30720,117000,93603,117600,0,231300,14320
IL2L/R,PVP,0,0,0,0,0,0,0,62800,0,406960
PVT,SMBD,9360,251136,98880,183960,526680,0,909360,0,0,18480
RIH,URAV,179880,87296,146280,200880,415800,583587,1481520,148100,740400,1088920
AVH,OLL,11640,0,0,0,0,0,0,0,18900,0
AUA,OLQD,100080,39424,33600,66360,136920,75017,25200,7800,25000,100520
AVH,SMDD,0,0,3120,1920,37320,280473,240,8400,203200,1360
BWM04V,BWM06V,969720,1770752,1089720,2594640,5797800,9422222,25945920,8314100,10905700,5562400
BWM04V,RMEL/R,0,0,0,99600,577560,1943715,1918800,762500,1342100,316000
AIZ,DVC,108360,503552,616920,204480,618120,797152,1167600,891800,490400,962920
AVF,SDQ,0,0,0,0,0,0,0,9800,0,0
ASJ,RMG,420720,390400,25080,538800,47160,663674,760320,0,8400,6640
BDU,URYD,0,0,0,1320,0,11151,0,0,76000,5200
BWM01D,CEPD,8760,100608,145200,92760,460200,184841,855360,631800,1541100,864480
DVA,RIM,30240,111104,286080,578520,234600,462949,1569120,2146800,692200,826720
RIF,RIR,169080,0,0,9480,402840,279121,156480,314700,71500,458480
RIB,URB,0,7424,0,0,4560,0,9120,0,80000,242960
RMEV,RMG,0,0,0,0,0,0,480,0,0,0
ADA,BDU,112440,534272,272040,336360,352800,134829,449040,43600,323400,446320
RIV,SIAD,64920,226048,52920,20880,190320,42915,134160,184000,116100,350720
BWM03D,SMBD,213600,386304,284280,414840,671640,759643,946320,1375500,1389300,1313480
BWM08V,RIC,0,0,0,0,4440,3717,0,0,0,0
BWM03D,BWM03D,42720,183040,96840,230160,498600,846827,1568640,1244200,1538200,1483800
IL1V,SMBD,0,2560,13920,5040,46440,12840,35040,97100,300,0
AVA,AVA,166920,538624,254520,244440,609720,1309440,1956240,866900,1049800,1450000
BWM03D,RMDD,532440,1551104,1454160,1281720,3647400,2993969,3863280,3291100,2797500,3439200
ASI,ASJ,255000,345600,250440,111840,764400,498769,630720,1647700,3165700,2254000
AVA,IL1L/R,0,165120,0,46080,5880,27371,126000,0,12400,320
AVL,RIS,1835640,3309824,2415480,1751160,5267280,5780797,13581360,8148800,2607800,4469840
AVH,AVM,0,0,0,0,226440,166593,667200,79400,777500,371520
AIN,AWB,3000,0,0,0,92880,0,24720,0,12600,0
AVM,AWA,0,0,0,0,0,0,0,32000,0,0
BWM01D,BWM04D,0,0,0,0,70920,49673,377520,37600,172800,0
IL1V,RMDD,2662440,4664832,3980040,4569960,9554280,10807694,15374880,10637200,9552700,13712560
RID,URX,0,0,0,0,19920,0,0,0,0,0
BDU,IL1D,3360,49664,15360,25080,39360,206467,82800,26600,75900,86040
BWM02D,RMDL/R,360240,578048,375720,69360,141720,223700,271440,911200,895700,742880
AIN,SAAV,193200,45312,21960,52080,10920,31426,120960,0,57800,67320
PLN,RIC,0,0,0,0,0,0,1306560,3053400,1661400,2914880
AIM,AWA,325800,329984,357000,78720,316080,217282,596880,136800,210800,126080
RMED,URAV,521400,826368,657600,767160,1044360,1626408,2820240,2655800,2179800,2290000
ADL,PVC,0,155392,29160,208440,515760,656576,204480,79400,0,54480
SMBV,URYV,19320,0,12960,31680,1800,103402,104400,0,9800,98720
BWM01D,BWM03D,1377840,3993600,2394240,4336080,8189400,10642789,24285360,13375600,14842000,13072160
AVE,AWB,0,6144,0,0,0,0,0,0,0,0
RIH,RIH,0,0,5040,11760,83400,90224,92160,0,0,0
ADF,RIH,111240,132096,38640,0,221640,197682,1270560,99000,460800,222560
AVB,PVP,2906400,5055488,2915280,3102120,4751520,6007878,12141120,4495200,7284100,5483200
AIN,BAG,859560,2300672,1284720,2286240,2856240,3282216,8481360,3307300,2467900,3199240
AVB,URB,52560,5376,24000,69000,49320,0,199920,1094300,1005500,964640
AVF,OLQD,0,0,0,0,116280,31088,85200,159500,114200,224960
DVC,IL1V,0,50688,23760,48840,77160,240598,116880,74200,143000,136640
BWM05D,RMEV,0,0,3840,5760,107280,133477,726000,269800,19800,25000
AVE,SAAV,175320,212480,97200,84960,200400,224715,266640,162600,600,231520
BWM01D,RMDD,668280,1328896,881280,539880,1042080,642722,1131600,2260400,2419600,2149520
IL2V,SAAV,0,0,7320,960,0,0,0,0,0,0
ADA,CEPD,31080,327936,278040,51000,218760,97658,114240,487400,454800,1090160
RIS,SMBD,0,30720,35160,323280,721560,67584,401040,0,751400,182120
ADL,AVB,0,105984,12840,0,355440,233501,230640,1300,0,160
ADF,RIG,0,0,0,119280,663480,886701,693360,0,0,17440
IL2L/R,SMDV,0,49408,129480,31320,146160,111850,397680,247400,126900,75760
PVT,RIM,167520,17920,117960,0,152400,128409,0,43800,161300,41920
AVD,PVC,307440,1324800,1009320,801720,2281320,4639640,5213520,2069000,3282200,3080920
IL1V,RMH,0,0,0,0,0,0,334320,1949100,2383000,1678640
BWM02V,CEPV,55080,2304,0,57600,960,0,0,206300,236400,18800
FLP,RIR,27720,0,0,0,0,0,0,0,0,0
AUA,AVK,0,0,0,0,0,0,0,0,0,197200
IL2D,RIH,1228920,1873664,2123760,1424520,2455920,2224188,6061920,2639000,2496800,3047800
DVC,URAD,0,0,0,0,0,42915,0,0,0,0
AVE,BAG,858840,1609984,1064160,2008080,3248880,3734691,5714160,3487400,3813600,5383920
PVQ,URB,28200,0,0,0,0,33453,0,0,0,3440
AIB,AVJ,0,0,0,0,0,0,50640,206000,90200,10720
PVR,RIP,76200,455424,641760,705720,2935440,161524,4161600,1809000,3425600,2949400
RIS,RMDD,81600,54528,130080,354600,0,428482,1003200,399800,3400,525120
RIV,RMG,354360,256256,345000,70800,1354680,834324,1700160,165400,209200,151040
IL2V,SMBV,7920,21248,8280,0,102000,0,89040,0,195200,204680
AVE,SMBV,13680,107008,126840,219120,696360,283514,1101360,576000,834100,689960
AWB,PVP,409440,236032,149520,247680,125760,6758,527040,0,0,94640
ASE,RIM,0,0,0,0,93960,0,25200,0,0,15520
AFD,RID,130800,765440,381840,28680,665400,161525,1197840,223300,935400,249240
ASJ,AUA,0,11264,0,0,0,1013,0,0,0,0
AVK,PLN,0,0,0,0,0,0,0,488600,61000,323600
AWA,RIB,43680,256,1800,32520,30120,9123,36720,46400,3600,274960
BWM02D,RMDV,188400,429056,244320,208200,359160,725851,641520,484400,525500,640680
ASI,RMF,0,0,0,0,0,0,440640,0,0,0
AVD,OLL,102840,95488,6600,106920,30480,53729,511920,385600,225400,69520
AVD,SMDD,0,7424,0,0,58320,86169,1200,129600,10600,138400
OLQD,RIM,0,0,0,0,5280,0,0,0,0,0
PVW,RMDL/R,0,0,0,0,0,0,114000,186000,72400,0
AVL,RIG,591600,1056000,118920,492960,1445640,1508812,1726560,1295000,1837300,1767080
AIB,RIA,268080,145920,103800,259920,696840,516003,391920,93200,103400,497280
RIC,SMBD,725640,838400,771480,1149840,1345560,2304612,4446240,4088800,3112600,2656360
FLP,RIC,0,0,0,40320,0,215930,0,0,0,138720
RIB,SMBV,3240,0,0,2160,0,0,0,35400,0,0
BWM04V,RMG,29280,419584,416880,265080,868200,1521315,1248000,1201000,1657700,1740960
AIZ,RMED,0,0,0,0,49440,0,7440,0,0,0
AFD,RIS,0,0,22080,0,0,0,0,58400,0,0
RIC,RMDD,240720,251136,224640,631560,419400,642047,1567200,743300,751200,627600
BDU,RIS,7200,5120,68520,0,0,16896,0,0,0,0
AVB,DVA,1259400,1800704,1637880,1471320,2606400,2919966,6193200,3435200,2356300,2661080
BWM01V,IL1V,142320,209152,151680,83160,765360,1517935,1095840,1046900,939200,735680
BWM06V,RIA,3240,0,0,5280,0,16558,0,0,0,0
AVK,RIB,32760,26368,31920,91560,182160,108809,386160,15400,270200,25000
DVA,PVQ,2280,11520,0,0,0,0,0,0,0,0
AIA,AVE,0,0,0,0,105120,0,13680,0,0,0
ADF,SIBD,0,193536,86040,0,86160,0,278640,0,364900,0
AVD,AVM,0,0,0,0,1227240,998553,2323920,1979100,4012200,2014480
IL1L/R,OLQV,0,0,0,0,0,0,579360,0,0,0
SIAV,SMDV,468840,1062912,647400,636120,2462280,2226215,3455040,1275300,1718900,1829000
RMDL/R,SIBD,511920,993792,1202760,699360,1509720,2496890,2189520,3512100,3942600,3364360
PVQ,SAAV,0,0,0,0,12600,0,0,0,0,33400
AVJ,RIR,69360,0,0,0,26760,0,0,358200,6000,45440
IL1L/R,URYD,0,0,0,0,0,368332,0,0,0,0
PVP,RIR,1453080,2437120,2154840,2587800,4088280,4280770,6899280,1193000,2471900,2552480
ASK,HSN,0,0,0,0,0,0,5840880,0,0,0
AIM,DVC,0,0,0,0,2520,0,0,0,0,0
RIM,RMED,0,0,66720,1920,236040,0,26160,207500,658000,96400
AVK,FLP,139920,0,209400,0,1800,2703,27120,0,11000,73200
OLL,RMH,0,0,0,0,532560,17233,124560,26500,693200,355360
BWM02V,BWM07V,0,0,0,0,44520,0,0,0,0,0
AWB,DVA,153960,0,3480,0,9360,99009,220080,361800,51700,389000
IL1D,RIA,0,0,0,12240,0,0,0,0,0,0
AVK,RMEL/R,0,4096,0,91200,6360,111850,18960,4300,32400,258240
CEPD,URAV,0,0,0,0,0,0,0,27700,0,0
RIP,RMEL/R,529080,1193472,695520,916800,1003680,2213712,1995120,5045200,3280200,2509560
ADA,RMH,0,0,0,153840,387720,63191,129600,113000,3000,21240
ASJ,URX,59760,102400,88800,123120,348480,194641,202800,171100,281400,343000
DVC,SIBV,0,0,0,0,238200,0,0,0,0,0
IL1V,PVT,48840,21504,73680,81000,185880,86845,399840,154000,233700,98280
ADE,RID,0,0,0,10080,0,0,0,0,0,0
ASK,RMEV,0,0,0,6000,0,0,0,0,0,0
RIA,SIAV,615840,870656,486480,1077360,1941000,1613905,4000320,3037900,4156000,2802600
PVQ,SMBV,132120,149504,140160,48000,433080,152739,1440,0,220500,0
AVL,SIBD,30720,0,0,0,0,0,6720,0,0,8800
RIG,RMED,76560,445696,206160,479760,1251960,683611,1809840,262200,218000,699400
BWM03V,BWM07V,37080,199168,321840,9240,0,24330,1616880,0,85200,300320
AWA,SIAD,9600,0,720,0,0,0,0,0,0,0
ADE,BWM02D,0,0,0,0,0,104417,0,0,0,0
RMDD,SIBD,87000,325120,156240,99000,175800,90561,495360,217000,239600,145560
BAG,RIA,1016520,2084864,2178240,2396400,4643880,5079274,9799440,4138800,6074400,6623600
AVJ,RIC,39240,135168,150480,62640,544920,835674,1448400,1565300,1013400,986440
PVP,RIC,21600,265984,135000,0,5280,0,248880,968700,716800,280
RIC,RIM,168840,510720,454200,573480,1746000,1504419,2561760,2401100,2526200,1312760
AUA,RIM,176280,436992,226320,745320,718320,584262,1118880,559300,721300,552160
BDU,RIG,0,0,0,0,0,0,111840,0,0,0
URAD,URAV,1800,0,0,0,0,2027,0,1281000,539000,1131240
ALN,AVA,0,0,0,0,143400,275742,320160,196200,509800,205960
ALN,IL1L/R,0,0,0,0,2280,4055,0,0,59200,5440
RIA,RMEV,0,256,0,36840,21840,0,0,6500,63100,0
ASE,RIF,36600,270080,340440,159000,411120,50687,258960,99100,195300,329280
ASJ,URAD,6240,0,0,120,0,0,5280,13000,17600,93400
ALM,SDQ,0,0,0,634560,2807400,3016273,3774720,1393600,3279400,2579360
RIP,SIAD,0,0,0,0,0,0,0,9800,0,0
AVK,SIAD,858720,1359360,1203720,1356360,2937240,3257885,3157680,3591000,3371000,3474080
RIH,RMEL/R,770520,1561088,1798680,1440000,1506720,1810237,3530160,2406700,3255800,3684520
ASE,PVQ,224160,517376,616920,172560,1080240,1077964,1495920,543200,842700,825920
HSN,RIR,0,0,0,0,0,0,39360,0,0,0
OLQD,RIF,35880,59648,19680,23040,40800,78059,5520,0,0,0
ADL,AVH,127200,122880,243480,350280,796680,1136086,3284880,313400,174100,372480
ALA,RIF,33840,0,0,0,0,0,21600,93600,0,0
RID,RMDV,0,0,0,17640,0,0,6720,82300,0,128880
AFD,OLL,5280,0,0,0,24480,131450,35280,345200,262900,280960
BWM08V,SMDV,0,0,0,0,0,5406,13200,2500,0,17600
AWA,RMG,225960,349696,37200,0,40560,361574,3120,0,0,52320
RIV,URX,0,0,0,0,0,0,27600,91200,0,0
BWM01V,PVW,0,0,0,0,0,0,0,5800,0,0
ALA,PVQ,513840,1042688,431040,959640,517440,1895393,4570800,2420100,2849000,3408760
AQR,URX,0,0,0,6480,441960,290611,379200,1099900,610000,1119600
FLP,PVP,54480,256,0,15240,0,323388,54720,0,30100,157440
AVD,AVH,588000,997888,655080,811800,957360,909004,2931360,870700,1939200,1898400
ADL,AIA,431640,562432,544440,1268640,845880,1500363,2746560,1822600,1671800,1553640
BAG,IL1V,121680,220672,129000,35760,0,79411,0,0,0,0
DVA,RMF,0,0,0,0,161520,10813,1791120,0,413300,0
PVC,RMH,0,0,0,0,0,72652,166080,279600,0,161320
BWM06D,RMDL/R,316080,671488,196200,478440,334320,559931,1490640,409700,575100,611600
AVF,RIM,0,0,0,0,3960,56432,342960,9000,0,31360
PLN,SMDV,0,0,0,0,0,0,1861440,1847100,1950000,1400560
ASH,SMBD,278640,0,179400,4080,84720,0,0,0,0,80
PLN,RMF,0,0,0,0,0,0,597840,1306300,2036200,1002880
ADA,RIR,30240,0,38400,600,0,41902,0,52500,0,7240
ALM,AQR,0,0,0,38760,0,0,333120,0,0,0
BDU,SIBD,0,0,43680,0,0,0,0,0,0,0
AWC,URX,23160,0,0,28080,0,0,0,0,107000,15920
HSN,RIC,0,0,0,0,0,0,88800,0,0,0
ASE,ASJ,194880,518400,404520,247800,736080,725851,1547280,666900,1226500,1220040
AVD,RIB,143880,281600,176760,117600,165840,214240,0,341000,586400,699240
SIBV,SMDV,42840,0,24720,0,7200,89548,347520,176800,222200,55760
BWM04V,URX,0,0,0,0,12120,51363,0,0,0,0
RIP,RMG,0,0,0,0,0,0,0,42200,354600,433960
AVK,RMG,712680,1914880,1338840,880920,2361360,918127,822480,890000,458100,853760
AIA,AWA,370800,747776,377760,1624320,2115840,1899785,4306320,2000700,2657300,1309480
AFD,AIZ,351240,955904,872040,792960,2447400,3277485,3195360,1974200,2646500,2253320
CEPV,RMH,0,0,0,105960,1213080,2029884,1393920,1589000,1400400,1759520
ADE,PVC,169080,192256,146280,0,816960,673473,304800,0,0,0
ALA,ASJ,500520,726016,197160,831360,1190040,902583,4015920,3865100,3086800,4369200
AVB,AWA,34320,243712,126000,88440,280920,671108,128160,172600,327100,498760
RIV,URAD,15360,169984,9000,48480,68400,0,0,0,0,0
BWM07V,SMBV,201120,125440,143160,175560,384960,269997,457680,734500,1219000,772280
AIY,RIB,1593360,2270976,1518000,3171480,5053680,6276187,8369040,5624900,7274400,5596880
OLL,RIC,240,4608,45000,22800,83760,85493,0,98200,43700,15840
BWM01V,CEPV,662760,196096,449760,85080,539160,2364763,1623360,2356700,1170600,2111880
AVA,RID,381000,201728,190200,279360,1009560,381849,1496640,386600,611200,368240
ASH,AVF,0,0,0,83280,3165600,2856436,3714240,568300,1948200,731880
ASJ,PVW,0,0,0,0,0,0,11760,0,0,0
ADA,RIC,2462160,3039744,1876320,2287920,3246480,2166403,6607680,9656800,6664200,6956440
