neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RICRp,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
RIPR,0,165,0,222,0,15,0,601,0,0,21,0,350,0,0,0,1971,0,0,0,275,0,1965,0,0,77,0,1117,0,172,1,8,0,0,0,0,0,0,1200,0,159,0,1595,0,0,0,525,0,695,0,0,0,0,0,0,0,0,0,86,0,90,10,0,0,65,0,25,0,995,0,195,0,0,0,20,0,0,0,0,87,510,171,115,0,0,720,735,495,2903,0,36,0,2,961,0,0,0,0,0,0,156,0,0,303,0,0,0,0,1,0,1526,0,0,0,1764,0,0,36,19,0,0,32,35,181,192,205,65,0,0,0,11,43,0,0,0,33,3,0,0,24,0,0,57,0,0,0,0,0,1358,0,1753,0,0,12,203,19,1877,1683,7,252,0,0,0,0,284,0,485,0,405,366,27,0,2612,0,12,72,0,0,0,163,0,0,0,0,0,0,0,0,178,32,0,0,0,0,23,0,0,0,0,0,0,0,0,0,65,70,0,0,0,0,0,0
RIR,737,979,0,0,336,98,0,0,0,0,870,233,335,0,0,0,173,0,0,0,0,0,0,263,160,0,110,183,6,58,139,106,570,293,421,0,0,0,0,831,753,154,90,0,0,0,0,92,128,0,0,0,27,0,0,289,72,0,0,625,707,0,0,128,166,1,38,18,110,5,99,19,0,345,558,585,674,36,226,21,36,1,147,0,100,160,0,0,0,88,458,814,512,0,62,166,125,24,48,0,205,461,170,622,1,0,0,1,0,0,0,0,0,0,16,310,187,0,71,0,0,0,0,0,0,0,235,0,0,2,0,1,0,0,0,0,57,11,94,23,206,67,137,0,21,12,2,0,0,0,2,0,188,84,19,0,0,0,819,801,0,4,375,0,0,0,9,41,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DL,0,0,150,0,21,0,6,0,0,0,0,0,3,0,0,0,0,54,0,57,0,32,0,92,0,0,5,0,0,0,9,53,81,3,0,0,0,3604,0,0,0,0,0,1419,88,2187,0,0,0,0,0,0,0,0,0,0,0,598,0,124,0,0,2623,0,0,0,0,1,0,0,2,51,55,1,0,7,0,0,0,0,10,1,94,0,0,28,0,64,0,0,0,0,0,615,36,24,1,39,0,36,0,84,0,86,0,0,1676,0,0,0,56,468,0,475,0,0,0,0,574,0,0,1867,0,484,500,0,187,0,1,0,395,0,0,0,0,0,0,0,0,0,257,0,0,0,341,86,4,2680,0,442,0,57,0,61,0,87,126,0,121,0,3,0,82,1026,0,0,0,27,179,147,19,22,0,20,21,0,0,43,0,0,885,472,84,154,113,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DR,0,0,0,135,0,29,0,0,0,0,24,36,0,0,0,0,0,0,35,0,51,0,45,0,131,0,0,0,0,0,16,35,6,77,0,0,0,0,3546,0,127,0,0,10,1324,0,2354,0,0,0,0,0,34,0,0,0,0,0,857,0,51,2188,0,0,0,0,0,0,16,11,0,55,66,0,1,0,11,0,0,2,0,98,0,1,1,8,46,0,85,0,0,0,0,520,27,0,27,0,29,0,9,0,63,24,0,0,0,1526,0,56,0,0,794,0,235,0,0,482,0,0,0,0,1767,643,14,516,347,5,0,493,9,0,0,0,0,0,0,0,0,191,0,0,0,277,1,4,118,0,3379,0,321,0,163,0,111,86,26,99,0,98,0,47,103,0,887,0,0,26,135,76,3,0,22,0,19,14,0,52,0,0,0,0,0,0,0,0,0,0,789,391,148,106,67,14,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1L,0,0,273,0,13,0,315,0,39,0,0,0,10,0,0,0,0,117,0,11,0,26,0,5,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,1701,0,0,0,1016,0,0,0,0,0,0,0,0,210,15,0,95,0,2469,0,526,0,0,0,0,0,2,0,0,0,0,29,0,91,0,0,0,0,0,0,2,0,61,0,174,166,0,0,39,0,0,0,0,0,0,0,301,125,75,0,18,0,3,0,0,2,0,0,0,0,468,0,0,0,578,0,87,0,676,258,414,749,555,434,1,0,44,0,2,276,0,1292,0,0,180,0,162,16,243,95,13,0,184,0,0,6,27,0,61,0,88,0,1152,0,33,0,197,0,22,0,0,15,0,0,174,0,110,0,0,135,0,0,1,0,267,393,138,0,113,208,0,68,111,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,208,0,67,0,0,0,3,0,0,0,0,0,0,0,0
IL1R,0,0,0,277,0,84,0,35,0,0,0,6,0,0,0,0,0,0,65,0,109,0,4,0,44,0,0,2,0,0,59,11,0,14,0,0,0,0,0,0,1896,0,0,0,959,0,0,0,0,0,0,41,0,0,26,0,136,0,2068,0,741,0,0,0,0,0,25,0,0,0,0,80,0,0,4,0,0,0,6,0,0,0,3,205,163,0,0,0,4,0,0,0,0,2,0,178,291,0,122,0,16,0,0,0,0,0,0,0,0,0,794,0,0,0,434,0,159,303,717,819,376,522,588,0,85,0,0,316,0,1344,0,0,0,0,316,0,57,0,34,0,1,0,183,0,0,0,137,0,200,0,44,0,1073,0,24,108,18,178,0,0,0,12,0,0,132,0,122,0,185,0,0,0,11,205,209,234,0,96,0,289,0,0,0,0,0,0,0,0,21,120,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,202,0,32,0,0,0,0
IL1VL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,0,0,0,259,0,3475,0,1580,36,0,0,2166,0,24,0,64,0,0,0,0,0,1099,0,0,0,0,0,2770,0,92,0,0,0,0,35,0,0,0,0,0,0,0,30,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,115,104,0,8,0,0,0,85,0,271,5,0,1435,0,0,475,0,578,0,0,36,0,4,1948,0,0,0,0,671,406,1277,10,487,11,0,74,300,39,0,105,0,161,0,53,0,62,0,161,0,106,0,0,201,546,0,2942,0,132,0,0,0,0,0,0,0,0,3,1,4,0,0,751,0,85,0,0,0,0,0,63,0,90,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,361,327,31,13,0,0,0,0,0,0,0,0,0,0,0
IL1VR,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,85,0,0,0,0,0,177,0,3700,67,1428,0,0,0,2229,0,0,0,11,0,0,0,0,0,531,0,5,0,0,0,2861,0,47,0,0,0,0,0,0,0,0,0,0,12,0,4,10,0,0,0,0,0,0,0,0,0,80,0,41,253,2,0,49,0,4,0,0,0,15,347,0,0,0,1764,16,0,235,0,434,36,0,0,0,0,1954,0,0,630,0,270,234,1016,341,0,0,610,0,0,109,0,72,0,63,21,42,0,26,0,228,0,64,165,0,0,170,0,3295,0,20,0,0,0,0,0,8,0,0,0,6,0,0,0,756,33,0,0,0,0,0,0,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,567,330,77,4,0,0,0
RIVL,0,0,0,0,39,0,6,0,11,458,39,0,22,0,0,0,0,21,0,0,0,0,0,155,0,0,0,0,0,0,0,0,112,97,16,0,260,165,63,132,0,0,63,0,0,0,0,0,0,0,694,114,1124,622,202,286,847,1,0,0,0,113,115,0,13,136,98,0,0,83,84,0,67,13,0,0,0,437,11,183,230,176,46,161,71,79,4,0,0,43,37,0,0,87,167,235,112,51,0,0,0,0,209,0,320,109,0,0,310,0,0,87,0,0,0,0,1533,6,285,558,41,216,0,98,0,0,0,0,492,124,502,23,64,0,1121,749,434,106,54,211,166,11,62,20,1237,905,69,0,0,0,2,311,837,0,0,0,0,0,99,0,361,191,295,40,40,1,145,80,1,0,0,0,0,409,332,426,389,139,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,256,0,17,0,1470,0,17,0,290,353,877,493,4606,607
RIVR,0,0,0,0,0,36,0,0,163,58,7,4,0,0,0,0,0,0,8,0,0,0,0,0,194,0,0,0,0,0,32,0,74,243,22,159,105,217,134,0,138,41,0,0,0,0,0,7,0,987,0,1365,7,264,1211,725,1645,0,130,0,76,16,93,11,0,235,195,0,0,0,443,42,1,0,26,12,0,143,349,77,15,16,123,59,102,0,67,0,0,0,104,0,0,35,108,128,245,0,18,0,0,121,0,0,74,325,0,0,187,0,0,0,159,4,0,1533,0,314,6,2,436,23,182,56,0,0,0,337,67,479,65,162,31,1010,0,868,224,109,77,346,256,118,0,1050,19,93,912,0,0,0,0,99,1057,0,0,0,0,0,16,53,136,444,449,74,58,124,0,8,0,0,0,0,0,372,414,168,208,91,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,169,78,211,464,2243,666,4,0,23,0,8,0,6,0
RMDDL,0,0,0,0,0,0,0,148,14,206,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,95,0,2,59,0,509,83,171,570,205,0,0,0,340,0,6,1,0,4,0,220,0,34,79,0,1041,0,0,26,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,8,0,229,0,0,0,0,0,0,0,0,0,0,627,376,6,0,0,0,0,0,1,0,0,38,36,0,0,482,676,303,1948,0,6,314,0,302,159,309,72,1497,258,123,4,308,63,18,179,140,392,156,0,114,72,0,279,308,620,38,55,0,234,5,11,202,37,882,379,0,0,146,0,12,0,1,29,0,0,0,0,0,22,349,396,0,0,0,9,13,0,0,16,2,108,1,4,17,321,290,5,523,0,304,14,0,40,1005,628,1609,892,1227,928,236,145,170,204,185,59,165,1,36,0,0,59,0,0,0,0,0,0
RMDDR,0,0,0,0,0,0,11,0,90,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,43,0,0,73,101,611,572,189,0,257,0,0,0,222,11,0,0,15,155,0,39,0,0,195,0,765,11,3,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,219,0,0,0,0,0,0,0,0,0,12,0,291,611,0,0,0,0,0,0,8,0,0,37,19,71,574,0,258,717,0,1954,285,6,302,0,262,146,1420,54,106,32,55,444,6,103,142,231,119,363,105,0,0,65,264,292,75,547,41,28,2,273,224,5,986,47,23,282,0,23,29,0,0,0,10,0,0,0,0,166,398,14,0,453,0,0,0,0,0,0,83,26,7,0,65,401,6,1335,798,1763,1664,1571,932,864,171,180,13,342,1,101,2,7,0,0,32,0,0,0,0,0,0,149,149,203,57,247,0,137,0
RMDL,0,0,0,0,0,0,30,0,82,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,37,118,17,31,0,10,32,243,36,9,60,4,3,0,440,287,0,15,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3,0,0,4,0,0,0,0,0,51,40,392,512,6,50,1,0,3,0,0,201,528,0,0,0,0,0,414,819,0,0,558,2,159,262,0,882,286,202,0,362,315,0,491,662,519,608,370,261,3,481,53,521,48,595,0,0,5,10,128,178,137,46,0,0,0,0,147,210,0,0,0,0,0,0,0,452,271,20,321,70,545,57,14,64,0,4,0,0,137,16,53,0,235,383,557,0,234,0,183,0,312,0,0,0,240,0,514,0,606,40,0,3,203,0,457,0,967,0,906,0,120,0,974,0,817,0,499
RMDR,0,0,0,0,0,0,0,31,320,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,140,11,53,29,34,0,252,36,0,60,21,28,0,69,320,399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,218,0,0,0,0,0,0,0,0,38,150,527,523,75,0,0,0,0,0,0,506,215,0,0,0,0,0,749,376,0,0,41,436,309,146,882,0,211,281,0,340,312,0,545,499,563,487,256,443,656,6,738,22,617,132,0,0,69,38,70,90,58,103,0,0,0,0,225,199,0,0,0,0,0,0,0,279,485,13,42,211,47,463,0,2,0,0,0,0,65,29,51,0,253,714,350,0,192,0,846,0,304,0,199,0,162,0,118,0,260,0,0,0,135,0,597,0,447,0,871,0,190,0,250,0,625,0,334
RMDVL,0,0,0,0,0,0,0,0,160,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,11,0,0,106,0,0,0,0,40,554,0,213,66,0,731,0,552,0,118,137,47,0,195,0,7,0,0,0,683,0,116,0,4,0,0,0,0,0,0,0,0,0,0,118,4,0,6,0,13,67,197,0,0,0,0,0,0,0,0,6,0,479,387,30,0,0,0,0,0,13,5,6,26,32,0,1867,0,555,522,0,630,216,23,72,1420,286,211,0,284,485,158,5,174,35,22,119,234,170,123,97,461,31,207,139,271,21,59,1,518,21,207,112,2,284,0,32,677,0,0,0,0,0,0,0,0,0,0,0,0,570,14,0,234,0,0,0,0,0,0,81,23,1,71,25,173,150,202,166,56,93,184,0,295,0,0,81,0,2,28,28,23,0,127,13,292,0,168,0,0,0,876,854,1699,981,2054,476,295,123
RMDVR,0,0,0,0,0,0,0,0,30,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,0,0,0,87,0,0,80,0,33,454,64,270,679,0,506,0,194,0,1,161,3,262,8,0,0,0,548,0,154,0,0,0,0,0,2,0,0,0,0,0,0,0,0,67,32,6,28,0,206,42,0,0,0,0,0,44,0,0,0,0,327,529,0,29,0,0,0,0,27,0,8,56,35,0,0,1767,434,588,671,0,0,182,1497,54,202,281,284,0,618,56,89,356,21,29,120,100,10,181,415,95,246,34,283,106,51,2,550,8,168,8,0,64,0,254,781,0,0,10,0,0,0,0,0,76,0,0,0,0,4,503,221,0,0,0,0,0,0,0,2,20,27,0,9,177,208,0,25,0,31,38,48,0,102,175,172,151,76,417,32,66,0,831,690,1480,1058,1991,711,125,42,176,6,278,0,529,0,0,0
RMED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,302,406,326,617,380,349,92,208,213,239,71,0,0,0,0,0,0,0,0,15,0,0,0,97,100,0,0,0,0,0,0,82,31,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,8,0,172,96,0,0,17,133,195,9,30,111,181,0,484,643,1,0,406,270,98,56,258,106,0,0,485,618,0,1019,905,899,0,0,1,0,0,2,0,0,0,0,0,0,210,148,0,0,766,654,252,362,868,1083,1420,1432,6,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,115,0,0,0,0,0,0,0,0,0,26,0,0,722,25,634,0,901,0,1676,0,419,12,1084,0,1278,0,0,0,649,38,416,0,64,0,28,0,533,16,565,0,86,0,0,0
RMEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,440,229,1467,468,998,273,3,186,37,498,13,0,0,0,0,0,0,0,0,202,343,0,13,0,19,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,277,0,0,131,192,0,500,14,0,85,1277,234,0,0,123,32,362,340,158,56,1019,0,543,1110,138,0,600,3,0,0,0,0,0,0,0,0,0,0,0,0,37,0,17,28,701,1549,862,1452,48,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,81,4,4,0,0,0,0,0,17,3915,0,509,0,0,0,0,20,51,14,12,0,0,0,0,69,3406,0,559,0,0,0,0
RMER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,411,1151,480,809,485,0,213,44,283,0,503,0,0,0,0,0,0,0,0,442,143,0,0,8,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,156,0,0,0,0,390,0,0,248,205,0,0,516,44,0,10,1016,0,0,4,55,315,312,5,89,905,543,0,959,0,85,1,544,0,0,0,0,0,0,0,0,0,0,0,0,13,22,52,39,1256,558,1177,788,2243,42,0,0,0,0,0,0,0,0,7,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,67,12,0,0,4023,0,903,0,206,0,0,101,10,19,0,0,0,0,0,31,3313,0,696,0,2,0,0,63,50,6,5,0,0,0,0
RMEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,350,378,474,414,355,56,217,215,136,233,102,0,0,0,0,0,0,1,0,15,0,0,0,0,0,63,46,0,0,0,0,0,23,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1,5,28,63,0,0,102,34,379,2,0,143,65,235,187,347,0,0,487,341,0,0,308,444,0,0,174,356,899,1110,959,0,0,0,6,0,52,78,0,0,0,0,0,2,7,102,281,232,428,315,569,598,913,1119,738,523,0,0,0,0,0,0,0,0,0,0,0,56,105,71,8,4,67,0,0,0,0,0,0,0,0,0,111,0,0,840,0,951,0,739,0,731,0,433,0,503,0,269,0,0,0,400,40,1388,6,1402,0,5,0,341,3,580,0,1008,0,32,0
RMFL,0,0,0,0,0,0,0,56,259,749,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,642,0,921,81,0,21,15,1,30,0,148,13,0,0,0,19,288,291,622,667,0,1307,0,319,0,420,0,1,2,0,96,81,146,0,0,0,155,291,0,198,0,0,1,7,0,262,0,18,0,0,2,17,0,0,0,0,0,0,3,0,4,653,42,16,20,0,0,0,883,176,0,308,148,0,0,0,0,5,2,316,11,0,0,337,63,6,491,545,35,21,0,138,0,0,0,208,978,0,225,0,10,11,15,0,1,34,25,0,50,34,43,2,66,34,0,0,10,0,77,240,0,0,0,0,0,0,0,571,789,463,0,480,0,187,289,19,0,0,0,0,13,29,9,0,151,0,1003,0,0,0,0,0,0,0,0,0,407,0,721,0,293,6,954,0,0,0,0,0,0,0,0,0,506,0,939,0,417,0,472
RMFR,0,0,0,0,0,0,26,0,752,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,75,4,0,10,29,17,1,24,0,45,7,276,1,0,124,7,371,21,458,495,1292,0,91,228,383,6,0,2,18,60,48,63,0,1,0,0,581,121,208,0,0,0,0,1,210,0,55,0,0,0,7,43,0,0,0,0,0,0,0,4,0,1027,3,53,1,22,0,0,167,737,0,98,476,0,0,0,1,0,276,0,0,0,492,67,18,103,662,499,22,29,0,0,85,0,208,0,0,1126,32,12,27,2,20,0,23,1,0,26,3,145,0,64,78,18,0,0,0,9,116,287,0,0,0,0,0,0,0,1044,944,417,393,0,176,0,383,4,0,0,0,0,43,5,25,0,202,1089,0,0,351,0,420,0,335,0,500,0,0,0,0,0,0,0,0,0,461,0,460,0,348,0,468,0,0,0,0,0,0,0,0
RMHL,0,0,0,0,0,0,0,0,583,1885,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,52,0,0,2,1,0,146,93,0,0,46,347,118,366,0,712,827,22,45,54,359,59,529,0,1111,0,59,7,0,0,0,5,9,0,0,36,178,0,0,0,0,0,0,119,127,3,54,32,7,1,9,0,0,0,0,0,303,0,0,0,35,8,0,0,0,0,0,0,323,0,11,2,1,0,2,0,493,0,1344,74,610,124,479,179,142,519,563,119,120,1,600,1,6,978,0,0,459,13,45,404,140,642,540,203,477,126,18,94,67,340,136,53,152,0,290,4,369,0,767,0,0,0,0,0,0,0,147,0,0,32,189,235,169,0,0,0,0,0,0,957,432,366,6,0,314,621,0,0,0,0,0,0,0,0,0,366,0,47,0,0,0,0,0,0,0,0,16,2,150,26,0,365,0,137,0,7,0,0
RMHR,0,0,0,0,0,0,37,0,1581,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,91,36,207,0,0,0,24,0,218,173,0,457,887,607,28,1,160,99,11,328,1143,17,0,0,0,0,0,4,1,94,0,0,144,0,0,0,0,0,0,0,102,106,24,5,66,0,0,40,0,0,0,0,0,0,0,0,8,41,0,3,0,0,0,0,249,12,0,0,3,0,11,0,395,9,1292,0,300,0,502,65,140,231,608,487,234,100,0,3,544,0,0,1126,459,0,10,167,98,420,284,523,380,21,6,79,15,147,200,238,109,86,243,39,336,3,1072,283,0,0,0,0,0,0,0,0,111,0,372,40,239,213,9,37,0,0,0,0,469,831,796,0,0,434,265,4,490,0,294,0,14,0,20,0,0,0,0,0,0,0,0,0,303,0,300,0,0,0,12,0,0,0,13,0,0,0,1
SIADL,0,0,0,0,0,0,0,1754,0,2113,28,0,0,0,0,0,0,0,0,0,134,0,0,0,0,7,0,0,0,0,0,0,3,567,214,18,10,102,0,0,0,141,0,0,16,0,507,0,0,0,0,631,123,428,146,122,147,0,55,0,89,0,72,59,0,26,140,0,0,0,701,0,21,0,0,427,8,29,378,0,206,0,581,232,634,0,58,0,0,9,0,316,0,0,130,278,68,290,9,0,0,746,1,76,490,24,0,43,1,0,0,0,0,39,0,23,162,392,119,370,256,170,10,0,0,0,52,225,32,13,10,0,719,602,115,1215,112,237,515,954,0,319,0,576,101,569,596,0,0,26,0,23,43,0,107,83,3,72,0,467,820,810,11,0,140,0,0,466,0,4,0,0,17,377,114,191,77,30,0,172,0,0,0,0,0,0,0,0,0,0,0,49,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIADR,14,0,0,0,0,0,1222,0,1601,0,123,0,0,0,0,0,0,0,0,172,0,29,0,0,0,0,7,0,23,0,0,0,96,18,568,0,226,0,24,0,0,0,195,58,0,264,0,0,0,0,36,14,364,55,312,288,0,62,0,153,5,177,0,0,272,113,89,0,0,414,0,61,0,0,0,0,0,436,27,36,0,261,0,287,52,50,1,0,0,0,27,0,110,0,161,158,358,30,138,0,0,0,75,0,11,351,0,0,0,0,0,0,0,0,109,64,31,156,363,261,443,123,181,2,0,0,78,0,12,45,167,719,0,95,1768,99,1843,473,397,0,1835,11,0,161,577,579,532,0,0,0,183,33,25,215,0,91,95,58,540,0,209,361,396,52,0,0,0,41,0,0,0,45,0,165,109,552,0,10,262,64,0,0,0,48,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAVL,21,0,0,0,0,0,0,0,9,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,102,0,0,0,16,0,925,77,0,0,0,8,0,77,0,95,0,0,0,188,0,1282,0,161,0,54,116,12,442,57,0,37,0,0,0,244,0,598,0,0,0,0,38,0,0,0,0,25,0,290,75,76,375,0,271,64,229,0,114,12,0,85,0,358,0,0,0,38,288,91,0,0,0,33,0,0,243,8,310,0,0,0,0,180,0,105,0,0,1010,0,105,3,656,97,415,0,0,0,0,10,27,404,98,602,95,0,0,3114,70,1253,996,861,7,664,0,36,39,8,546,0,0,114,0,6,5,1,0,0,59,89,0,55,269,82,0,42,0,16,0,0,0,0,117,8,0,1247,346,314,644,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,60,116,356,0,0,0,0,0,0,0,0
SIAVR,0,3,0,0,0,0,0,0,0,52,388,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,71,755,0,325,0,1,0,13,0,118,0,74,0,0,0,182,0,2043,7,28,111,112,47,406,0,303,0,51,15,0,0,65,0,512,0,0,128,0,0,0,0,0,0,0,127,335,420,20,28,0,408,11,56,0,0,0,0,310,0,221,2,34,229,110,0,65,0,3,0,1,0,0,132,0,0,0,0,0,0,316,0,72,1121,0,114,0,481,6,461,95,0,0,0,0,11,2,140,420,115,1768,0,0,86,2603,429,728,39,696,0,506,35,153,492,5,0,0,0,123,0,4,0,0,0,0,0,525,0,218,234,58,0,45,0,286,16,0,0,0,0,0,369,1189,501,0,14,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SIBDL,0,16,0,11,55,0,0,453,0,935,183,0,0,0,0,0,54,0,0,0,107,0,19,119,0,0,0,0,4,1,76,0,55,106,307,0,0,121,0,7,0,89,0,0,78,0,1,1345,0,1435,0,316,6,125,286,0,72,0,110,4,137,0,75,274,0,161,258,0,0,0,111,0,64,240,0,224,0,193,212,71,454,164,317,0,281,15,124,0,0,262,0,187,0,0,0,63,24,271,0,27,10,0,0,35,367,24,2,33,0,0,0,162,0,161,0,749,868,72,0,53,738,31,246,0,0,0,0,15,20,642,284,1215,99,3114,86,0,191,1491,335,1734,229,926,0,388,49,127,44,0,0,159,0,0,122,0,77,119,42,143,177,256,98,194,0,7,43,169,0,0,0,0,0,0,55,668,187,75,340,2,232,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,389,467,1543,0,0,0,0,0,0,0,0
