neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RICRp,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
BWM-DR07,0,0,0,0,0,0,0,0,0,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,315,0,0,0,0,0,0,236,7,40,0,23,66,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,743,2399,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6056,0,0,0,114,0,0,0,0,0,0,0,0,0,0,1576,0,0,0,0,0,0,0,0,936,1671,0,7409,0,20162,0,9221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR08,0,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,954,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3191,0,0,0,16,4,0,0,0,0,0,0,0,0,0,4246,0,0,0,0,0,0,0,0,0,6363,0,25244,0,46773,9221,0,0,0,0,0,0,0,0,0,0,197,0,1321,0,0,0,0
BWM-VL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,4,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,2,0,708,0,41,24,170,0,3,0,127,831,649,20,31,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,10,78,52,40,104,0,0,2370,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,79,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3173,13682,500,6343,483,0,2320,3287,0,3085,0,1157,0,0,0
BWM-VL02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,208,0,361,0,0,0,204,32,203,135,13,690,38,51,3313,40,0,461,0,303,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,19,0,2414,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,80,1,23,0,0,0,0,0,0,0,234,0,0,7231,0,1379,0,216,0,0,0,0,0,0,0,0,0,0,3173,0,238,10619,2,5231,0,953,0,0,0,0,0,0,0,0
BWM-VL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,15,0,0,0,0,0,0,0,0,0,0,456,0,0,0,0,0,0,327,0,256,169,185,0,0,0,292,1480,416,14,0,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,2,35,35,36,186,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13682,238,0,0,31685,0,1703,0,2663,0,4047,0,1983,0,376,0
BWM-VL04,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,259,0,0,27,0,0,0,0,0,0,0,0,174,1,0,0,0,0,67,0,31,0,0,78,59,0,457,597,0,1058,0,12,696,6,0,460,0,300,0,0,7,0,150,0,0,0,0,0,311,0,0,0,0,79,0,0,362,0,738,0,0,0,0,0,0,0,0,0,0,0,396,0,715,0,0,342,0,50,0,0,0,0,0,0,0,1038,0,0,2166,0,4722,0,420,0,7,0,0,0,0,0,0,0,0,500,10619,0,0,0,22787,0,9190,0,0,0,0,0,0,0,0
BWM-VL05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,13,0,17,211,165,0,0,0,168,1991,64,0,0,1402,0,0,16,0,0,0,0,0,6,0,0,0,0,0,2367,3,4,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6343,2,31685,0,0,0,10261,0,770,0,303,0,400,0,0,0
BWM-VL06,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,8,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,464,1,0,967,447,0,711,0,0,2,0,0,348,2,0,0,0,60,0,389,0,0,0,0,0,885,0,2,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,0,0,319,0,0,0,0,0,0,0,0,0,3406,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,5231,0,22787,0,0,0,42620,0,0,0,0,0,0,0,0
BWM-VL07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,0,1127,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,2243,36,0,0,0,0,125,28,0,0,5,0,0,150,0,0,0,116,0,467,0,0,0,0,0,2162,20,0,0,0,84,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2743,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,10261,0,0,0,0,0,7,0,97,0,19940,0
BWM-VL08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,614,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,0,3,0,0,0,0,0,0,0,0,92,0,0,0,0,0,3,0,0,0,0,666,0,0,906,871,0,42,0,0,0,0,0,468,26,12,0,0,356,0,1543,0,0,0,0,0,1339,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3219,0,0,59,0,0,0,0,32,0,2,0,0,4669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320,953,0,9190,0,42620,0,0,0,0,0,0,0,0,0,0
BWM-VR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,3,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,4,0,956,17,4,0,149,0,0,876,176,533,69,63,341,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,441,19,85,144,13,0,0,24,3104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3287,0,2663,0,770,0,0,0,0,4190,15235,392,5995,0,191,551
BWM-VR02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,202,0,567,0,0,59,149,120,190,854,6,16,3406,50,3,506,0,365,0,0,0,0,0,0,16,0,0,0,0,0,140,0,0,0,0,0,5,0,2136,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,1,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,9499,0,1230,0,0,0,197,0,0,0,0,0,0,0,0,4190,0,1275,10558,275,7455,0,2496
BWM-VR03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,290,23,0,203,0,0,1699,278,565,0,6,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,919,27,61,315,7,0,0,21,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3085,0,4047,0,303,0,7,0,15235,1275,0,0,26721,0,7209,0
BWM-VR04,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,25,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,45,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,32,0,77,353,0,0,57,974,250,981,0,0,559,5,0,939,0,137,13,0,0,0,0,0,321,0,0,0,0,0,409,0,0,87,0,0,0,0,80,0,104,0,0,0,0,0,0,0,0,0,0,0,414,0,592,0,283,0,0,0,0,0,0,10,0,0,0,1579,0,0,0,0,0,0,0,0,0,2554,0,6616,0,40,0,1321,0,0,0,0,0,0,0,0,392,10558,0,0,0,28631,0,14740
BWM-VR05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,877,8,0,247,0,0,2054,529,86,0,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,0,1983,0,400,0,97,0,5995,275,26721,0,0,0,41653,0
BWM-VR06,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,102,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,4,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,493,0,0,0,817,625,476,0,0,0,0,0,417,0,7,0,0,0,0,0,0,1181,0,0,0,0,0,770,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,0,49,0,0,0,0,0,0,0,0,0,0,4247,0,0,0,0,0,0,0,0,0,23,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,7455,0,28631,0,0,0,59762
BWM-VR07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4606,6,0,137,0,0,295,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416,0,0,53,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,19940,0,191,0,7209,0,41653,0,0,0
BWM-VR08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,490,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,607,0,0,0,499,334,123,0,0,0,0,0,472,0,0,1,0,0,0,6,0,1589,0,0,0,0,0,965,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3197,0,0,0,0,0,0,0,0,21,0,0,0,5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,2496,0,14740,0,59762,0,0
