neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
PVPR,31,362,0,67,0,0,0,371,0,33,0,0,29,1660,0,0,0,0,0,130,0,0,23,266,397,1326,0,0,25,0,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,88,17,0,72,1,0,0,0,377,0,13,0,83,0,994,0,2,198,1,0,0,0,0,9,38,448,381,3341,2453,1807,313,345,18,2330,67,0,166,419,36,151,0,80,8,0,0,0,0,98,1302,0,144,0,0,17,0,0,1393,0,0,0,0,0,0,0,119,0,0,0,0,0,9,0,0,0,0,0,140,0,257,8,288,81,713,0,82,0,98,0,0,170,0,0,0,0,0,23,83,0,0,0,5874,849,268,75,1,0,0,0,27,117,0,355,45,17,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVR,0,0,0,0,0,0,2593,2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,139,222,230,0,0,168,12,0,0,13,69,503,363,0,0,0,0,267,172,0,0,42,1,110,261,162,412,0,0,0,0,0,0,0,0,0,0,35,0,420,291,932,156,0,0,1428,1330,3567,3354,470,290,35,80,0,0,0,0,0,0,334,108,0,0,0,0,0,185,133,0,165,232,4,0,192,37,296,487,1,0,17,83,0,20,0,0,0,0,0,0,0,438,78,9,356,42,15,5,45,4,0,0,85,0,306,388,346,143,0,165,6,0,0,112,17,0,0,0,622,469,1068,624,0,0,107,179,348,1338,0,0,67,413,163,43,0,5,5,310,0,0,0,108,10,0,511,1085,70,20,11,64,1,43,0,12,15,64,28,215,0,494,0,515
PVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,218,3,0,0,0,0,38,0,0,271,141,120,12,0,68,101,130,16,100,17,0,1,0,114,17,160,178,479,240,0,0,0,0,201,172,0,0,0,0,1,25,27,0,0,0,0,0,45,23,0,0,0,0,0,0,0,8,0,0,0,9,146,253,0,0,1117,2041,24,41,114,0,0,29,111,52,0,0,94,78,110,282,0,0,2,5,0,0,0,0,78,17,0,49,0,17,0,0,0,19,17,55,64,5,0,5,51,16,0,1,85,139,438,174,0,0,0,1,0,2050,1702,3404,20,6,16,0,3331,0,0,3,0,0,325,69,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAL,171,0,0,0,25,0,0,0,0,17,0,0,47,0,29,0,0,0,0,0,470,0,0,0,0,0,3,15,5,576,0,0,0,0,0,0,0,72,0,16,0,0,0,26,3,120,11,109,45,2,0,775,0,0,0,29,0,71,0,8,0,5,96,0,36,420,0,585,0,129,52,0,47,0,0,0,50,0,0,0,0,0,0,21,0,0,0,0,1258,449,0,0,0,109,0,237,146,36,0,0,180,17,0,132,155,40,0,393,184,744,394,573,893,784,422,5,0,0,14,411,168,84,303,119,12,74,0,81,0,176,29,470,472,496,691,0,0,58,0,0,0,0,0,0,0,0,0,6,0,603,110,502,102,0,0,0,0,2,0,20,60,13,0,0,4,0,238,0,0,0,0,0,23,0,338,0,0,0,0,3,0,19,0,0,0,83,0,50,68,19,120,77,0
RIAR,0,310,0,0,0,16,0,0,0,0,0,0,0,31,0,44,0,0,0,0,0,495,0,0,0,24,61,3,623,0,0,0,0,0,0,0,0,3,46,3,28,0,0,0,18,0,56,62,110,0,0,0,779,0,0,0,14,1,7,0,0,41,0,58,2,24,285,60,509,79,142,14,2,0,0,51,0,0,0,0,0,0,0,0,0,0,9,1258,0,0,497,0,0,0,130,203,12,131,0,0,209,0,51,83,224,2,164,123,135,438,1002,719,533,419,826,4,0,0,0,121,416,404,68,0,142,4,44,27,71,62,95,399,442,449,317,0,0,0,21,0,0,0,0,0,0,0,9,3,0,237,459,140,697,0,0,0,141,84,0,6,30,30,0,0,0,87,28,18,0,0,0,0,0,57,0,0,0,0,0,42,0,8,6,0,0,0,0,3,0,2,0,0,0
RIBL,407,13,0,0,105,6,0,0,6,0,0,0,0,0,17,0,35,0,5,0,1764,435,6,0,206,0,102,0,730,1553,26,0,0,28,0,86,0,254,0,677,93,196,0,130,0,2,1,33,0,0,0,451,0,477,0,521,0,0,0,0,0,0,226,313,435,837,25,384,7,116,0,98,112,157,283,327,878,0,0,0,0,0,0,0,0,0,146,449,0,0,68,0,0,155,0,52,289,74,0,0,2,50,0,1,0,0,0,45,5,0,0,27,176,2,0,101,0,0,19,216,124,43,0,263,0,110,79,18,0,43,0,82,237,129,255,30,0,218,0,0,0,0,0,0,0,0,70,22,239,295,0,156,0,441,0,0,2,0,9,716,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBR,0,267,0,0,0,130,0,0,1,80,0,7,0,0,0,0,0,12,0,0,0,1576,0,122,0,272,0,2,1607,343,15,0,0,0,21,0,33,0,18,14,679,0,45,0,373,0,0,0,101,0,0,0,180,0,554,0,575,0,0,0,8,153,0,441,59,0,1019,0,486,0,246,115,131,132,0,708,167,0,0,0,0,0,0,0,0,0,253,0,497,68,0,0,0,0,130,39,64,260,0,0,42,28,43,0,11,0,1,0,62,0,5,247,5,0,0,104,0,149,27,149,158,0,36,0,309,96,77,0,4,0,2,231,81,290,139,0,0,0,229,0,0,0,0,0,8,0,72,36,239,0,48,0,200,0,0,0,0,0,0,754,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFL,1,0,0,0,0,0,172,0,134,0,0,0,2161,1,0,0,203,0,1121,0,0,0,516,0,220,0,0,0,0,0,53,0,0,55,0,5,0,0,0,0,0,20,0,0,0,0,144,0,0,116,0,30,0,7,0,6,0,836,0,425,0,51,0,0,0,178,0,0,0,41,0,1045,94,0,70,287,0,1261,2182,5283,0,921,404,111,98,334,0,0,0,0,0,0,5,0,0,0,125,0,0,0,252,20,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,86,0,0,0,0,0,241,0,0,0,0,0,1222,14,171,808,472,0,0,0,23,0,121,0,0,952,457,1,0,478,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFR,0,0,0,10,0,0,0,1980,0,58,0,0,0,2307,0,0,0,508,0,1484,0,0,0,182,0,216,0,0,0,0,0,0,1015,0,129,0,0,0,0,0,2,0,140,0,0,148,0,0,0,0,238,0,0,0,2,0,13,0,686,0,498,0,85,0,0,0,116,0,0,0,0,109,1997,171,46,0,55,1746,400,417,4542,1087,50,0,1302,108,0,0,0,0,0,5,0,0,21,0,0,26,0,0,0,0,19,0,228,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,0,0,245,0,0,0,0,0,171,0,0,0,0,218,1289,0,722,401,0,0,0,0,90,0,123,0,0,2115,0,0,0,2,0,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,896,20,579,0,5,0,0,0,44,0,236,0,26,0,166,0,1483,451,62,396,0,0,294,0,282,0,346,0,0,0,0,0,20,702,0,0,77,2,453,76,0,24,0,25,37,254,231,180,63,134,0,0,188,275,267,0,0,1117,109,0,155,0,0,0,0,209,39,352,288,0,0,240,60,0,0,0,62,0,4,723,0,0,0,0,0,0,0,0,0,18,159,0,2,0,15,0,57,7,455,39,282,1,0,0,51,0,0,0,3,0,101,902,0,0,0,0,0,643,1030,368,2,0,0,0,3094,0,0,0,0,4,31,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGR,0,93,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,103,0,0,0,0,0,0,920,96,27,108,0,0,155,0,0,0,99,0,193,0,141,0,415,294,1046,314,13,0,0,0,771,0,245,0,419,0,0,0,0,559,26,0,2,0,51,4,724,45,0,357,30,628,0,92,90,283,0,0,0,233,229,0,144,0,2041,0,130,0,130,0,21,209,0,68,365,259,0,0,327,0,81,0,0,0,84,762,0,0,0,0,4,0,0,76,0,178,59,0,76,0,37,0,64,0,119,51,359,48,222,0,8,10,5,0,15,0,125,629,532,0,0,0,7,0,1029,510,687,0,0,0,0,138,0,0,0,0,0,10,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIH,100,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,0,0,0,0,0,0,63,49,0,181,154,516,916,793,941,471,556,0,0,266,353,735,653,0,43,0,0,0,0,11,65,135,149,548,188,0,11,0,0,0,0,40,35,194,84,159,161,0,0,4,0,0,46,0,40,47,0,0,11,247,86,0,0,0,24,237,203,52,39,0,0,39,68,0,0,0,442,1188,410,82,22,0,0,81,122,50,55,0,75,0,0,0,0,397,242,121,448,0,5,0,15,0,0,0,30,0,43,0,0,0,19,0,0,25,82,46,146,0,0,0,0,0,0,0,0,0,34,168,168,22,54,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIML,25,2,0,0,0,0,0,0,0,0,0,0,224,0,10,0,7,0,5,0,160,6,0,0,43,0,96,0,1,227,75,0,0,0,0,0,0,8,3,12,8,0,0,0,0,1040,1594,948,1257,0,0,0,0,74,1,20,1,437,11,0,0,286,614,0,0,194,0,518,6,543,1030,291,154,70,129,259,186,0,205,0,0,34,309,233,0,0,41,146,12,289,64,125,0,352,365,0,0,466,0,0,0,0,0,42,0,0,1,631,109,0,0,12,417,0,1,0,2,0,41,755,159,142,0,693,72,193,19,109,1,86,0,344,543,694,315,0,0,7,0,0,0,0,0,0,0,39,493,568,169,0,0,0,67,0,0,0,68,2,156,254,0,143,0,0,0,0,0,0,0,0,0,0,151,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,54,0,0
RIMR,1,47,0,0,0,0,0,0,0,10,0,0,0,86,0,38,0,21,0,0,0,158,0,18,0,152,0,77,458,28,182,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1279,1278,1487,876,0,0,0,1,0,48,1,38,6,430,0,0,537,239,0,0,0,48,3,549,688,380,257,225,131,285,194,332,81,0,0,0,185,0,0,17,0,114,36,131,74,260,0,26,288,259,0,466,0,0,0,18,0,0,0,0,0,1,112,361,0,1,534,87,7,0,0,0,0,0,65,575,0,206,102,548,105,186,0,88,0,53,520,283,347,569,0,0,0,0,0,0,0,0,0,95,0,493,693,108,6,0,141,0,66,0,0,27,6,27,246,310,0,0,0,0,194,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2968,386,71,0,3090,0,0,0,664,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,442,0,0,0,1522,0,2641,0,0,0,1540,0,0,0,44,36,0,0,42,20,438,406,207,159,0,0,0,0,0,0,12,0,0,213,0,0,0,0,0,0,5098,0,3569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,1015,366,0,0,0,0,0,0,0,0,0,0,0,0,0,736,62,8,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2819,0,357,0,4971,0,0,0,497,0,614,0,0,0,0,0,0,0,0,0,0,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,1188,0,0,1522,0,0,0,1558,0,0,0,2241,0,0,53,33,0,0,52,81,446,420,513,165,0,0,0,0,0,2,20,1,23,0,0,29,0,0,0,0,0,3787,0,5419,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,9,41,0,0,0,0,0,0,0,0,0,0,0,74,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,85,7,0,0,0,0,0
RIR,1679,1636,0,0,16,0,516,0,60,199,0,0,162,34,0,0,0,0,0,0,156,84,63,24,669,405,0,4,359,399,1093,29,0,0,0,0,0,0,1,4,0,0,0,59,65,0,58,0,1,329,0,952,564,0,0,290,195,31,36,78,60,44,163,0,0,163,62,616,840,144,8,682,382,129,98,115,85,88,70,84,0,0,56,1802,1393,0,29,180,209,2,42,252,0,240,327,410,0,18,0,0,0,0,0,111,0,49,75,307,240,0,1,0,0,0,0,0,0,0,154,45,115,0,0,53,190,143,214,115,59,75,90,0,0,0,1,0,0,12,31,0,0,10,0,94,1354,1437,8,1,143,0,0,0,0,0,1,161,0,0,246,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DL,0,0,136,0,27,0,0,0,51,12,0,0,15,0,90,0,176,0,183,0,83,0,15,0,0,0,94,63,52,39,0,0,0,2141,0,0,0,0,0,734,47,2687,0,15,0,0,0,0,0,0,0,38,0,3025,0,0,0,0,0,83,0,44,0,13,26,6,0,0,0,0,0,0,0,10,200,7,7,8,0,54,0,0,0,0,0,165,111,17,0,50,28,20,0,60,0,82,0,0,2641,0,0,0,42,239,0,0,0,0,0,0,223,0,0,1890,0,608,822,132,447,0,0,0,0,0,0,0,0,0,43,0,0,0,0,23,27,2062,0,0,0,0,0,65,0,99,39,0,0,2,6,770,0,0,0,88,79,0,0,0,0,0,0,0,387,153,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DR,0,0,0,85,0,46,0,0,22,5,0,0,0,16,0,38,0,104,0,15,0,56,0,0,0,0,30,37,38,116,0,0,0,0,2257,0,558,0,0,0,883,0,2592,0,0,0,0,0,0,0,4,0,47,0,2472,0,0,0,0,0,81,2,21,44,39,0,46,0,11,0,0,0,0,133,191,11,0,0,106,0,6,0,0,0,0,232,52,0,51,0,43,0,19,0,81,22,0,0,0,1558,0,42,0,0,645,0,0,0,0,256,0,0,0,0,1779,209,207,556,317,0,0,0,0,0,0,0,0,86,0,0,0,35,0,0,197,0,3362,0,0,0,0,0,54,190,0,54,18,3,33,0,1737,0,0,0,0,12,0,1,0,9,0,0,0,0,0,0,0,0,0,506,245,6,91,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1L,0,0,166,0,12,0,989,0,0,23,0,0,0,0,51,0,87,0,31,0,86,0,0,0,0,0,62,52,22,0,0,0,0,0,0,2010,0,0,0,1562,0,0,0,0,0,0,227,32,0,2815,0,258,0,0,0,0,0,4,0,16,0,32,0,0,40,0,0,0,0,0,0,0,0,0,0,230,181,137,0,109,0,0,0,0,0,4,0,132,83,1,0,280,0,0,0,0,42,0,0,0,111,239,0,0,0,477,0,141,0,881,354,285,430,751,331,87,4,2303,1,0,0,105,0,80,10,113,0,0,4,11,0,0,37,65,0,924,0,726,0,0,0,0,0,382,0,0,0,0,0,266,0,0,0,0,85,0,32,0,0,0,368,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1R,0,0,0,119,0,47,0,470,12,0,0,0,0,0,0,165,0,228,0,0,0,126,0,1,0,0,53,125,0,29,0,0,0,0,0,0,1845,0,0,0,1765,0,0,0,0,170,0,0,0,0,2348,0,194,0,0,0,0,0,0,0,0,4,5,151,0,0,8,0,0,0,0,0,0,0,0,241,319,0,0,0,46,0,0,0,0,0,0,155,224,0,11,0,228,0,0,0,0,0,0,0,0,0,645,0,0,0,504,0,267,237,1173,394,235,376,855,3,2228,19,51,0,0,0,145,2,2,39,101,0,0,0,95,11,0,0,36,0,667,0,1491,0,0,0,3,503,0,0,0,0,0,0,129,0,4,0,0,10,15,82,0,0,0,444,0,0,0,0,0,0,0,7,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0
IL1VL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,98,0,0,0,0,189,0,3758,0,1016,83,0,0,2119,0,52,0,0,0,0,0,108,0,0,0,4429,0,106,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,192,94,40,2,0,0,0,0,62,0,81,0,0,1540,0,49,0,0,477,0,0,0,0,0,2096,0,0,0,0,426,533,1557,84,284,34,0,136,0,75,0,88,63,30,0,110,0,4,0,0,0,0,0,2398,0,0,0,0,0,0,0,0,0,0,17,0,0,853,0,0,0,0,104,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,111,6,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,141,0,0,0,0,0,9,0,2899,0,631,0,0,0,2405,0,126,0,0,0,0,0,186,0,0,0,3956,0,46,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,78,0,164,0,1,0,0,0,84,122,1,1,0,2241,75,0,0,0,504,0,0,6,0,0,2441,0,0,539,0,248,0,1808,463,0,168,0,67,0,134,32,47,0,31,0,74,0,37,0,0,0,0,0,1584,0,0,0,0,0,0,0,7,12,57,0,0,0,1002,0,0,0,70,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,272,21,13,0,0,0,0
RIVL,0,0,0,0,6,0,76,0,0,2,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,23,113,84,8,884,0,0,0,96,0,0,15,32,0,0,1,0,0,0,1310,745,425,328,0,0,0,92,148,0,7,79,700,0,0,767,15,0,46,59,0,0,20,719,161,107,135,281,259,152,0,60,212,34,59,0,0,191,0,296,110,393,123,45,0,0,0,4,762,50,631,112,0,0,307,0,0,141,0,0,6,0,1396,0,313,300,0,249,0,0,0,0,17,32,71,0,849,686,645,68,108,251,391,0,80,18,937,707,13,34,0,0,0,0,0,0,0,0,139,23,510,266,488,0,0,0,124,173,0,0,456,352,621,221,0,449,0,0,27,0,91,0,0,0,0,0,236,87,107,29,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1022,0
RIVR,0,6,0,0,0,5,0,3,0,0,0,0,0,2,0,20,0,0,0,0,0,90,0,0,0,0,1,0,105,105,189,694,5,0,0,0,46,0,0,0,11,0,32,0,0,1341,50,545,731,0,393,0,0,87,69,7,0,631,154,0,0,99,537,108,0,0,7,0,4,139,859,332,142,23,419,13,134,535,671,154,70,0,0,201,119,487,282,184,135,5,62,0,0,723,0,55,109,361,0,0,240,0,0,0,267,0,0,1396,0,331,0,0,0,0,213,0,0,0,1,130,84,555,24,578,683,76,56,213,136,62,0,564,0,61,621,45,90,0,0,0,0,0,0,0,98,93,174,566,494,0,0,0,0,780,0,0,219,640,211,136,344,0,0,0,0,0,37,0,0,0,0,0,0,1,0,645,0,0,0,68,0,0,0,0,0,11,0,46,0,0,0,0,0
RMDDL,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,4,0,0,477,51,157,293,90,0,372,0,4,29,0,160,0,26,0,27,438,0,23,28,0,0,0,2,0,0,0,0,0,0,235,75,0,0,0,0,0,114,0,0,0,0,0,0,0,0,1,0,744,438,0,0,0,11,0,0,0,0,0,44,53,0,0,256,881,237,2096,0,0,331,0,279,239,709,161,1696,102,90,66,510,351,119,0,32,46,9,343,510,725,77,0,69,257,6,5,228,0,112,54,0,0,0,0,59,3,0,0,0,0,0,11,598,1016,0,0,0,1,76,293,0,0,3,0,511,0,134,9,51,170,0,1001,663,1031,935,881,700,0,0,114,197,118,32,711,0,0,0,0,0,0,0,0,0,0,0
RMDDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,10,5,417,502,258,0,104,0,235,10,0,110,1,1,0,156,0,0,772,14,13,0,0,4,0,0,0,0,0,0,0,23,182,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,394,1002,0,5,0,0,0,0,75,0,1,36,33,1,223,0,354,1173,0,2441,313,0,279,0,655,307,1787,145,103,11,36,241,127,406,109,0,0,30,496,359,138,410,70,12,14,290,288,11,92,0,0,58,0,0,0,0,0,0,0,0,0,0,476,3,0,995,0,0,0,297,18,0,63,14,41,762,742,1461,1772,1320,0,0,477,0,108,11,124,53,0,0,0,0,0,0,0,0,0,0,162,148,211,22,1120,0,0,0
RMDL,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,100,0,0,63,243,0,0,4,0,0,29,93,191,80,323,0,2,0,0,0,0,2,22,0,0,11,0,0,0,0,0,0,0,272,317,0,0,0,0,348,1,0,0,0,0,0,0,0,0,17,2,573,719,27,247,0,0,0,0,0,12,534,0,0,0,0,0,285,394,0,0,300,0,239,655,0,1633,383,465,0,7,10,0,467,581,128,766,138,612,51,520,10,139,7,330,91,441,337,112,0,0,0,0,0,0,0,0,0,0,0,229,227,41,931,290,350,493,0,0,0,215,301,0,235,456,1804,0,182,0,1674,0,1018,0,0,66,0,831,0,1755,0,0,0,325,0,1836,0,2072,0,0,0,306,0,559,19,1445,1440,0
RMDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2,0,0,358,41,0,0,0,0,0,83,8,125,661,32,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,119,286,0,0,0,0,6,318,0,0,0,62,0,0,0,0,83,5,893,533,176,5,0,0,0,4,0,417,87,0,0,0,0,0,430,235,0,0,0,0,709,307,1633,0,683,388,0,8,8,0,474,706,413,146,469,79,668,142,18,29,178,34,207,190,166,97,0,0,0,0,0,0,0,0,0,0,0,242,385,3,230,505,143,997,0,0,0,47,118,0,278,1794,498,0,221,0,1169,0,3104,0,0,181,0,886,0,3972,0,0,0,173,0,526,0,1681,0,0,0,384,0,1310,0,2765,0,0
RMDVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,68,0,0,0,0,32,423,25,203,27,0,702,0,244,123,16,0,0,1,0,624,0,0,311,4,108,0,0,0,0,0,0,0,0,0,0,134,265,1,0,0,66,70,188,0,0,0,0,0,26,0,0,0,0,784,419,2,0,0,0,0,0,0,0,7,42,52,0,1890,0,751,376,0,539,249,0,161,1787,383,683,0,617,910,72,65,106,167,5,117,742,36,155,60,341,59,28,0,559,0,159,110,0,28,0,0,250,0,0,0,0,0,0,0,0,0,0,787,9,0,170,0,0,0,90,11,5,31,371,0,153,118,187,1,1105,0,0,0,1,0,118,8,647,0,0,328,0,227,0,0,0,0,0,593,772,1145,1571,1381,405,121,25
RMDVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,56,0,0,0,42,0,8,87,0,71,342,0,210,376,0,217,0,37,136,0,0,0,0,0,376,203,5,59,0,0,0,2,0,0,0,0,0,0,0,105,240,2,2,103,0,177,62,31,0,0,0,0,0,6,9,20,0,422,826,0,0,0,0,0,0,0,1,0,20,81,0,0,1779,331,855,426,0,0,213,1696,145,465,388,617,0,625,33,102,154,117,216,663,84,21,53,310,17,42,38,720,0,167,5,9,164,0,0,177,0,0,0,0,0,0,0,0,0,0,0,110,1032,255,4,0,0,0,43,86,0,0,0,460,0,1,0,28,23,708,0,107,169,131,92,744,0,0,0,830,825,1312,1310,1214,396,69,0,258,0,528,0,661,0,0,0
RMED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,123,813,677,648,459,263,213,471,130,226,6,0,0,0,0,0,0,0,0,366,14,88,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,101,104,0,0,0,76,397,0,0,438,446,0,608,209,87,3,533,248,0,0,102,103,0,0,910,625,0,1845,1203,1312,0,0,0,0,0,0,0,0,212,165,0,0,241,264,133,136,482,256,1484,1157,0,0,0,0,0,0,0,0,0,0,90,23,0,0,0,0,0,0,0,0,2,0,0,415,1,548,0,775,0,0,399,0,641,0,882,0,0,0,581,0,74,0,0,0,0,0,333,0,79,0,0,0,0,0
