neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
RIR,1551,1422,0,0,89,127,0,0,0,0,1501,122,180,0,0,1,0,0,0,0,0,0,0,75,155,0,174,153,10,12,251,444,360,336,783,0,41,0,0,257,764,119,81,0,0,0,0,52,100,0,0,0,8,0,0,121,36,0,0,1077,1291,0,0,197,269,0,3,37,13,53,95,2,0,435,583,687,762,32,28,88,69,104,85,2,51,50,6,0,0,112,9,924,1081,0,0,138,80,0,2,189,129,405,397,604,0,0,4,0,0,0,0,0,0,0,0,277,135,8,7,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,1,0,0,3,62,3,147,8,0,13,21,0,0,0,0,0,0,61,108,0,0,0,1039,849,0,4,160,0,0,0,0,29,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DL,0,0,43,0,72,0,0,0,0,0,0,21,1,0,0,0,0,25,0,47,0,12,0,179,0,0,6,0,4,0,41,34,58,0,0,0,0,3003,0,59,0,0,0,1344,26,3016,0,0,0,0,0,0,0,0,0,0,0,703,0,41,0,3206,0,0,0,0,0,4,0,18,7,59,21,0,0,17,0,0,0,0,8,2,96,12,10,20,0,111,0,0,0,0,0,420,28,77,0,36,0,33,0,146,0,133,0,1,1031,0,0,0,40,580,0,179,0,0,0,0,594,0,0,2594,0,698,946,0,187,0,4,0,582,0,0,0,0,0,0,0,0,0,172,0,0,0,252,96,1,1984,0,265,0,52,0,57,0,11,23,44,74,0,25,18,58,730,0,0,0,47,68,75,94,7,0,5,0,0,78,0,0,445,333,124,129,92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DR,0,0,0,110,0,58,0,0,0,0,0,3,13,0,0,0,0,0,22,0,24,0,32,0,107,0,0,17,0,2,33,34,23,78,0,0,0,0,3195,0,20,0,0,77,1203,0,2373,0,0,0,0,0,0,0,0,0,0,0,876,0,37,0,2861,0,0,0,0,0,3,0,8,33,68,0,0,0,0,0,0,6,0,96,0,0,0,0,1,0,65,0,0,0,0,328,0,0,42,0,76,0,54,0,101,23,0,0,0,1345,0,40,0,0,768,0,219,0,0,576,8,0,0,0,2356,712,0,755,198,36,0,474,3,0,0,0,0,0,0,0,0,143,0,0,0,220,0,0,63,0,2731,0,633,0,3,0,0,23,41,5,0,45,0,1,98,0,502,0,0,2,121,27,95,0,22,1,17,0,43,0,0,0,0,0,0,0,0,0,0,694,367,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1L,0,0,117,0,0,0,333,0,8,0,0,0,46,0,0,0,0,67,0,41,0,7,0,7,0,0,0,0,0,0,29,20,0,0,0,0,0,0,0,1584,0,0,0,1389,0,0,0,0,0,0,0,0,40,45,0,319,0,2064,0,338,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,5,0,12,0,1,0,125,265,0,0,0,0,0,0,0,0,0,0,284,173,95,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,523,0,69,0,890,376,438,730,845,530,0,10,6,0,0,466,0,1370,4,0,327,0,23,1,55,0,0,0,98,0,0,32,51,0,206,0,331,0,594,0,36,0,84,63,0,0,0,8,0,0,111,0,19,0,0,0,0,106,2,0,241,136,0,113,113,0,12,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,163,0,53,0,6,0,6,0,0,0,0,0,0,0,0
IL1R,0,0,0,3,0,15,0,201,0,75,0,14,9,0,0,0,0,0,18,0,64,0,23,0,30,0,0,0,0,2,24,0,0,1,0,0,0,0,0,0,1503,0,0,0,1209,0,0,0,0,0,0,96,0,0,2,0,57,0,2369,0,153,0,0,0,0,0,4,0,0,36,0,19,0,0,0,0,0,0,0,0,0,0,117,253,110,0,47,0,12,0,0,0,0,0,1,162,225,0,141,0,0,0,7,0,0,72,0,0,0,0,768,0,0,0,396,0,241,249,796,602,591,472,842,0,60,8,0,513,51,1571,0,0,0,0,247,47,12,52,62,4,0,0,108,37,0,0,98,0,202,0,348,0,1204,0,0,103,21,9,0,51,0,21,0,0,179,0,69,0,0,0,0,0,25,263,207,0,111,0,248,0,0,0,0,0,0,0,0,17,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,658,0,147,0,0,0,0
IL1VL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,135,0,3114,0,1108,182,0,0,2082,0,0,0,17,0,0,3,0,0,1208,0,0,0,0,0,2885,0,3,0,0,0,0,55,0,0,0,0,0,0,0,36,17,6,0,0,0,0,0,0,0,0,0,0,23,0,279,24,102,0,45,0,0,0,53,0,123,24,25,1316,0,0,179,0,523,0,0,15,0,34,2860,0,0,0,0,1043,254,1188,4,565,15,0,5,361,84,0,30,0,35,0,28,0,7,0,174,0,122,0,0,336,0,0,2575,0,24,0,0,0,0,0,0,0,0,16,46,37,0,0,819,0,53,0,0,0,0,0,0,53,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,257,107,27,0,0,0,0,0,0,0,0,0,0,0,0
IL1VR,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,119,0,3611,0,1113,0,0,0,2402,0,0,0,21,0,0,0,0,0,673,0,0,0,0,0,2770,0,42,0,0,19,0,0,0,0,0,0,0,12,0,18,58,0,0,3,0,0,0,0,0,0,0,0,0,226,22,0,116,0,7,0,0,0,50,163,16,0,0,1728,0,0,219,0,396,15,0,14,0,0,3036,0,0,925,0,164,0,1273,575,0,4,494,17,0,58,0,48,0,79,50,26,0,12,0,214,0,95,98,0,0,83,0,2698,0,0,0,0,0,0,0,0,0,43,52,26,0,0,0,739,27,0,0,0,0,0,61,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,334,94,82,0,0,0,0
RIVL,0,0,0,0,2,0,0,0,34,404,6,0,47,0,0,0,0,0,0,0,0,20,0,85,0,0,0,0,0,0,0,0,80,74,77,0,478,268,197,146,0,0,181,0,0,0,0,0,2,0,341,29,1225,919,229,379,1059,10,0,0,0,20,14,0,55,98,235,0,0,349,33,12,27,21,0,0,4,330,41,173,122,273,12,78,38,52,30,0,0,194,185,0,0,374,20,287,62,44,0,0,0,0,317,0,204,67,0,0,277,0,0,69,0,0,14,0,1834,1,223,454,17,185,0,152,0,0,36,0,395,48,307,159,48,0,1390,417,564,121,86,187,282,0,285,8,925,801,145,0,0,0,14,212,12,0,0,0,0,0,70,0,329,79,108,26,73,0,114,170,0,0,0,0,0,299,645,373,164,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,18,0,394,212,1313,1184,5556,1251
RIVR,0,0,0,3,0,48,0,0,663,380,47,63,0,0,0,0,0,0,56,0,0,0,0,0,144,0,0,0,0,0,38,6,69,64,10,703,40,118,184,0,189,134,0,0,3,0,0,8,0,756,0,1237,13,350,699,84,687,0,35,0,1,19,54,52,0,168,125,0,0,0,311,29,78,0,24,1,0,39,379,340,105,32,102,47,45,46,35,0,0,66,243,0,4,87,80,79,255,0,61,0,0,323,0,30,44,298,0,0,135,0,0,0,241,34,0,1834,0,273,0,54,444,0,177,86,0,0,0,315,15,298,83,164,8,1204,0,461,813,30,100,197,135,143,0,1092,3,81,878,0,0,65,0,115,229,0,0,0,0,0,0,176,17,302,253,0,0,221,0,249,0,0,0,0,0,559,246,11,24,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,104,1174,1443,2494,1151,28,0,167,0,43,0,46,0
RMDDL,0,0,0,0,0,0,0,15,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,15,78,0,720,50,183,720,180,0,0,0,204,0,0,1,0,11,0,105,0,4,0,155,1059,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,2,0,646,472,3,0,0,0,0,0,2,0,0,27,15,8,0,576,890,249,2860,0,1,273,0,341,123,232,73,1908,77,48,20,293,25,0,120,105,372,104,0,96,31,0,379,385,510,100,69,31,146,0,13,169,225,739,457,0,0,3,0,0,0,0,0,0,0,0,0,49,51,346,587,0,0,0,0,0,0,0,3,108,0,3,3,307,85,15,367,0,214,0,292,0,1012,811,1867,971,1801,401,480,6,280,203,109,42,68,0,344,0,0,28,0,0,0,0,0,0
RMDDR,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,21,0,0,41,49,804,843,172,0,258,0,0,0,208,0,0,0,1,161,7,14,0,170,0,0,1046,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,218,0,0,0,0,0,0,0,0,0,4,0,429,748,0,2,0,0,0,0,19,0,0,19,51,7,594,8,376,796,0,3036,223,0,341,0,189,157,1823,77,36,4,92,367,1,33,194,296,173,262,116,0,0,49,377,406,72,538,25,54,0,103,202,4,861,2,0,302,0,0,1,0,0,0,0,0,0,0,0,0,457,46,0,500,0,0,0,0,0,0,85,34,0,49,187,4,948,816,1741,1559,1423,796,126,8,239,4,465,0,518,0,162,0,0,30,0,0,0,0,0,0,210,138,129,79,242,4,342,0
RMDL,0,0,0,0,0,0,2,0,25,554,0,0,0,11,0,0,0,23,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,8,0,0,40,176,22,24,34,36,16,343,100,24,15,0,0,0,414,370,8,0,0,0,67,0,0,0,0,0,5,0,0,0,0,0,0,0,10,43,0,0,0,0,236,1,0,0,0,0,0,0,0,0,31,35,499,513,0,109,0,0,1,0,0,94,679,0,0,0,0,0,438,602,0,0,454,54,123,189,0,842,311,229,0,150,287,0,648,849,548,498,433,289,1,549,3,630,209,562,1,14,0,52,94,119,119,23,0,0,0,0,335,254,0,0,39,0,0,0,0,522,220,28,518,68,521,98,26,0,0,0,0,0,56,79,0,225,354,761,0,155,0,369,0,436,0,51,0,161,0,848,0,459,0,310,0,117,0,674,0,260,0,230,0,135,0,770,0,932,0,1006
RMDR,0,0,0,0,0,0,0,0,268,7,0,0,0,0,12,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,62,28,4,74,52,2,310,14,2,55,0,35,0,0,284,548,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,8,60,0,0,0,0,4,179,0,0,0,0,0,0,0,0,23,31,430,538,102,3,0,0,0,4,0,601,132,0,0,0,0,0,730,591,0,0,17,444,232,157,842,0,259,295,0,284,87,0,1035,431,686,532,223,422,692,34,740,3,543,190,1,1,55,4,107,66,38,82,0,0,0,0,384,298,0,0,23,0,0,0,0,181,518,47,81,464,50,674,9,0,0,5,0,0,60,87,0,248,731,290,0,37,0,738,0,412,0,3,0,154,0,358,0,288,0,0,0,51,0,1228,0,1146,0,619,0,136,0,867,0,987,0,397
RMDVL,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,92,27,0,0,31,0,0,0,0,73,870,21,307,57,0,635,0,407,0,155,146,0,0,148,0,44,0,0,1436,0,0,135,0,0,0,0,0,3,0,0,0,0,0,0,148,7,0,5,0,34,65,229,0,0,0,0,0,6,0,0,0,0,657,348,45,0,0,0,0,0,26,0,0,17,33,0,2594,0,845,472,0,925,185,0,73,1823,311,259,0,237,410,92,1,148,49,30,218,150,272,47,100,522,74,177,29,379,7,84,5,656,1,143,129,0,225,0,18,723,0,0,0,0,0,0,0,0,0,0,0,0,491,68,0,124,0,0,0,0,0,0,45,3,65,9,227,177,243,166,61,49,181,0,447,0,0,29,0,0,0,18,0,0,243,0,337,0,465,0,14,0,797,641,1783,1412,1847,1064,126,0
RMDVR,0,0,0,0,0,0,0,0,11,79,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,0,0,0,68,0,0,93,0,14,778,46,198,761,0,371,0,129,0,0,106,0,84,0,0,0,0,0,1341,259,0,0,0,0,0,5,0,0,0,0,0,0,0,9,87,10,0,9,0,189,29,0,0,0,0,0,0,0,0,0,0,333,669,0,35,0,0,0,0,2,0,0,47,14,0,0,2356,530,842,1043,0,0,177,1908,77,229,295,237,0,538,16,54,141,5,37,188,154,0,185,549,90,132,3,367,17,34,17,642,5,126,10,1,103,0,339,843,20,0,0,0,0,0,0,0,0,0,0,0,0,6,660,162,0,0,0,0,0,0,0,2,78,0,5,246,278,0,24,0,0,20,4,166,0,123,147,81,21,205,0,610,0,1127,917,1682,1239,1541,681,260,0,181,10,388,0,63,0,0,0
RMED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,338,286,324,828,907,151,315,223,149,18,0,0,0,0,0,0,0,0,0,34,1,0,0,241,269,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,108,157,0,0,0,0,508,25,8,132,304,0,698,712,0,0,254,164,152,86,77,36,0,0,410,538,0,1357,1199,1125,0,0,46,19,0,0,0,0,0,0,0,1,145,167,0,0,599,784,449,308,1127,825,1469,1513,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,13,0,0,172,2,739,0,1184,0,855,0,233,6,463,0,563,0,1235,0,836,204,536,0,9,0,0,0,647,32,838,0,13,0,7,0
RMEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,720,255,1320,573,702,453,0,227,20,598,0,0,0,0,0,0,0,0,0,242,396,0,0,130,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,78,0,0,97,0,0,0,39,0,443,0,0,482,163,0,946,0,10,60,1188,0,0,0,48,4,150,284,92,16,1357,0,384,1149,84,28,674,6,0,0,0,0,0,0,0,0,0,0,0,0,39,0,43,50,1123,1580,992,1051,61,1287,0,0,0,0,0,0,0,19,16,147,0,0,0,0,45,0,0,0,0,0,0,0,0,61,0,0,41,29,0,0,0,0,0,0,84,2991,92,707,0,0,0,0,47,16,8,0,0,0,0,0,48,2506,33,356,0,0,0,0
RMER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,706,1814,304,989,586,0,305,132,199,2,616,0,0,0,0,0,0,0,0,175,33,0,0,0,75,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,5,0,0,0,96,420,0,0,260,407,0,0,755,6,8,4,1273,0,0,20,92,287,87,1,54,1199,384,0,1439,21,104,2,535,0,0,0,0,0,0,0,0,0,0,0,0,5,7,21,24,1693,405,1747,478,724,0,0,0,0,0,0,0,0,2,74,285,0,0,0,0,36,0,0,0,0,0,0,0,0,70,5,0,10,3466,0,722,0,0,0,0,65,22,21,0,0,0,0,0,23,3723,0,534,0,5,0,0,28,14,3,0,0,0,0,0
RMEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,334,381,307,328,359,267,191,142,257,171,429,214,0,0,0,0,0,0,0,0,5,35,0,0,0,0,75,24,0,0,0,0,42,25,0,0,16,0,0,0,0,0,54,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,1,0,57,66,0,0,0,0,660,11,2,83,295,71,187,198,0,0,565,575,36,0,293,367,0,0,148,141,1125,1149,1439,0,0,0,48,1,67,30,0,0,96,0,0,0,0,0,164,175,271,123,589,752,1722,1000,1172,1086,0,0,0,0,0,0,0,0,0,0,4,60,37,0,5,15,0,0,0,0,0,0,0,0,0,57,0,0,508,0,291,0,24,0,0,0,450,8,419,0,22,0,0,0,312,12,944,0,941,0,922,0,309,18,1085,0,1289,0,505,0
RMFL,0,0,0,0,0,0,0,0,181,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,35,0,125,0,0,114,30,17,48,0,191,24,0,78,3,0,12,900,611,753,0,1297,53,318,15,474,7,0,0,85,2,0,18,0,0,0,49,409,0,0,0,0,24,0,1,138,0,198,0,0,27,48,0,0,0,0,0,0,31,0,0,594,65,10,0,26,0,0,1066,60,31,580,309,0,0,0,0,36,0,513,15,0,0,315,25,1,648,1035,49,5,0,84,21,0,0,257,1408,0,0,0,0,0,0,17,0,5,40,0,63,15,12,0,40,28,0,0,20,0,11,124,0,0,0,0,0,0,0,638,976,356,0,555,0,325,279,0,0,0,0,0,19,64,0,243,0,1562,0,0,0,0,0,0,0,0,0,317,0,970,0,323,0,399,0,0,0,0,0,0,0,0,0,339,0,883,0,97,0,1179
RMFR,0,0,0,0,0,7,0,0,482,193,0,15,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,3,0,697,17,2,0,22,3,0,5,90,0,53,0,163,0,0,175,0,240,158,941,1096,1170,0,0,167,209,23,0,8,52,52,130,73,0,19,0,0,366,105,305,0,0,0,2,2,109,0,129,0,3,29,19,47,0,0,0,0,0,0,0,0,0,674,13,58,9,5,0,0,50,1113,6,392,508,0,0,0,4,0,466,51,0,4,395,15,0,33,849,431,30,37,0,28,104,0,257,0,5,892,0,3,0,2,0,0,10,0,0,2,0,115,0,34,37,28,0,0,0,13,444,0,0,0,0,0,0,0,0,986,688,530,311,0,185,0,218,0,0,0,0,0,7,11,0,140,1306,2,0,308,0,619,0,255,0,1745,0,0,0,0,0,0,0,0,0,348,0,1167,0,362,0,315,0,0,0,0,0,0,0,0
RMHL,0,0,0,0,0,0,0,0,442,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,166,63,0,108,91,0,0,35,397,12,264,3,603,1417,6,35,52,128,28,468,0,1265,0,0,33,0,0,0,119,16,0,0,15,214,0,0,0,0,0,0,322,224,0,3,0,1,25,0,0,0,0,0,0,84,0,0,0,89,14,0,0,0,0,0,0,360,11,13,3,0,0,0,0,474,0,1571,5,494,48,298,120,194,548,686,218,188,46,674,2,48,1408,5,0,580,182,20,362,174,368,688,54,524,67,80,87,65,224,162,118,117,53,451,4,752,0,650,0,0,0,0,0,0,0,103,1,0,182,160,205,184,3,0,0,0,0,0,899,586,3,0,432,431,0,0,0,0,0,0,0,0,0,176,0,158,0,18,0,0,0,0,0,0,0,0,0,0,43,333,0,232,0,0,0,32
RMHR,0,0,0,0,0,0,0,0,1730,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,53,154,305,0,0,92,99,0,64,400,0,635,1246,598,9,5,203,163,0,460,1511,127,3,0,9,3,0,0,25,71,0,0,211,0,0,0,0,0,0,0,282,262,19,29,7,0,0,5,0,17,0,0,0,43,0,0,2,87,0,0,0,0,0,0,259,4,0,1,0,0,1,0,582,3,1370,0,361,17,307,83,105,296,498,532,150,154,19,6,535,1,0,892,580,0,6,156,179,671,566,635,491,81,63,139,105,51,97,195,83,27,306,1,399,3,751,0,0,0,0,0,0,0,0,0,231,0,334,147,64,286,4,0,0,0,0,0,571,1078,0,0,497,351,0,256,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,111,0,0,0,27,0,0,0,0,0,0,0,0
SIADL,0,0,0,81,0,0,0,1690,0,1364,0,0,0,0,0,0,0,0,0,0,101,0,4,0,0,0,0,0,0,0,0,0,7,23,620,10,33,182,0,0,0,72,0,0,24,0,245,0,0,21,0,468,221,451,146,0,379,0,97,0,36,126,0,215,0,25,182,0,0,0,422,0,51,0,0,102,0,21,417,0,38,0,285,44,204,0,27,0,1,15,0,188,0,0,3,441,111,189,45,0,0,295,0,1,284,51,0,0,0,0,0,4,0,84,0,159,164,372,173,433,223,272,0,0,0,0,67,0,0,182,6,0,932,1753,166,1758,118,661,564,1683,0,10,28,622,0,365,745,0,0,72,0,20,373,0,74,28,16,28,0,244,433,220,0,0,360,0,0,7,0,0,0,0,3,574,55,181,2,283,117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIADR,0,0,13,0,0,0,1422,0,1406,0,33,1,0,0,0,18,0,0,0,132,0,35,0,0,0,0,0,0,0,0,0,0,3,0,720,141,306,0,78,0,0,0,122,23,0,371,0,0,0,0,18,224,450,67,386,76,0,181,4,216,0,0,0,0,221,175,91,0,0,455,0,153,0,0,0,0,119,489,23,101,2,307,0,392,28,31,0,0,0,13,219,0,21,0,65,110,623,45,226,0,0,0,106,0,57,371,0,0,0,0,0,0,0,0,58,48,8,104,262,289,422,47,185,0,0,0,30,0,3,20,156,932,0,131,1957,320,1709,805,501,0,1911,6,25,55,440,1062,751,0,0,0,122,118,0,154,0,85,53,10,144,0,281,367,544,118,0,0,0,28,0,0,63,43,0,153,558,0,17,117,138,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAVL,5,0,0,0,0,0,0,0,24,0,59,0,0,0,0,26,0,0,0,0,0,0,0,0,0,2,0,0,59,0,0,0,0,50,773,630,0,0,0,56,0,62,0,62,0,0,0,392,0,3291,0,24,13,56,221,3,101,221,0,42,0,0,0,85,0,498,0,16,0,0,113,0,0,20,0,10,0,171,48,3,211,0,296,20,306,0,75,32,0,139,111,34,0,0,0,67,293,73,0,7,0,70,0,5,171,0,0,0,0,0,0,327,0,30,0,0,1204,0,116,1,692,100,549,0,0,0,0,0,0,362,179,1753,131,0,0,2903,37,1323,752,961,2,996,0,74,24,0,414,0,0,59,0,70,45,17,0,0,180,56,0,341,209,263,0,0,0,406,0,0,0,0,0,43,0,941,311,1357,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,138,0,0,0,0,0,0,0,0
SIAVR,0,66,0,0,0,0,0,0,0,45,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,19,0,1191,95,830,0,0,0,43,0,99,0,108,0,0,0,671,0,3171,15,40,350,95,0,131,0,260,0,0,0,0,0,158,0,359,0,0,59,0,0,0,0,0,0,0,52,290,200,103,143,0,469,29,35,0,0,7,19,311,0,89,80,9,277,109,0,67,0,26,0,38,1,0,186,0,0,0,0,0,0,247,0,48,1390,0,96,0,549,34,522,90,0,0,0,0,0,2,174,671,166,1957,0,0,72,3807,729,1775,6,1104,0,1056,28,133,502,7,0,0,0,154,6,136,0,0,0,0,0,678,0,41,153,57,0,52,0,278,0,0,0,56,0,0,274,1007,0,16,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,125
SIBDL,9,0,0,161,397,0,0,466,0,773,253,0,18,0,0,0,4,8,0,0,53,3,15,114,0,0,0,0,3,0,375,0,33,150,552,0,40,77,6,3,0,242,0,0,50,0,0,1670,0,1720,0,200,9,104,392,0,2,553,127,3,132,1,141,74,0,493,54,0,0,195,118,0,49,315,0,117,7,232,59,132,326,266,262,1,29,8,17,0,0,329,303,16,0,0,0,85,19,200,0,16,0,2,0,18,368,152,0,0,0,0,0,23,47,35,0,417,461,31,0,3,740,74,132,0,0,0,96,0,0,368,566,1758,320,2903,72,0,199,2502,456,1516,240,562,0,262,43,178,143,0,0,152,0,20,218,0,145,31,36,106,0,281,13,15,0,0,39,93,0,0,0,0,0,0,4,667,217,656,0,532,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,938,0,865,0,0,0,0,0,0,0,0
SIBDR,0,17,74,0,0,301,285,0,799,0,246,3,0,0,0,67,0,0,40,46,0,22,1,0,256,0,0,0,6,0,0,155,142,42,413,69,0,135,158,0,0,0,77,56,0,0,0,0,1856,0,1898,17,156,273,128,0,0,224,467,125,0,103,23,0,201,237,596,0,0,37,94,79,0,3,169,28,112,68,254,449,29,663,218,19,38,94,0,0,0,302,138,0,0,0,0,19,68,0,275,0,5,18,72,54,157,376,0,0,1,0,0,1,12,0,79,564,813,0,49,630,3,177,3,0,0,0,0,17,0,688,635,118,1709,37,3807,199,0,723,2475,271,1784,33,520,29,246,54,206,0,0,0,133,229,0,106,0,36,67,46,122,0,6,1,56,0,0,0,81,0,0,0,0,39,0,344,274,1,40,164,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,1174,0,1246
