neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
AIBL,316,17,813,0,311,5,0,0,1973,337,790,0,515,0,305,0,164,0,898,0,112,2,656,0,479,112,754,137,104,112,207,446,23,10,2,27,12,0,61,3,50,28,0,0,0,683,257,214,10,5,134,16,75,15,55,0,101,122,58,2636,29,0,264,274,212,736,0,266,851,795,4,596,0,432,152,415,391,0,0,0,0,0,40,3,839,0,457,0,55,36,303,213,0,0,835,33,351,727,0,0,120,12,0,38,100,0,82,452,54,0,0,0,0,0,2,0,0,0,11,0,719,0,137,293,116,158,100,0,400,47,1,0,482,123,212,14,0,0,103,0,0,314,0,145,6,74,295,494,355,0,0,25,0,584,278,0,0,24,5,72,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
AIBR,31,285,6,1314,1,532,0,0,166,1594,0,1237,0,648,0,242,0,93,0,1139,59,39,122,607,139,253,228,874,23,296,344,90,21,0,33,0,36,97,0,0,7,0,40,0,0,213,470,98,260,0,23,118,6,154,22,273,0,111,50,2,2421,264,0,210,230,18,470,650,199,104,898,0,616,15,165,342,448,8,3,0,0,38,0,719,3,0,320,102,0,75,1,0,122,432,15,16,749,331,0,0,159,0,36,0,20,137,0,49,785,4,0,0,0,46,0,0,0,0,0,814,3,100,0,60,103,28,65,297,0,0,9,588,18,230,99,0,43,160,0,0,0,0,283,92,48,5,434,405,334,0,0,0,0,473,0,328,162,26,199,18,389,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
AINL,0,80,0,20,1261,3508,108,0,1101,54,447,338,0,0,9,722,4,0,220,0,605,2920,0,0,0,0,589,161,1351,17,0,0,0,104,43,17,32,0,0,90,32,84,75,0,3,0,5,0,27,170,23,26,60,39,37,0,0,0,0,90,132,274,210,0,1918,89,572,0,48,0,13,0,0,494,0,12,0,499,5,0,0,0,0,0,0,0,0,0,104,271,769,0,0,0,58,46,0,0,0,0,0,64,43,6,123,0,0,101,46,0,0,0,0,0,21,0,0,0,15,0,7,0,0,36,33,0,0,0,0,0,0,0,0,3,9,32,19,0,0,0,0,0,0,0,32,0,0,0,0,17,7,0,63,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINR,86,14,0,0,3574,891,0,257,53,868,278,176,0,0,492,208,0,75,0,339,3124,605,0,0,1,0,42,914,346,1849,0,0,0,23,31,38,0,0,0,14,52,54,37,0,0,4,0,34,0,8,0,149,71,23,18,0,0,0,0,92,255,212,230,1918,0,498,243,48,1,27,0,0,0,60,322,0,19,0,375,0,0,0,0,0,0,0,0,66,0,873,376,0,0,0,18,36,1,0,0,0,0,24,36,13,0,0,0,40,62,0,0,0,0,0,0,0,0,0,23,22,0,0,0,93,0,0,0,0,0,0,0,0,0,29,68,7,13,0,0,0,0,0,0,0,0,74,0,0,0,10,29,162,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYL,1866,11,39,0,3762,206,0,0,1793,1207,257,0,66,0,1415,0,0,0,0,0,2746,0,1016,0,1007,223,788,613,204,904,46,0,0,40,0,11,0,0,0,1,0,92,0,0,0,0,0,3,0,0,0,352,0,33,0,0,0,0,0,383,0,736,18,89,498,0,390,1822,121,10,2,21,162,0,44,0,11,5,705,97,0,109,0,66,0,0,0,279,7,847,2,263,0,51,37,209,163,0,0,0,360,73,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,148,2,0,0,0,339,0,72,1,92,2,249,0,0,0,55,0,2,0,0,0,0,0,79,0,0,0,183,1,0,0,0,0,7,0,0,92,0,0,0,0,119,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYR,17,1577,0,16,326,4221,0,0,779,1384,0,265,0,138,0,1089,0,0,0,0,115,2449,0,844,0,1433,682,1025,850,206,7,0,180,0,24,0,0,0,0,0,0,0,33,0,0,0,0,0,10,0,0,0,482,0,15,0,0,0,0,0,354,0,470,572,243,390,0,29,1690,0,4,41,60,10,0,0,56,787,69,0,24,203,40,0,27,0,0,0,308,0,903,0,206,74,32,139,0,130,0,0,324,0,52,0,10,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,16,22,0,98,0,157,0,0,0,21,0,0,0,0,0,0,0,7,0,54,0,0,0,0,0,1,0,3,0,0,43,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZL,2707,255,256,0,696,0,0,0,525,351,518,0,551,36,465,0,0,0,148,0,496,0,1515,0,1698,231,352,253,62,645,349,0,0,20,0,0,0,0,0,0,0,73,0,5,0,192,58,0,0,0,0,341,0,16,0,43,0,5,2,918,0,266,650,0,48,1822,29,0,459,21,2,124,38,62,334,974,522,0,7,0,0,21,0,162,0,0,63,777,75,351,0,29,0,795,46,241,500,5,0,0,1176,23,0,0,0,0,0,10,24,0,0,0,0,0,0,0,0,0,15,231,0,8,0,188,30,4,91,1084,154,1362,106,19,0,82,0,5,0,0,0,0,0,185,0,0,0,1242,193,61,0,0,0,8,0,349,0,0,125,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZR,151,2789,0,223,0,924,0,0,314,669,0,615,15,551,0,161,0,1,0,98,25,640,13,1670,27,1626,363,333,313,390,407,0,0,0,11,0,25,0,0,0,0,0,14,0,19,8,10,0,5,0,4,0,407,0,12,0,16,4,21,0,894,851,199,48,1,121,1690,459,0,0,0,1,255,856,182,409,1120,0,0,0,0,40,4,5,96,1,48,0,630,0,624,0,40,25,701,252,0,439,0,0,1008,0,37,0,28,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,226,0,0,21,243,9,14,49,909,31,1524,0,22,0,44,0,15,0,0,0,0,0,73,11,843,77,43,110,2,0,0,0,0,347,0,72,0,126,11,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAL,6,0,138,0,9,0,6,0,0,1,0,0,810,0,12,0,0,0,0,0,294,0,8,0,200,0,6,5,59,208,417,3532,543,10,0,0,0,0,12,0,0,20,0,51,0,505,783,2524,1341,9,178,189,0,69,64,19,60,1115,1741,0,0,795,104,0,27,10,0,21,0,0,612,482,306,367,191,320,35,0,440,0,0,1312,2,955,439,10,30,141,104,151,0,0,0,0,108,9,629,961,0,0,201,0,0,6,0,0,4,890,195,78,95,115,64,191,43,0,0,0,0,121,650,431,132,467,203,65,137,219,213,17,0,226,1030,577,271,28,0,0,13,987,1879,0,0,0,189,763,167,189,530,179,0,0,0,385,0,0,770,981,1571,0,55,254,0,0,0,0,0,0,291,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
AVAR,0,3,0,275,0,24,0,52,9,0,0,0,0,682,0,211,0,0,0,0,0,191,0,0,0,76,5,141,187,16,452,1202,1910,0,96,0,2,7,0,0,0,0,128,0,67,768,329,1247,1647,0,0,0,172,41,122,163,49,1262,950,0,0,4,898,13,0,2,4,2,0,612,0,450,574,341,433,10,108,716,110,104,0,0,1989,333,1109,60,0,86,125,0,134,13,0,207,1,0,716,489,0,27,147,0,35,0,0,39,0,147,662,104,138,123,188,28,142,0,0,0,0,669,156,136,391,222,453,97,178,291,173,8,62,812,203,311,387,0,72,34,0,1627,784,0,6,0,842,346,244,281,16,13,38,0,0,381,0,0,791,732,0,0,139,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AVBL,249,4,19,17,0,0,550,101,4,0,7,0,2655,206,0,0,0,0,116,0,160,8,200,0,47,54,0,0,497,19,842,0,547,39,0,0,0,0,0,0,0,164,11,191,4,0,1,243,226,101,5,257,499,109,112,140,7,916,652,3,0,596,0,0,0,21,41,124,1,482,450,0,1150,843,999,328,23,1895,3664,934,203,3575,3231,1471,4160,193,21,0,64,85,184,1638,866,0,282,0,242,388,5,0,521,0,0,0,0,0,0,231,228,0,1,0,0,9,24,0,0,0,86,0,373,23,364,18,414,506,216,0,201,62,199,0,51,2,84,126,4,0,1,0,252,19,26,0,1890,1052,139,8,282,0,0,13,0,64,1,4,103,75,1062,78,163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBR,27,409,109,57,0,0,151,855,0,14,0,143,63,2681,0,0,0,0,0,149,3,105,0,481,0,255,0,0,17,416,1161,0,192,0,12,0,0,0,0,0,0,0,58,1,155,2,0,168,73,0,12,202,255,24,83,8,85,635,1274,53,37,0,616,0,0,162,60,38,255,306,574,1150,0,1102,774,0,471,3546,1700,91,694,3012,3498,3411,1578,569,0,44,0,143,98,54,1546,196,0,10,328,235,0,161,718,0,5,0,0,0,0,424,164,4,0,0,0,2,10,0,0,0,0,255,0,404,17,625,279,589,136,310,44,237,88,32,0,56,27,0,146,10,7,0,0,2,103,0,1441,1642,53,10,0,0,0,0,93,9,0,12,208,78,1910,155,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDL,20,44,347,296,0,1,707,1604,29,0,0,2,362,842,0,0,146,1,4,3,0,239,0,0,0,9,0,0,656,1024,934,3,1094,112,170,0,0,0,0,143,0,172,299,0,168,420,67,15,69,226,765,58,30,223,170,0,322,612,1649,0,8,432,15,494,60,0,10,62,856,367,341,843,1102,0,740,3,1411,3727,814,244,1127,636,5333,278,1289,1361,0,0,0,0,413,0,294,0,497,0,93,246,63,1,151,56,185,0,0,0,0,806,139,0,0,0,0,0,10,0,0,0,0,0,589,0,268,284,733,2097,509,44,366,0,396,0,94,53,14,287,12,0,0,0,94,183,0,133,1765,1,0,0,120,224,5,0,193,56,52,5,785,487,1015,13,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDR,125,16,455,369,0,0,2271,1263,0,6,0,0,911,315,0,12,26,79,78,21,108,20,0,22,2,2,10,8,715,1081,924,0,0,377,75,0,0,0,0,0,88,388,82,145,0,1124,578,28,14,940,156,398,130,528,186,377,0,1440,614,110,0,152,165,0,322,44,0,334,182,191,433,999,774,740,0,1115,33,709,4258,1739,167,1809,0,780,424,512,0,0,0,345,0,423,56,502,45,0,188,59,0,14,188,295,110,0,22,0,0,151,249,14,0,0,0,13,0,0,0,0,0,384,0,607,0,613,277,625,1357,265,70,564,0,44,0,1,173,122,159,0,0,641,101,28,258,259,335,2100,22,31,0,112,169,98,0,21,63,70,497,369,3678,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVEL,32,20,2,0,0,0,218,0,0,0,0,0,82,0,0,0,98,0,0,0,818,0,10,0,2,0,0,0,153,982,302,3,445,0,0,190,0,0,0,3,2523,1,144,0,384,254,357,0,23,26,0,220,20,186,996,0,1997,99,97,0,0,415,342,12,0,0,0,974,409,320,10,328,0,3,1115,0,127,5,145,2,1,81,407,0,32,0,144,0,32,316,1095,160,0,163,246,6,422,260,0,0,269,5,19,175,443,0,198,170,15,0,398,512,9,60,249,0,0,17,0,132,551,20,603,14,56,32,113,114,158,62,12,523,56,462,52,0,0,0,22,13,44,313,0,438,48,5,788,544,319,0,563,0,768,286,58,0,91,20,224,279,322,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVER,19,47,0,5,0,6,0,214,0,0,0,0,0,76,0,0,0,19,0,0,14,882,0,0,0,0,0,0,275,528,503,0,27,0,118,0,271,7,0,2329,60,218,24,208,0,426,139,132,159,0,91,6,129,1441,220,1968,0,2,154,9,0,391,448,0,19,11,56,522,1120,35,108,23,471,1411,33,127,0,174,112,0,27,179,443,241,0,0,53,51,0,859,493,0,106,181,274,48,251,513,0,0,199,32,94,261,253,26,0,82,182,349,0,11,405,235,36,0,11,0,0,416,354,586,90,109,0,168,28,195,54,129,15,21,442,3,430,0,0,13,0,0,42,0,248,416,0,67,741,412,5,873,1,762,0,218,0,6,17,64,0,249,52,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJL,0,0,354,592,0,0,828,623,45,5,0,0,436,1117,248,0,133,0,2,44,0,0,72,15,12,32,1,16,0,0,220,0,1071,44,10,0,0,0,0,160,1,216,34,0,84,17,4,29,75,32,317,148,223,103,132,0,72,1,1413,0,80,0,8,499,0,5,787,0,0,0,716,1895,3546,3727,709,5,174,0,1507,1435,2473,2141,8300,88,521,1168,0,0,0,0,0,0,3718,16,0,0,0,190,0,0,0,67,2,0,0,0,0,476,184,13,0,0,0,0,4,0,0,0,0,133,235,0,285,259,1021,441,101,20,119,0,550,104,16,0,0,174,37,0,0,0,0,336,0,237,3166,265,0,0,4,99,0,0,32,0,69,123,302,121,14,288,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJR,9,0,213,363,0,0,1811,973,0,2,0,0,1292,223,0,53,0,59,121,14,0,0,0,147,0,9,22,0,0,0,107,0,169,24,158,0,0,0,0,0,121,120,288,92,0,166,13,9,2,222,2,155,110,97,212,98,0,1378,4,165,0,0,3,5,375,705,69,7,0,440,110,3664,1700,814,4258,145,112,1507,0,2765,1593,6635,0,1052,223,1187,0,0,0,0,0,3490,1561,1,0,62,200,1,21,3,5,0,161,0,0,0,0,316,193,5,0,0,0,0,0,0,0,0,0,194,55,102,0,477,214,36,385,46,0,727,0,1,49,0,19,202,254,0,0,0,0,37,170,336,591,2938,50,8,0,0,63,19,0,0,59,21,63,112,3727,218,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUL,0,0,0,0,0,0,7994,0,0,0,0,0,108,0,0,0,32,0,49,0,0,0,17,0,0,0,0,0,0,0,160,0,0,191,0,2,0,0,0,6,0,15,0,0,0,0,28,0,39,219,0,16,0,16,0,2,0,717,0,64,0,0,0,0,0,97,0,0,0,0,104,934,91,244,1739,2,0,1435,2765,0,221,877,0,29,0,2414,0,0,0,0,0,7363,647,0,0,0,56,0,0,0,0,63,0,290,0,0,0,115,52,0,0,0,0,0,0,0,0,0,0,0,0,468,0,62,278,50,871,0,8,64,0,1,1,0,50,260,0,0,0,499,0,411,0,8,552,592,0,0,0,108,0,366,0,0,425,0,137,59,1033,0,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUR,0,0,0,0,0,0,0,7484,0,0,0,0,0,77,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,244,0,885,0,392,0,0,0,0,0,0,0,179,0,0,3,0,0,0,0,42,0,10,0,9,0,0,0,689,0,133,0,0,0,0,0,24,0,0,0,0,203,694,1127,167,1,27,2473,1593,221,0,595,2614,0,267,4847,0,0,0,0,0,0,6202,0,0,0,0,0,0,6,0,0,29,0,104,0,0,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,76,183,0,30,0,0,92,0,2,6,0,0,363,0,0,0,0,0,194,4,833,648,0,0,28,0,67,0,122,0,0,1055,119,97,0,127,0,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCL,60,0,295,0,0,0,2118,0,0,0,0,0,1512,194,0,0,0,0,0,0,0,0,0,0,227,131,0,0,0,49,1009,0,4160,0,0,0,0,0,0,0,0,21,0,221,0,0,3,115,2,16,0,70,0,68,0,125,0,254,30,51,5,0,38,0,0,109,203,21,40,1312,0,3575,3012,636,1809,81,179,2141,6635,877,595,0,795,5849,302,201,0,0,0,0,0,225,1332,217,275,49,204,94,0,0,267,0,0,0,0,0,0,149,27,0,0,0,0,10,0,0,0,0,0,153,67,416,163,215,204,699,427,324,195,93,53,0,8,1,0,0,0,0,0,396,759,0,6,0,977,2841,28,12,2,0,0,46,0,0,0,12,92,28,5872,146,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCR,0,8,0,167,0,0,0,2573,0,0,0,0,0,1067,0,0,0,0,0,0,0,0,0,20,0,117,0,0,76,0,1390,0,3354,0,0,0,0,0,0,0,0,0,0,0,87,49,0,0,160,0,319,0,264,0,3,0,79,0,699,0,1,40,0,0,0,0,40,0,4,2,1989,3231,3498,5333,0,407,443,8300,0,0,2614,795,0,0,4683,566,20,0,0,0,0,0,687,0,0,0,0,56,0,0,121,0,0,0,0,0,0,13,40,1,0,0,0,0,74,0,0,0,0,32,355,0,1363,6,23,1193,565,0,233,0,246,72,0,0,7,0,0,0,1,0,0,0,0,0,3371,0,129,0,217,0,0,0,179,23,0,75,404,246,0,55,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPL,917,147,472,0,0,0,309,0,204,0,0,0,1915,6,0,0,0,0,31,0,1,0,237,0,1870,0,0,0,0,237,2102,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,36,4,0,0,1167,0,12,0,150,0,503,0,70,0,3,719,0,0,66,0,162,5,955,333,1471,3411,278,780,0,241,88,1052,29,0,5849,0,0,3,5,0,5,0,0,0,89,599,418,0,0,185,0,0,0,2145,0,0,0,0,0,0,86,12,0,0,0,0,0,0,0,0,0,0,464,0,488,0,135,16,310,105,39,0,344,0,12,2,1,20,0,0,13,0,17,115,0,0,0,41,7118,195,95,0,0,0,0,0,0,69,0,237,0,2022,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPR,0,907,0,108,0,18,0,49,0,48,0,0,0,1497,0,0,0,5,0,2,0,4,0,684,0,1510,0,0,307,0,1996,66,28,0,0,0,0,0,0,0,0,0,36,0,3,0,0,8,43,0,0,0,1539,0,113,0,6,0,537,0,19,839,3,0,0,0,27,0,96,439,1109,4160,1578,1289,424,32,0,521,223,0,267,302,4683,3,0,105,12,0,2,0,11,0,315,0,132,0,0,121,0,0,2040,0,5,0,0,0,0,21,203,0,0,0,0,0,0,0,0,0,0,0,540,0,496,0,332,374,39,0,93,0,229,0,0,28,10,0,3,0,7,56,404,0,33,0,6086,428,38,58,259,0,0,0,0,139,0,12,1,154,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVR,0,0,0,0,0,0,1888,3932,0,0,0,0,5,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,254,0,502,219,317,0,0,135,16,0,0,42,78,667,165,3,0,25,0,141,20,3,18,24,9,81,77,111,633,0,11,0,0,0,0,0,0,0,1,10,60,193,569,1361,512,0,0,1168,1187,2414,4847,201,566,5,105,0,0,0,0,0,0,33,487,0,0,0,0,0,845,1168,0,262,435,0,8,104,112,749,388,4,0,60,10,0,0,0,0,0,0,0,0,0,111,238,298,287,45,53,43,71,49,0,4,55,0,372,482,779,327,0,255,0,58,1,189,98,0,0,11,599,721,1584,1239,0,0,169,391,666,140,67,0,339,0,6,0,0,0,0,0,0,0,7,8,36,0,1,149,0,2,0,0,349,0,0,0,263,15,0,0,0,0,164,0,39
PVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,81,0,169,5,11,6,3,0,226,197,184,43,117,63,101,204,36,95,4,0,191,25,47,8,85,25,358,345,0,0,0,0,457,320,0,0,0,0,63,48,30,0,21,0,0,0,144,53,0,0,0,0,0,20,0,12,0,0,2,1,133,107,0,0,1044,1080,55,103,91,0,0,165,13,37,3,0,75,97,266,71,0,0,5,0,0,0,0,17,0,31,0,278,0,112,0,0,0,169,52,125,87,174,19,8,10,69,0,0,71,40,116,263,0,0,0,1,0,2118,2508,3886,7,0,11,0,3565,0,0,0,3,5,412,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAL,518,0,0,0,23,0,0,0,0,13,0,0,48,0,19,0,0,0,0,0,531,0,0,0,10,0,7,10,0,789,5,0,0,0,0,0,0,134,0,189,0,38,4,70,3,91,6,103,114,93,0,951,0,5,0,80,0,53,0,0,0,0,102,0,66,279,0,777,0,141,86,0,44,0,0,0,51,0,0,0,0,0,0,5,0,0,2,0,1297,439,0,2,0,200,0,182,158,7,0,0,188,84,0,423,199,67,0,345,265,846,686,752,847,799,513,6,0,0,20,617,143,92,424,166,47,78,50,211,4,246,31,671,468,438,630,0,0,11,0,0,0,0,0,0,0,0,6,2,0,420,118,545,194,3,0,0,8,4,0,1,31,133,0,0,0,19,22,1,0,0,0,0,0,28,10,52,0,0,0,0,0,0,1,0,0,0,7,0,100,100,216,122,559,0
RIAR,0,391,0,0,0,34,0,0,13,0,0,0,0,23,0,13,0,0,0,0,0,657,0,4,0,47,7,2,656,0,0,57,41,0,0,0,36,0,94,13,81,0,2,0,26,3,150,88,151,0,50,0,888,0,0,0,56,0,145,0,2,55,0,104,0,7,308,75,630,104,125,64,0,0,0,32,0,0,0,0,0,0,0,0,2,0,1,1297,0,0,535,0,0,0,198,235,18,105,0,0,175,0,116,299,206,0,54,401,529,494,839,603,701,579,674,12,0,0,0,100,504,320,97,17,67,7,66,16,40,1,92,634,552,742,440,0,0,0,27,0,0,0,0,0,0,31,4,1,7,140,654,91,637,23,0,0,15,0,0,29,159,13,0,0,0,4,30,0,0,0,0,0,4,3,143,2,0,0,0,0,149,8,9,0,102,0,0,0,106,6,0,6,13,0
RIBL,227,9,0,0,200,4,0,0,4,1,0,0,9,0,203,0,63,0,2,0,2116,0,66,0,409,0,94,1,455,1500,49,0,0,122,0,50,0,50,0,854,20,312,0,373,0,28,18,17,0,3,0,450,0,712,0,688,0,0,0,0,0,36,75,271,873,847,0,351,0,151,0,85,143,0,345,316,859,0,0,0,0,0,0,0,0,0,133,439,0,0,140,3,0,337,14,128,339,208,0,0,19,115,0,61,0,9,0,41,8,3,0,15,242,14,0,30,43,0,81,395,204,102,0,210,0,152,118,58,0,27,0,66,271,89,280,15,0,207,0,0,0,0,0,0,0,0,63,53,197,281,0,186,0,253,0,0,0,0,1,726,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBR,49,260,0,0,0,292,0,0,3,16,0,1,0,8,0,177,0,26,0,2,197,1736,0,134,0,616,13,102,992,488,13,0,0,0,45,0,36,0,52,7,848,0,121,0,287,86,0,4,5,0,4,0,481,0,410,0,678,0,0,0,7,303,1,769,376,2,903,0,624,0,134,184,98,413,0,1095,493,0,0,0,0,0,0,0,11,0,107,0,535,140,0,0,0,0,273,109,168,379,0,0,21,0,29,0,88,0,60,5,40,0,6,259,4,0,22,56,0,13,9,30,150,0,99,0,284,129,130,0,16,0,29,367,96,277,150,0,6,0,125,0,0,0,0,0,0,0,83,25,231,0,210,0,194,283,0,0,0,0,0,842,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFL,570,0,0,0,0,0,2167,0,318,0,155,0,2437,0,68,0,411,0,2653,0,0,0,431,0,62,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,1194,0,1930,0,213,0,0,0,263,0,29,0,0,13,1638,54,0,423,160,0,0,3490,7363,0,225,0,89,0,33,0,2,0,3,0,0,0,0,0,0,708,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,90,0,0,591,0,0,0,0,0,0,0,0,0,0,0,1317,0,155,0,301,0,0,0,0,0,128,0,0,2277,0,1,0,225,0,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFR,0,81,0,0,0,0,0,1966,53,271,0,2,1044,2243,0,28,39,753,0,1588,0,0,247,625,183,401,0,0,0,0,6,0,781,0,130,0,4,0,0,0,3,10,75,0,0,34,0,0,0,0,126,0,34,0,12,0,0,0,846,0,1118,0,122,0,0,0,206,0,40,0,0,866,1546,294,56,0,106,3718,1561,647,6202,1332,687,599,315,487,0,0,0,0,0,0,0,0,0,0,0,234,0,0,1,0,29,0,230,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,0,0,292,0,0,0,0,7,95,0,0,0,0,736,1514,2,1202,642,0,0,0,0,101,0,120,0,185,2136,0,9,0,10,0,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
