neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
AWBR,419,10809,0,3517,0,2914,0,57,0,42,224,108,3323,0,105,87,2589,0,1855,0,354,0,327,17,3081,0,21,11092,335,0,28,543,99,0,316,0,0,0,0,0,42,0,0,0,7,0,0,0,304,0,0,0,0,17,0,0,0,0,1,0,939,0,0,0,98,0,601,9,1636,34,503,260,2,75,2210,6,4305,0,431,1,140,0,0,0,0,25,2,0,0,181,109,0,982,0,0,0,512,0,1409,0,1039,0,142,66,0,125,0,0,1056,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,15,18,218,0,22,0,368,0,1410,13,0,0,0,0,0,0,0,0,0,0,973,73,794,165,4830,55,0,0,0,0,0,0,0,0,0,0,0,346,3,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCL,113,146,2093,189,1397,1233,0,0,0,0,0,4219,1491,3267,275,189,0,6751,3818,103,0,842,128,60,124,0,837,175,764,28,0,4661,1007,736,0,0,0,270,158,266,122,0,0,99,110,126,115,0,0,0,0,0,0,26,35,0,0,92,101,2,8,87,80,0,0,0,0,2426,1250,2311,475,666,383,1955,1927,292,687,47,0,0,0,22,5,0,0,0,8,0,0,0,0,0,0,0,0,16,19,254,0,0,0,0,0,0,64,0,0,0,11,100,78,189,89,0,0,0,15,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,357,8,0,0,0,0,1,0,0,5,0,3,74,122,0,0,0,0,159,13,139,0,1,0,0,0,0,0,2,0,88,47,0,0,0,143,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCR,158,86,570,2396,1214,1496,0,0,0,0,0,969,3538,883,3802,0,344,4376,6994,0,75,290,693,81,374,0,321,744,34,543,4661,0,417,1011,0,0,0,104,238,158,159,0,0,70,113,104,229,0,0,0,0,0,0,22,2,0,0,33,82,14,3,81,78,0,0,0,12,1909,3424,726,2125,167,733,1219,1959,622,492,10,0,0,0,18,37,0,0,0,58,0,0,0,0,0,0,0,0,31,3,0,214,0,37,0,0,0,0,29,0,0,2,96,81,67,70,0,0,1,0,0,0,0,0,1,0,0,0,0,0,183,0,0,0,0,0,0,0,19,182,0,0,0,0,0,1,0,0,0,0,48,187,0,0,0,0,32,266,114,0,0,0,19,0,0,0,20,0,106,191,0,0,0,13,163,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGL,0,474,0,12,7,2547,0,0,0,0,1540,500,418,0,109,0,16,0,289,0,0,0,0,347,1926,0,0,398,0,99,1007,417,0,2510,253,0,0,140,53,58,75,0,749,28,26,103,64,0,179,0,0,0,2,150,68,0,0,15,18,21,634,66,4,0,188,0,0,0,30,393,74,2076,413,266,1864,45,1062,253,571,194,191,829,491,207,1470,0,0,0,0,44,93,8,361,0,13,0,1127,659,2240,0,0,45,1773,147,15,41,0,0,730,165,110,129,20,0,1,143,325,49,0,0,0,0,0,0,0,0,0,959,261,0,0,6,16,119,0,283,156,269,150,58,59,0,0,0,0,108,163,76,0,0,259,0,0,0,0,0,0,0,134,0,0,0,0,25,0,0,508,239,0,0,0,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGR,420,0,86,0,2485,66,0,0,0,0,1500,981,329,123,0,7,0,493,0,0,0,0,0,1898,273,0,466,0,112,0,736,1011,2510,0,295,0,0,74,300,52,113,42,0,20,23,201,173,165,0,0,0,18,0,11,179,0,0,4,23,1051,45,84,89,358,0,0,0,34,0,123,242,86,2618,1874,293,692,4,541,120,21,297,598,719,1439,120,0,0,0,0,188,0,357,3,0,10,1435,0,1837,559,0,0,1417,149,40,36,0,0,0,1059,262,191,10,162,1,0,168,153,0,29,0,0,0,0,0,0,0,0,407,243,0,0,103,59,3,7,65,155,121,86,4,75,4,0,0,0,47,142,62,76,37,0,0,0,0,0,0,0,0,0,85,0,0,0,10,55,512,0,3,0,0,0,0,0,0,1159,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVA,189,283,45,148,3,0,101,1,0,0,3398,15,2,0,0,2,3,0,0,0,0,0,0,604,586,141,39,156,131,316,0,0,253,295,0,1517,900,0,51,0,0,64,92,0,0,0,0,94,97,171,839,136,273,567,322,333,1186,781,294,63,293,34,253,139,219,911,918,0,0,294,341,0,0,20,57,848,1014,536,399,770,797,947,934,1143,801,194,221,53,15,1668,2372,1648,1716,308,12,146,111,179,112,45,13,22,73,3,280,304,54,48,1255,0,0,0,0,23,118,63,101,13,24,0,0,0,0,0,0,0,60,140,161,256,67,971,1045,1388,2105,772,635,2045,1913,921,732,508,525,16,1,447,324,0,0,70,157,542,176,8,16,0,219,156,1204,670,3,0,1,0,91,0,0,54,159,173,36,0,364,421,1219,0,174,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPL,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3725,0,0,0,0,0,0,0,0,1517,0,14934,0,0,0,0,0,0,0,0,0,0,0,0,121,11,0,0,14,27,3623,618,0,0,0,0,0,0,0,0,503,902,0,257,198,489,0,0,0,448,0,0,1715,2282,562,434,1679,14,881,573,1411,134,5,724,1877,3177,54,326,1218,2,0,3,0,0,0,585,149,35,61,17,87,0,0,0,0,0,0,0,0,0,189,256,0,0,0,0,0,0,0,0,0,0,0,2,15,0,45,148,9,1745,0,2,221,165,19,379,0,270,0,0,218,0,0,0,0,0,2406,1404,0,389,0,0,0,745,27,68,127,85,0,0,0,0,143,1136,589,0,228,0,17,0,785,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPR,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,0,0,0,0,0,0,0,900,14934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,1471,0,212,628,41,0,0,0,247,0,0,2912,652,585,0,1427,0,2117,0,1760,0,0,1008,2077,2581,0,135,232,32,0,174,0,0,0,1281,0,5,42,0,206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,1057,0,33,0,23,0,210,0,37,0,0,0,0,0,0,0,0,1484,734,0,418,0,0,0,152,0,207,65,236,0,0,0,0,666,347,148,0,709,0,0,0,818,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DL,0,0,187,0,135,0,0,0,0,0,4,74,84,0,0,11,0,293,0,95,0,96,0,497,0,0,32,0,2,0,270,104,140,74,0,0,0,0,0,496,0,0,0,0,0,6189,0,0,0,0,0,10,0,0,49,0,0,42,0,946,0,4184,0,0,0,536,0,114,0,74,67,47,80,89,0,90,0,261,0,90,0,67,215,478,0,108,2,280,0,0,0,0,0,556,122,9,0,45,0,90,0,195,0,1475,0,17,5600,0,0,9151,0,0,0,0,0,12,2,293,0,0,0,22,276,1683,2627,3062,1044,16,63,523,85,0,0,0,0,0,0,20,0,0,30,0,0,7,92,33,0,11861,0,0,0,0,0,75,0,129,42,28,147,0,57,61,173,3263,0,0,0,87,99,38,47,0,324,67,2,34,134,0,1133,94,545,89,1,7,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DR,0,0,0,279,0,10,0,0,0,0,0,66,69,0,0,0,21,0,403,0,90,0,37,0,266,0,0,1,0,0,158,238,53,300,51,0,0,0,0,0,321,0,0,0,0,0,5563,0,0,0,0,0,0,5,0,0,0,0,0,0,1561,0,5216,0,0,98,649,0,131,93,95,56,142,0,9,0,45,0,280,11,128,219,172,5,7,50,239,0,335,33,0,0,0,443,108,0,2,0,85,0,234,0,236,1871,4,0,0,5898,0,0,9049,0,0,0,0,0,15,0,381,0,0,237,19,1270,3894,1670,1474,99,45,80,537,0,0,0,0,0,0,0,9,33,0,0,0,12,38,0,19,0,11364,0,0,0,0,0,267,68,172,89,0,305,18,70,192,0,3534,0,0,158,257,199,0,30,20,348,0,33,0,0,0,0,0,0,0,0,0,0,1456,283,322,31,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2L,0,0,221,0,259,0,0,0,6,0,1,187,204,0,0,87,0,554,0,280,0,286,0,221,0,0,206,0,46,0,266,158,58,52,0,0,0,496,0,0,0,958,0,2810,0,5231,0,3842,0,0,0,10,281,24,0,0,0,4054,0,637,0,0,0,0,0,99,0,69,0,167,16,0,261,80,0,113,0,57,0,2,8,31,1,259,8,0,41,0,0,0,0,0,0,0,33,19,12,93,0,0,0,75,0,1821,3,0,354,0,7,902,0,4778,0,891,0,264,0,0,44,253,803,38,6,1708,232,7807,1517,43,128,0,282,1,0,498,0,269,7,184,205,125,29,588,0,0,11,271,0,5295,0,5808,0,646,0,0,0,279,102,45,0,0,10,16,104,131,0,0,0,39,0,0,85,0,197,231,30,1,591,0,8,93,0,227,0,0,0,0,0,0,0,0,0,0,0,0,195,293,0,429,0,0,0,0,0,0,0,0,0,0,0,0
IL2R,0,17,0,158,0,270,0,0,0,49,2,164,130,0,0,0,68,0,150,0,200,0,204,0,164,0,0,153,0,42,122,159,75,113,0,0,0,0,321,0,0,0,810,0,3159,0,5707,0,2768,0,0,119,0,0,60,0,0,0,3738,0,814,0,0,0,0,0,128,0,75,0,73,133,0,0,126,0,102,0,61,0,8,6,32,0,303,54,1,0,0,0,0,0,0,0,29,2,17,0,42,0,0,0,74,1471,0,0,0,715,1,0,1592,0,6344,0,649,0,133,8,0,247,136,29,19,1982,8693,251,2013,65,67,104,0,0,3,0,170,51,224,15,66,0,54,0,557,9,0,0,215,0,7459,0,4356,0,2638,0,7,377,98,268,0,0,6,54,44,0,0,0,0,28,0,0,0,154,342,293,0,1,0,584,0,0,0,0,0,0,0,0,61,257,0,264,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,188,0,0,0,0
IL2VL,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,64,0,0,0,0,958,0,0,0,0,0,0,0,3054,0,67,0,158,0,0,50,0,0,0,0,0,0,0,0,3553,0,286,0,0,0,0,188,0,0,0,0,0,0,0,48,0,5,0,0,0,179,0,0,0,0,1,0,0,0,198,386,327,0,437,0,0,0,185,0,1361,52,32,12647,0,0,0,0,0,0,8379,0,0,188,0,168,0,0,436,0,1376,1647,3112,1267,144,280,436,0,201,0,232,0,341,0,159,205,186,0,4,0,1,0,0,0,0,0,14649,0,0,0,0,0,0,0,0,0,1,52,74,53,0,0,727,0,470,0,0,0,0,415,133,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,223,226,14,0,0,0,15,0,0,0,0,0,0,0,0
