neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
URADR,0,0,0,105,0,11,0,0,0,0,0,69,22,0,0,0,21,0,163,0,109,0,51,0,99,0,0,8,0,0,122,187,0,76,0,0,0,0,11364,0,7459,0,0,0,0,0,4648,0,0,0,0,0,0,1,0,0,0,0,0,0,385,0,4449,0,0,136,275,0,139,1,56,83,123,0,0,0,7,0,139,5,94,218,46,0,0,14,208,0,331,23,0,0,0,319,31,0,0,0,34,0,187,0,76,739,0,0,0,8655,0,0,10091,0,1880,0,0,3,13,0,125,0,0,534,49,1265,2665,1100,1936,7,0,53,396,0,0,0,0,0,0,0,70,47,0,0,0,0,29,0,2,0,0,0,0,0,0,0,213,106,159,152,0,218,0,12,112,0,2899,0,0,31,236,96,0,33,100,195,0,17,0,0,0,0,0,0,0,0,0,0,12062,4690,5056,1133,128,107,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
URAVL,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,70,0,0,0,0,5808,0,14649,0,55,0,5,0,2773,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,4023,0,138,0,0,0,0,102,0,0,0,0,0,0,0,1,0,35,0,0,0,176,0,0,0,0,9,0,23,0,109,285,63,0,363,0,0,0,45,0,778,16,1,11225,0,0,8,0,1225,0,5403,0,0,31,0,111,0,0,174,0,1941,1918,4290,1558,35,2,225,0,160,0,173,0,197,0,95,80,98,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,6,0,0,613,0,276,0,0,0,0,92,73,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8990,6859,1472,669,0,98,0,401,0,0,0,0,0,0,0,0
URAVR,0,0,0,1,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,157,0,0,0,0,0,4356,0,13267,0,20,0,3,0,3368,0,0,0,21,0,0,0,0,0,132,0,253,0,0,0,2716,0,410,0,0,183,0,0,0,0,0,0,0,48,7,32,4,8,0,1,0,5,0,0,0,0,28,0,70,120,407,0,42,0,265,0,0,0,99,477,4,13,0,14953,44,0,9,0,2860,0,5896,67,0,115,0,0,0,0,197,2078,3767,1240,1389,37,59,0,157,0,193,0,162,0,127,105,120,0,109,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,27,0,2,1,35,0,0,0,849,403,0,0,0,0,129,29,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10196,5283,2377,792,329,5,0,299
ADEL,0,0,1,0,0,0,763,0,2190,0,661,5,0,0,0,0,0,5,0,229,0,34,0,0,0,15,23,0,2,0,0,0,0,0,542,2406,1484,0,0,646,0,0,0,126,0,0,0,0,0,500,61,184,1166,466,435,1247,204,2940,0,132,0,0,0,0,0,1346,694,0,0,0,7,422,0,0,0,0,0,649,782,3,25,313,251,0,27,311,9,901,0,1,0,155,55,443,298,155,0,0,0,317,0,635,1128,43,0,0,0,0,0,0,0,1190,0,0,0,1021,365,0,0,135,68,0,279,0,0,3,114,0,269,31,1033,126,754,660,47,42,533,150,544,28,359,292,60,0,380,293,672,0,0,0,0,0,3228,0,0,78,379,523,626,139,160,148,232,321,0,284,0,102,141,82,40,0,187,38,84,138,161,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,106,0,0,0,0,0,0,0,0,0,0,0,0
ADER,0,0,0,16,0,0,0,2078,0,4254,312,2,3,0,0,0,0,0,11,0,266,0,50,0,0,160,0,0,0,0,0,0,0,0,176,1404,734,0,0,0,2638,0,0,0,1031,0,0,0,0,62,199,914,42,285,308,0,476,0,2627,0,178,0,0,0,0,305,923,0,0,0,1,0,701,3,11,33,21,895,656,13,13,23,1002,12,405,0,630,83,331,354,0,119,52,308,398,12,114,0,0,1,317,1038,917,19,73,1,0,0,0,0,148,0,2891,0,1,0,493,39,21,305,170,232,54,0,1708,0,0,366,0,984,0,526,56,183,146,863,0,178,140,416,186,22,316,400,0,283,212,0,0,0,0,3228,0,0,0,277,28,432,201,449,214,279,110,0,148,0,187,151,186,435,0,43,15,29,6,5,0,145,0,0,0,0,0,0,0,0,0,108,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,628,0,0,0,0
AIML,834,0,27,0,160,0,2291,0,26,0,0,108,23,6281,0,799,0,281,0,6060,432,2532,0,133,0,71,587,0,1167,0,159,32,0,0,8,0,0,75,0,0,0,0,0,9,0,216,0,0,0,18,0,15,12,0,1,0,0,6,0,2475,0,76,0,0,0,150,0,3532,0,85,0,29,7,874,0,375,0,1,31,134,175,326,219,129,174,339,360,1163,243,45,0,73,0,5,0,11,0,0,0,2050,0,66,0,0,0,0,0,0,52,94,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,63,258,0,0,217,0,142,0,8,499,0,0,127,0,0,183,0,0,0,0,0,0,272,225,1973,3002,256,566,62,11,0,133,0,664,0,0,133,723,2753,0,420,0,60,0,2186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIMR,0,762,0,46,0,21,0,1279,0,330,0,5,174,0,9537,0,1053,0,556,1,7347,0,4181,0,111,107,0,988,0,973,13,266,0,0,16,389,418,0,267,0,7,0,0,0,12,0,143,0,0,0,512,0,0,431,0,0,0,0,0,0,2396,0,129,0,0,0,289,0,4792,0,196,0,61,0,956,0,595,0,3,62,29,113,405,362,136,610,414,0,2416,61,38,0,38,112,0,0,0,0,1,0,2294,0,0,0,0,0,0,0,16,0,200,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,156,0,0,552,135,0,201,0,153,0,0,357,56,0,16,0,0,213,0,0,0,0,272,0,547,1666,1575,38,355,4,199,1,0,148,0,270,18,398,194,0,3200,0,377,0,81,0,1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALA,2,12,2226,2640,0,0,368,211,83,221,0,457,530,0,0,3,6,6,40,3840,3640,3487,2830,0,0,0,429,408,74,73,139,114,0,0,0,0,0,129,68,279,377,0,0,80,92,365,321,0,0,0,0,5,35,0,0,0,0,135,292,531,203,131,143,0,0,0,0,170,235,136,177,0,0,0,2,11,63,0,0,0,0,249,283,847,666,348,355,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,144,187,122,354,0,0,0,0,0,0,0,0,50,82,0,0,0,0,0,0,0,0,260,86,0,0,67,285,0,0,76,36,247,137,63,88,0,0,168,106,0,0,78,277,225,547,0,429,797,420,372,0,0,0,35,41,0,0,0,0,0,3946,3012,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVFL,45,38,463,502,0,0,278,88,117,127,0,104,258,14,0,1634,1315,0,0,1826,1440,729,1090,0,0,18,652,832,512,794,0,0,0,0,219,0,0,42,172,102,98,0,0,60,28,58,89,0,0,94,0,4,86,0,3,30,0,84,41,133,403,48,94,0,0,603,221,384,199,29,51,0,0,40,1,4,51,68,266,306,187,104,426,106,11,325,905,1540,2041,96,0,13,30,0,0,0,0,0,0,3003,1718,1,0,0,20,0,0,0,0,51,70,211,105,0,0,0,0,0,0,0,0,8,53,0,0,0,78,0,0,0,0,17,57,160,0,21,74,0,655,8,66,377,296,22,83,0,58,59,159,0,0,379,28,1973,1666,429,0,5918,290,498,0,4,0,28,27,30,77,0,1252,1617,4135,2970,89,0,355,0,2294,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVFR,66,8,225,73,0,0,494,1267,38,221,0,46,115,0,0,318,1014,0,0,3492,1995,1271,1381,0,0,440,398,386,466,165,1,0,0,0,156,0,0,28,89,45,268,0,0,59,54,114,63,0,0,75,0,34,66,0,9,7,140,39,201,265,367,40,60,0,0,660,121,384,144,13,6,0,0,41,0,17,14,2,447,90,421,199,548,120,178,934,572,2261,4128,3,56,269,26,0,0,0,0,0,0,1937,2562,54,0,0,156,96,0,0,0,48,68,59,292,0,0,0,0,0,0,0,0,32,11,0,0,0,73,0,0,0,0,72,25,207,0,44,72,15,425,36,8,384,393,51,50,0,212,58,152,0,0,523,432,3002,1575,797,5918,0,42,141,2,235,0,16,7,37,35,0,2040,1917,3133,2216,77,0,436,4,1520,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
AVHL,36,3914,83,2513,0,110,784,0,487,0,2940,10,357,0,0,374,2569,0,0,305,0,276,0,0,550,175,0,2239,30,4830,0,0,134,0,1204,745,152,147,0,0,0,0,1,2,0,89,0,0,273,0,80,0,86,72,3,136,0,82,0,156,1234,224,0,0,92,0,1468,0,47,30,4,591,0,0,142,0,643,528,1286,1497,1223,2648,0,174,50,3102,63,927,125,621,3044,124,8515,286,210,0,49,0,0,736,1810,0,399,1,0,145,0,0,2887,169,0,0,0,0,2,613,9,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,421,0,727,17,823,94,371,0,299,0,1287,0,111,238,0,137,0,0,27,626,201,256,38,420,290,42,0,536,72,96,115,100,0,0,0,449,295,679,78,32,433,185,0,6,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVHR,1816,19,1577,341,1,0,116,485,0,1365,1554,65,9,0,0,3127,536,0,44,0,187,0,246,154,0,970,811,33,4748,55,0,19,0,85,670,27,0,0,305,0,0,1,0,0,0,0,157,262,0,0,0,382,0,0,7,0,178,2,0,1194,103,14,154,164,0,805,0,379,0,24,12,0,891,506,0,382,0,993,393,1701,1956,45,1867,15,511,1036,4471,720,1066,4071,126,6508,428,24,0,109,3,0,0,1332,742,469,0,0,246,0,0,0,2740,0,123,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,116,0,9,0,326,0,465,0,155,6,57,121,115,0,1201,0,127,0,0,40,0,218,16,0,139,449,566,355,372,498,141,536,0,352,317,0,0,110,0,0,0,310,756,83,45,223,0,171,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVKL,0,0,0,0,0,0,0,0,63,241,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,68,207,57,18,10,6,52,43,35,107,24,60,191,0,0,131,664,1136,294,53,201,0,11,37,11,1,128,20,83,57,65,123,15,0,710,749,0,0,140,20,161,331,91,238,149,238,9,54,896,936,0,0,0,0,46,10,803,442,0,2886,24,90,112,15,0,0,616,1426,32,877,909,0,0,15,46,21,0,0,46,47,614,253,1,0,1129,677,0,0,0,0,10,0,1570,1847,326,145,804,606,631,281,46,154,90,114,395,401,0,45,295,343,465,243,2,0,0,2,160,214,62,4,0,0,2,72,352,0,3447,3611,45,0,52,0,2284,0,0,0,0,165,48,0,850,202,216,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,0,0,0,30,0,1,0,0,0,0,0,40,0,43
AVKR,0,0,0,0,0,0,0,0,526,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,127,65,61,70,16,54,74,52,136,134,35,46,50,206,3,0,1102,405,76,91,56,0,3,93,1,14,81,164,36,395,32,0,6,90,360,427,0,0,39,302,207,213,56,377,313,171,61,242,754,701,0,48,313,0,96,224,751,489,3,3468,10,24,25,160,95,0,1725,736,28,783,1028,0,0,23,55,44,1,8,37,114,187,523,0,0,545,1140,0,0,2,0,9,3,1784,1480,176,248,735,313,284,635,53,8,44,29,635,605,120,294,359,240,196,395,5,12,2,1,148,279,11,199,0,4,235,96,317,3447,0,3089,0,88,6,73,2656,0,58,5,0,164,54,1,1070,177,164,0,0,0,8,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
AVL,0,0,0,0,0,0,0,0,1,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,236,173,192,104,44,53,25,154,116,122,112,460,241,0,0,5,232,1,0,256,152,68,66,28,38,244,345,284,428,0,7,0,0,587,286,0,0,0,3,4,131,86,2,53,1,13,0,502,95,0,0,0,0,0,1,0,193,0,3616,0,15,282,413,0,0,44,963,48,137,179,0,0,331,160,151,23,0,123,82,192,557,0,0,425,388,100,7,45,0,5,0,304,671,18,31,0,843,0,345,0,94,0,196,0,646,2,52,215,167,554,494,71,112,6,35,232,110,0,1,0,0,0,115,0,3611,3089,0,33,40,114,22,812,0,0,0,0,61,10,0,2732,46,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPDL,0,0,9,0,112,0,725,0,0,0,0,0,13,0,0,11,0,19,0,92,0,3,0,383,0,0,0,0,0,0,2,20,25,10,0,0,0,3263,0,131,0,0,0,1435,0,3511,0,0,0,0,0,0,0,0,1,0,0,3683,0,2007,0,3232,0,0,0,292,0,1,0,0,20,75,31,41,0,2,0,259,19,1,1,193,10,48,1214,77,0,204,0,0,0,0,0,634,17,755,131,295,0,68,0,103,0,131,0,87,996,0,0,2508,0,161,0,0,0,41,17,1409,204,711,105,455,726,84,0,0,7,12,586,319,1294,0,108,0,0,0,16,760,0,8,901,0,0,8,1029,2,0,2447,0,0,0,321,0,133,0,35,28,16,100,0,45,0,33,0,24,0,0,24,135,133,8,0,1035,808,0,396,710,0,828,1320,1399,4405,3043,4564,8804,7505,0,0,0,0,8,0,219,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0
CEPDR,0,0,0,0,0,0,0,1090,0,942,0,0,0,0,0,0,13,0,0,0,26,0,5,0,175,0,0,0,0,0,0,0,0,55,91,0,0,0,3534,0,0,0,0,0,1604,0,2803,0,0,0,0,0,0,25,3,0,0,0,4750,0,2234,0,4252,0,0,95,299,0,0,5,0,44,21,0,0,0,0,0,89,0,34,175,224,1117,4,6,148,0,214,3,0,0,0,995,16,101,659,0,334,0,87,0,86,363,58,0,0,577,0,0,2700,0,107,0,0,37,8,204,1374,171,917,701,342,19,0,0,0,503,1,895,347,591,0,0,16,6,0,27,717,1258,10,0,0,923,12,0,0,0,2899,0,0,0,148,0,148,41,27,7,0,110,0,88,40,24,0,0,0,29,231,125,0,1,656,645,0,308,0,1035,0,0,0,0,16,0,813,0,2016,751,1285,2688,2354,4789,3605,7747,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0
CEPVL,14,0,13,0,186,0,899,0,0,0,5,128,0,442,0,11,0,259,0,83,0,255,0,205,0,226,0,0,0,0,88,106,0,512,0,0,0,0,0,0,0,727,0,1497,0,0,0,2931,0,1759,0,0,0,0,0,489,432,2327,0,304,0,0,0,1303,0,293,0,157,0,40,0,0,256,2,0,0,0,0,2,52,54,0,95,0,1038,0,78,113,0,226,0,0,0,1530,33,1066,380,664,0,76,0,0,0,22,0,65,1055,0,11,0,0,0,0,1501,0,2,489,0,765,1312,92,1289,0,0,0,0,38,0,418,496,239,0,0,633,0,838,0,82,203,8,0,1047,0,37,0,0,923,0,0,613,0,284,0,664,0,0,30,37,0,0,52,6,114,0,0,0,0,12,57,74,101,0,1215,996,329,462,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,696,1286,2764,3906,2382,9651,5519,0,0,6,0,0,0,8,0
CEPVR,0,0,0,0,0,141,0,2059,0,0,0,0,20,0,442,0,11,0,297,0,288,0,212,0,81,19,0,5,0,0,47,191,508,0,0,0,0,0,0,0,0,0,1428,24,2315,0,0,0,2730,0,642,0,0,5,0,0,373,0,3058,0,759,0,0,0,1901,0,335,0,170,0,17,218,0,0,54,0,13,36,0,157,47,85,0,1342,92,146,0,0,160,0,112,0,0,2452,45,290,881,0,329,0,77,0,0,240,102,0,0,1438,0,0,0,0,56,0,2066,188,0,455,0,245,1635,0,1565,0,0,0,6,167,0,404,592,0,0,0,618,0,619,332,12,0,23,0,898,0,107,742,0,0,0,0,849,0,187,0,270,0,77,35,0,0,0,73,22,0,0,0,0,0,257,229,0,341,1105,1244,0,416,0,247,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,2,0,1713,519,1218,3320,3703,3524,4297,8576
DVC,0,0,0,0,0,0,0,0,66,0,578,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,239,3,54,143,666,87,158,39,28,470,312,156,146,104,172,168,262,8,0,523,415,29,62,0,0,29,87,25,54,198,178,170,463,27,254,0,0,858,940,0,0,0,11,326,448,616,470,399,24,174,5,626,334,0,0,0,0,8,57,124,623,26,4041,15,31,380,756,0,0,2465,2950,102,197,164,0,0,202,69,100,9,1,64,70,493,567,0,0,51,98,0,0,13,0,21,0,1745,1537,88,105,98,210,7,130,1,0,4,41,116,193,13,129,23,9,25,2,38,31,276,403,102,151,0,18,0,0,0,449,0,2284,2656,812,24,29,12,0,0,0,8,0,0,36,6,69,41,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVWL_or_R_1,16,0,0,0,0,0,2213,3645,0,0,8,0,0,0,62,143,80,0,0,0,70,424,4,0,0,4176,0,2,0,0,0,0,0,0,159,1136,347,99,257,0,0,0,0,0,0,43,64,0,0,0,527,0,0,20,0,1211,757,46,34,29,61,48,39,0,0,70,79,97,85,5,0,0,0,11,49,0,0,19,5,673,354,388,143,56,42,2129,2730,6176,7373,49,686,0,1,1816,0,0,0,0,0,1829,1297,0,0,0,252,1,0,0,0,173,161,158,0,0,0,0,0,0,0,88,49,0,0,0,0,0,0,0,4,10,0,0,0,1,643,0,0,1104,46,0,0,17,273,0,0,59,0,119,236,0,0,141,186,133,398,0,1252,2040,295,310,0,0,0,135,231,57,257,0,0,7949,545,1664,6,229,249,32,433,1644,0,0,0,18,0,20,0,0,0,1,0,270,0,543,0,32,0,0,0,63,0,0,0,0,0,0,0,156,0,323,0,0
PVWL_or_R_3,0,0,0,0,0,0,1784,3599,0,0,44,0,0,0,0,83,13,0,0,2,57,43,9,0,0,5430,0,0,0,0,0,0,0,0,173,589,148,38,199,0,0,0,0,0,0,13,39,0,0,9,160,0,0,2,2,306,657,32,21,1,15,27,46,0,0,105,48,98,29,0,0,0,0,179,14,0,0,6,277,586,433,644,576,33,374,2644,1287,5083,7594,68,766,179,119,1284,0,0,0,0,0,2700,1150,7,0,0,131,15,0,0,0,84,108,23,51,0,0,0,0,0,0,36,42,0,3,0,0,0,0,0,0,10,0,0,0,31,646,0,0,983,58,0,0,80,82,0,0,17,19,60,96,0,0,82,435,723,194,0,1617,1917,679,756,0,58,0,133,125,74,229,8,7949,0,499,938,0,162,577,0,585,1482,0,0,0,6,0,10,0,0,0,0,0,100,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,55,0,0
PVQL,86,0,1971,0,0,0,120,0,37,0,0,884,0,1115,0,2199,0,40,0,8784,0,8151,3,0,0,0,1795,0,284,0,143,13,0,0,36,0,0,47,0,85,0,0,0,41,0,190,0,0,0,1,0,0,9,0,0,0,0,66,0,118,0,63,0,0,0,501,0,4192,0,511,0,1,0,87,0,31,0,18,141,133,14,57,367,44,19,52,737,242,0,0,0,37,0,0,0,0,0,0,0,1316,0,0,0,0,0,0,0,0,0,63,0,56,0,0,0,0,0,0,0,0,0,0,19,0,0,0,21,0,0,0,0,0,1,52,0,0,80,0,530,0,16,93,0,0,29,0,5,54,0,0,0,40,0,2753,0,3946,4135,3133,78,83,0,5,0,8,0,101,0,0,545,499,0,0,52,0,89,0,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVQR,0,78,0,2636,0,3,0,95,0,77,0,1,1232,0,805,0,1787,0,6,0,9501,0,8112,0,0,234,0,1870,0,346,0,163,0,0,0,228,709,0,30,0,154,0,0,0,31,0,84,0,0,0,0,0,0,2,0,0,0,0,78,0,5,0,95,0,0,0,462,0,3162,0,418,0,35,0,189,0,103,0,0,2,57,151,90,6,26,1053,73,0,2035,20,184,0,0,22,0,0,0,0,0,0,1791,0,0,0,0,3,0,0,0,0,114,0,109,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,75,0,0,4,19,0,104,0,19,0,0,283,25,0,0,0,0,33,0,0,0,43,0,3200,3012,2970,2216,32,45,0,0,0,0,1,0,341,0,1664,938,0,0,0,48,0,7,0,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICL,19,347,0,15,0,0,17,108,318,138,341,9,6,571,0,212,138,0,0,0,0,0,0,0,0,111,120,75,0,3,0,0,0,0,364,0,0,324,20,197,342,415,401,50,27,546,474,676,120,1187,21,308,300,392,871,24,883,2828,1585,799,661,42,9,8,407,952,2109,59,0,45,129,0,0,0,0,203,0,1143,521,385,218,333,545,98,39,417,242,78,0,680,90,148,395,352,59,25,3,13,2,0,50,0,17,0,350,500,355,156,0,7,0,30,57,249,288,1075,1180,260,107,274,193,55,302,0,0,0,4,119,273,2740,2112,1169,561,2090,857,937,944,586,1597,593,644,802,170,953,982,250,492,175,100,92,129,187,15,420,0,0,89,77,433,223,165,164,61,1035,656,1215,1105,36,6,0,52,0,0,3334,689,95,831,150,30,0,64,1,395,0,1482,0,15,0,79,0,293,0,163,0,0,0,0,4,1,0,15,0,0,1,0,28,0,214,0,0
RICR,0,1,0,0,0,0,113,431,71,90,79,0,3,0,920,0,389,0,0,0,0,0,0,0,0,368,0,41,0,0,0,0,0,0,421,17,0,67,348,231,293,133,606,36,34,945,731,344,1143,133,2516,84,320,606,521,197,1802,3368,3240,671,1382,26,71,36,4,1514,1556,0,53,0,0,0,0,0,0,0,62,416,1338,612,733,1269,384,30,61,790,454,0,94,75,893,0,125,1006,12,27,4,0,0,0,1,0,0,0,36,305,166,329,0,0,37,31,20,86,271,811,650,63,349,72,197,310,100,0,0,0,0,65,41,2008,3290,462,1209,690,2046,678,1337,2031,1059,423,521,86,951,561,580,657,288,47,195,73,29,38,29,0,377,0,0,0,185,0,48,54,10,808,645,996,1244,6,229,162,0,48,3334,0,381,74,281,745,12,0,28,0,112,0,517,1,39,0,20,0,134,0,197,0,0,0,0,0,0,0,0,0,0,0,0,19,98,24,0,14
RID,0,0,76,0,522,552,1045,0,0,0,628,95,42,96,0,400,0,0,28,0,0,0,0,153,130,1775,3,0,0,0,45,15,890,1159,1219,0,0,2,0,30,0,27,0,0,0,66,7,160,0,470,0,0,129,397,308,528,40,1230,0,39,0,150,0,193,0,655,0,17,8,50,169,1418,1977,25,1,203,0,803,14,616,742,917,2985,316,1,0,1251,899,0,2970,15,299,0,153,35,0,0,241,334,38,0,656,243,0,91,0,122,0,53,0,0,78,0,11,0,164,157,43,0,0,0,0,0,0,0,0,155,1,14,440,1,631,0,1087,0,733,82,546,1882,544,0,387,0,20,0,113,119,0,0,21,0,84,6,60,0,0,355,436,0,171,0,1,0,0,0,329,0,69,249,577,89,0,689,381,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,320,0,3,0,0,0,0,0,0,0,0,0
RIS,0,25,0,0,0,0,0,0,0,0,35,0,0,0,15,24,205,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,785,818,34,33,1,1,0,0,164,256,27,66,163,160,0,241,27,467,6,0,96,13,1,3,7,6,261,330,206,353,0,0,0,117,95,116,0,0,173,407,0,48,1,5,164,250,10,0,773,605,286,303,8,8,280,207,0,48,30,243,19,60,863,994,39,37,0,176,211,354,436,0,0,143,34,62,23,5,6,2,272,295,46,8,797,754,15,124,98,0,14,13,114,76,5,20,30,147,30,216,3,192,50,2,0,71,42,406,764,834,836,606,17,17,0,0,138,5,0,81,0,0,4,6,0,850,1070,2732,396,308,462,416,41,32,0,0,7,95,74,0,0,44,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMGL,73,0,147,0,0,0,1044,0,3431,0,32,24,0,157,0,1056,0,0,0,354,0,188,0,2,0,185,100,0,664,0,0,0,0,3,174,0,0,134,0,591,0,0,0,202,0,297,0,0,0,3153,0,267,575,488,342,114,0,710,0,1456,0,36,0,0,0,804,0,392,0,0,430,0,0,69,0,14,0,384,149,304,61,0,410,707,3,0,813,1291,0,99,0,54,0,13,72,96,188,0,0,1413,0,291,0,0,133,124,23,0,132,0,0,259,0,0,0,10,698,396,141,784,1245,96,325,0,0,0,11,21,1481,1256,1960,357,695,626,0,896,293,807,483,367,142,630,0,377,257,15,407,28,0,0,0,161,0,2186,0,0,2294,1520,0,159,202,177,46,710,0,128,0,50,433,585,1241,0,831,281,454,44,0,0,0,91,0,875,0,3041,0,7046,0,0,0,0,0,0,0,0,0,19,0,741,0,1146,0,3644,0,0,0,0,0,0,0,0
