neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
PVPR,37,268,0,481,0,0,0,20,0,84,0,0,95,1146,0,0,0,0,0,0,0,0,0,324,0,774,0,3,175,0,2336,1242,5,0,0,0,0,0,0,0,0,0,0,0,36,0,0,4,139,0,0,0,1211,0,14,0,82,22,648,0,1,518,24,0,0,0,61,4,56,787,807,3239,1382,1334,387,199,1,828,296,129,124,14,2659,45,0,48,220,0,0,0,0,0,687,0,188,9,0,116,0,0,2064,0,0,0,0,0,0,45,85,0,0,0,0,0,0,0,0,0,0,0,148,0,302,54,724,300,514,0,35,0,91,0,2,30,0,0,0,0,70,415,294,0,0,0,5298,178,405,124,19,0,0,0,0,348,0,63,40,257,0,2,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVR,0,0,0,0,0,0,3358,3384,0,0,0,2,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,241,212,280,561,181,189,0,365,51,17,0,142,166,579,769,0,207,18,3,759,183,463,0,69,70,309,188,683,422,0,19,0,0,0,0,0,2,0,0,21,0,507,110,1042,219,55,3,578,539,2237,3418,0,209,8,48,0,0,0,0,0,0,492,204,0,0,0,0,0,285,673,0,369,456,159,13,263,33,314,580,0,17,34,15,2,0,0,0,0,0,0,1,0,163,68,124,483,66,21,107,20,127,0,23,25,0,706,436,649,321,0,8,25,85,0,157,90,0,0,0,1115,792,1179,1414,0,0,150,348,536,230,35,76,356,21,6,64,19,58,0,40,47,27,18,4,534,0,419,1000,0,21,8,0,119,7,227,0,120,0,0,47,20,0,111,440,584
PVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,545,16,0,31,51,0,125,0,179,49,107,153,222,53,326,422,19,0,121,0,0,15,248,155,412,0,0,0,0,0,366,402,0,0,0,0,28,20,97,0,31,0,11,0,176,76,0,0,0,0,9,0,0,220,0,0,0,0,138,46,0,0,1258,1554,1,83,73,0,0,19,8,127,23,0,92,0,1,62,0,0,0,0,0,0,0,0,0,54,0,168,0,86,0,0,0,34,294,56,13,22,19,23,127,1,0,10,118,0,747,409,0,0,0,0,2,2951,2514,2813,0,24,10,0,3348,0,0,0,11,0,339,32,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAL,379,0,0,0,89,0,0,0,0,25,0,0,103,0,37,0,0,0,0,0,602,0,6,0,16,0,5,18,0,756,7,0,0,0,0,3,3,171,0,103,22,0,0,73,20,87,0,128,237,31,0,738,0,0,0,60,0,91,0,4,0,0,79,0,80,416,0,499,4,192,123,0,57,0,0,0,66,0,0,0,0,2,0,73,0,0,0,0,1324,477,0,0,0,185,0,232,131,13,0,0,215,6,0,288,183,166,0,344,448,1010,686,540,903,1007,594,4,0,0,32,376,69,116,434,107,32,63,3,90,0,132,26,546,619,540,651,0,0,115,0,0,0,0,0,0,0,16,3,56,0,632,54,591,194,0,0,0,5,52,0,22,53,120,0,0,0,0,173,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,13,0,0,0,9,35,0,1,73,0
RIAR,0,361,0,0,0,38,0,0,4,0,0,0,0,150,0,0,0,0,0,0,0,563,0,37,0,0,22,0,660,0,0,0,0,0,0,0,0,0,115,10,68,0,0,3,69,0,78,159,87,0,5,0,731,0,0,0,90,0,104,0,0,60,0,95,0,0,335,0,699,116,122,36,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,1324,0,0,682,0,0,0,196,226,3,206,0,0,173,0,22,134,313,0,190,253,176,576,1097,1117,694,589,940,15,0,0,0,119,408,343,159,21,148,11,53,0,128,16,158,403,533,529,442,0,0,0,49,0,0,0,0,0,0,0,10,3,0,90,604,183,831,6,0,0,39,4,0,2,82,146,0,0,2,2,220,0,0,0,0,0,0,0,84,0,0,0,0,0,0,37,130,166,536,0,0,0,3,0,227,0,226,0
RIBL,314,0,0,0,90,0,0,0,5,0,0,0,20,0,114,0,21,0,2,0,1790,0,209,0,587,0,163,7,333,1401,41,0,0,74,0,99,0,150,0,989,157,235,0,356,0,8,95,16,0,22,0,528,0,531,0,722,0,0,0,0,0,4,237,214,376,762,0,364,0,270,0,80,158,0,158,324,1027,0,0,0,0,0,0,0,0,0,138,477,0,0,149,0,0,245,0,104,262,111,0,0,15,175,0,50,0,44,92,97,0,32,0,0,229,10,0,19,0,0,17,324,117,101,0,400,0,180,121,43,0,32,0,135,371,72,358,74,0,372,0,0,0,0,0,0,0,0,138,25,316,312,0,248,0,168,0,0,0,3,40,797,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBR,0,297,0,0,9,266,0,0,0,9,0,0,0,0,0,137,0,44,0,16,161,1800,0,48,0,451,0,147,1246,528,72,0,0,0,91,0,98,0,89,16,933,0,204,0,345,42,1,4,2,0,50,0,390,0,579,0,732,0,0,0,0,313,38,632,409,0,842,2,532,0,213,143,7,294,7,1039,505,0,0,0,0,0,0,0,0,0,46,0,682,149,0,0,0,0,165,91,38,315,0,0,44,0,117,0,98,0,93,10,48,0,5,181,0,0,60,11,0,0,0,32,337,0,117,0,302,168,151,0,23,0,33,294,87,380,117,0,22,0,292,0,0,0,0,0,0,0,37,106,243,0,244,0,132,257,0,0,1,0,57,822,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFL,145,0,0,0,0,0,2071,0,324,0,0,0,2906,0,11,0,407,0,1757,0,0,0,790,0,871,177,0,0,0,0,15,0,0,205,0,30,0,0,0,23,0,201,0,0,0,0,137,0,0,235,0,21,0,41,0,0,0,794,0,610,0,259,0,0,0,176,0,18,0,0,87,1242,204,1,443,155,1,1133,3042,5538,0,584,0,737,0,492,0,0,0,0,0,0,126,1,0,0,193,0,0,0,1,25,0,331,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,30,0,11,251,0,0,0,0,0,185,0,0,0,0,7,1547,0,0,1108,795,0,3,0,3,0,225,0,0,1116,0,0,0,35,0,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFR,0,55,0,20,0,0,0,1241,0,140,0,104,123,2486,0,2,0,318,0,2074,0,0,0,167,0,509,0,0,0,0,2,100,195,0,198,0,22,0,0,0,8,0,20,0,0,198,0,0,0,0,272,0,0,0,19,0,0,0,946,0,1476,0,157,0,0,0,211,0,50,0,0,121,1368,181,17,0,158,3920,1023,818,5244,0,1892,0,687,204,0,0,0,0,0,126,0,0,0,0,0,257,0,0,0,0,100,0,325,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,65,0,0,528,0,0,0,0,0,259,0,0,0,0,209,1214,0,611,813,0,0,0,0,172,0,60,0,0,2005,0,17,0,7,0,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,36,1097,44,0,27,115,0,4,0,157,0,395,0,284,0,359,0,1008,681,194,543,23,0,280,0,582,0,419,0,12,0,0,0,0,984,0,0,3,0,831,64,16,121,0,313,31,654,318,204,0,1,0,0,192,0,408,0,0,1258,185,0,245,0,1,0,0,559,69,291,145,0,0,604,99,0,3,0,77,0,0,397,0,0,0,0,0,0,0,0,0,94,593,0,133,0,73,0,224,31,551,38,243,96,4,0,20,0,19,0,301,0,453,1289,0,0,0,0,326,548,655,245,7,0,62,0,1862,0,0,0,0,22,5,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGR,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,913,226,6,531,283,0,31,0,4,0,127,0,310,0,206,0,373,609,1343,750,55,0,11,0,684,0,282,0,483,0,1,0,0,772,8,13,0,0,0,85,720,191,1,155,0,566,0,78,238,0,0,0,0,210,13,0,188,0,1554,0,196,0,165,0,0,559,0,71,315,438,0,0,601,0,150,0,0,0,84,1155,0,0,0,0,2,0,0,0,0,0,142,0,260,0,46,7,0,3,147,76,500,77,300,0,13,58,20,0,4,0,132,770,533,0,0,0,0,0,809,448,866,0,1,0,0,1297,0,0,0,3,0,19,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIH,54,79,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1,70,118,20,0,52,943,925,868,725,791,1036,29,0,615,544,779,586,0,0,15,0,0,0,34,109,344,136,114,561,0,32,0,0,0,0,5,28,263,227,214,361,0,0,5,0,0,0,20,81,0,147,0,0,47,0,0,9,0,1,232,226,104,91,0,0,69,71,0,4,1,771,970,444,41,0,0,0,32,88,72,74,2,1,0,0,10,0,333,270,383,423,0,0,0,0,0,0,0,0,45,0,24,5,0,3,9,0,48,49,125,22,0,0,0,0,0,18,28,11,0,49,20,216,82,0,18,0,0,30,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIML,42,0,0,0,1,0,0,0,1,0,0,0,212,0,27,0,8,0,7,0,164,0,7,0,37,0,77,0,0,64,173,0,0,0,0,0,0,0,12,25,1,0,0,0,0,1130,1588,884,1642,24,0,1,0,128,0,25,0,356,0,0,0,193,868,0,51,110,0,602,0,504,881,250,374,122,112,393,231,0,109,0,0,290,0,48,0,0,83,131,3,262,38,193,0,291,315,4,0,350,0,0,36,0,0,0,0,0,0,509,111,0,0,107,388,0,31,0,0,0,36,771,140,245,0,578,351,266,157,279,0,113,0,337,504,593,456,0,0,12,1,0,0,0,0,0,0,2,684,701,151,0,25,0,27,128,0,0,112,107,242,360,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,317,0,0
RIMR,0,50,0,0,0,1,0,0,0,4,0,0,0,311,0,29,0,3,0,3,0,196,0,13,0,68,0,58,56,9,77,0,0,0,0,0,0,0,40,17,2,0,0,0,0,1684,1097,1501,962,0,0,0,41,0,102,3,54,120,906,0,0,941,204,0,1,0,97,16,627,897,471,266,239,129,97,234,460,24,14,0,0,0,476,0,116,0,73,13,206,111,315,0,257,145,438,1,350,0,0,0,7,0,0,0,0,0,17,124,486,0,0,476,219,4,0,0,0,0,0,147,737,0,258,48,606,134,206,3,155,0,151,656,380,378,652,0,0,0,24,0,0,0,0,0,70,0,599,608,235,107,0,12,0,199,0,0,95,93,3,328,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,636,0,0,0,0,0,0,0,0,0,0
RIPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4939,23,159,0,5008,0,0,0,1108,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,771,0,0,0,1927,0,3122,0,0,0,2541,0,0,0,167,54,0,0,140,53,636,758,537,813,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,5330,0,4444,0,0,0,0,0,0,0,0,0,0,0,331,0,37,0,0,0,0,56,8,0,0,0,0,778,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,456,3623,0,14,0,5226,0,0,0,1512,0,1217,0,0,0,0,0,0,0,0,0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0,0,673,0,0,0,0,0,0,0,0,0,970,0,0,1927,0,0,0,2556,0,0,0,2958,7,17,55,70,7,0,21,78,502,847,839,366,0,0,0,0,0,1,56,31,102,0,0,22,0,0,0,0,0,3776,0,5387,0,0,0,0,0,0,0,0,0,0,0,276,0,655,0,0,0,70,31,0,0,0,0,0,0,0,0,0,0,0,0,566,206,5,0,0,0,33,0,0,0,0,0,0,0,0,0,916,297,10,0,0,0,0,0
RIR,2113,1890,0,0,162,131,0,0,84,16,0,0,177,157,0,0,0,0,0,0,335,547,40,3,526,292,10,0,573,784,1037,0,0,0,0,0,0,66,1,0,0,0,0,77,71,0,1,0,67,0,0,1302,1251,4,0,122,150,10,1,31,43,60,159,0,1,420,363,691,838,113,220,274,318,26,146,109,222,0,23,0,0,269,39,2304,2064,0,19,215,173,15,44,1,0,604,601,444,36,7,0,0,0,0,0,0,0,18,0,161,657,0,0,0,0,0,0,0,0,0,114,15,14,6,0,23,58,144,114,16,12,98,31,9,0,0,0,0,0,39,10,0,0,0,0,0,1969,1851,6,0,90,0,0,1,0,32,0,8,0,0,61,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DL,5,0,57,0,125,0,4,0,31,81,0,0,108,0,27,0,102,0,90,0,179,0,0,0,3,0,64,42,78,48,0,0,0,4491,0,5,0,0,0,1314,9,3788,0,0,0,0,0,0,0,0,0,21,0,4665,0,0,0,57,0,42,0,30,0,97,98,106,0,99,0,2,0,0,0,112,162,8,72,122,0,96,0,0,0,0,0,369,8,6,0,175,0,25,0,99,0,41,0,0,3122,0,0,0,0,638,0,0,0,0,0,0,446,0,0,2159,0,590,700,12,632,0,0,0,0,0,0,6,0,0,24,0,0,0,35,141,1,4207,0,0,0,0,0,167,0,147,83,0,0,0,0,1577,0,0,0,3,87,0,10,1,0,0,0,0,510,381,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DR,0,7,0,125,0,131,0,19,81,24,0,0,0,51,0,39,0,206,0,44,0,201,0,8,0,18,92,48,103,146,0,0,0,0,4653,0,154,0,0,0,828,0,3547,0,0,0,0,0,0,0,0,0,49,0,4992,0,0,0,0,0,79,0,23,73,124,0,32,0,19,0,0,0,11,231,114,8,31,30,72,0,175,0,0,0,0,456,127,0,22,0,117,0,100,0,150,0,0,0,0,2556,0,0,0,0,614,0,0,0,14,568,0,0,0,0,2420,510,253,1082,377,0,0,0,0,0,0,0,4,50,0,0,0,3,0,0,40,0,5077,0,0,0,0,0,178,323,0,195,104,0,31,0,1373,0,0,51,0,73,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,355,36,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1L,0,0,291,0,19,0,148,0,0,22,0,0,0,0,97,0,277,0,32,0,42,0,0,0,0,0,71,22,27,0,0,0,0,0,0,3529,0,0,0,2440,0,0,0,0,0,0,98,66,0,3026,0,205,0,0,0,0,0,7,0,0,0,0,0,0,60,0,0,1,0,183,0,0,0,0,0,311,443,0,0,84,0,0,0,0,0,159,23,288,134,50,0,331,0,3,0,0,0,0,0,0,0,638,0,0,0,569,0,80,0,814,520,353,564,611,540,376,13,2444,64,0,1,201,0,8,0,46,0,0,0,232,0,0,2,85,0,867,0,1160,0,0,0,16,0,167,0,0,0,0,14,131,0,2,0,1,32,0,115,21,0,0,160,0,0,1401,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,0,182,0,0,0,0,0,0,0,0,0,0,0,0
IL1R,0,0,0,51,0,8,0,589,12,8,0,0,0,0,0,66,0,292,0,176,0,40,0,16,0,0,129,33,0,0,0,0,0,0,0,0,3055,0,0,0,1996,0,0,0,17,18,0,0,52,0,2671,0,468,0,0,0,0,0,9,0,0,0,23,107,0,0,10,0,9,0,0,0,0,0,0,457,344,3,0,0,160,0,0,0,0,13,0,183,313,0,98,0,325,0,0,0,0,0,0,0,0,0,614,0,0,0,625,0,83,545,955,677,439,566,915,48,2663,62,174,0,0,0,41,0,20,0,20,0,0,0,109,43,0,0,56,0,651,0,1967,0,0,0,156,163,0,0,0,0,1,0,153,0,0,0,0,23,5,127,0,2,0,240,0,0,0,0,0,0,0,0,0,1776,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,0,0,0,0,0,0
IL1VL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,121,0,0,0,0,0,0,4765,0,1096,0,0,0,3242,0,25,0,0,0,9,0,167,0,0,0,4225,0,107,0,0,0,0,127,0,0,0,0,0,0,0,0,0,57,0,0,0,156,0,0,0,0,29,0,65,0,263,92,166,0,44,0,0,0,77,0,32,0,0,2541,0,18,0,0,569,0,0,0,0,14,2631,0,0,49,0,675,462,1470,0,414,182,0,133,0,271,0,64,53,37,0,83,0,22,0,0,0,0,0,2360,0,0,0,0,0,0,0,0,4,0,63,0,0,1113,0,25,0,0,148,55,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,86,0,0,0,0,0,17,0,3632,7,1165,0,0,0,3363,0,26,2,0,0,0,0,262,0,0,0,4774,0,158,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,33,0,0,190,92,93,0,0,0,84,88,0,17,0,2958,0,0,0,0,625,0,0,5,0,0,2610,0,0,588,0,892,13,2242,452,0,149,0,170,0,143,38,83,0,48,0,70,71,69,0,52,0,0,0,2312,0,0,0,0,0,0,0,3,18,153,0,0,0,1246,91,0,0,119,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,384,87,4,0,0,0,0
RIVL,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,82,0,0,0,0,0,0,0,177,219,123,194,0,0,112,81,0,0,37,26,0,0,18,0,99,1,1848,892,379,235,0,0,1,50,186,0,91,156,298,0,0,790,124,9,30,68,0,0,0,970,112,182,203,219,24,126,67,25,10,75,0,0,0,74,45,314,1,344,253,97,10,0,0,0,1155,72,509,124,0,7,161,0,0,80,0,0,5,0,2202,0,291,0,0,396,0,0,0,0,0,31,436,0,1157,1117,565,285,76,170,349,0,393,0,1290,677,40,21,234,0,22,0,0,0,0,0,170,4,511,156,118,12,62,0,33,376,0,0,822,690,396,301,0,182,0,0,0,0,6,0,240,0,5,0,69,0,32,0,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
RIVR,0,0,0,0,0,15,0,158,3,0,0,0,0,6,0,0,0,0,0,0,0,31,0,0,0,0,1,0,75,145,46,358,0,3,87,0,136,2,0,0,9,0,64,0,0,1396,112,378,866,0,260,0,0,162,138,42,0,186,59,0,0,67,1021,37,0,0,113,14,1,335,525,475,203,166,359,87,190,147,7,232,0,0,0,35,85,580,62,448,176,0,48,0,1,397,0,74,111,486,0,17,657,0,14,0,83,14,0,2202,0,461,116,0,142,64,104,0,0,0,0,199,49,430,12,997,836,111,57,82,159,124,13,990,9,175,867,31,241,2,0,0,0,0,0,0,5,172,119,405,923,3,33,12,0,407,0,0,126,152,597,132,348,0,0,0,0,0,0,0,0,0,5,0,24,0,0,0,878,0,0,0,4,0,0,0,627,0,0,0,8,0,1,0,0,0
RMDDL,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,33,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,17,44,0,575,40,241,609,137,0,312,0,11,21,0,376,0,7,0,270,1053,0,7,10,0,0,0,0,0,0,0,0,0,0,143,72,0,0,0,1,0,325,0,0,0,0,0,0,0,0,0,0,1010,576,32,0,0,1,0,0,2,0,0,167,55,0,0,568,814,545,2631,0,0,461,0,311,261,909,166,2235,158,187,45,418,431,96,8,114,108,77,359,437,754,75,203,104,289,54,11,272,3,221,67,0,0,0,0,49,68,0,0,0,0,0,23,612,843,0,0,0,10,0,275,0,0,75,51,170,0,34,0,16,0,892,0,1075,746,1765,1573,1513,473,22,28,145,165,35,5,0,0,108,0,0,6,0,0,839,0,0,0
RMDDR,0,0,9,0,0,0,101,0,0,0,0,0,8,0,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73,1,26,0,0,93,93,657,894,1,0,214,0,345,42,118,324,0,51,0,142,0,0,1027,11,0,0,0,3,0,0,0,0,0,0,0,161,72,0,0,2,0,256,0,0,0,0,0,0,0,0,0,17,0,686,1097,0,5,15,0,0,0,1,0,0,54,70,0,446,0,520,955,0,2610,291,116,311,0,670,513,2145,106,208,51,153,589,279,493,45,3,90,94,462,211,30,661,52,23,5,418,283,10,296,0,0,32,0,0,29,0,90,0,4,0,0,0,505,6,0,892,0,1,0,31,17,0,70,85,10,1438,935,1963,1252,939,673,0,79,387,2,218,3,11,63,0,0,0,0,0,0,1084,0,0,0,133,253,325,50,0,0,2861,0
RMDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,64,261,0,0,113,281,27,161,0,0,15,9,12,90,153,874,9,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,288,253,0,0,0,0,349,0,0,1,0,0,0,0,0,0,34,0,540,1117,0,181,0,0,0,0,0,107,476,0,7,0,0,0,353,677,0,0,0,0,261,670,0,1661,365,557,0,17,8,0,550,601,170,475,49,772,329,614,50,118,91,294,108,130,244,106,0,98,0,0,0,0,0,0,0,0,0,255,288,8,504,310,738,135,0,0,0,427,183,0,348,938,2688,0,234,0,485,0,1876,0,4,14,520,64,711,601,307,2107,171,0,319,0,1360,0,2097,0,3016,0,269,0,794,0,1682,0,401
RMDR,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,69,1,0,390,45,4,1,91,0,20,34,128,243,578,66,0,0,0,0,41,0,0,2,0,0,0,0,0,0,0,0,0,0,100,215,0,0,0,0,9,409,0,0,0,0,0,0,0,0,15,0,903,694,229,0,0,0,0,2,0,388,219,0,0,0,0,0,564,439,49,0,0,142,909,513,1661,0,667,493,0,6,6,0,724,431,858,11,873,1,671,214,56,46,250,0,386,131,222,214,0,0,0,0,0,0,0,0,0,0,0,99,301,0,133,448,308,810,0,0,0,403,73,0,369,1945,893,0,282,0,549,0,1477,0,5,0,155,0,781,0,1849,0,22,0,253,53,735,0,264,108,542,0,374,0,1685,16,1452,0,1203
RMDVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,74,13,0,25,0,165,646,10,187,19,0,906,0,257,226,71,0,4,0,0,655,0,0,465,0,3,0,0,0,1,0,0,0,0,0,0,189,122,2,2,0,10,64,278,0,0,0,0,0,0,0,0,2,0,1007,589,10,0,0,0,0,0,10,0,4,140,21,0,2159,0,611,566,0,588,396,64,166,2145,365,667,0,506,848,108,28,162,244,19,83,933,1,292,45,237,58,5,0,612,56,173,78,47,78,1,0,94,0,0,0,0,0,0,0,0,0,0,969,35,0,345,0,0,0,97,135,6,7,288,52,169,285,132,6,1358,0,0,0,0,19,0,18,90,117,352,1,303,1,469,0,2583,0,0,0,1192,1089,1882,1299,0,232,1757,0
RMDVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0,158,6,22,66,0,32,726,40,304,864,0,348,0,31,207,0,0,0,0,0,720,436,0,34,4,0,0,0,0,0,0,0,0,0,0,69,184,7,0,33,0,318,39,5,0,0,0,0,0,15,0,0,0,594,940,0,60,0,0,0,0,0,31,0,53,78,0,0,2420,540,915,675,0,0,104,2235,106,557,493,506,0,802,50,42,172,166,177,839,49,320,14,491,85,58,47,501,0,94,5,48,133,0,134,86,0,0,0,0,0,0,0,0,0,0,0,51,946,261,0,0,0,0,85,210,0,1,180,528,0,13,0,0,81,65,1,3,252,229,97,47,1255,0,0,0,646,1063,1751,1484,165,851,1642,0,495,0,495,0,2816,0,0,0
RMED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,683,533,989,768,665,281,212,546,618,47,357,0,0,0,0,0,0,0,30,271,256,481,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,4,15,19,11,0,0,0,0,333,0,0,636,502,0,590,510,376,48,462,892,0,0,158,208,0,0,848,802,0,1678,1926,1909,0,0,0,0,0,0,16,0,152,176,0,0,405,369,41,171,759,144,1370,1137,0,0,0,0,0,0,0,0,0,0,113,122,51,30,0,0,0,0,0,0,0,0,0,184,3,849,0,1674,0,1,0,315,0,654,0,1048,0,0,0,662,6,145,0,0,0,0,0,414,0,61,0,0,0,0,0
