neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
AVDR,3,0,1244,395,0,0,2070,965,310,59,400,28,0,0,0,1002,318,0,0,0,187,91,10,199,120,0,0,0,0,0,0,0,377,1148,936,0,0,415,229,2,0,0,0,0,0,345,156,141,0,116,124,250,232,698,37,1512,0,333,40,256,355,140,0,1772,76,55,0,95,193,1,248,65,0,7,99,282,656,1544,767,376,0,1419,159,571,5567,2516,289,540,57,331,164,479,0,0,0,68,8,927,116,617,20,0,241,84,43,66,257,263,161,0,0,0,0,97,381,0,0,0,0,101,0,0,0,0,0,0,40,10,780,0,586,0,709,559,221,1621,194,171,604,18,133,0,107,92,159,188,0,0,383,467,89,501,209,604,1063,17,1667,0,15,0,96,197,128,0,115,605,19,473,263,5584,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVEL,7,6,0,0,0,0,351,0,30,0,471,0,0,0,0,131,0,0,0,168,0,0,0,597,0,69,0,0,0,0,0,0,45,1294,705,369,178,312,0,528,0,0,8,9,2775,0,268,0,511,62,462,84,59,10,20,60,0,416,46,311,954,0,1804,311,351,0,63,469,628,29,0,0,103,970,485,366,21,407,86,30,1419,0,83,10,148,56,0,109,352,12,856,6,83,0,124,421,1357,90,0,625,276,13,496,273,0,0,169,51,0,339,308,0,79,159,143,0,480,410,7,35,433,0,0,0,0,0,48,14,101,183,60,885,30,389,46,580,95,364,283,61,471,83,512,34,33,0,0,53,244,386,239,134,829,0,35,216,4,631,723,200,87,830,0,1072,728,0,0,68,32,265,457,277,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVER,2,92,0,21,0,0,0,275,0,31,49,0,0,0,0,0,191,0,0,0,168,0,0,0,500,0,0,0,0,0,0,0,1218,204,781,0,0,0,223,0,67,0,0,2352,1,589,233,365,0,418,187,79,105,0,20,0,245,73,778,1263,371,1553,0,6,176,78,0,406,389,7,0,92,2,885,1083,8,257,130,660,1367,159,83,0,200,354,15,31,372,720,1185,31,1,82,124,0,1252,485,5,151,430,588,14,272,416,0,0,261,35,236,374,417,73,0,101,133,303,0,7,331,457,70,0,1,0,0,0,4,1,594,108,666,89,170,23,208,28,242,70,72,55,66,472,42,486,0,17,1,0,13,63,154,299,599,2,15,3,435,816,1321,31,1004,11,878,10,249,0,77,5,52,137,388,26,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJL,0,2,413,1090,0,0,748,1871,611,0,976,0,0,0,116,124,673,13,0,194,0,106,19,0,0,4731,2,53,0,266,2,13,0,0,215,575,814,205,35,0,12,0,0,89,0,115,62,0,206,24,111,0,0,16,39,3,175,189,231,148,341,0,95,0,1036,0,189,1,2,493,0,67,1032,0,8,121,382,2091,2789,4327,571,10,200,0,1158,1260,3869,1444,6273,34,1123,2104,0,7,0,0,0,149,3104,0,14,3,0,240,43,42,93,107,11,0,4,0,0,55,219,0,25,0,0,0,0,0,0,0,0,0,0,0,19,393,0,23,111,488,133,104,9,9,0,670,50,71,94,12,321,99,0,0,448,0,34,230,520,529,44,3418,13,0,0,0,108,8,0,194,0,26,785,29,444,0,725,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJR,13,0,1086,452,0,0,1106,336,367,0,523,0,0,0,0,904,249,0,0,0,126,0,9,0,0,0,3,9,64,23,0,3,0,11,227,0,0,22,28,0,0,0,0,0,0,33,41,55,0,64,47,0,0,387,48,407,0,444,82,200,94,163,0,1529,0,75,0,0,0,0,316,623,0,0,0,486,216,3916,3372,211,5567,148,354,1158,0,5464,266,3777,0,1637,366,479,0,0,0,0,0,2916,1488,3,0,0,353,0,28,0,20,1,101,0,0,0,0,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,122,98,169,0,241,75,82,313,43,15,633,0,19,53,0,8,103,28,0,0,33,61,243,253,308,481,429,1269,3518,29,124,0,2,82,8,0,0,198,33,395,35,5675,333,686,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUL,0,1,0,0,0,0,5574,0,0,0,124,0,0,0,0,132,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,253,4,0,0,0,0,0,0,97,0,0,0,5,8,0,2,8229,0,3,0,213,0,62,0,0,0,740,0,28,0,0,0,0,0,126,0,0,0,0,152,1546,609,322,2516,56,15,1260,5464,0,951,1415,0,268,253,973,0,0,0,0,0,7107,1226,0,0,0,126,0,6,0,9,77,0,50,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,129,0,0,0,0,723,0,14,57,0,13,0,0,26,282,46,0,0,597,21,778,0,0,2493,3442,1197,743,0,2,0,120,0,95,0,0,1259,0,91,0,1800,0,349,0,0,27,0,221,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
BDUR,0,0,0,0,0,0,0,10483,0,0,29,0,0,0,134,0,13,0,0,0,0,0,252,0,0,5999,0,8,0,0,0,0,0,0,0,1469,486,0,261,0,6,0,0,0,0,0,24,0,0,0,0,6,0,0,2061,0,249,0,3,0,45,0,0,0,71,0,267,0,0,0,0,0,109,0,0,5,10,34,637,338,289,0,31,3869,266,951,0,623,1409,0,63,1440,0,0,0,0,0,0,6906,0,0,0,0,143,0,23,0,0,110,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,0,382,0,68,0,0,131,0,0,0,0,0,189,0,0,0,329,0,789,0,1483,833,82,0,0,0,0,0,256,0,27,0,0,1928,0,151,0,40,0,1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCL,15,0,1218,0,0,0,65,0,31,0,3160,0,0,0,0,370,0,0,0,0,0,0,0,0,13,36,17,0,335,0,0,0,13,95,1539,2989,3361,1,228,0,0,0,0,0,0,7,44,157,0,0,15,0,0,0,0,68,0,19,0,30,19,114,0,460,71,0,0,0,50,0,0,0,0,114,12,1776,796,2260,3864,902,540,109,372,1444,3777,1415,623,0,2,4647,884,360,248,17,0,8,0,36,202,17,526,1,32,0,3,37,481,0,90,0,0,0,0,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,85,3,291,63,124,69,227,217,338,25,186,0,0,5,2,14,43,177,0,0,1641,947,0,0,0,0,0,417,2593,742,286,291,0,2,0,0,131,0,0,280,14,4108,19,93,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCR,0,68,0,455,0,11,0,2292,0,0,4213,0,0,0,0,0,1706,0,0,0,0,0,0,0,0,4448,0,21,0,162,0,0,131,0,1310,2488,1902,0,0,0,9,0,0,0,0,0,0,0,213,19,0,0,1,0,434,0,665,0,554,0,3,0,148,0,1735,0,0,83,0,0,0,0,70,0,4,430,714,2467,2916,6672,57,352,720,6273,0,0,1409,2,0,0,6959,606,0,0,0,0,0,0,1124,0,11,0,0,48,0,1,422,0,0,0,0,0,0,0,107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95,0,618,21,138,1013,162,0,3,0,125,4,0,0,34,0,0,0,0,43,3,0,16,0,215,11,3751,0,0,0,0,0,0,0,255,23,0,97,86,594,0,80,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPL,726,0,388,0,0,0,0,0,20,0,3481,1,0,0,0,744,0,0,0,0,0,0,0,25,0,17,103,0,773,0,0,0,0,132,1329,138,47,0,0,0,0,0,0,0,0,4,0,98,0,181,0,0,48,0,0,0,0,1590,0,0,0,52,0,594,0,28,0,0,536,0,0,98,0,521,0,582,1459,1377,1291,253,331,12,1185,34,1637,268,0,4647,0,0,136,0,19,62,0,0,0,1083,0,1320,2,27,186,0,0,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,2,269,0,0,5,19,18,382,0,365,0,0,10,0,36,3,0,4,0,255,0,73,0,0,39,286,362,5577,451,1200,0,0,0,0,0,384,41,0,2,3,1968,31,104,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPR,208,521,0,1059,0,20,0,56,0,0,4416,0,42,0,0,172,2157,0,0,0,0,0,0,4,125,1021,0,579,368,626,0,0,184,1,1315,92,137,0,0,0,0,0,0,0,0,0,0,0,95,0,2,0,0,0,187,0,0,0,1453,0,0,0,37,0,1716,0,9,309,4,0,0,9,95,157,139,366,150,2064,1843,551,164,856,31,1123,366,253,63,884,6959,136,0,2,0,0,30,0,0,326,1619,76,472,122,0,314,0,0,2720,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,828,0,60,63,125,4,294,47,358,0,0,0,1,0,5,0,5,259,168,0,96,0,39,0,6353,521,13,0,0,0,0,0,1,159,0,0,0,3,66,107,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVR,0,0,0,0,0,0,3307,3383,0,0,117,0,0,0,33,3,2,0,0,0,33,0,0,0,0,2495,0,0,0,0,0,0,0,0,209,1311,164,347,404,0,0,175,87,0,0,219,421,272,426,0,12,12,18,1835,3090,436,170,97,16,55,101,260,258,688,130,0,1,0,0,0,0,0,0,0,0,49,11,1174,918,1153,479,6,1,2104,479,973,1440,360,606,0,2,0,0,0,0,0,0,70,142,0,0,0,0,0,2068,1771,0,550,800,27,11,478,390,927,821,4,11,66,40,0,0,0,0,0,0,0,54,56,3,0,0,490,478,319,700,190,89,46,9,115,0,0,17,0,740,352,235,118,178,240,28,141,59,0,5,138,61,0,0,0,951,940,1316,1298,0,0,51,316,524,27,8,0,183,44,98,126,260,192,141,1234,107,0,0,0,0,0,0,0,43,68,43,1,432,0,160,0,159,1,11,28,34,0,98,483,122
PVT,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,2,226,592,7,65,38,49,132,426,118,87,12,30,317,585,166,144,0,0,0,5,20,47,19,26,101,94,320,347,0,0,0,0,236,379,0,0,0,7,70,0,158,62,0,0,0,0,83,82,0,0,0,0,248,0,19,0,0,0,0,6,133,71,0,0,959,1266,156,153,105,0,0,111,50,27,0,2,94,97,140,146,0,0,60,111,0,0,0,0,0,0,0,15,186,0,354,0,159,0,101,0,86,2,285,41,9,3,1,63,12,7,13,201,188,69,110,0,4,0,0,0,0,0,3640,2875,3450,3,12,47,3,3984,0,0,27,52,0,269,51,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAL,831,0,0,0,61,0,0,0,429,0,71,0,8,0,0,123,0,0,0,0,0,0,0,973,0,0,66,0,8,0,0,1,0,1077,1,4,95,0,0,0,0,275,0,164,25,53,66,79,24,153,0,109,264,0,0,0,0,1002,0,0,0,160,0,39,0,0,0,0,185,45,203,478,148,822,147,150,211,4,51,0,0,0,124,7,0,0,0,17,0,62,0,0,0,0,1647,500,0,12,0,291,0,350,275,50,0,0,290,96,0,432,317,200,0,563,313,1197,689,831,978,1290,605,35,0,0,67,0,152,85,705,119,135,362,179,47,132,34,225,26,255,62,855,758,529,875,0,0,34,0,194,0,0,0,0,0,0,0,5,11,33,1,620,94,602,214,13,0,0,0,47,0,10,3,134,0,0,0,0,59,0,7,0,0,0,0,74,34,137,43,0,0,0,0,0,0,0,0,0,0,0,0,48,0,42,0,28
RIAR,0,778,0,5,0,81,0,0,0,127,87,72,0,0,0,0,51,0,78,0,0,0,0,0,878,0,0,0,0,19,16,49,1103,0,8,0,0,0,0,0,4,0,252,17,266,10,41,5,107,0,192,162,198,0,24,0,10,0,992,0,4,0,144,0,172,0,26,36,4,92,1,0,434,98,1003,157,192,35,0,0,0,124,0,0,0,0,0,0,0,0,30,0,6,1647,0,0,608,0,0,0,351,366,53,187,0,0,360,0,97,303,381,0,168,299,538,699,1221,1017,883,639,1042,14,0,0,14,0,0,5,82,537,642,61,25,115,33,87,0,203,59,243,713,753,756,665,0,0,0,65,0,88,0,0,0,0,0,2,0,7,10,2,61,704,252,926,21,0,0,0,0,0,33,58,18,0,0,0,30,13,55,105,15,0,0,0,0,43,0,593,0,0,0,0,0,92,19,478,0,0,0,0,0,49,0,0,0
RIBL,412,0,0,0,400,10,0,0,0,0,108,34,0,27,0,16,0,154,0,61,0,35,0,2436,71,0,221,0,677,21,159,0,458,1546,188,0,0,18,0,127,0,118,0,991,0,223,0,347,0,3,3,27,24,0,0,48,0,465,0,718,0,1114,0,0,0,2,0,7,356,415,1073,1387,7,792,0,371,1,90,176,23,68,421,1252,0,0,0,0,8,0,0,0,0,133,500,0,0,176,0,0,237,0,187,362,167,0,0,44,151,0,133,0,57,0,93,0,1,0,6,238,62,0,248,44,0,138,0,0,0,212,5,124,0,551,0,201,195,138,0,19,0,136,446,68,490,31,0,261,0,0,0,0,0,0,0,0,0,0,76,31,233,458,0,363,0,497,0,0,0,12,33,771,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBR,81,529,0,0,0,407,0,0,0,0,22,1,44,0,0,0,21,0,44,0,35,0,1,206,2650,18,0,80,0,467,0,65,2090,459,136,0,0,0,39,0,201,0,40,108,1060,0,140,0,339,111,4,1,8,0,0,0,80,0,682,0,677,0,1086,0,1,0,1,387,94,1429,116,20,1118,0,719,0,160,268,130,389,8,1357,485,0,0,0,0,0,0,0,0,0,71,0,608,176,0,0,0,0,166,211,120,424,0,0,57,0,65,0,214,0,37,9,52,0,27,356,24,0,51,336,0,0,147,0,0,0,194,195,0,145,6,517,139,192,0,22,0,63,564,119,461,160,0,42,0,212,0,0,0,0,0,0,0,0,0,29,50,252,0,520,0,277,395,0,0,0,0,52,876,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFL,755,0,60,0,0,0,1693,0,43,0,31,295,0,11,0,4287,37,10,0,357,0,765,0,42,0,0,536,0,974,0,0,0,0,0,34,0,0,74,0,1,0,0,0,5,0,153,0,0,0,0,30,0,0,2830,0,0,0,214,0,48,0,0,0,923,0,1303,0,148,0,0,0,183,0,45,0,0,79,1857,77,115,927,90,5,149,2916,7107,0,36,0,1083,326,70,0,12,0,0,0,0,22,0,0,0,919,0,0,0,315,50,0,103,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,11,0,0,70,0,56,411,0,0,1,0,0,147,0,0,0,317,0,1821,0,0,3760,2310,1171,1546,0,0,0,63,0,21,0,0,1549,0,15,0,117,11,1513,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFR,4,249,0,49,0,0,0,2851,0,0,110,0,242,0,455,28,3501,0,24,0,599,0,1985,0,0,847,0,590,15,467,0,0,0,0,10,277,327,0,85,0,0,0,0,0,1,0,18,0,15,0,0,5,0,0,385,0,100,0,54,0,37,0,0,0,1256,0,1900,0,82,0,4,0,247,0,28,0,0,22,1685,88,116,0,151,3104,1488,1226,6906,202,1124,0,1619,142,0,0,0,0,0,22,0,0,0,0,0,860,0,62,172,0,64,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,83,0,0,661,0,0,0,0,0,108,0,0,0,144,0,1485,0,2018,1607,1038,1080,0,0,0,0,28,0,14,0,0,2055,0,35,0,52,0,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGL,192,0,15,0,3,0,0,0,0,0,752,15,0,0,0,0,0,0,0,0,0,0,0,70,0,13,115,0,213,0,0,0,5,1625,21,0,0,181,0,81,0,283,0,467,0,314,0,509,0,1643,868,26,1134,0,0,8,0,930,0,599,0,889,0,27,0,0,0,17,860,0,23,13,13,493,46,26,604,0,136,0,617,625,430,0,3,0,0,17,0,1320,76,0,959,291,0,237,0,0,0,0,533,116,523,392,0,0,408,108,0,0,0,101,0,0,666,0,0,1,0,0,0,0,0,0,0,903,0,38,427,12,205,1,0,1,238,2,599,197,429,67,5,0,18,9,130,0,54,0,831,985,28,0,0,0,27,0,231,821,1278,83,44,0,5,0,2662,0,0,0,16,103,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGR,0,445,0,86,0,42,0,0,0,429,267,0,3,0,0,0,0,0,0,0,0,0,0,0,69,0,0,45,0,318,0,0,1316,148,48,373,1106,0,60,0,52,0,79,0,455,0,200,0,805,892,1608,1111,0,0,1,0,24,0,845,0,263,0,746,0,1,0,0,852,1,18,0,0,8,13,1102,294,91,282,0,466,20,276,588,14,0,0,0,526,11,2,472,0,1266,0,351,0,166,0,0,533,0,174,384,713,0,0,855,0,159,0,1,0,49,812,0,0,0,1,16,0,0,0,0,0,0,0,668,591,0,971,0,4,0,0,0,80,43,262,26,280,0,28,37,5,0,4,0,199,895,275,0,0,0,0,0,60,0,1551,432,858,0,2,0,0,2172,0,0,0,11,0,203,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIH,143,108,0,0,1,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,148,83,256,0,0,0,0,0,0,171,157,0,82,97,1311,1002,866,1065,986,1298,26,0,805,1088,1064,967,0,0,0,0,0,0,0,0,61,124,783,708,102,880,0,0,0,0,0,0,81,92,297,224,368,265,5,5,0,0,0,0,13,14,3,0,0,0,1,0,27,122,0,156,350,366,187,211,0,0,116,174,0,8,11,740,904,604,48,136,0,0,145,340,0,0,0,10,0,0,24,27,544,514,461,646,254,0,0,0,69,0,4,1,0,0,1,68,10,7,15,0,0,0,0,303,277,194,329,53,95,0,0,0,0,0,0,0,0,5,43,207,230,13,14,11,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIML,182,0,7,0,9,0,44,0,21,538,20,7,0,0,0,534,0,44,0,14,0,29,0,200,2,0,32,0,32,0,39,0,2,57,170,43,183,0,18,0,0,47,0,29,32,0,4,0,0,1332,1598,1172,1971,0,0,0,0,60,0,42,30,48,0,1170,0,31,0,118,1050,0,35,111,0,739,0,593,1050,503,299,104,241,496,272,0,353,126,0,32,0,186,0,0,153,275,53,362,120,919,0,523,384,8,0,375,0,0,6,0,8,0,0,26,4,657,214,0,0,214,1043,0,30,78,0,0,21,0,209,106,920,141,277,31,817,368,394,97,317,0,135,0,709,692,754,593,0,0,20,0,0,0,0,0,0,14,7,0,132,790,799,100,0,93,0,65,133,0,0,106,349,70,352,0,214,0,0,0,0,0,0,0,0,0,0,0,124,0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,1006,0,300
RIMR,0,110,0,0,0,8,0,21,36,53,46,0,27,0,0,0,343,0,30,0,11,0,50,0,249,220,0,11,0,87,0,15,45,0,125,0,0,0,0,0,0,9,2,23,26,0,11,0,0,1800,1472,2026,1083,0,299,11,0,0,39,27,30,7,55,6,1830,0,91,1160,211,64,0,43,255,17,831,916,429,467,293,166,84,273,416,240,0,0,143,0,48,0,314,0,105,50,187,167,424,0,860,392,713,11,375,0,0,0,18,3,31,0,0,4,5,236,615,0,2,964,307,26,0,37,0,0,4,0,51,78,264,356,16,201,115,629,49,460,4,257,23,124,607,663,632,653,0,0,0,17,2,0,0,0,0,0,0,112,0,712,783,192,54,0,87,0,139,0,29,288,159,0,274,301,25,0,0,0,49,0,431,0,574,0,0,0,0,0,1,0,0,0,0,0,8,0,362,0,1598,0,0,0,0,0,0,0,0
RIPL,0,0,2,0,0,0,256,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,3991,186,19,0,7567,0,0,0,1135,0,1858,0,0,0,0,3,38,0,250,0,0,0,38,0,144,0,1455,0,0,0,0,0,0,0,0,0,0,0,84,0,217,248,166,43,0,0,43,28,6,0,3,0,0,0,2068,0,0,0,0,0,0,0,0,0,740,0,0,0,1586,0,3224,8,0,0,4608,0,26,13,99,3,0,0,29,39,481,979,634,308,0,109,28,0,0,14,0,0,0,60,64,0,15,28,0,2,0,0,0,4779,0,7999,0,0,0,0,0,0,0,0,0,0,0,0,0,418,16,509,0,0,0,0,139,69,141,0,0,0,1379,369,13,15,0,0,0,0,0,0,0,0,0,0,0,0,866,668,537,23,0,23,0,49,0,0,0,0,0,0,0,0
RIPR,0,0,0,26,0,0,0,263,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,6025,0,120,0,7060,0,0,0,1308,0,2102,0,0,1,0,0,41,0,141,0,5,0,3,0,249,0,39,0,0,0,0,0,0,0,0,0,0,0,28,189,325,36,66,0,0,42,0,0,23,37,1,0,0,1771,0,0,0,0,0,0,62,0,0,904,0,0,1586,0,0,0,3751,0,0,0,3945,55,61,50,74,1,0,42,67,364,988,413,408,0,8,2,0,0,0,4,0,112,343,215,50,8,0,130,0,0,0,0,0,6584,0,8382,0,0,0,0,0,0,4,0,0,0,0,0,0,638,0,840,0,0,0,69,98,0,0,0,0,0,0,0,0,0,0,0,0,1094,1160,103,94,0,0,0,0,0,0,0,0,0,0,0,0,1145,1408,10,5,0,0,325,2
RIR,2253,1862,1,38,48,324,0,0,0,0,2135,18,100,0,0,136,247,0,0,0,0,0,0,579,981,0,120,363,541,851,0,0,762,883,1205,0,0,0,0,0,0,1,0,0,0,0,0,177,226,0,72,0,0,0,0,0,0,1764,1735,0,0,112,284,0,0,132,26,221,158,3,0,351,546,846,1181,490,44,119,133,150,257,169,261,93,20,9,0,481,422,3001,2720,0,111,290,360,44,57,315,172,408,855,604,6,18,0,0,0,0,0,0,0,5,1,364,153,0,68,0,0,0,0,0,0,0,20,0,0,0,0,593,0,5,0,60,22,9,1,34,75,101,1,24,2,3,0,4,1,6,0,0,0,0,0,35,0,2522,2500,27,29,273,0,0,0,0,70,0,0,0,0,188,56,4,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DL,3,0,65,0,109,0,98,0,0,0,0,58,93,0,0,21,0,70,0,136,0,91,0,237,0,0,19,0,11,0,86,45,180,142,0,0,0,5913,0,306,0,0,0,2290,0,4032,0,0,0,39,0,0,0,0,0,99,0,200,0,5388,0,0,0,122,0,117,0,35,5,44,51,70,0,17,0,12,0,23,0,94,263,51,35,107,1,77,0,0,0,0,0,550,50,96,0,151,0,50,0,108,0,48,0,3,3224,0,0,0,0,1292,0,214,0,0,0,0,717,0,0,3373,0,599,935,527,547,0,8,0,0,0,0,0,0,0,0,0,0,49,0,0,0,160,151,0,5652,0,4,0,0,0,90,0,156,48,36,126,0,31,22,94,1938,0,0,0,50,46,0,11,5,0,28,0,0,1834,1065,155,336,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DR,0,71,0,40,0,76,0,0,0,0,0,18,4,0,0,0,16,0,10,0,44,0,26,0,115,0,0,34,0,24,13,36,42,59,0,0,0,0,7018,0,124,0,0,82,1662,0,5558,0,0,161,56,0,0,0,0,0,1,0,216,0,6322,0,0,0,0,0,44,14,19,63,19,0,84,0,41,0,4,0,0,82,161,0,236,11,101,0,110,90,0,0,0,800,27,0,97,0,65,0,64,0,159,136,8,31,8,3751,0,0,0,0,1428,0,10,0,0,997,0,0,0,0,3291,350,873,492,586,0,0,1,0,0,0,0,0,0,0,0,76,0,0,0,168,0,0,113,0,4296,0,0,0,0,0,59,160,0,71,0,81,18,16,50,0,1556,0,0,52,0,36,5,43,0,29,0,0,0,0,0,0,0,0,0,0,1034,775,61,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1L,0,0,82,0,115,0,464,0,418,0,0,25,32,0,0,0,0,134,0,262,0,49,0,54,0,0,2,0,7,0,97,54,73,3,0,0,0,0,0,5088,0,0,0,2223,0,0,0,24,0,0,52,80,0,121,0,3198,0,491,0,0,0,0,0,3,0,44,0,35,0,0,162,9,0,92,0,60,0,0,0,3,0,339,374,0,0,50,0,0,0,0,0,27,0,432,303,133,0,103,0,0,0,0,0,0,0,0,0,1292,0,0,0,1210,0,90,0,1330,590,443,846,1403,419,137,58,4591,146,0,0,0,0,0,7,0,23,2,31,3,0,20,307,0,0,35,166,0,1228,0,1493,0,1331,0,0,0,339,0,4,0,0,0,0,3,142,0,4,0,0,70,0,1,17,0,2,179,0,48,1191,0,432,0,53,0,0,0,0,0,0,0,0,0,0,0,1899,0,835,0,208,0,0,0,0,0,0,0,0,0,0
