neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
AVDR,0,4,1420,260,0,0,2820,1070,0,6,100,2,10,42,0,1698,325,0,0,0,256,73,126,182,16,752,0,0,0,0,0,0,580,295,697,2076,0,292,137,35,5,0,0,0,76,292,114,150,0,84,127,171,27,592,133,963,290,283,40,184,349,261,0,557,657,377,0,280,139,1,197,46,0,185,43,395,305,1325,825,332,0,1727,74,255,5072,1536,344,3334,538,103,122,1058,18,0,0,110,0,394,59,648,0,0,200,63,0,0,0,162,74,0,6,0,0,59,674,5,0,0,0,87,0,0,0,0,0,0,10,0,5,497,0,257,0,796,285,141,915,76,5,83,0,247,0,146,25,123,98,0,0,50,184,1,299,530,321,643,16,1452,0,2,0,8,140,131,0,56,215,113,475,547,4599,1,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVEL,1,2,18,0,0,0,60,0,7,0,63,0,0,0,0,97,0,0,0,503,0,0,0,515,0,273,0,0,0,0,0,0,356,930,654,565,324,165,0,221,0,0,1,6,2814,0,156,0,201,145,455,27,88,263,0,60,0,276,0,205,710,0,1442,179,95,0,0,473,571,22,0,0,0,841,834,15,32,442,56,20,1727,0,111,35,146,24,0,206,580,6,49,212,204,0,68,284,1273,18,0,656,351,42,289,349,0,0,212,10,5,361,1006,0,27,129,84,19,314,313,1,94,507,0,0,16,0,8,482,19,2,386,441,57,862,6,97,13,342,85,305,29,0,505,64,543,78,0,0,0,11,0,31,184,0,1033,24,104,252,3,799,983,91,1,885,25,700,69,300,0,32,0,288,366,660,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVER,10,149,0,81,0,0,0,202,0,0,1,0,0,0,0,0,95,0,0,0,477,0,0,0,755,313,0,0,0,0,0,0,982,65,642,967,161,0,102,0,148,4,0,2546,1,58,107,169,0,312,79,136,107,331,29,0,8,13,195,1071,200,1449,0,92,109,0,0,282,433,0,0,0,1,838,801,1,284,155,455,1435,74,111,0,61,97,0,93,430,143,558,18,0,59,90,0,1535,271,0,170,349,335,0,235,373,0,0,137,0,115,355,177,47,0,56,88,553,0,12,482,336,38,9,42,0,0,125,113,4,0,578,318,721,149,227,9,267,36,327,110,94,130,73,421,54,460,0,21,26,0,153,29,0,311,600,1,95,1,20,487,922,84,701,34,582,10,298,0,177,0,15,0,536,5,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJL,0,0,305,468,0,0,1304,1166,59,106,188,0,0,0,0,152,454,59,0,229,0,210,0,0,0,7342,5,0,0,0,0,0,9,0,100,1252,57,198,117,0,44,0,0,66,0,121,88,0,49,23,86,0,3,366,0,44,833,46,198,137,211,0,77,0,1168,0,48,0,0,678,0,1,828,0,0,0,352,1968,3530,4051,255,35,61,0,3919,1766,3513,3712,3865,114,1202,3585,0,0,0,0,0,576,3027,0,0,66,0,571,0,0,5,65,17,0,0,0,0,157,83,0,0,0,0,0,3,0,0,0,0,0,0,0,0,31,175,0,274,137,276,224,39,9,15,0,443,19,7,58,0,125,105,0,0,464,0,415,375,333,570,1397,2747,6,0,0,0,28,0,0,50,0,48,337,392,406,0,725,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJR,0,0,499,304,0,0,1373,970,132,209,306,0,9,10,0,408,289,0,5,0,233,0,170,0,0,1749,0,49,7,8,0,0,0,0,69,1463,0,100,169,9,0,0,0,0,8,141,211,176,0,34,84,0,0,128,151,411,5,442,93,559,120,141,0,1734,0,241,0,0,2,0,409,332,0,0,0,379,16,3771,1329,235,5072,146,97,3919,0,5911,1152,4558,1855,936,305,1779,0,0,0,0,0,3553,991,0,0,0,480,0,78,0,0,2,24,0,0,0,0,5,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,21,117,0,261,48,9,42,24,0,270,0,97,13,0,0,150,196,0,0,2,214,161,430,620,268,737,405,2157,0,0,0,0,84,115,0,0,400,265,405,279,2411,256,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUL,0,0,0,0,0,0,6771,15,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1138,0,0,0,0,0,0,0,0,158,227,0,404,497,0,0,0,0,0,0,91,140,5,0,0,1,0,12,2503,0,148,0,0,0,57,31,0,0,226,0,31,0,0,0,0,0,59,0,0,0,0,20,229,263,110,1536,24,0,1766,5911,0,1089,631,171,18,133,4505,0,0,0,0,0,5973,1230,0,0,0,307,0,14,0,0,173,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,215,0,29,10,0,0,0,0,29,209,392,0,0,480,0,96,23,0,1232,2550,794,1446,0,0,0,53,38,297,0,0,478,0,158,0,366,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUR,0,0,0,0,0,0,0,6753,0,0,0,0,0,0,0,0,107,0,0,0,4,0,49,0,0,6322,0,0,0,0,0,0,0,0,12,490,0,0,291,0,0,0,0,0,0,0,238,0,0,16,0,0,0,0,1024,0,124,0,6,0,160,0,0,0,196,0,14,0,0,0,0,0,35,0,0,0,0,290,1035,928,344,0,93,3513,1152,1089,0,328,212,0,0,4621,0,0,0,0,0,0,4876,0,0,0,0,268,0,62,0,0,133,0,435,0,0,0,11,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,2,1050,0,22,0,0,89,0,24,0,0,0,98,0,0,0,683,0,1012,0,1408,1438,0,116,0,0,0,0,271,0,104,0,0,1140,0,111,0,555,0,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCL,1,44,959,142,0,0,1503,1074,0,1,2100,0,0,0,0,222,164,0,0,0,0,0,0,0,0,1389,0,0,34,11,0,0,75,25,678,2558,1149,0,0,0,1,0,1,0,0,0,2,175,37,28,4,0,7,518,243,275,907,22,38,0,11,171,217,292,292,0,0,3,0,0,0,0,21,1,0,708,798,3477,3884,1886,3334,206,430,3712,4558,631,328,0,3664,4956,2029,187,0,0,0,1,0,234,146,58,0,0,10,0,0,5,260,0,0,0,0,0,0,91,74,0,0,0,0,0,50,0,0,0,0,0,0,0,77,33,19,114,347,62,68,769,393,115,44,125,60,0,0,2,0,9,0,0,2,198,191,0,0,0,1,59,998,1456,26,25,0,0,0,15,165,0,3,0,621,216,4288,121,50,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCR,0,0,0,281,0,0,0,1269,413,0,1954,0,0,0,0,25,90,0,0,0,0,0,0,0,0,3242,0,0,0,17,0,0,101,26,1398,2714,582,8,0,0,0,0,0,0,0,8,0,0,37,5,50,152,274,0,85,0,128,0,0,62,71,0,75,159,163,0,0,12,23,0,0,0,20,0,3,1194,1032,3671,2326,3327,538,580,143,3865,1855,171,212,3664,0,778,5124,1608,1,0,0,0,5,46,130,0,7,0,16,59,119,0,254,0,0,0,0,0,0,639,461,0,0,0,4,71,11,0,0,0,0,0,9,70,17,54,176,236,937,275,1062,1001,988,34,330,0,249,23,82,75,43,231,0,0,0,0,620,0,0,0,1,123,1482,5,5,151,0,0,16,0,90,6,0,0,306,135,1747,143,474,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPL,806,0,867,0,0,0,0,0,0,0,4683,0,0,0,0,1272,41,0,0,0,0,0,0,4,0,438,184,0,822,2,0,0,3,169,1320,246,0,0,0,0,0,0,0,0,0,3,0,93,0,0,0,0,0,827,20,0,0,647,0,0,0,66,0,1888,0,8,0,0,276,0,0,6,0,18,0,514,650,2669,3319,161,103,6,558,114,936,18,0,4956,778,0,153,0,0,0,0,0,0,1859,0,450,0,0,260,0,0,0,2831,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,222,0,10,0,211,21,0,0,208,0,0,0,0,0,1,0,0,0,185,133,0,0,0,0,0,140,7734,374,447,0,0,0,0,0,72,0,0,0,0,866,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPR,0,266,0,817,0,0,0,13,0,0,4891,36,0,0,0,109,1601,0,0,0,0,0,0,0,68,422,0,69,0,808,0,0,116,0,1478,1065,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,5,8,0,5,0,0,0,920,0,0,0,84,0,766,0,0,273,0,0,0,0,94,1,81,133,827,2036,2531,359,122,49,18,1202,305,133,0,2029,5124,153,0,189,204,0,21,0,42,296,3352,0,246,0,0,48,0,0,2548,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,180,11,1,27,79,0,1,0,361,4,0,121,6,0,0,0,0,105,4,0,0,0,40,62,7967,41,166,216,34,0,0,0,0,328,0,0,24,3,0,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVR,0,0,0,0,0,0,4944,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,293,1301,0,1184,564,0,0,0,0,0,0,126,265,0,0,0,2,13,0,509,666,834,37,161,113,15,42,0,265,2,395,0,0,0,0,0,0,0,0,0,0,21,0,981,268,421,1058,212,0,3585,1779,4505,4621,187,1608,0,189,0,0,0,0,0,0,189,90,0,0,0,0,0,597,610,0,451,437,823,12,0,8,435,600,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,676,11,557,400,0,70,12,0,3,0,0,266,0,401,406,0,0,325,498,154,231,0,0,0,8,0,0,0,0,506,699,506,398,0,0,80,2,372,0,211,888,197,0,0,0,3,0,1,0,331,0,4,0,0,0,148,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVT,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,61,2,18,30,49,122,0,60,165,311,10,72,10,242,377,312,78,202,4,0,0,0,65,29,7,32,144,204,229,151,0,1,0,0,366,429,0,0,0,0,63,158,108,0,34,0,16,18,204,59,0,0,0,0,0,1,0,204,0,0,0,10,173,256,0,0,1277,1743,50,111,14,0,0,374,48,80,7,2,92,53,270,108,0,0,28,64,0,0,3,0,0,43,2978,1928,64,2,0,183,0,13,0,0,0,87,14,156,76,50,16,46,12,6,36,113,133,275,402,230,0,0,0,0,0,80,0,2781,1701,2299,35,158,0,22,3618,0,0,6,0,0,124,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAL,769,0,0,0,102,0,0,0,0,0,105,0,74,0,0,35,0,69,0,0,0,0,0,713,0,0,12,0,108,0,0,4,0,986,0,5,0,0,0,7,2,680,0,99,4,48,39,115,64,201,0,151,236,0,237,10,0,1522,0,0,0,95,0,27,0,0,0,0,82,14,112,438,22,806,4,187,147,0,15,2,0,0,90,0,0,0,0,0,0,0,0,0,0,0,1339,555,0,43,0,352,0,321,300,17,0,0,333,86,0,421,138,98,0,569,402,1006,643,674,735,1054,511,25,0,0,12,159,97,84,0,311,72,121,286,185,50,111,13,249,16,214,22,809,563,580,850,0,0,126,0,82,0,0,0,0,0,0,5,0,0,19,0,335,38,588,63,10,0,0,0,47,0,1,15,98,0,0,0,0,47,0,16,0,0,0,0,53,83,133,118,101,0,0,0,0,20,0,3,0,0,0,0,33,49,128,84,212
RIAR,0,631,0,0,0,53,0,0,0,91,64,21,0,0,0,0,29,0,155,0,0,0,0,0,966,0,0,13,0,66,17,11,634,0,15,0,167,0,0,0,0,0,194,3,145,25,21,169,69,5,204,233,181,0,80,0,0,0,1175,0,0,0,53,0,97,0,2,51,0,196,49,0,442,71,955,136,189,1,0,0,0,68,0,0,0,0,0,0,0,0,21,0,10,1339,0,0,680,0,36,0,232,345,53,120,0,0,291,0,87,254,174,0,99,276,261,731,1069,794,817,625,1214,0,0,0,0,33,100,0,100,191,469,572,127,115,149,20,144,11,337,35,254,894,762,805,582,0,0,0,62,0,101,0,0,0,0,0,0,0,9,18,0,83,431,104,586,0,0,0,0,0,0,9,64,10,0,0,0,8,0,31,0,0,0,0,0,0,2,0,13,7,0,0,0,78,33,44,19,0,0,0,0,0,3,0,0,0
RIBL,351,44,0,0,354,0,0,0,0,0,70,46,2,0,0,0,0,189,0,180,0,31,0,2475,95,0,70,0,679,0,96,0,542,1886,183,0,0,33,0,64,0,171,0,1110,14,186,0,486,0,0,20,7,0,0,0,51,0,523,0,1142,0,1022,0,0,0,0,0,1,324,442,926,1234,0,511,0,202,0,110,106,39,110,284,1535,0,0,0,0,1,0,0,0,0,173,555,0,0,143,0,0,377,9,107,209,104,0,0,73,74,0,104,0,66,0,43,0,17,0,7,324,54,0,61,91,0,269,223,0,0,0,187,0,207,0,308,0,302,155,53,0,3,0,69,239,83,334,15,0,274,0,0,0,0,0,0,0,0,0,0,62,4,207,355,0,273,0,260,0,0,0,0,178,659,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBR,11,631,0,0,16,378,0,0,0,0,99,0,92,0,0,0,0,0,61,0,52,0,0,0,2865,143,0,76,0,337,0,59,1436,631,99,0,0,0,38,0,143,0,16,25,972,0,88,0,331,23,0,0,30,0,0,0,47,0,286,0,686,0,859,0,0,0,0,199,26,837,593,0,1476,0,683,6,270,169,77,119,0,1273,271,0,0,0,0,0,5,0,42,0,256,0,680,143,0,0,6,0,130,226,80,363,0,0,46,0,68,0,301,0,74,0,27,0,16,189,1,0,19,249,0,22,157,0,179,0,0,11,407,0,228,0,507,35,198,0,53,0,22,392,146,408,194,0,68,0,160,0,0,0,0,0,0,0,0,0,2,92,269,0,229,0,287,116,0,0,1,0,48,776,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFL,973,174,262,0,0,0,1710,0,0,0,0,59,0,83,0,3772,158,0,0,177,0,866,0,0,0,199,581,0,882,65,0,0,0,0,22,0,0,194,0,0,0,0,0,0,0,168,0,0,0,0,5,0,0,580,0,6,0,22,0,31,0,0,0,550,0,1525,0,109,0,0,0,112,0,35,0,0,8,1441,205,84,394,18,0,576,3553,5973,0,234,46,1859,296,189,0,43,0,0,0,0,0,0,0,0,1415,0,0,0,249,39,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,110,0,1,0,0,26,0,8,271,0,0,0,0,12,292,0,0,0,133,0,1509,6,0,2065,3128,1168,887,0,0,0,18,0,55,0,0,1865,0,105,0,25,11,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFR,0,416,0,449,0,0,0,1355,0,0,42,0,112,0,34,0,4084,0,0,0,162,0,633,0,176,1516,19,973,0,1278,0,0,0,0,8,33,0,0,236,0,0,0,0,0,0,0,22,0,0,60,0,0,0,0,207,0,0,0,92,0,14,0,0,0,536,0,1003,0,32,0,0,0,292,0,316,0,0,15,1817,23,59,0,170,3027,991,1230,4876,146,130,0,3352,90,0,0,36,0,6,0,0,0,0,0,0,1082,0,1,299,0,40,0,127,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25,27,10,48,0,0,980,0,0,0,0,0,220,0,0,0,127,0,1553,0,2480,2877,1320,607,0,0,0,0,57,0,162,0,0,1531,47,2,0,296,0,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGL,300,7,7,0,0,0,0,0,307,0,261,0,0,0,0,0,0,0,0,0,0,0,0,75,0,332,1,0,73,0,0,0,292,864,13,29,3,139,0,2,0,225,0,527,0,356,0,735,0,1267,242,0,337,0,0,286,0,1012,0,462,0,810,0,0,0,0,0,100,994,0,24,31,5,815,5,4,169,0,212,236,648,656,349,0,0,0,0,58,0,450,0,0,1277,352,0,377,0,0,0,0,634,254,197,167,0,0,804,180,0,110,0,58,0,0,888,0,0,0,1,0,0,12,0,0,8,2276,1483,0,678,609,0,69,0,19,0,560,0,378,43,346,76,11,0,20,10,96,0,47,0,729,568,0,0,0,0,0,0,68,619,849,27,57,0,0,0,2206,0,0,0,0,100,1,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGR,0,384,0,76,0,9,0,0,0,276,432,0,0,0,0,0,0,0,0,0,0,0,0,0,15,210,0,35,0,283,0,0,839,630,35,0,38,0,110,0,3,0,141,0,469,0,564,0,817,513,910,242,0,0,0,0,47,0,1122,0,515,0,517,0,0,0,0,977,7,0,0,20,37,118,892,103,3,519,0,661,0,351,335,0,0,0,0,0,7,0,246,0,1743,0,232,9,130,0,0,634,0,46,132,312,0,0,1007,0,353,0,0,0,77,581,0,0,0,13,1,0,35,0,0,0,45,1696,970,678,196,0,204,0,73,4,2,0,308,9,428,69,504,0,6,55,0,0,119,0,228,819,606,0,0,0,0,0,162,0,943,243,670,0,30,0,0,1425,0,0,0,0,0,27,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIH,113,64,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,129,148,0,0,2,0,0,0,97,92,7,319,0,1147,465,896,619,1293,984,62,11,668,622,1012,843,0,0,0,0,0,0,0,0,125,132,875,889,497,624,0,0,0,0,0,0,62,72,345,433,199,156,0,0,0,0,0,0,42,0,66,0,0,0,0,0,0,0,0,50,321,345,107,226,0,0,254,46,0,12,13,460,495,651,122,159,0,0,449,245,2,0,14,12,0,0,4,45,262,350,422,375,0,80,0,0,0,0,0,0,0,0,0,0,31,0,46,3,0,0,13,0,131,216,382,278,0,0,0,0,0,0,0,0,0,0,1,41,505,225,35,243,63,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
RIML,173,4,0,0,7,0,40,0,4,418,31,0,0,0,0,242,0,64,0,6,0,109,0,184,12,130,2,0,17,0,142,0,66,149,85,14,0,0,0,0,0,0,0,46,10,0,0,0,0,1171,1687,891,1554,11,123,0,0,0,0,50,10,81,21,1661,85,92,0,353,796,0,0,124,0,554,0,633,909,552,188,208,200,289,235,0,480,307,0,10,16,260,0,0,111,300,53,209,80,1415,0,197,132,12,0,184,0,0,0,0,0,0,0,0,2,548,99,0,0,386,1144,0,0,0,0,0,31,472,1260,5,74,644,61,232,0,553,152,352,74,247,3,88,0,577,713,760,382,0,0,0,0,0,0,0,0,0,38,53,0,251,692,774,93,0,85,0,44,80,2,0,163,105,192,238,12,60,0,0,0,0,0,0,0,0,0,0,0,86,0,374,0,973,0,0,0,0,0,0,0,0,0,0,0,98,0,497,0,432
RIMR,0,30,0,0,0,0,0,0,337,11,8,0,1,0,0,0,185,0,265,0,31,0,34,0,129,630,0,2,0,124,0,54,36,54,214,22,359,0,0,0,0,14,24,26,29,0,0,0,0,1859,1369,1888,1197,0,193,0,0,0,3,0,122,45,35,0,1329,0,28,1000,213,9,0,0,194,102,887,963,398,420,511,80,63,349,373,571,0,0,268,0,59,0,48,0,14,17,120,104,363,0,1082,167,312,13,184,0,0,0,0,0,0,0,0,10,12,77,481,0,0,869,324,4,0,6,0,0,5,1085,635,0,45,83,955,17,413,206,452,35,242,0,290,0,62,563,586,446,732,0,0,0,18,0,65,0,0,0,146,0,119,0,396,849,246,43,0,106,0,19,0,79,179,188,0,271,137,5,0,0,0,111,0,266,0,17,0,0,0,0,0,0,0,0,0,0,0,146,0,530,0,217,0,0,0,0,0,0,0,0
RIPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7499,0,259,0,7689,0,0,0,2633,0,436,0,0,0,0,0,0,0,2,0,0,0,82,0,67,0,384,0,0,0,0,0,0,0,0,0,0,0,29,0,30,0,102,0,0,0,0,78,14,0,0,119,0,0,597,0,0,0,0,0,0,0,0,0,460,0,0,0,226,0,4462,0,0,0,4203,0,65,0,174,74,0,0,216,41,712,573,1020,365,0,0,191,43,0,0,0,0,0,0,7,0,0,34,0,0,0,0,0,0,7142,0,8392,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,0,10,0,0,0,0,268,110,20,0,0,0,2195,934,17,30,0,0,0,0,0,0,0,0,0,0,0,0,1554,1520,23,2,0,0,0,0,0,0,0,0,0,0,0,0
RIPR,0,0,0,6,0,0,0,664,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,5376,0,404,0,8140,0,0,0,591,0,2059,0,0,0,0,0,163,0,251,0,47,0,8,0,220,0,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,407,24,0,0,0,0,0,0,62,5,0,0,0,610,0,0,0,0,0,0,1,0,0,495,0,0,226,0,0,0,3731,0,0,0,3390,0,0,31,75,0,0,12,219,682,1643,870,851,0,0,0,92,0,0,0,0,0,6,33,43,0,0,0,38,0,0,0,0,0,7082,0,8528,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1053,0,0,0,51,25,0,0,0,0,0,0,0,0,0,0,0,0,2202,298,39,2,0,0,0,0,0,0,0,0,0,0,0,0,1520,372,109,4,2,108,0,0
RIR,2098,1560,6,22,83,41,0,0,0,0,2144,102,101,0,0,197,213,0,0,0,2,0,0,351,331,0,33,65,419,1137,14,0,606,697,917,0,0,0,0,0,0,5,8,0,0,0,0,74,209,0,40,0,0,0,290,0,0,1724,1434,0,0,308,210,0,19,80,1,138,208,1,2,476,585,788,672,55,86,185,129,17,0,212,137,5,0,0,0,260,254,2831,2548,0,374,333,291,73,46,249,299,804,1007,651,0,0,0,0,0,0,0,0,0,7,10,291,207,0,11,0,0,0,0,0,0,0,155,2,72,0,0,21,5,1,16,0,8,5,32,99,27,387,214,5,17,4,0,0,0,9,25,0,0,0,12,0,0,0,2326,2033,0,0,434,0,0,0,0,69,0,0,0,0,27,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DL,0,0,155,0,92,0,49,0,0,0,31,81,69,0,0,6,0,89,0,81,0,15,0,146,0,0,9,0,0,0,110,85,136,47,0,0,0,5936,0,616,0,0,0,1449,212,4985,0,0,0,0,0,0,0,0,0,41,0,79,0,5722,0,0,0,29,0,24,0,46,0,74,34,53,0,36,0,0,0,21,0,105,162,10,0,65,2,173,0,0,0,0,0,451,48,86,0,74,0,39,0,180,0,122,0,0,4462,0,0,0,39,1554,0,8,0,0,0,0,743,0,0,2781,0,413,358,78,416,24,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,122,182,0,4916,0,0,0,11,0,96,0,188,36,45,107,0,18,3,89,2051,0,0,0,61,18,0,45,10,0,25,0,0,1610,430,118,182,6,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DR,0,1,0,161,0,156,0,0,0,0,0,34,116,0,0,0,12,0,29,0,202,0,23,0,162,0,0,0,0,0,71,66,84,84,0,0,0,0,4640,0,408,0,0,3,1715,0,5412,0,0,0,0,0,0,0,0,0,0,0,105,0,4930,0,0,0,85,0,12,2,57,83,99,0,27,0,23,0,8,4,12,66,74,5,115,17,24,29,133,0,0,0,0,437,80,0,87,0,68,0,40,0,353,159,0,0,0,3731,0,39,0,0,882,0,4,0,0,603,0,0,0,0,3560,694,61,1027,486,22,65,0,36,0,0,0,0,0,0,0,0,4,0,0,0,74,0,0,174,0,6170,0,10,0,0,0,185,361,95,24,0,92,55,147,133,0,1700,0,0,26,0,127,14,85,17,17,0,0,0,0,0,0,0,0,0,0,1832,841,266,168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1L,0,0,134,0,2,0,190,0,0,0,0,10,26,0,0,0,0,246,0,117,0,44,0,5,0,0,2,0,0,0,53,37,0,0,0,0,0,0,0,4510,0,0,0,1953,0,2,0,18,0,0,33,157,0,352,0,3147,0,503,0,677,0,0,0,0,0,0,0,18,0,0,31,0,0,0,0,2,0,0,0,2,0,361,355,0,0,55,0,0,0,0,0,823,7,421,254,104,0,6,0,110,0,0,0,0,0,0,0,1554,0,0,0,838,0,159,0,1120,450,803,491,953,631,360,46,3860,212,0,0,0,875,0,0,101,0,0,9,9,9,0,0,44,0,0,22,231,0,1307,0,1436,0,1938,0,1,0,252,22,32,0,0,0,1,0,11,0,67,0,26,70,0,31,24,0,0,661,0,6,745,0,354,0,30,0,0,0,0,0,0,0,0,0,0,3,1346,0,756,0,11,0,0,0,0,0,0,0,0,0,0
