neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
IL1VL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,139,0,0,0,0,471,0,6100,0,1538,215,0,0,4153,0,5,0,0,0,0,0,0,101,0,0,0,5288,1,39,0,0,0,0,60,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,221,57,181,0,28,2,0,0,100,0,343,2,0,4171,0,181,0,0,906,0,0,43,0,0,3722,0,0,0,0,958,852,2345,150,590,6,0,126,0,48,0,59,0,47,37,27,0,156,0,54,2,0,8,0,0,4259,0,0,0,0,0,0,0,0,0,0,33,0,46,0,0,1789,0,9,0,0,146,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,458,34,7,0,0,0,7,0,0,0,0,0,0,0,0
IL1VR,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,611,0,5120,0,1881,0,0,0,3447,0,22,0,0,0,0,0,0,51,0,0,0,5461,0,44,0,0,141,0,0,0,0,0,0,0,1,0,9,0,35,0,2,0,0,0,0,0,0,0,0,0,487,172,0,269,0,33,0,0,0,79,3,0,1,0,5142,5,0,4,0,1176,43,0,18,0,0,3596,0,0,1013,0,224,41,1877,770,0,0,0,66,0,68,0,39,38,38,0,37,0,92,0,26,7,0,0,1,0,4134,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2177,121,0,0,181,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,322,41,22,0,24,0,0
RIVL,0,0,0,0,10,0,373,0,0,0,72,0,0,0,0,0,0,62,0,0,0,0,0,165,0,0,0,0,0,0,2,3,130,139,49,0,322,80,0,65,0,0,12,42,38,127,0,0,119,47,1627,1466,253,2217,187,0,0,0,75,57,0,106,140,429,0,0,567,18,35,36,93,0,24,16,582,96,219,314,459,67,155,68,437,45,0,0,72,51,0,0,698,82,622,217,50,0,0,0,0,671,13,660,226,0,2,6,0,0,218,0,0,18,0,1848,0,404,833,5,201,0,0,0,0,0,898,591,34,222,0,1210,433,1400,311,129,270,472,0,460,0,1646,936,105,166,2,0,13,217,88,0,0,0,0,0,420,1,347,64,7,50,190,0,81,130,0,0,403,928,166,288,11,254,57,0,314,0,92,0,0,0,2,0,28,0,192,0,102,0,0,0,0,0,0,0,0,0,0,0,6,2,865,0,2099,0
RIVR,0,0,0,0,0,57,0,1,0,3727,41,75,21,0,0,0,0,0,2,0,0,0,0,0,106,0,0,0,0,0,10,0,108,105,40,0,0,91,0,0,141,51,0,0,49,76,13,21,0,2314,31,437,989,0,0,275,0,0,70,67,20,0,231,258,0,0,0,465,40,24,0,61,0,0,155,457,548,355,265,305,61,141,131,158,0,0,234,254,0,0,673,51,318,423,0,28,0,0,780,0,0,164,439,0,18,0,0,0,0,246,0,0,1848,0,453,0,2,1029,0,274,0,0,0,0,1009,807,56,27,1238,0,1125,717,137,104,550,246,207,0,1806,0,123,1111,87,4,4,0,1121,770,0,0,0,0,0,0,143,72,138,458,3,72,87,0,343,0,0,857,320,354,131,258,27,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,9,0,5172,0,0,0,0,0,0,0,0,0
RMDDL,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,102,0,1058,39,132,746,320,0,301,0,0,0,44,12,310,0,146,24,381,1841,0,0,0,0,0,0,11,0,0,0,0,0,0,25,6,0,1,0,0,0,255,0,0,0,0,0,0,0,0,0,0,1156,728,5,0,0,6,0,0,65,1,0,62,47,0,3,718,1178,466,3722,0,0,453,0,424,289,714,127,2411,91,100,41,928,101,148,347,215,0,127,72,0,578,342,492,110,71,81,270,3,8,414,0,191,151,0,0,0,0,67,0,0,0,0,0,0,0,1,144,509,961,0,0,0,0,148,194,0,5,53,27,146,30,461,11,347,211,346,644,1178,1107,2055,1341,3060,218,1193,0,194,252,177,42,376,1,0,0,0,7,0,0,0,0,0,0
RMDDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,40,0,0,103,95,1128,677,227,0,281,0,243,2,7,0,413,19,12,0,407,0,0,1546,40,0,0,0,5,0,0,0,0,0,0,0,48,4,8,0,0,0,206,0,0,35,0,0,0,0,0,0,0,0,840,1285,0,5,0,0,0,0,0,0,0,14,159,0,540,0,925,1513,0,3596,404,0,424,0,786,261,2525,181,157,33,101,318,197,64,139,342,108,12,0,95,643,485,188,399,48,44,20,214,426,0,288,12,0,217,0,0,0,0,0,0,0,0,0,0,0,0,510,241,0,852,0,0,0,396,41,0,108,70,20,760,980,2010,1794,2859,931,2298,168,200,21,380,5,277,2,170,234,0,9,0,0,0,0,0,0,184,393,78,113,340,0,509,0
RMDL,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,502,0,0,129,409,34,61,0,53,16,2,24,31,272,210,698,1,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,139,7,993,842,0,264,0,0,0,0,33,122,924,0,0,0,0,0,498,588,0,0,833,2,289,786,0,1917,613,655,0,35,8,0,1026,348,496,433,1,1098,9,1000,268,862,123,19,51,289,176,332,188,140,0,0,0,0,128,0,0,0,0,0,0,0,0,484,268,21,846,155,1177,62,0,0,0,99,144,0,449,865,2193,0,187,0,747,0,946,11,830,0,295,0,851,0,146,0,70,0,147,0,820,0,796,0,239,0,363,0,943,0,551,0,140
RMDR,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,84,0,0,252,133,28,3,29,0,44,10,7,121,21,628,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,0,0,0,0,0,353,0,0,0,0,0,0,0,0,110,27,1178,755,271,0,0,21,0,0,48,1028,41,0,0,0,0,0,439,685,0,0,5,1029,714,261,1917,0,651,529,0,14,12,0,610,1346,349,768,696,20,789,15,898,169,58,25,238,46,337,216,95,265,0,0,0,0,171,0,0,0,0,0,0,0,0,245,695,2,322,710,106,1447,6,0,0,271,142,0,496,1666,701,0,105,0,816,0,732,5,116,0,303,0,772,0,289,0,29,0,176,0,757,0,351,1248,87,0,627,0,1751,0,1400,0,3053
RMDVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,170,0,0,0,0,101,1232,21,427,69,0,833,1,286,214,3,166,0,2,0,0,1259,0,0,613,0,2,0,0,0,6,0,0,0,0,0,0,134,0,0,4,0,24,63,282,0,3,0,0,0,24,0,0,0,0,1259,644,50,0,0,0,0,0,30,0,1,92,51,0,3703,0,1158,536,0,1013,201,0,127,2525,613,651,0,415,773,227,142,123,137,369,300,72,109,1015,35,596,268,451,154,8,0,550,51,135,137,13,137,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,1109,125,0,210,0,0,0,144,15,45,13,468,146,159,169,108,66,603,0,3573,0,0,16,2,32,0,13,3,245,138,8,155,0,92,0,0,0,1004,1340,2316,1532,1994,761,1343,410
RMDVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,52,0,0,0,70,10,31,52,0,46,1237,284,356,1167,0,381,0,1,260,0,13,21,0,3,0,1578,444,0,1,0,0,0,7,0,0,0,0,0,0,0,37,106,5,2,114,0,222,34,0,0,0,0,0,7,0,0,0,0,690,991,0,58,0,0,0,1,13,23,0,26,107,0,0,3475,563,790,958,0,0,274,2411,181,655,529,415,0,779,57,74,59,305,420,7,530,820,96,631,88,502,131,22,63,720,0,151,3,16,131,0,106,151,0,8,0,0,0,0,0,0,0,0,0,0,0,34,1293,180,0,0,0,0,63,267,0,2,139,467,0,4,0,0,33,65,449,134,334,233,160,94,639,0,2525,0,938,1126,2159,1608,2602,372,403,47,406,2,750,0,518,0,0,0
RMED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334,1285,843,505,775,714,191,433,525,580,444,24,0,0,0,0,0,0,0,0,19,856,703,451,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,23,0,136,235,0,0,0,0,1045,0,26,504,843,0,742,772,176,52,852,224,0,0,91,157,0,0,773,779,0,2232,1534,1480,0,0,0,0,0,0,0,0,0,0,335,218,0,0,626,390,392,263,202,1083,1547,1610,0,0,0,0,0,0,0,0,0,0,0,0,7,22,0,0,0,0,0,0,0,0,18,0,0,312,0,651,0,947,0,577,0,481,0,672,0,816,0,769,0,649,3,512,0,5,0,0,0,913,75,808,0,35,0,0,0
RMEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1460,1090,278,4425,1989,1874,195,297,1348,16,1329,1,0,0,0,0,0,0,34,0,0,348,12,515,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,0,0,707,974,0,1799,0,193,3271,2345,41,0,0,100,33,35,14,227,57,2232,0,836,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,2024,629,3234,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,135,3180,11,280,0,0,0,0,44,4,63,0,0,0,0,0,637,3450,283,420,25,0,0,0
RMER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,1458,4339,588,1079,1385,132,280,17,489,6,1606,0,0,0,0,0,0,0,0,0,188,470,5,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,243,0,0,621,859,0,107,1779,2781,40,150,1877,0,0,41,101,8,12,142,74,1534,836,0,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,530,2555,634,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,111,3355,0,103,0,0,0,0,14,18,0,0,0,0,0,0,278,2383,270,374,23,0,0,0,39,0,281,0,2,0,0,0
RMEV,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,43,0,129,0,0,0,0,0,0,104,0,0,0,0,0,0,549,971,736,576,899,979,506,64,311,252,449,657,0,0,0,6,0,0,0,0,0,282,234,479,346,0,0,0,0,65,5,125,77,128,0,0,0,0,0,1,0,0,0,0,45,0,0,0,0,0,0,0,0,0,27,19,1,191,33,0,0,17,0,301,6,0,397,716,2,357,279,194,77,590,770,0,0,928,318,0,0,123,59,1480,1901,1818,0,0,0,98,25,0,0,351,0,0,0,0,0,177,116,173,138,548,629,423,1708,816,890,0,0,0,0,0,0,0,0,0,0,0,35,0,24,8,1,13,0,0,0,0,0,18,0,0,583,0,399,0,9,0,43,0,724,0,821,0,615,0,199,0,293,25,629,0,620,0,0,0,199,1,314,0,613,0,600,0
RMHL,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,8,0,0,0,56,0,0,0,275,83,526,0,89,415,524,1172,24,20,7,0,0,19,17,0,0,358,39,0,0,206,287,0,0,0,0,0,0,742,431,0,45,18,21,0,29,0,0,0,0,0,0,0,0,7,1,36,15,0,0,0,0,123,317,0,375,59,0,0,0,0,0,0,9,6,0,898,1009,101,197,1026,610,137,305,0,0,0,0,0,3827,572,257,736,187,494,802,499,476,271,349,100,44,584,634,724,261,0,0,1,0,333,0,0,0,0,0,0,0,0,160,14,0,34,30,126,1,5,0,0,2293,1443,28,10,768,4127,0,0,0,0,0,0,0,0,0,0,0,182,0,107,0,177,0,0,0,0,219,1,0,0,0,2,0,872,0,1665,0,2590
RMHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,2,0,21,0,0,0,52,0,0,13,384,0,402,449,75,949,630,1332,154,59,0,0,34,21,0,0,220,92,0,0,590,100,0,0,0,0,0,0,559,449,1,3,247,35,6,100,0,6,0,0,0,7,0,0,3,0,0,3,1,0,0,0,361,0,0,20,300,0,4,0,0,0,0,0,0,0,591,807,148,64,348,1346,369,420,0,0,0,0,3827,0,305,725,165,591,1075,1072,683,268,234,225,30,160,672,654,447,1115,0,79,0,0,18,0,0,0,0,0,0,0,0,3,92,0,247,111,7,100,0,0,0,1236,2150,96,18,4220,1740,0,0,0,55,0,1,10,0,0,0,0,0,8,0,0,0,0,3,0,351,0,483,0,1213,0,0,1,2,0,14,0,0
SIADL,0,0,0,49,0,0,0,1312,0,3572,2,0,0,0,0,0,5,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,15,14,823,0,64,0,0,0,0,110,0,0,6,0,259,0,0,1083,164,621,58,657,0,25,0,75,135,0,269,0,481,91,0,0,0,833,0,49,0,0,223,0,102,394,0,229,0,180,250,477,39,6,0,0,3,4,264,22,0,0,460,73,206,32,0,11,644,0,0,546,164,0,0,22,0,0,0,0,126,0,34,56,347,139,496,349,300,7,0,0,0,98,572,305,0,823,2392,131,2172,224,1063,619,3068,0,104,0,898,25,1365,1098,0,0,80,0,52,69,0,341,259,0,0,0,47,810,1064,0,0,8,0,0,20,0,6,749,87,56,7,74,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIADR,0,0,68,0,0,0,1801,0,1376,0,220,0,0,0,0,0,0,0,0,186,0,33,0,0,0,0,0,0,0,0,0,0,5,4,879,3,150,0,0,3,0,0,58,30,0,103,0,0,0,269,622,122,353,0,201,0,216,0,0,95,0,307,212,68,0,0,1263,0,0,0,0,0,0,311,441,77,318,0,372,0,430,21,80,99,1,0,1,142,1,66,0,335,95,513,57,146,0,0,0,359,0,199,630,0,0,0,0,0,0,0,0,66,222,27,215,342,433,768,72,530,0,0,0,25,257,725,823,0,143,2611,275,3364,587,561,0,4153,0,191,88,1194,1501,1184,0,0,0,60,83,216,187,0,323,0,0,107,0,465,556,920,81,0,0,0,291,41,0,235,955,94,38,170,116,0,0,0,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAVL,12,0,0,0,0,0,0,0,0,0,5,0,0,201,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,1911,0,0,0,0,112,0,48,0,104,0,0,0,336,0,39,24,120,254,0,742,0,39,0,0,0,126,0,849,0,0,0,0,136,0,0,92,0,44,0,352,158,3,254,0,189,96,1174,0,29,286,0,0,112,490,0,0,0,67,380,87,0,4,0,36,0,0,258,0,0,0,0,0,0,29,0,48,0,0,1238,0,108,1,696,109,820,0,0,0,0,736,165,2392,143,0,0,3988,61,1435,911,1885,94,3159,0,176,18,5,696,0,0,114,0,170,0,3,0,0,749,344,0,49,547,1028,0,0,0,248,0,55,0,0,1730,252,1512,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,616,9,1406,92,0,0,0,0,0,0,0,0
SIAVR,0,101,0,0,0,0,0,34,0,0,120,0,0,0,7,0,18,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,27,11,1871,472,939,0,0,0,137,0,50,0,57,0,0,0,199,86,82,685,91,1918,0,1158,0,103,0,0,0,178,0,868,0,0,295,0,0,0,0,80,0,34,95,153,216,13,236,0,632,15,82,0,0,144,86,246,0,215,241,78,449,107,0,101,0,0,0,72,0,1,290,0,0,0,0,0,0,59,0,68,1210,0,127,12,1098,20,1015,96,0,0,0,0,187,591,131,2611,0,0,92,4516,1213,1077,82,1960,0,2928,59,167,861,35,0,0,0,47,0,172,0,461,0,0,0,5,0,192,800,226,0,0,0,109,16,0,24,181,1405,0,203,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,73,86,180,118
SIBDL,55,0,0,117,382,0,0,923,0,2486,288,0,0,0,0,0,56,46,0,0,87,13,0,317,0,0,0,7,0,1,355,0,119,141,806,0,136,0,0,67,23,120,0,0,122,11,0,2074,0,87,1,305,408,136,528,72,3,113,72,78,185,0,892,205,0,0,25,129,3,135,229,0,317,79,239,247,295,604,395,572,4,121,75,285,0,0,332,152,29,64,51,0,117,112,310,0,0,0,0,0,0,632,216,8,0,19,0,0,104,0,59,0,433,1125,72,0,9,789,35,631,0,0,0,351,494,1075,2172,275,3988,92,0,652,2802,944,2522,513,2069,0,321,60,167,204,0,0,221,0,0,769,0,353,182,0,0,3,198,53,29,0,0,18,176,0,2,0,19,761,879,580,29,614,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,25,125,208,0,553,0,0,0,0,0,0,0,0
SIBDR,0,20,55,0,0,332,910,0,50,0,136,0,1,0,0,22,406,0,440,70,0,28,40,0,221,543,0,2,0,32,0,125,197,83,704,0,196,0,0,23,22,0,64,78,12,0,0,0,1925,25,304,630,200,326,302,1349,307,0,143,46,0,225,354,812,1,0,115,4,11,179,0,185,75,234,94,255,761,11,337,300,207,6,248,94,0,0,626,110,41,0,63,2,8,106,0,409,0,7,0,9,74,215,719,0,4,2,0,0,0,0,0,39,1400,717,0,95,1000,15,596,88,0,0,0,0,802,1072,224,3364,61,4516,652,0,1132,2377,302,2784,5,1590,62,518,83,329,0,0,0,46,293,0,196,0,100,0,0,121,0,44,51,36,1,5,0,362,0,18,0,290,1120,262,0,67,875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,10,149,20,791,0,954
SIBVL,218,0,0,0,0,0,0,196,0,0,428,0,0,0,21,0,65,0,0,0,0,0,0,0,0,1700,0,0,0,0,0,0,148,144,1780,353,0,1,0,175,0,61,70,25,0,1354,0,155,107,78,111,164,85,1187,721,741,6,0,36,29,157,200,711,189,0,31,84,220,0,0,14,36,0,24,19,65,134,249,1233,258,7,385,178,0,0,984,787,188,151,0,128,0,114,36,189,195,0,67,54,0,0,248,29,41,27,10,2,0,83,0,47,38,311,137,578,643,268,898,268,502,0,0,0,0,499,683,1063,587,1435,1213,2802,1132,0,1815,1350,1826,98,364,6,80,96,19,0,0,182,45,0,0,0,349,0,0,0,0,0,6,98,0,512,117,58,119,0,0,179,587,1791,562,18,674,263,1,4,27,172,174,398,1237,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIBVR,2,335,0,0,0,0,154,6,0,0,232,8,0,517,0,41,53,0,0,0,0,0,0,0,0,0,32,1,0,10,0,0,164,100,1245,0,304,0,36,105,31,54,45,6,52,0,890,134,26,140,192,179,136,27,404,1308,0,0,45,5,113,147,277,623,0,0,134,168,0,0,0,33,76,6,96,176,248,62,251,1084,130,66,17,197,632,0,306,221,10,4,37,25,36,93,43,152,112,0,0,272,0,85,137,90,1,12,0,8,75,2,37,38,129,104,342,485,862,169,451,131,0,0,0,0,476,268,619,561,911,1077,944,2377,1815,0,1478,1083,411,250,23,55,48,53,0,2,108,30,0,177,13,0,0,294,913,2,0,4,50,172,0,385,124,0,15,19,0,1659,583,2105,0,284,452,0,0,0,0,3,0,0,0,22,3,36,225,397,111,1336,1687,0,0,27,0,209,121,0,0,0,0,0,0,0,0,0,0
SMBDL,448,0,0,0,0,0,0,853,0,5444,25,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,60,0,0,0,21,39,607,0,0,0,302,3,0,52,0,0,11,0,1328,0,0,887,35,292,412,242,0,810,0,9,74,0,99,0,399,103,0,0,0,317,0,0,0,0,988,0,150,162,5,107,73,64,69,356,0,0,0,19,1,0,42,0,40,0,390,0,13,0,0,35,103,0,0,171,1,0,11,56,0,77,0,0,27,0,270,550,492,188,123,58,154,22,335,0,0,0,271,234,3068,0,1885,82,2522,302,1350,1478,0,127,2605,1,248,5,119,10,0,192,91,0,61,33,0,59,38,0,0,0,70,77,308,0,0,827,0,0,6,0,0,663,444,246,10,242,2,0,0,0,0,0,0,0,0,622,104,904,528,1704,57,2308,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBDR,0,702,0,0,0,0,1113,0,4666,0,35,0,0,0,0,0,107,0,0,42,0,1,0,0,0,0,0,20,0,22,0,0,43,29,559,35,762,78,0,16,0,0,38,32,2,1557,0,0,0,54,609,505,247,1,1364,8,83,0,0,46,0,149,359,283,0,0,380,0,0,0,0,5,0,848,119,88,130,0,66,179,199,39,23,49,41,0,112,104,0,9,93,321,0,160,0,55,17,0,0,470,44,0,163,0,0,2,65,0,12,0,0,37,472,246,110,399,19,25,8,63,218,0,0,0,349,225,0,4153,94,1960,513,2784,1826,1083,127,0,2,2033,0,344,2,53,137,0,0,44,172,250,147,0,30,0,0,0,0,270,535,733,694,202,0,0,10,2,0,218,472,81,82,0,236,921,44,1108,235,1170,393,2537,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBVL,1764,0,881,0,2,0,0,0,0,0,0,12,0,669,0,548,0,2,0,101,0,184,0,0,0,0,316,0,1208,0,7,0,0,0,412,0,0,0,0,259,0,6,0,123,0,0,0,1406,0,1057,161,0,702,0,555,0,466,0,0,0,72,0,196,0,29,0,0,4,0,0,164,0,1540,0,43,16,77,0,0,265,78,6,0,87,79,0,0,22,99,0,0,0,293,12,53,0,124,0,339,0,0,228,0,40,0,248,0,0,98,0,156,0,0,207,71,48,51,238,0,720,0,0,0,177,100,30,104,0,3159,0,2069,5,98,411,2605,2,0,0,252,84,0,639,0,0,10,0,278,0,315,0,15,283,66,0,1004,62,137,0,0,0,963,0,41,103,0,650,25,652,18,374,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,421,90,801,382,1733,475,3577,1777,0,0,0,0,0,0,0,0
SMBVR,0,1241,0,1183,0,0,0,79,0,0,8,0,21,0,242,0,938,0,9,0,178,0,65,0,0,94,0,337,0,660,0,0,0,0,242,58,94,0,0,0,477,0,28,0,129,0,0,0,790,130,911,594,0,229,0,553,0,277,0,0,0,2,0,443,0,0,1,3,0,0,0,80,0,1543,22,0,0,91,10,0,43,66,106,0,0,3,31,96,0,178,13,97,9,185,0,15,0,233,0,283,30,0,55,0,13,1,0,0,0,24,0,92,460,0,81,44,289,46,550,0,0,0,0,116,44,160,0,191,0,2928,0,1590,364,250,1,2033,0,0,0,239,327,0,0,0,0,7,0,111,0,317,5,0,0,308,0,59,97,133,0,0,0,749,0,0,93,35,823,0,269,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,92,567,213,1029,1211,2725,616
SMDDL,0,0,0,5,0,0,0,131,0,3088,2,0,0,0,0,0,9,0,0,0,68,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,32,0,22,0,39,4,0,124,654,0,115,0,0,261,0,555,1684,11,0,253,0,174,19,510,39,0,96,33,0,0,0,668,0,41,0,0,0,0,172,578,0,8,0,1,345,84,16,18,17,0,2,1,0,25,0,4,690,848,131,388,0,0,1,0,0,571,835,0,0,0,0,94,0,10,54,0,0,1806,270,20,176,337,51,151,626,0,0,173,584,672,898,88,176,59,321,62,6,23,248,0,252,0,0,235,227,2931,0,0,0,0,295,277,0,62,120,0,0,1,24,39,98,99,0,925,3,0,2,0,6,482,187,1,419,106,145,24,0,107,0,0,0,8,0,191,0,735,52,173,9,1642,0,75,0,66,0,0,0,0,0,21,0,61,0,0,0,0,0
SMDDR,0,0,7,0,0,0,80,0,406,0,0,0,0,0,0,21,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,106,0,0,32,0,0,0,521,81,6,0,0,0,20,233,2270,326,337,304,0,180,0,463,12,0,84,37,171,0,0,801,0,0,0,0,0,0,26,763,3,43,0,13,0,36,597,0,69,0,0,0,22,25,0,0,2,719,697,356,184,0,0,0,76,34,691,540,0,0,0,25,0,54,0,2,26,1646,0,3,214,332,216,135,3,390,0,0,138,634,654,25,1194,18,167,60,518,80,55,5,344,84,239,235,0,2713,320,0,0,0,0,150,10,149,0,33,0,0,0,0,38,29,2,781,0,0,0,3,5,0,252,530,24,692,110,6,165,0,651,179,414,19,201,0,3,0,88,0,0,0,0,0,5,0,27,0,0,0,0,0,63,0,68,0,0,6,0,0
