pre,post,L1-1,L1-2,L1-3,L1-4,L2,L3,adult-1,adult-2,dauer-1,dauer-2,dauer-daf2,edge_class
DVA,SAAV,0,0,0,0,0,0,0,0,0,2,0,Recurrent
DVA,SDQ,0,0,0,0,0,1,1,0,0,0,0,Recurrent
DVA,SIAD,0,2,0,0,1,0,0,0,0,0,0,Feed-forward
DVA,SIAV,0,0,0,0,0,1,2,0,0,0,0,Feed-forward
DVA,SIBV,0,0,0,0,2,1,0,1,0,1,1,Feed-forward
DVA,SMBD,0,0,0,0,0,0,3,3,0,0,0,Feed-forward
DVA,SMBV,0,0,0,0,0,0,3,3,1,0,0,Feed-forward
DVA,URX,0,0,0,0,1,0,1,0,0,1,2,Recurrent
DVA,URYD,0,0,0,2,1,0,1,1,0,2,0,Recurrent
DVA,URYV,0,0,0,1,0,0,0,1,0,0,0,Recurrent
DVC,ADE,1,0,0,0,0,0,0,0,0,0,0,Recurrent
DVC,AIB,1,3,2,7,7,7,16,12,2,3,0,Feed-forward
DVC,AIZ,0,0,0,1,0,0,0,1,2,1,0,Feed-forward
DVC,AQR,0,0,0,0,0,0,0,1,1,0,1,Feed-back
DVC,AUA,0,0,0,0,0,0,0,0,0,0,1,Feed-back
DVC,AVA,5,3,5,2,4,10,16,15,2,7,6,Feed-forward
DVC,AVB,0,0,0,0,0,0,0,0,0,2,3,Feed-forward
DVC,AVD,1,0,0,1,1,0,0,0,0,0,0,Feed-forward
DVC,AVE,0,0,0,2,2,0,1,3,0,1,0,Feed-forward
DVC,AVK,0,0,0,0,1,1,6,2,4,2,0,Recurrent
DVC,AVL,0,0,0,0,0,0,1,0,1,0,1,Recurrent
DVC,BAG,0,2,0,1,0,0,0,0,2,2,3,Feed-back
DVC,CEPV,0,0,0,0,0,0,0,0,0,0,1,Recurrent
DVC,FLP,0,0,0,0,0,0,0,1,1,0,0,Feed-back
DVC,IL2D,0,0,0,0,0,0,0,0,5,2,5,Feed-back
DVC,IL2L/R,0,0,0,0,0,0,0,0,5,4,7,Feed-back
DVC,IL2V,0,0,0,0,0,1,0,0,5,5,4,Feed-back
DVC,OLL,0,0,0,0,0,0,1,0,0,0,0,Feed-back
DVC,PVT,0,0,0,0,1,2,0,0,0,1,0,Feed-forward
DVC,RIA,0,0,0,0,0,0,0,0,3,3,5,Feed-forward
DVC,RIB,1,5,2,6,7,3,10,14,5,10,7,Feed-forward
DVC,RID,0,0,0,0,0,0,1,0,0,0,0,Recurrent
DVC,RIG,0,4,4,7,11,6,16,23,8,5,12,Feed-forward
DVC,RIH,0,0,0,0,0,0,0,0,5,7,2,Feed-forward
DVC,RIM,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
DVC,RIR,0,0,0,0,0,0,0,0,0,2,1,Feed-forward
DVC,RIV,0,0,0,0,0,0,1,1,0,0,0,Feed-forward
DVC,RMEV,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
DVC,RMF,0,0,0,0,0,1,15,10,1,0,0,Feed-forward
DVC,SAAD,0,0,0,0,0,0,0,0,0,0,1,Feed-back
DVC,SAAV,0,0,0,0,0,0,1,0,0,0,0,Feed-back
DVC,URAV,0,0,0,1,0,1,0,0,2,0,0,Feed-forward
DVC,URX,0,1,0,0,1,0,0,0,2,0,1,Feed-back
DVC,URYD,0,0,0,0,1,1,0,0,1,0,1,Feed-back
DVC,URYV,0,0,1,0,1,0,0,3,2,0,1,Feed-back
FLP,ADA,0,0,0,0,2,0,2,1,2,2,0,Feed-forward
FLP,ADE,2,3,3,1,3,2,4,3,4,5,8,Feed-forward
FLP,AIB,0,0,0,0,1,2,10,2,0,3,0,Feed-forward
FLP,AVA,1,6,9,1,13,16,38,29,10,15,11,Feed-forward
FLP,AVB,0,1,2,4,1,5,11,6,6,9,5,Feed-forward
FLP,AVD,1,1,0,4,5,3,6,6,0,3,3,Feed-forward
FLP,AVE,0,0,1,2,0,4,6,8,0,8,1,Feed-forward
FLP,AVJ,0,0,0,1,0,0,1,0,0,0,0,Feed-forward
FLP,AVL,0,0,1,0,0,0,0,0,0,0,0,Feed-forward
FLP,DVA,0,0,0,0,1,0,0,1,0,2,0,Recurrent
FLP,DVC,0,0,1,0,0,0,0,0,0,0,0,Feed-forward
FLP,FLP,0,1,4,3,7,2,3,3,0,6,3,Recurrent
FLP,PVC,0,1,1,1,1,2,5,2,4,4,4,Feed-forward
FLP,PVP,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
FLP,RIH,0,0,0,0,0,0,1,2,1,0,1,Feed-forward
FLP,RIM,0,0,0,0,0,0,0,0,1,1,1,Feed-forward
FLP,RIS,0,0,0,0,0,1,0,1,0,0,0,Feed-forward
FLP,SDQ,0,0,0,0,0,1,1,2,0,0,0,Recurrent
HSN,ADL,0,0,0,0,0,0,1,1,0,0,0,Feed-back
HSN,AIA,0,0,0,0,0,0,7,6,0,0,0,Feed-forward
HSN,AIZ,0,0,0,0,0,0,4,0,0,0,0,Feed-forward
HSN,ALM,0,0,0,0,0,0,1,0,0,0,0,Feed-back
HSN,AQR,0,0,0,0,0,0,1,0,0,0,0,Feed-back
HSN,ASE,0,0,0,0,0,0,2,0,0,0,0,Feed-back
HSN,ASH,0,0,0,0,0,0,3,4,0,0,0,Feed-back
HSN,ASK,0,0,0,0,0,0,3,2,0,0,0,Feed-back
HSN,AVA,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
HSN,AVB,0,0,0,0,0,0,4,0,0,0,0,Feed-forward
HSN,AVD,0,0,0,0,0,0,2,0,0,0,0,Feed-forward
HSN,AVF,0,0,0,0,0,0,1,2,0,0,0,Recurrent
HSN,AVH,0,0,0,0,0,0,1,1,0,0,0,Recurrent
HSN,AVJ,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
HSN,AVM,0,0,0,0,0,0,0,1,0,0,0,Feed-back
HSN,AWA,0,0,0,0,0,0,2,1,0,0,0,Feed-back
HSN,AWB,0,0,0,0,0,0,7,4,0,0,0,Feed-back
HSN,BDU,0,0,0,0,0,0,2,6,0,0,0,Feed-forward
HSN,HSN,0,0,0,0,0,0,0,1,0,0,0,Recurrent
HSN,PVQ,0,0,0,0,0,0,2,2,0,0,0,Recurrent
HSN,PVW,0,0,0,0,0,0,2,3,0,0,0,Feed-forward
HSN,RIF,0,0,0,0,0,0,3,5,0,0,0,Feed-forward
HSN,RIM,0,0,0,0,0,0,2,0,0,0,0,Feed-forward
HSN,RMG,0,0,0,0,0,0,0,1,0,0,0,Recurrent
IL1D,ADE,0,0,0,0,0,0,0,0,1,0,0,
IL1D,CEPD,0,0,0,0,0,0,0,0,0,0,1,
IL1D,IL1L/R,1,0,0,0,1,0,0,4,1,2,2,Recurrent
IL1D,IL1V,0,0,0,0,0,0,0,0,1,0,0,Recurrent
IL1D,OLL,0,0,0,0,0,0,0,5,1,1,1,Feed-back
IL1D,PVR,0,0,0,0,0,1,3,1,0,1,0,Feed-back
IL1D,RIB,0,0,0,0,0,0,0,0,0,0,1,Feed-back
IL1D,RIP,4,8,6,5,6,6,6,6,0,2,0,Feed-back
IL1D,RMDD,0,0,1,0,0,0,3,1,2,2,1,Recurrent
IL1D,RMDV,4,8,9,3,7,12,15,18,13,11,6,Recurrent
IL1D,RMED,0,0,0,0,0,0,0,0,0,1,0,Recurrent
IL1D,RMEL/R,1,4,2,2,2,4,1,3,2,4,1,Recurrent
IL1D,RMH,0,0,0,0,0,0,0,0,4,6,6,Recurrent
IL1D,SMDD,0,0,0,0,0,0,0,0,5,2,6,Recurrent
IL1D,URAD,0,0,0,0,1,0,0,2,3,4,4,Recurrent
IL1D,URAV,0,0,0,0,0,0,0,0,2,0,0,Recurrent
IL1D,URB,0,0,0,0,0,0,0,0,3,3,4,Feed-back
IL1L/R,ADE,0,0,0,0,0,0,0,0,0,1,0,
IL1L/R,AVE,0,0,0,0,0,0,3,2,0,0,0,Feed-back
IL1L/R,IL1D,0,0,1,0,1,0,2,1,0,3,1,Recurrent
IL1L/R,IL1V,0,0,1,0,0,1,1,1,0,0,0,Recurrent
IL1L/R,IL2L/R,0,0,0,0,0,0,0,0,0,1,0,Feed-back
IL1L/R,OLL,0,0,0,0,1,0,0,0,0,0,1,Feed-back
IL1L/R,RIC,0,0,0,0,0,0,0,0,10,7,5,
IL1L/R,RIP,0,0,0,1,0,0,1,0,0,0,0,Feed-back
IL1L/R,RIS,0,0,0,0,0,0,1,0,0,0,0,
IL1L/R,RMDD,2,4,7,5,11,11,14,11,6,8,3,Recurrent
IL1L/R,RMDL/R,0,2,4,4,4,5,13,10,13,14,13,Recurrent
IL1L/R,RMDV,5,6,4,5,8,9,19,9,5,7,0,Recurrent
IL1L/R,RMED,0,0,0,0,0,0,1,0,0,0,0,Recurrent
IL1L/R,RMEL/R,6,3,7,1,0,0,0,2,0,0,0,Recurrent
IL1L/R,RMEV,0,0,0,0,0,0,1,0,0,0,0,Recurrent
IL1L/R,RMF,0,0,0,0,0,0,1,1,2,0,1,Recurrent
IL1L/R,RMG,0,0,0,0,0,1,0,0,1,0,1,
IL1L/R,RMH,0,0,0,0,4,1,2,3,14,18,13,Recurrent
IL1L/R,SIAV,0,0,0,0,0,0,0,0,1,0,0,Recurrent
IL1L/R,SIBV,0,0,0,0,0,0,0,0,1,0,0,Recurrent
IL1L/R,SMBV,0,0,0,0,0,0,0,0,0,1,0,Recurrent
IL1L/R,URAD,0,0,0,1,0,0,0,0,0,0,0,Recurrent
IL1L/R,URAV,0,1,1,0,2,1,1,0,0,1,0,Recurrent
IL1V,CEPV,0,0,0,0,0,0,0,0,0,0,1,
IL1V,IL1L/R,0,0,0,0,0,1,1,0,0,0,0,Recurrent
IL1V,OLL,0,0,0,0,0,0,0,0,0,0,1,Feed-back
IL1V,PVR,0,0,0,0,0,0,1,1,0,0,0,Feed-back
IL1V,RIP,3,7,6,7,6,4,5,6,3,1,2,Feed-back
IL1V,RMDD,6,8,7,6,9,8,16,11,17,9,3,Recurrent
IL1V,RMDV,0,0,0,0,0,0,0,1,3,1,0,Recurrent
IL1V,RMEL/R,3,5,4,2,2,3,4,5,4,3,2,Recurrent
IL1V,RMEV,0,0,0,0,0,0,1,0,0,1,0,Recurrent
IL1V,RMH,0,0,0,0,0,0,0,0,3,4,1,Recurrent
IL1V,SMDV,0,0,0,0,0,0,0,0,3,2,4,Recurrent
IL1V,URAD,0,0,0,0,0,0,0,0,2,0,0,Recurrent
IL1V,URAV,0,0,0,0,1,0,0,1,3,2,0,Recurrent
IL1V,URB,0,0,0,0,0,0,0,0,2,5,3,Feed-back
IL2D,ADA,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
IL2D,ASI,0,0,0,0,0,0,0,1,0,0,0,Recurrent
IL2D,AVA,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
IL2D,AVB,0,0,0,0,0,0,0,0,1,0,1,Feed-forward
IL2D,AVD,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
IL2D,AVE,0,0,0,0,0,0,0,1,1,0,0,Feed-forward
IL2D,AVL,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
IL2D,AWC,0,0,0,0,0,0,0,1,0,0,0,Recurrent
IL2D,CEPD,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
IL2D,DVC,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
IL2D,IL1D,0,0,1,2,3,6,13,15,2,0,0,Feed-forward
IL2D,IL2L/R,0,0,0,0,0,0,1,0,0,0,0,Recurrent
IL2D,OLQD,0,0,0,0,0,2,5,7,1,0,0,Recurrent
IL2D,RIC,0,0,0,0,1,1,2,0,0,0,0,Feed-forward
IL2D,RIG,0,0,0,0,0,0,0,1,6,4,0,Feed-forward
IL2D,RIH,2,1,0,0,2,3,9,9,1,1,0,Feed-forward
IL2D,RIP,4,9,12,8,18,19,29,39,1,0,0,Feed-forward
IL2D,RIS,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
IL2D,RIV,0,0,0,0,0,0,0,0,4,1,2,Feed-forward
IL2D,RMDV,0,0,0,0,0,0,1,1,0,0,0,Feed-forward
IL2D,RMED,1,3,2,3,1,5,2,5,0,1,0,Feed-forward
IL2D,RMEL/R,3,6,6,13,12,10,18,21,0,0,1,Feed-forward
IL2D,RMEV,2,1,4,2,1,1,4,5,0,0,0,Feed-forward
IL2D,RMH,0,0,0,0,0,0,2,1,0,0,0,Feed-forward
IL2D,SAAV,0,0,0,0,0,0,0,0,6,7,3,Recurrent
IL2D,SIAD,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
IL2D,SMBD,0,0,0,0,0,0,0,0,0,1,1,Feed-forward
IL2D,URAD,0,3,3,4,6,5,9,15,0,0,1,Feed-forward
IL2D,URYD,0,0,0,0,0,0,1,0,3,3,1,Recurrent
IL2L/R,ADE,0,0,0,0,1,2,3,3,1,1,0,Feed-forward
IL2L/R,ADF,0,0,0,0,0,0,0,0,1,2,1,Recurrent
IL2L/R,ADL,0,0,0,0,0,0,0,1,0,0,0,Recurrent
IL2L/R,AFD,0,0,0,0,0,0,0,0,0,1,0,Recurrent
IL2L/R,AIY,0,0,0,0,0,0,0,0,4,1,5,Feed-forward
IL2L/R,AUA,0,0,0,0,0,0,0,0,3,0,0,Recurrent
IL2L/R,AVE,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
IL2L/R,AVF,0,0,0,0,0,0,0,0,2,0,0,Feed-forward
IL2L/R,AWC,0,0,0,0,0,0,0,1,0,0,0,Recurrent
IL2L/R,CEPD,0,1,0,0,0,0,0,0,0,0,0,Feed-forward
IL2L/R,DVA,0,0,0,0,0,0,0,0,0,0,1,Recurrent
IL2L/R,DVC,0,0,0,0,0,0,0,0,5,5,2,Feed-forward
IL2L/R,IL1D,0,0,0,0,0,0,1,3,0,0,0,Feed-forward
IL2L/R,IL1L/R,0,0,0,0,1,3,2,2,3,2,1,Feed-forward
IL2L/R,IL1V,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
IL2L/R,IL2D,0,0,0,0,0,0,0,0,2,4,1,Recurrent
IL2L/R,IL2L/R,0,0,0,0,0,0,0,0,0,2,0,Recurrent
IL2L/R,IL2V,0,0,0,0,1,0,0,0,4,1,4,Recurrent
IL2L/R,OLL,0,0,1,3,1,1,3,2,2,2,0,Recurrent
IL2L/R,OLQD,1,6,7,6,5,9,14,14,4,1,1,Recurrent
IL2L/R,OLQV,3,4,7,5,5,9,12,11,3,4,4,Recurrent
IL2L/R,RIB,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
IL2L/R,RIC,0,0,0,0,0,0,3,2,0,0,0,Feed-forward
IL2L/R,RIG,0,0,0,0,0,0,0,0,0,0,2,Feed-forward
IL2L/R,RIH,4,8,12,9,9,13,14,20,11,7,12,Feed-forward
IL2L/R,RIR,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
IL2L/R,RMDL/R,0,0,1,3,5,5,3,6,0,0,0,Feed-forward
IL2L/R,RMED,0,0,0,0,0,0,0,2,0,0,0,Feed-forward
IL2L/R,RMEL/R,0,0,3,0,0,1,4,3,1,1,0,Feed-forward
IL2L/R,RMEV,0,0,0,0,0,1,3,1,0,0,0,Feed-forward
IL2L/R,RMH,0,0,0,0,2,0,0,0,1,1,0,Feed-forward
IL2L/R,SIBD,0,0,1,0,0,0,2,0,0,0,0,Feed-forward
IL2L/R,SMBV,0,0,0,0,0,0,2,1,0,0,0,Feed-forward
IL2L/R,URAD,0,0,1,0,0,1,0,1,0,0,0,Feed-forward
IL2L/R,URAV,0,0,0,0,1,1,1,1,2,0,0,Feed-forward
IL2L/R,URB,0,0,0,0,0,0,1,1,4,5,3,Recurrent
IL2L/R,URX,0,0,0,0,0,0,1,2,1,2,0,Recurrent
IL2L/R,URYD,0,0,0,0,0,0,0,0,0,1,0,Recurrent
IL2V,AIB,0,0,0,0,0,0,0,1,1,0,0,Feed-forward
IL2V,AVA,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
IL2V,BAG,0,0,0,0,2,0,1,0,0,0,0,Recurrent
IL2V,CEPV,0,0,0,0,1,0,0,1,0,0,0,Feed-forward
IL2V,DVC,0,0,0,0,0,0,0,0,2,1,1,Feed-forward
IL2V,IL1V,0,0,1,1,1,4,10,9,3,1,0,Feed-forward
IL2V,IL2L/R,0,0,0,0,0,0,1,1,0,0,0,Recurrent
IL2V,OLQV,0,0,0,0,0,1,8,9,1,0,0,Recurrent
IL2V,PLN,0,0,0,0,0,0,0,0,0,1,0,Recurrent
IL2V,PVT,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
IL2V,RIA,0,0,1,0,2,2,5,7,1,2,0,Feed-forward
IL2V,RIB,0,0,0,0,0,0,0,2,0,0,0,Feed-forward
IL2V,RIG,0,0,0,0,0,0,0,0,6,7,5,Feed-forward
IL2V,RIH,0,0,1,0,2,3,3,2,2,2,0,Feed-forward
IL2V,RIM,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
IL2V,RIP,5,8,8,11,11,20,27,31,6,0,0,Feed-forward
IL2V,RMDD,0,0,0,0,0,0,2,0,0,0,0,Feed-forward
IL2V,RMDV,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
IL2V,RMED,1,0,2,1,3,2,4,3,1,0,0,Feed-forward
IL2V,RMEL/R,5,9,8,10,12,13,19,20,3,0,0,Feed-forward
IL2V,RMEV,2,4,3,2,5,4,4,4,4,3,0,Feed-forward
IL2V,RMF,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
IL2V,SAAD,0,0,0,0,0,0,0,0,5,3,1,Recurrent
IL2V,SMBV,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
IL2V,URAV,0,5,1,2,6,10,8,15,0,1,1,Feed-forward
IL2V,URX,0,0,0,0,1,1,2,2,0,0,0,Recurrent
IL2V,URYV,0,0,0,0,0,0,1,1,3,2,1,Recurrent
OLL,ADE,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
OLL,ADL,0,0,0,0,0,0,0,0,0,0,1,Recurrent
OLL,AVE,8,20,26,24,39,40,56,64,50,41,41,Feed-forward
OLL,AVJ,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
OLL,AVK,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
OLL,CEPD,2,3,1,7,7,4,19,18,5,2,9,Feed-forward
OLL,CEPV,2,4,2,10,10,11,13,15,8,7,4,Feed-forward
OLL,IL1D,0,0,0,0,0,2,2,5,4,4,2,Feed-forward
OLL,IL1L/R,0,0,0,0,0,5,2,2,0,2,1,Feed-forward
OLL,IL1V,0,0,0,0,0,1,4,3,11,1,5,Feed-forward
OLL,IL2L/R,0,0,0,0,0,0,1,0,0,1,1,Recurrent
OLL,OLL,0,0,0,0,0,0,1,0,1,1,2,Recurrent
OLL,OLQD,0,0,0,0,0,0,0,0,0,2,1,Recurrent
OLL,OLQV,0,0,0,0,0,1,1,0,1,3,1,Recurrent
OLL,RIB,6,8,16,12,22,23,24,27,26,22,18,Feed-forward
OLL,RIG,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
OLL,RIP,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
OLL,RIS,0,0,0,0,0,1,0,0,0,0,0,Feed-forward
OLL,RMDD,0,0,3,6,13,13,22,26,26,14,20,Feed-forward
OLL,RMDL/R,0,0,1,1,2,2,5,8,2,3,0,Feed-forward
OLL,RMDV,0,2,5,6,15,9,22,32,16,9,11,Feed-forward
OLL,RMED,0,0,0,0,0,2,3,0,4,5,6,Feed-forward
OLL,RMEL/R,0,0,0,0,1,5,5,2,6,5,4,Feed-forward
OLL,RMEV,0,0,0,0,1,1,1,1,10,3,2,Feed-forward
OLL,RMG,0,0,1,0,0,0,1,0,0,0,0,Feed-forward
OLL,SIAV,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
OLL,SMBV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
OLL,SMDD,4,6,7,7,8,10,15,15,10,12,12,Feed-forward
OLL,SMDV,4,8,8,9,8,10,13,13,15,14,15,Feed-forward
OLL,URAD,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
OLL,URB,0,0,0,0,0,0,0,0,2,1,3,Recurrent
OLL,URX,0,0,0,0,0,0,1,0,0,0,0,Recurrent
OLL,URYD,0,0,0,0,0,0,0,0,3,3,1,Recurrent
OLL,URYV,0,0,0,0,1,0,1,1,2,5,1,Recurrent
OLQD,AVA,1,0,0,0,0,0,0,0,0,0,0,Feed-forward
OLQD,AVB,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
OLQD,AVE,0,0,0,0,0,0,0,0,6,4,4,Feed-forward
OLQD,CEPD,0,0,0,0,0,0,0,1,1,1,0,Feed-forward
OLQD,IL1D,0,0,0,0,0,1,1,2,1,1,4,Feed-forward
OLQD,IL2D,0,0,0,0,0,0,1,1,0,0,0,Recurrent
OLQD,IL2L/R,1,3,2,2,4,2,11,9,1,1,0,Recurrent
OLQD,OLL,0,0,0,0,0,0,0,0,3,3,2,Recurrent
OLQD,RIB,0,0,0,0,0,0,0,0,1,1,3,Feed-forward
OLQD,RIC,5,3,3,2,4,2,4,4,4,5,3,Feed-forward
OLQD,RIH,0,0,0,0,0,0,2,1,0,1,0,Feed-forward
OLQD,RMDD,1,4,2,2,3,5,10,9,12,8,10,Feed-forward
OLQD,RMDV,0,1,0,0,0,0,0,0,7,4,4,Feed-forward
OLQD,RMED,0,0,0,0,1,0,0,0,0,0,0,Feed-forward
OLQD,RMEL/R,0,0,0,0,0,1,1,0,0,0,0,Feed-forward
OLQD,RMEV,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
OLQD,RMF,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
OLQD,RMH,0,0,0,0,0,0,2,3,3,3,6,Feed-forward
OLQD,SIAD,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
OLQD,SIBV,1,3,2,2,3,5,10,9,8,6,6,Feed-forward
OLQD,SMBD,0,0,0,0,0,1,1,2,1,3,1,Feed-forward
OLQD,URAD,0,0,0,0,1,0,0,0,0,0,1,Feed-forward
OLQD,URB,0,0,0,0,0,0,0,0,1,2,0,Recurrent
OLQD,URX,0,0,0,0,0,0,0,0,0,0,1,Recurrent
OLQD,URYD,0,1,0,0,0,0,0,0,2,5,2,Recurrent
OLQV,ADA,0,0,0,0,0,0,0,0,0,3,1,Feed-forward
OLQV,AVD,0,0,0,0,0,0,0,0,0,1,1,Feed-forward
OLQV,AVE,0,0,0,0,0,0,0,0,4,3,5,Feed-forward
OLQV,IL1V,0,0,0,0,0,1,2,0,1,4,2,Feed-forward
OLQV,IL2L/R,3,3,2,2,3,4,5,7,0,2,1,Recurrent
OLQV,IL2V,0,0,0,0,0,0,0,1,1,2,0,Recurrent
OLQV,OLL,0,0,0,0,0,0,0,0,3,6,2,Recurrent
OLQV,PVP,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
OLQV,RIB,0,0,0,0,0,0,0,0,4,2,3,Feed-forward
OLQV,RIC,4,2,2,2,2,2,2,3,3,1,3,Feed-forward
OLQV,RIG,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
OLQV,RIH,1,1,0,0,0,0,0,1,0,0,0,Feed-forward
OLQV,RMDD,0,1,0,0,0,0,0,0,3,8,1,Feed-forward
OLQV,RMDV,2,3,2,4,7,8,11,12,12,10,5,Feed-forward
OLQV,RMED,0,0,0,0,0,0,1,2,0,1,0,Feed-forward
OLQV,RMEL/R,0,0,0,0,0,1,2,1,0,1,1,Feed-forward
OLQV,RMF,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
OLQV,RMG,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
OLQV,RMH,0,0,0,1,0,0,1,1,5,3,4,Feed-forward
OLQV,SIAV,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
OLQV,SIBD,1,2,2,4,7,8,12,12,9,8,5,Feed-forward
OLQV,SIBV,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
OLQV,SMBV,1,0,0,0,0,0,0,0,1,0,0,Feed-forward
OLQV,SMDV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
OLQV,URAV,0,0,0,0,0,0,0,0,0,0,2,Feed-forward
OLQV,URB,0,0,0,0,0,0,0,1,0,1,1,Recurrent
OLQV,URYV,0,0,0,0,0,0,0,0,0,3,1,Recurrent
PLN,ALN,0,0,0,0,0,0,0,0,0,1,0,Recurrent
PLN,AVB,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
PLN,FLP,0,0,0,0,0,0,0,0,0,0,1,Recurrent
PLN,RID,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
PLN,RIG,0,0,0,0,0,0,0,0,2,1,0,Feed-forward
PLN,RIM,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
PLN,RIV,0,0,0,0,0,0,0,0,1,1,0,Feed-forward
PLN,RMDV,0,0,0,0,0,0,0,0,0,4,0,Feed-forward
PLN,RMF,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
PLN,RMG,0,0,0,0,0,0,3,3,5,5,0,Feed-forward
PLN,RMH,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
PLN,SAAD,0,0,0,0,0,0,8,18,19,20,5,Recurrent
PLN,SAAV,0,0,0,0,0,0,1,1,0,0,0,Recurrent
PLN,SMBV,0,0,0,0,0,0,11,14,16,17,6,Feed-forward
PLN,SMDV,0,0,0,0,0,0,3,3,2,1,0,Feed-forward
PVC,ADA,0,0,0,0,1,0,1,1,0,0,0,Recurrent
PVC,ADE,0,0,0,0,1,0,0,0,0,0,0,Feed-back
PVC,AIB,0,0,0,0,0,0,0,0,0,0,1,Recurrent
PVC,AQR,0,0,0,0,2,0,0,1,0,2,0,Feed-back
PVC,AVA,0,1,1,2,9,4,7,8,5,6,7,Recurrent
PVC,AVB,3,4,8,7,7,21,34,33,30,27,10,Recurrent
PVC,AVD,1,1,2,4,2,13,13,12,4,7,1,Recurrent
PVC,AVE,1,2,3,4,3,6,11,8,2,6,3,Recurrent
PVC,AVH,0,1,1,0,0,0,0,2,1,1,0,Feed-back
PVC,AVJ,0,0,1,0,0,1,2,5,2,2,1,Recurrent
PVC,AVK,0,0,0,0,0,0,0,1,0,0,0,Feed-back
PVC,AVM,0,0,0,0,0,0,0,0,1,3,0,Feed-back
PVC,BDU,1,0,0,0,0,0,0,0,0,0,0,Recurrent
PVC,DVA,0,0,0,0,1,0,0,0,0,0,1,Feed-back
PVC,FLP,0,0,0,2,0,1,0,1,1,2,3,Feed-back
PVC,PVC,0,0,0,2,0,1,0,1,0,0,0,Recurrent
PVC,PVP,0,0,0,0,0,0,0,0,1,0,0,Recurrent
PVC,RIC,0,0,0,0,0,0,0,0,2,0,0,Feed-back
PVC,RID,1,1,3,4,1,8,10,6,0,5,1,Feed-back
PVC,RIH,1,0,0,0,0,0,0,0,0,0,0,Recurrent
PVC,RIM,0,0,0,0,0,0,0,0,1,0,0,Recurrent
PVC,RIP,0,0,0,0,0,0,0,0,1,0,0,Recurrent
PVC,RIS,1,0,0,1,0,1,1,1,0,0,0,Feed-back
PVC,RMDV,0,0,0,0,0,0,0,0,1,1,0,Feed-forward
PVC,RMG,0,0,0,0,0,0,0,0,2,0,0,Feed-back
PVC,SAAV,0,0,0,0,0,0,0,1,0,0,0,Feed-back
PVC,SDQ,0,0,0,0,0,0,1,0,0,0,0,Feed-back
PVC,SIAD,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
PVC,SIAV,3,2,1,2,0,1,1,0,0,0,0,Feed-forward
PVC,SIBD,0,0,0,3,0,2,3,7,3,5,2,Feed-forward
PVC,SIBV,1,0,0,1,0,2,3,6,5,2,1,Feed-forward
PVC,SMBD,1,0,0,0,0,0,0,0,0,0,0,Feed-forward
PVP,ADA,1,0,0,0,0,1,1,2,3,1,0,Recurrent
