,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
PVWL_or_R_2,0,0,0,0,0,0,205360,7000,0,0,0,0,0,0,0,91360,64480,0,0,0,0,0,0,0,0,2582560,0,0,0,0,0,0,0,0,4720,0,0,62640,0,32360,0,0,0,0,0,5640,0,0,0,0,0,0,0,0,0,40,73040,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299360,126520,0,0,0,0,939520,342080,1310480,3571200,58440,0,0,0,32880,0,0,0,0,0,1626080,1638160,0,0,0,319360,492720,196040,341280,0,18560,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8280,0,0,0,0,0,0,0,0,0,92200,0,0,0,0,0,38240,59920,0,1189760,26600,78080,3200,0,0,0,106240,9240,136640,52400,0,0,0,3056320,0,1966920,0,657840,0,0,1560,0,5600,482880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVWL_or_R_3,0,0,0,0,0,0,2022200,1859520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536400,0,0,0,0,0,0,0,0,285120,0,0,242240,69960,317680,0,0,0,0,0,0,37200,0,0,0,55600,0,333920,32880,0,911200,814080,74240,0,0,0,0,167520,17040,0,67040,18640,0,0,0,0,0,0,0,0,0,0,0,0,392640,398640,62960,0,28880,0,896160,336600,744400,509280,93280,0,0,0,3784480,0,0,0,0,0,495000,0,0,0,0,0,0,196960,459280,0,103440,141040,186400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105800,0,0,565040,0,0,178000,0,0,0,5360,0,0,720,113560,0,0,405680,29840,0,80,80,0,0,298000,1520,0,0,0,82120,88360,52200,8200,0,0,0,3655040,1966920,0,0,42960,0,479040,0,0,0,204160,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,3680,0,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0
PVQL,0,0,874320,0,0,0,0,0,0,0,0,535760,0,28320,0,70080,0,0,0,4070880,0,3999360,0,0,0,0,350720,0,9840,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,6120,0,0,0,0,0,0,0,0,0,0,33400,0,0,0,0,0,0,4880,0,0,0,298080,0,1325280,0,6080,0,0,0,0,0,0,0,0,0,0,0,0,42720,0,0,0,17200,810800,5600,0,0,0,0,0,0,0,0,0,0,486720,0,0,0,0,0,0,1750160,33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120,9080,0,0,11440,0,0,0,0,0,0,13920,0,0,37280,0,0,0,0,0,0,915040,0,1439640,194480,3345040,0,0,0,0,0,0,0,180880,0,0,0,0,0,0,0,0,0,0,0,137440,0,982680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVQR,0,0,0,36480,0,0,0,0,0,0,0,0,290160,0,0,0,66720,0,0,1360,4272320,0,2410840,0,0,0,0,1101400,0,169360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,0,15720,0,0,0,0,0,0,0,0,0,0,0,3440,0,80,0,760,0,0,0,206440,83600,1220080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101600,1962240,880,0,0,0,0,0,0,0,0,0,0,481360,0,0,0,0,0,90640,1934560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8320,0,0,0,0,0,1043440,1969120,1526880,377080,0,0,0,0,0,0,0,0,51440,0,0,0,41800,657840,42960,0,0,0,0,0,0,0,2349000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICL,0,0,0,0,0,0,0,0,0,960,1188240,0,0,160240,0,125600,49880,0,0,0,0,0,0,0,0,31560,0,0,0,0,0,0,0,0,431520,138720,0,141360,104320,59160,108160,7880,103960,0,15840,289800,718480,446320,337440,1575760,0,188160,178000,0,82640,157520,1437160,423240,979280,775800,90960,186400,0,0,155280,2366480,2101320,3080,0,0,275520,0,0,0,0,306400,0,721760,1055840,1296400,2694120,284800,671600,0,189360,236960,346880,0,0,394880,231520,0,0,333840,0,0,0,0,0,0,0,0,0,0,490520,289200,183360,113520,0,0,0,749200,501880,0,131680,903840,997000,0,257120,48320,2680,0,0,0,0,0,0,59120,20480,2302240,1608720,963960,277520,2164880,262920,1055280,692280,355680,1641400,832080,527760,1222640,72800,1673440,157760,336080,1335600,288080,121600,0,106240,1440,0,134480,0,0,67160,0,0,79560,259960,310280,0,796880,430080,1092920,912880,0,0,0,0,0,0,0,0,0,4784040,2598960,206360,203760,217760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICR,0,0,0,0,0,0,0,127480,0,0,579280,0,0,0,12480,0,252040,0,0,0,0,0,0,0,0,160480,0,0,0,0,0,0,0,0,537440,0,0,20880,343120,8160,0,249160,0,0,0,883360,363920,320080,237320,0,1339120,9240,11040,27400,0,0,1344200,640320,184680,296920,166680,57080,151320,278400,0,1696400,792240,0,278800,244920,0,0,0,0,0,0,405280,864000,655840,1300960,1946360,1165760,192560,0,19440,338880,63720,0,0,120960,115520,0,280,1707840,0,0,0,0,0,0,0,0,0,0,227840,305200,114120,78880,0,0,0,384640,364240,80720,0,1030720,822760,331440,39040,53920,12720,0,177640,0,0,0,0,302640,53120,1487760,3847360,122880,749360,270680,1652080,614160,493120,3317280,1260080,323280,973240,146400,1214720,421120,1323600,1244120,580000,0,155840,162000,0,1840,0,0,633480,0,0,0,801880,0,236400,150320,21440,692800,967920,1176560,1013320,0,0,0,1240,0,479040,0,0,4784040,0,0,227280,296120,889400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4320,0,0,0,0,0,0
RID,0,0,0,0,16360,232880,109280,0,0,0,247760,83360,425200,0,0,402160,0,0,0,0,0,0,0,111240,603440,216760,0,0,0,0,0,0,1317120,1207200,2309920,0,0,159280,0,0,0,195240,0,0,0,920,80480,76320,0,3520,0,0,0,239080,53040,222480,184560,3640,0,0,0,0,17200,56000,0,10160,0,149760,0,0,213680,2940480,2213600,0,0,285840,0,368240,0,0,1420960,780920,2131560,87160,2960,0,885880,4840,0,1329200,199440,60240,0,0,199400,0,0,890400,1406400,32320,0,1181000,1054080,57440,28320,0,0,0,19320,0,0,0,0,0,0,226520,0,0,0,0,0,128880,0,729080,0,0,233120,27440,120240,0,0,0,0,292240,0,265840,0,49600,2129600,62720,0,320120,0,0,0,246640,0,0,0,0,0,0,0,206320,0,0,111120,0,0,41600,9440,0,8240,0,0,0,0,473040,0,0,106840,1560,0,137440,0,2598960,0,0,320,729320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296320,62960,0,0,0,0,0,0,0,243680,1550400,0,0,0,0,0,0,0,0,0,741280,182800,196120,73240,0,0,29960,260600,160,10880,544400,67280,262920,599040,0,3760,0,845840,0,0,509520,64960,0,0,0,14080,486160,345360,443920,925600,0,0,0,9520,895760,872080,0,0,521120,1288040,11920,1360,0,0,930840,649440,0,0,1565200,1951200,322400,239440,0,0,215520,0,0,0,0,181000,0,170000,3376880,2739760,0,0,248440,422600,2322280,2124600,2624480,0,0,302320,325240,218120,295920,709280,93080,96400,381400,133120,29200,495920,2424400,2732800,52040,32000,2799440,1627280,1849280,3996360,481760,1236400,0,0,5040,198400,0,69760,0,172360,320,123520,38640,143480,190400,913200,3118640,6406520,3104400,2571680,16400,0,39240,170080,1340800,0,0,98560,0,0,0,0,0,3153360,2028720,4469840,1542160,1240800,2050960,2021680,0,0,0,0,0,0,0,0,206360,227280,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMGL,17360,0,228240,0,0,0,368080,0,2612240,0,0,0,0,0,0,795680,0,0,0,0,0,57280,0,0,0,145320,52320,0,123120,0,0,0,0,0,0,0,0,0,0,92800,0,0,0,0,0,0,0,0,0,2798560,0,166400,626560,259040,61440,0,0,0,0,679280,0,0,0,0,0,770320,0,250880,0,0,507120,0,0,0,0,0,0,307520,0,0,0,0,228640,500800,0,0,23200,436320,0,0,59520,0,0,0,272080,0,11760,0,0,798080,0,55040,0,6400,122240,13080,11200,0,0,0,0,85280,0,0,0,0,143280,0,746280,1430960,3641920,1320280,1013640,0,0,0,0,0,3209320,1269640,1083440,265960,186800,308400,0,675200,311040,725120,300800,97520,298480,498080,0,50720,59760,0,375040,0,0,0,0,175840,0,1159280,0,0,1570960,2365920,0,0,0,694480,0,1018160,0,257920,0,0,0,0,796200,5600,0,982680,0,203760,296120,729320,0,0,0,0,0,0,0,9240,0,164560,0,0,0,0,0,516560,0,847600,0,0,0,0,0,1169280,0,1226680,0,0,0,0,0,1056600,0,928040,0
RMGR,0,197280,0,207640,0,0,0,155040,0,2078160,0,0,0,0,0,0,495640,0,0,0,6640,0,196360,0,0,120,0,0,0,102640,0,0,0,0,170880,0,0,0,0,0,10080,0,0,0,98880,0,0,0,0,0,2454720,665520,79040,1840,239080,0,0,0,7280,0,811560,0,0,0,0,0,444800,0,167280,380000,0,0,0,0,0,0,0,0,214000,0,199840,0,0,0,312000,108480,0,0,1549920,0,42880,0,0,0,4440,3040,160,0,0,0,1270560,0,124040,0,45760,0,0,422760,0,0,0,0,215080,0,0,7760,0,1602000,0,3258680,949960,993200,1431680,0,0,0,0,4265520,0,882880,923680,202960,36080,0,83440,275120,214880,835800,699360,318560,124960,0,451200,202640,10240,59880,0,0,0,0,0,0,0,0,1542840,0,700240,472200,6720,0,159280,0,0,0,1103760,0,249680,0,0,0,1444960,482880,204160,0,2349000,217760,889400,0,0,0,0,0,0,0,0,0,800,0,320,0,0,0,0,0,680000,0,893360,0,0,0,0,0,1608680,0,1004640,0,0,0,0,0,1637120,0,900920
BWM-DL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22320,0,0,394920,0,0,0,0,0,0,0,5600,801840,0,0,461440,0,57680,43520,0,401040,0,0,0,0,0,0,0,0,0,0,0,0,0,698880,0,0,19960,48000,96720,39680,2580400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480320,0,0,2304320,0,0,0,5393040,308000,0,0,0,0,0,0,6720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56880,0,0,632200,0,21040,0,0,0,0,1251440,90640,0,0,0,234320,74840,52400,61440,464640,0,0,0,0,0,0,0,0,0,0,0,0,405960,0,0,0,225040,0,18800,82000,17520,2846240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480320,0,0,0,0,2089040,0,0,564480,6806640,0,0,0,0,0,0,0,108000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29680,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,409040,0,0,0,347920,0,0,0,258000,1501440,867520,51280,36880,201440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343120,240,26240,5440,0,48640,0,0,2314400,8760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623720,0,0,4269200,0,0,0,5876160,769120,0,0,12280,0,0,0,187600,48480,0,0,0,0,0,0,0,0,0,0,134000,0
BWM-VR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35760,0,0,0,0,0,0,0,0,0,0,0,0,0,90800,0,0,0,0,0,0,326640,0,1040,0,261280,0,0,632880,81440,493680,97840,59520,77400,0,0,58080,0,0,0,0,0,0,0,0,0,0,0,0,405600,69760,147440,63840,25280,0,0,0,2681760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623720,0,0,0,0,3669880,0,0,623520,5940480,0,0,0,54880,0,0,0,76080,0,0,0,0,0,0,0,0,0,0,0,63360
BWM-DL02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330680,0,150640,0,0,0,0,0,59480,1289400,391280,86920,291160,800,0,17040,3342080,0,0,334480,0,370000,0,0,0,0,0,0,0,0,0,303760,0,0,0,0,0,0,1194480,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,15960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9240,0,2304320,0,0,0,0,0,5629800,0,49840,0,0,0,7264280,0,83280,0,0,0,0,0,183280,0,0,0,0,0,0,0,0,0,0,0
BWM-DR02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330560,0,77520,0,0,0,0,995280,80,28080,236600,4080,344640,0,2902880,13120,0,328720,0,294680,0,0,0,0,0,0,0,0,0,186960,0,0,0,0,0,0,0,0,942720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,2089040,0,0,0,0,0,5439440,0,19840,0,0,0,6467360,0,54200,0,0,0,0,0,216040,0,0,0,0,0,0,0,15120,0,0
BWM-VL02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133760,0,196440,0,0,0,288000,27560,249200,82960,0,1343640,169760,41520,2437200,0,0,582240,0,184000,0,0,0,0,0,0,0,0,0,0,51520,0,0,0,0,0,0,0,1411720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14880,0,0,0,0,0,0,0,0,0,0,0,0,0,164560,0,0,0,4269200,0,5629800,0,0,0,0,0,28080,0,468480,0,4737200,0,0,0,0,0,0,0,128280,0,0,0,0,0,0,0,880,0
BWM-VR02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15880,0,0,0,0,0,0,0,0,0,0,0,0,0,127720,0,0,0,0,602200,0,212120,0,0,4760,414160,344880,227440,711520,0,20800,3361280,16560,39600,507400,0,465680,0,0,0,0,0,0,0,0,0,0,0,0,94080,0,0,0,0,0,8800,0,1622320,0,25920,0,0,0,0,0,0,0,0,0,0,0,0,0,3920,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,3669880,0,5439440,0,0,0,0,0,59040,0,322880,0,5835120,0,0,0,0,0,0,0,76640,0,0,0,0,0,0,0,480
BWM-DL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71880,0,0,0,0,0,0,0,238320,1249840,0,0,67440,0,439200,0,0,132400,0,0,0,0,0,0,0,0,0,0,0,0,0,693040,0,0,87600,212000,70400,0,313200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5393040,564480,0,0,49840,0,0,0,0,1483800,0,0,0,0,0,0,2984800,143640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18800,0,0,0,0,0,0,1798800,152240,0,0,0,74480,269200,32480,0,124560,0,0,0,0,0,0,0,0,0,0,0,6800,620440,0,0,0,379040,560,0,77360,18920,147720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,358960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308000,6806640,0,0,0,19840,0,0,1483800,0,0,0,0,0,0,0,109000,4274160,0,0,0,0,0,0,920,42080,0,0,0,0,0,0
BWM-VL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38720,0,0,139920,61600,0,0,0,298280,1392480,251200,0,0,507120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621120,0,45400,6880,40800,229920,0,0,43520,5440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5876160,623520,0,0,28080,0,0,0,0,2076240,0,0,0,0,0,0,4191080,0,0,0,0,0,0,0,29720,1760,0,0,0,0
BWM-VR03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,21360,57640,24880,0,86720,0,0,1396880,231400,325280,880,0,512640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530080,4320,97840,230840,65040,0,0,7520,208160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769120,5940480,0,0,0,59040,0,0,2076240,0,0,0,0,0,0,0,98480,3640480,0,0,0,0,0,0,0,268840,0,0,0,0
BWM-DL04,0,0,0,0,0,0,0,0,14320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5840,0,0,0,0,0,0,0,0,0,0,0,279760,0,0,0,3440,0,0,0,0,0,0,0,0,1722000,269160,772240,42160,0,0,0,691480,0,0,461920,0,12280,0,0,0,0,0,0,62080,0,0,397440,0,0,0,89680,4440,0,27960,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,484640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516560,0,0,0,0,0,7264280,0,468480,0,0,0,0,0,0,0,2236080,0,0,0,0,0,3753520,0,0,0,0,0,0,0,718240,0,0,0
BWM-DR04,0,0,0,0,0,0,0,560,0,47280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44920,0,92960,0,0,0,0,0,0,0,0,262040,0,0,0,0,0,2240,0,0,0,0,0,0,1146400,0,1044800,237360,0,12520,0,375080,0,0,715240,0,108880,0,0,0,0,0,0,0,0,104640,583760,0,0,0,0,0,0,0,0,0,0,0,0,35720,0,0,0,0,0,0,0,0,0,0,0,640280,0,92000,0,0,0,0,0,2000,0,0,0,0,0,0,0,680000,0,0,0,0,0,6467360,0,322880,0,0,0,0,0,0,0,883760,0,0,0,0,0,4471240,0,0,0,0,0,0,0,15360,0,0
BWM-VL04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,1840,0,0,0,0,0,0,0,0,401440,0,0,0,0,0,0,0,3920,0,0,13480,13280,0,473600,1128000,0,697680,0,0,83600,0,0,738320,0,59680,0,0,0,0,25440,0,0,0,0,0,356600,0,0,0,0,1440,0,0,0,0,32200,0,0,0,0,0,0,0,0,0,0,0,300640,0,301960,0,0,0,0,0,0,0,0,0,0,0,0,0,847600,0,0,0,12280,0,83280,0,4737200,0,0,0,0,0,2236080,0,0,0,0,0,0,0,54160,0,2494000,0,0,0,0,0,170000,0,116880,0
BWM-VR04,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115200,0,0,0,0,0,0,0,0,0,0,407040,0,0,0,0,0,0,0,240,0,1440,13040,0,0,39000,467440,509360,1590720,0,0,232400,0,0,636760,0,20160,0,0,0,0,0,0,90040,0,0,7120,0,0,157040,0,0,20080,0,0,0,0,2120,0,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,1018880,0,0,0,0,0,3680,0,0,0,0,0,0,0,893360,0,0,0,54880,0,54200,0,5835120,0,0,0,0,0,883760,0,0,0,0,0,0,0,0,0,3068400,0,0,0,0,0,0,0,97120
