,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
RIBR,0,195280,0,0,0,920,0,0,0,0,3600,0,0,0,0,0,0,0,306600,0,3160,0,0,0,5396760,0,0,17560,0,516800,0,352280,4377120,633840,241320,0,0,0,7680,0,1245360,0,78800,0,1506240,0,257400,0,486960,0,0,0,0,0,0,0,0,0,242880,0,668640,0,979680,0,1380080,0,0,0,0,1300800,0,1212560,162080,0,2992640,0,2217040,0,618000,365600,222640,258000,0,3166800,604160,0,0,0,0,0,0,0,0,0,459760,0,2090320,345120,0,0,38640,0,329840,739480,204480,1304480,0,0,80,0,160080,0,253120,0,120,0,8840,0,18000,318200,0,0,45680,1525520,0,2198960,1197520,123040,1200,0,0,17800,179640,0,128880,0,590800,243840,381440,0,480,0,0,1485920,186680,1186640,161560,0,0,0,162800,0,0,0,0,0,0,0,0,0,0,24760,447720,0,54400,0,254400,1602880,0,0,0,0,0,0,0,0,0,1406400,2739760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFL,1103320,0,0,0,12200,0,83160,0,0,0,0,113600,1520,0,0,3611080,0,0,0,0,0,0,0,0,0,95240,720400,0,754080,0,0,0,0,0,20560,0,0,800,0,185920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8240,0,0,0,0,0,958120,0,1163480,0,113280,86160,0,0,77040,0,352200,0,0,50320,1000440,123160,1680,135600,3200,0,56160,1730640,3084760,0,27760,0,775840,0,0,0,51360,0,0,0,0,99080,0,0,0,3608840,0,143440,0,207440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,0,0,800,0,392920,0,0,0,0,0,3440,0,0,0,0,0,701760,0,0,1143040,46240,182600,460440,0,0,0,6160,0,97120,0,0,0,0,929840,1626080,495000,486720,0,0,0,32320,0,798080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFR,0,1018400,0,0,0,0,0,182720,0,0,76400,0,214160,0,0,45120,4458360,0,0,0,188800,0,35400,0,0,128960,0,1448080,400,633920,0,0,0,0,23920,0,0,0,31320,0,256880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134360,0,0,0,75400,0,5600,0,0,0,761920,0,1340480,63440,16200,0,0,0,218600,259120,294560,0,0,0,1590720,0,166720,0,107120,1197240,0,0,2790640,74240,0,115200,1732520,0,0,0,0,0,38640,99080,0,0,0,0,0,3560960,0,471560,251040,0,92400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,0,0,0,560640,0,0,0,0,0,89440,0,0,0,102240,0,820960,0,115760,352160,1188680,642160,0,0,0,0,111600,0,97840,0,0,0,16920,1638160,0,0,481360,0,0,0,0,0,1270560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGL,0,0,0,0,0,0,0,0,894440,0,211360,0,0,0,0,0,0,0,0,0,0,0,0,0,298320,0,0,0,0,0,0,0,136840,1430960,15760,0,8000,361760,0,0,0,634640,0,1762960,0,445040,0,535000,0,668760,0,699600,211040,18840,400160,145920,0,400,0,775200,0,66000,0,439440,0,160,0,0,0,92560,1462160,5440,0,103400,31600,3058240,45280,67120,373120,82240,1484160,0,69440,225440,245160,0,0,0,0,0,0,911120,0,0,2201600,207200,0,248480,0,0,0,0,1959840,354640,462080,419560,0,0,1183520,246960,0,0,0,67240,0,0,629440,0,0,720,0,0,0,145520,211280,0,51240,2623640,38080,0,1181600,876720,0,43640,0,0,25680,0,0,491680,124240,82480,652960,19400,0,120,0,0,0,206440,0,467920,1096240,0,0,0,0,0,0,0,1974120,2013040,137400,0,0,37760,0,4642960,0,0,0,0,0,0,0,0,0,1181000,248440,55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGR,0,17440,0,0,0,0,0,0,0,916480,475960,0,0,0,0,0,0,0,0,0,0,0,0,0,390640,0,0,0,0,0,0,0,1262120,339640,21840,0,29040,0,615640,0,75440,0,843680,0,1750400,0,430480,0,613640,0,441320,92880,913840,28000,43120,420360,0,0,1000,0,912080,0,168040,0,478240,0,0,0,0,1504200,22320,50080,0,128560,62560,280960,2600200,503760,6760,1738720,0,285640,21160,182880,517280,0,0,0,0,0,0,0,681360,0,2130040,0,597720,0,329840,0,0,1959840,0,547040,399400,882800,0,0,836000,0,195440,0,0,0,91200,729280,0,0,0,0,0,0,0,553880,0,414800,219120,62040,3886320,1321680,1440,0,40320,0,0,0,191480,0,691000,172160,1229840,21640,341360,0,0,69040,4400,0,0,0,130960,981360,684200,0,0,0,0,0,47520,0,1605440,908080,1629680,0,0,0,0,3660320,0,0,0,0,0,0,0,0,0,1054080,422600,0,124040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIH,51280,171280,0,0,0,5120,0,0,0,0,0,0,0,0,0,78400,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,139320,634760,1038040,931440,595360,0,1820640,1227160,1844760,1910320,2688080,1262440,0,1280,1940560,1681480,2735040,3292480,0,0,0,0,0,4120,0,0,0,0,1525040,1204360,2501760,2724040,2466640,2025920,0,0,223880,0,52080,12560,123680,72800,1295200,1333680,3546880,3950360,0,17440,0,0,21360,0,68840,364880,0,0,0,0,0,0,0,0,0,267200,1610120,1862360,191360,739480,0,0,354640,547040,0,520600,350960,1977520,2619120,2723040,169840,0,0,0,556160,601360,0,0,0,63600,0,0,0,0,1812720,2023360,1661160,2947360,0,120480,0,0,2400,0,43680,86000,78360,281920,0,107800,57400,17680,430480,89360,5880,0,0,1000,203360,70080,448360,640560,0,0,0,0,0,0,0,0,0,5680,2760,156400,699080,1132960,4232160,3743280,1242920,0,0,0,0,0,0,0,0,0,57440,2322280,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIML,116840,0,0,0,0,0,0,0,1840,309360,0,0,0,0,0,272160,0,151520,0,27280,0,0,0,362960,78480,563120,0,0,137120,0,22360,0,0,3600,161120,330160,36360,0,4000,0,0,96080,26040,7840,11360,0,0,0,0,0,1120,3688800,3422680,2782880,4211360,693520,683680,0,0,0,0,0,5760,7440,0,3157720,0,0,0,240160,4959520,0,130600,553840,0,3765800,0,1612600,3150840,1864000,1779680,0,82400,1175040,869360,0,624880,370320,0,139920,0,111280,0,0,38600,907960,2400,1341760,204480,3608840,0,462080,399400,520600,0,638880,0,0,0,0,0,0,0,68480,11640,817720,139680,0,0,1199760,6270560,0,0,44000,0,0,504080,2979600,801880,640,0,727280,245320,550960,0,690560,237120,590800,100720,162960,0,129440,0,2600160,2674520,1981400,2647800,0,0,0,54280,0,0,0,0,0,31360,0,0,212000,2379760,1433760,0,0,75400,0,88320,453120,0,0,56880,319360,0,0,0,490520,227840,28320,2124600,122240,45760,0,0,0,0,0,0,0,0,0,0,0,0,0,262040,0,407040,0,0,0,0,0,293120,0,184200,0,0,0,0,0,259520,0,91400
RIMR,0,23120,0,0,0,0,0,0,175800,960,0,0,15520,0,0,0,165680,0,92320,0,0,0,108000,0,110720,120120,0,71200,0,0,0,24280,0,90400,665600,0,289120,0,0,0,199120,8320,0,0,0,0,0,0,0,129280,0,3835440,2940560,3836640,2880480,0,529120,0,0,0,0,4160,165680,0,240,250920,3790000,0,68480,4356800,321840,56880,0,131320,599120,0,3750800,2688920,1178720,1157600,1690040,281600,184000,1177600,1353520,691720,7200,0,1133840,16400,0,0,0,0,3320,0,770960,340800,1304480,0,3560960,419560,882800,350960,638880,0,0,0,0,0,0,0,352480,61080,0,183360,988400,0,0,7513200,1385680,0,0,52400,0,0,223520,621920,2194000,0,0,238240,1017800,0,633120,210320,754880,91680,544080,17000,429200,0,258080,3288160,1877640,2705600,1827560,0,0,0,680,0,36800,0,0,0,0,0,57040,0,1189120,1348080,66720,22040,0,68320,0,120960,0,0,0,492720,0,0,0,289200,305200,0,2624480,13080,0,0,0,0,0,0,0,0,0,0,0,0,0,279760,0,401440,0,0,0,0,0,350000,0,409440,0,0,0,0,0,0,0,0,0
RIPL,241920,0,122320,0,0,0,76280,0,0,0,0,308080,0,0,0,2946520,67200,0,0,140480,0,2001280,0,0,0,0,818040,73760,47360,0,0,0,0,0,0,0,0,2171000,0,8800,0,1689440,0,0,0,404320,0,647720,0,0,0,0,0,0,0,0,0,69200,0,346240,0,17320,0,0,0,17280,0,1017000,161640,398520,0,0,0,0,0,2560,0,0,0,840040,303760,0,8880,0,0,427200,976560,1586880,199760,28560,42720,0,0,1423640,0,0,0,0,0,143440,0,0,0,1977520,0,0,0,7280,0,1534560,0,0,0,1357120,0,0,0,11720,15160,0,0,10640,30880,206160,1058160,313160,119680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549840,0,1849440,0,0,0,1560,0,19800,1808560,1498800,375640,61920,0,0,0,132560,0,72560,0,0,0,0,0,196040,196960,1750160,90640,183360,114120,0,0,11200,0,22320,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPR,0,31680,0,99040,0,0,0,444400,0,0,0,0,48320,0,0,18200,1985560,0,0,13360,447480,0,2091280,0,0,1040,0,366960,0,203680,0,0,0,0,0,0,0,0,1970840,0,160,0,1455920,0,0,40240,825120,0,669040,0,0,0,0,0,0,0,85040,0,129440,0,0,0,1450080,0,0,0,242160,13000,1085440,0,278800,0,0,0,0,0,0,0,0,141520,985040,16120,0,0,0,381840,358080,154480,1584360,0,0,0,0,1525760,0,0,0,0,0,0,471560,0,0,2619120,0,0,7280,0,0,0,1623600,0,0,0,1737920,0,0,3200,11600,0,0,11600,2120,350680,117520,1020720,181480,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,0,0,0,0,0,0,0,1793440,0,1763760,0,0,0,134840,26800,404320,677480,165360,323280,0,0,0,0,203200,0,404280,0,0,0,333440,341280,459280,33200,1934560,113520,78880,0,0,0,422760,0,56880,0,90800,0,0,0,127720,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIR,2259800,1912320,0,0,176400,312320,0,0,0,0,1943960,332520,386800,0,0,0,0,0,0,0,0,0,0,106400,403280,0,124240,141920,0,0,378120,841880,1065040,1036480,3449040,0,0,0,0,331920,791640,55920,1680,0,0,0,0,57160,123320,0,0,3640,26800,0,0,0,0,0,0,1544680,1730480,0,0,230640,194200,0,7240,16760,0,166720,278320,2960,0,1732200,1560680,2327360,1636080,37600,32800,19080,0,129480,61440,10360,178520,37400,8040,0,0,49600,640,1396720,1155760,0,0,882960,664880,0,80,207440,251040,1183520,836000,2723040,0,0,0,0,0,0,0,0,0,0,0,747440,247720,20000,20320,0,0,0,0,0,0,0,214920,0,0,0,0,0,0,0,0,0,0,0,0,0,85720,0,279960,0,0,0,0,0,0,0,0,0,0,19000,32960,0,0,0,2149160,1841720,0,0,447600,0,0,0,0,8160,0,0,0,0,0,0,0,0,0,19320,302320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DL,0,0,840,0,35320,0,0,0,0,0,0,5520,0,0,0,0,0,9440,0,89440,0,40000,0,238840,0,0,0,0,0,0,33680,87680,136800,0,0,0,0,2687360,0,33600,0,0,0,3254720,0,3421520,0,0,0,0,0,0,0,0,0,0,0,904520,0,10880,0,1740720,0,0,0,0,0,0,0,0,9840,71920,31480,0,0,11960,0,0,0,0,12240,0,78760,960,0,0,0,37520,0,0,0,0,0,555440,56080,0,0,45840,0,0,0,246960,0,169840,0,0,1534560,0,0,0,31520,463240,0,150000,0,0,0,0,242000,0,0,6454680,0,624400,1770840,0,253920,0,400,0,1329840,0,0,0,0,0,0,0,0,0,422040,0,0,0,440320,161120,0,1179040,0,258640,0,26880,0,41080,0,54800,0,0,71040,0,50320,27280,72640,828840,0,0,0,101320,0,0,24080,18560,103440,0,0,0,0,0,325240,0,0,394920,0,0,0,330680,0,0,0,71880,0,0,0,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DR,0,0,0,26480,0,2760,0,0,0,0,0,840,0,0,0,0,0,0,53760,0,10720,0,17280,0,206280,0,0,0,0,0,67120,32840,13040,85840,0,0,0,0,3121760,0,0,0,0,161520,2428080,0,3588080,0,0,0,0,0,0,0,0,0,0,0,571280,0,0,0,2553200,0,0,0,0,0,0,0,0,79880,117480,0,0,0,0,0,0,0,0,84320,0,0,0,0,0,0,48520,0,0,0,0,484320,0,0,0,0,160080,0,92400,0,195440,0,0,0,0,1623600,0,31520,0,0,287880,0,89960,0,0,595920,0,0,0,0,5378640,501560,0,1988080,260240,24000,0,985680,0,0,0,0,0,0,0,0,0,335040,0,0,0,553200,0,0,99600,0,2068600,0,441960,0,0,0,0,23680,2880,0,0,1040,0,1920,105880,0,251280,0,0,0,0,0,84760,5120,141040,0,0,0,0,0,218120,0,0,0,632200,0,0,0,330560,0,0,0,18800,0,0,0,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1L,0,0,155600,0,0,0,133720,0,5440,0,0,0,286120,0,0,0,0,197600,0,38560,0,0,0,0,0,0,0,0,0,0,1600,28720,0,0,0,0,0,0,0,2476880,0,0,0,2807160,0,0,0,0,0,0,0,0,27720,7000,0,204440,0,2576920,0,399200,0,0,0,0,0,0,0,0,0,0,0,0,18640,0,0,0,0,320,0,0,0,0,0,269480,124320,0,0,0,0,0,0,0,0,0,0,444400,427760,231680,0,0,0,0,0,0,0,0,0,0,0,463240,0,0,0,118240,0,131600,0,3069520,1012320,1473720,2789560,2550960,717520,0,189920,0,0,0,980240,0,4116040,16400,0,327520,0,29200,4480,155360,400,0,0,216920,0,0,28640,38120,0,160800,0,237200,0,1080160,0,28000,0,104960,20160,0,0,0,26160,0,0,269840,0,3280,0,0,0,0,0,0,186400,0,0,749200,384640,0,295920,85280,0,0,0,0,0,150640,0,133760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1R,0,0,0,640,0,0,0,126560,0,0,0,6280,0,0,0,0,0,0,0,0,100240,0,0,0,0,0,0,0,0,0,10600,0,0,0,0,0,0,0,0,0,2252760,0,0,0,2330920,0,0,0,0,0,0,168600,0,0,0,0,98640,0,3089600,0,191120,0,0,0,0,0,0,0,0,76640,0,240,0,0,0,0,0,0,0,0,0,0,25440,178000,219800,0,17880,0,0,0,0,0,0,0,0,308560,134120,0,253120,0,0,0,0,0,0,352480,0,0,0,0,287880,0,0,0,135120,0,753840,714040,2444800,2270920,1775160,1070800,2970240,0,21640,8880,0,807520,111680,3768160,0,0,0,0,311520,114320,47920,165360,66000,0,0,0,202440,184560,0,0,650760,0,195200,0,268240,0,1383600,0,0,238560,44440,24480,0,16560,0,33200,0,0,318600,0,90160,0,0,0,120,0,0,0,0,501880,364240,0,709280,0,215080,0,21040,0,0,0,77520,0,602200,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1VL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82200,0,0,0,0,3280,0,2045200,0,2376800,205000,0,0,1445280,0,0,0,3360,0,0,0,0,0,748640,0,0,0,0,0,1679960,0,0,0,0,0,0,100120,0,0,0,0,0,0,0,105480,52640,0,0,0,0,0,0,0,0,0,0,0,20600,0,314960,51720,0,0,39200,0,0,0,67240,0,556160,68480,61080,1357120,0,0,150000,0,118240,0,0,24320,0,41360,7205280,0,0,0,0,519040,257520,1653280,1000,789280,0,0,0,673440,117400,0,47440,0,47520,0,35760,0,0,0,309440,0,47440,0,0,343600,0,0,1441080,0,4880,0,0,0,0,0,0,0,0,32640,57120,46760,0,0,1980560,0,87840,0,0,0,0,0,0,0,0,80720,0,93080,0,0,0,0,409040,0,0,0,196440,0,0,0,38720,0,0,0,3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40080,0,0,0,0,0,280,0,1889560,0,1731120,0,0,0,1735840,0,0,0,9520,0,0,0,0,0,600320,0,0,0,0,0,1645520,0,16000,0,0,78400,0,0,0,0,0,0,0,17840,0,24200,0,0,0,0,0,0,0,0,0,0,0,0,0,296480,46560,0,0,0,120,0,0,0,91200,601360,11640,0,0,1737920,0,0,89960,0,135120,24320,0,0,0,0,6507280,0,0,362800,0,103880,0,1733920,772880,0,0,1005200,0,0,45840,0,30280,0,67200,69200,15120,0,0,0,381920,0,52640,150080,0,0,22240,0,952640,0,0,0,0,0,0,0,0,0,68960,55520,50520,0,0,0,1644960,48800,0,0,0,0,0,0,0,131680,0,0,96400,0,0,0,0,0,326640,0,0,0,212120,0,0,0,21360,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIVL,0,0,0,0,0,0,0,0,0,191200,0,0,246840,0,0,0,0,0,0,0,0,0,0,120800,0,0,0,0,0,0,0,0,210760,126240,73200,0,399840,235360,188240,311400,0,0,70920,0,0,0,0,0,0,0,236560,87040,2905840,972560,187200,238640,2560520,0,0,0,0,0,29280,0,0,141280,232400,0,0,883360,37920,0,76880,0,0,0,0,526480,2680,71120,142600,136840,0,119360,24080,145880,0,0,0,0,106240,0,0,519280,7280,1388480,276320,25600,0,0,0,0,729280,0,817720,183360,0,0,747440,0,0,131600,0,0,0,0,3831600,0,1044640,1533720,0,789280,0,132640,0,0,175600,0,1238640,5800,969840,166320,37280,0,1461880,518680,367200,94280,157120,327360,788880,0,204200,280,3089320,3375440,332080,0,0,0,43720,622040,9040,0,0,0,0,0,168520,0,457240,131920,137120,12720,140960,0,74640,587760,0,0,0,0,0,0,0,903840,1030720,226520,381400,0,7760,0,0,0,0,0,0,0,0,0,0,0,57640,0,0,0,13040,0,0,0,512960,0,0,0,63760,0,0,0,710320,0,0,0,8560
RIVR,0,0,0,1200,0,74360,0,0,519880,365280,39120,94160,0,0,0,0,0,0,134080,0,0,0,0,0,369840,0,0,0,0,0,91160,0,64560,130000,34360,757080,19440,53440,152240,0,355360,50120,0,0,0,0,0,10800,0,672000,0,3222640,0,217480,619120,76560,1162800,0,0,0,0,16400,73360,38200,0,226800,114640,0,0,0,766480,59440,183680,0,0,0,0,127120,531280,308640,126760,0,34720,62160,117440,0,14600,0,0,0,227280,0,0,119360,140240,445800,1147920,0,8840,0,0,629440,0,0,139680,988400,0,0,247720,0,0,0,753840,41360,0,3831600,0,1145920,0,83920,1485760,0,665360,237800,0,0,13920,989440,0,821120,10960,147120,0,1398920,0,327760,1023520,120,20480,402400,29840,302800,0,4256080,14800,186480,2742680,0,0,31440,0,362160,472400,0,0,3200,0,0,0,466080,280,456800,267800,0,0,235600,0,781000,0,0,0,0,0,0,0,997000,822760,0,133120,143280,0,0,0,0,1040,0,0,0,0,0,0,139920,24880,0,0,13480,0,0,0,164640,64560,0,0,66480,0,0,0,277280,8320,0,0,0,0
RMDDL,0,0,0,0,0,0,0,0,0,81360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154480,0,0,38280,0,3173920,181440,303200,2032720,270720,0,0,0,344240,0,0,0,0,0,0,219920,0,0,0,349200,2122440,0,0,7120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600040,0,0,0,0,0,0,0,0,7680,0,6371600,4541480,0,0,0,0,0,0,0,0,0,11720,3200,20000,0,595920,3069520,714040,7205280,0,0,1145920,0,1716720,605600,1133440,277320,10242200,255840,26880,25760,718000,15840,0,138320,263120,682720,338880,0,124560,57480,0,854280,682720,3039840,379520,38400,131880,1044000,0,2720,601480,188800,1142320,903960,0,0,240,0,0,0,0,0,0,0,0,0,45440,244800,1180360,1987800,0,0,0,0,0,0,0,0,0,0,331440,0,29200,0,1602000,5600,1251440,347920,0,59480,995280,288000,4760,238320,1798800,61600,0,0,1146400,13280,0,29920,1301120,27360,0,0,75040,0,0,14840,75000,83280,0,0,0,0,0
RMDDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29680,0,0,880,160840,3809200,1863520,432560,0,186000,0,0,0,847040,0,0,0,0,300080,160,0,0,319320,0,0,2331240,18720,0,0,0,0,0,0,0,0,0,0,0,0,7520,0,0,0,0,626480,0,0,0,0,0,0,0,0,0,32680,0,3433200,6621760,0,18000,0,0,0,0,63600,0,0,15160,11600,20320,242000,0,1012320,2444800,0,6507280,1044640,0,1716720,0,847560,1012040,10515680,295360,133920,0,155600,1246480,0,3920,286320,827120,521600,484880,134920,0,0,88080,797720,872640,261040,2754160,178560,12560,0,575120,1115440,3800,769840,15120,0,626960,0,0,0,0,0,0,0,0,0,0,0,0,1544920,91480,0,1113640,0,0,0,0,0,0,0,0,257120,39040,0,495920,746280,0,801840,90640,0,261280,1289400,80,27560,414160,1249840,152240,0,86720,1722000,0,0,39000,871520,153040,0,100360,87760,0,0,0,22880,33840,0,7560,0,0,0,0
RMDL,0,0,0,0,0,0,0,0,45680,843360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173480,0,0,0,246560,545280,0,0,48240,0,0,209760,264240,6720,0,0,0,0,1000240,645520,46240,0,0,0,207320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66880,0,0,0,0,479880,0,0,0,0,0,0,0,0,0,9760,64720,4571600,4810720,880,318200,0,0,720,0,0,1199760,7513200,0,0,0,0,0,1473720,2270920,0,0,1533720,83920,605600,847560,0,5014600,1260480,1495760,0,309280,1883680,0,2793560,5067680,1699760,2399040,902480,699040,0,748400,0,1786640,654000,1643320,0,0,0,102320,620160,399080,608880,111120,0,0,0,0,1354240,314160,0,0,0,0,0,0,0,3432240,1220640,112000,1175920,103280,1761920,271600,8880,0,0,0,0,0,0,0,48320,53920,0,2424400,1430960,3258680,0,0,0,0,391280,28080,249200,344880,0,0,0,0,269160,1044800,473600,467440,0,0,0,0,90480,339600,32680,220720,0,0,0,0,15160,30760,0,45320
RMDR,0,0,0,0,0,0,0,0,534080,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54080,0,0,204280,185360,4240,12320,0,12040,76920,0,0,43640,0,6880,0,0,603360,1153560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223080,0,0,0,0,0,557920,0,0,0,0,0,0,0,0,20360,77400,4310800,4174560,156320,0,0,0,0,0,0,6270560,1385680,0,0,0,0,0,2789560,1775160,0,0,0,1485760,1133440,1012040,5014600,0,1584320,1262080,0,1487920,265360,0,4954000,2524200,2814560,1846240,648960,983520,1119840,20400,1577360,360,1546440,707080,0,0,60640,0,402240,419000,88000,609760,0,0,0,0,1942600,719440,0,0,0,0,0,0,0,583360,3096080,47560,244920,846640,187680,1882520,53520,0,0,0,0,0,0,0,2680,12720,0,2732800,3641920,949960,0,0,0,0,86920,236600,82960,227440,0,0,0,0,772240,237360,1128000,509360,0,0,0,0,135840,45680,161760,344640,0,0,0,0,0,0,0,16080
RMDVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204160,159280,120520,0,0,0,0,0,0,0,2680,3313000,12240,982000,0,0,1343200,0,963560,0,560640,521440,0,0,476200,0,3840,0,0,1441520,0,0,388120,0,0,0,0,0,0,0,0,0,0,0,0,165040,1040,0,0,0,10480,143200,228800,0,0,0,0,0,38400,0,0,0,0,4681680,3644480,136160,0,0,0,0,0,0,0,0,10640,11600,0,6454680,0,2550960,1070800,0,362800,789280,0,277320,10515680,1260480,1584320,0,1562880,1509560,225760,5040,714800,203000,107520,433840,631440,570560,160720,165040,1194640,106160,311440,600,1216960,1520,344360,880,2129000,0,646880,636080,0,456760,0,17200,1202560,0,0,0,0,0,0,0,0,0,0,0,0,1563840,157760,0,148320,0,0,0,0,0,0,0,0,0,0,128880,52040,1320280,993200,461440,0,258000,632880,291160,4080,0,711520,67440,0,298280,1396880,42160,0,0,1590720,107440,0,211800,912800,0,0,0,358240,105080,0,0,20600,0,0,0,0
